name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989,04/30/1989,01/31/1989,10/31/1988
NetNonOperatingInterestIncomeExpense,"-49,865,000","-12,203,000","-12,734,000","-12,354,000","-12,574,000","-12,004,000","-12,117,000","-18,681,000","-9,177,000","-10,379,000","-10,784,000","-12,518,000","-10,785,000","-10,320,000","-11,771,000","-12,323,000","-10,210,000","-9,620,000","-10,016,000","-13,884,000","-9,639,000","-9,949,000","-11,676,000","-1,701,000","-1,056,000","-1,242,000","-2,584,000","-1,955,000","-1,177,000","-975,000","-1,954,000","-1,988,000","-1,965,000","-1,752,000","-2,747,000","-2,949,000","-1,750,000","-1,777,000","-2,553,000","-3,073,000","-1,034,000","-1,104,000","-1,704,000","-2,297,000","-952,000","-759,000","-1,325,000","-1,706,000","-634,000","-362,000","-1,106,000","-1,891,000","-1,022,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"49,865,000","12,203,000","12,734,000","12,354,000","12,574,000",,"12,117,000","18,681,000","9,177,000","10,379,000","10,784,000","12,518,000","10,785,000","10,320,000","11,771,000","12,323,000","10,210,000","9,620,000","10,016,000","13,884,000","9,639,000","9,949,000","11,676,000","1,701,000","1,056,000","1,242,000","2,584,000","1,955,000","1,177,000","975,000","1,954,000","1,988,000","1,965,000","1,752,000","2,747,000","2,949,000","1,750,000","1,777,000","2,553,000","3,073,000","1,034,000","1,104,000",,"2,297,000","952,000","759,000","1,325,000","1,706,000","634,000","362,000","1,106,000","1,891,000","1,022,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,"12,354,000",,"12,004,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,104,000",,"2,297,000","952,000","-759,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"3,566,000","-2,708,000","3,401,000","898,000","1,975,000","1,820,000","2,625,000","342,000","-12,359,000","-5,243,000","-22,144,000","801,000","642,000","181,000","-5,470,000","176,000","-28,000","-451,000","-7,798,000","612,000",,"-1,152,000","-9,687,000","-1,437,000","348,000","269,000","444,000","896,000",,,"-462,000","11,950,000",,,,,,,"-13,000","-273,000","-146,000","-286,000","-2,083,000","337,000","-376,000","-99,000",,,,,,,"1,022,000","685,000",,,,,,,,,,,,,,,,,"0",,"-882,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,"612,000","0","-1,152,000",,"-1,437,000","348,000","269,000",,,,,,,,,"0","0","0","0","-13,000","-273,000","-146,000","-286,000","-2,083,000","337,000","-376,000","-99,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,"-1,455,000","0","0","0","-501,000","117,000","-14,302,000","-3,187,000","-21,717,000","124,000","1,393,000","829,000","-2,813,000",,,,"-7,884,000",,,,"-10,480,000",,,,,,,,,,,,,,,,,,,"-286,000",,,,,,,,,,,"1,022,000","685,000",,,,,,,,,,,,,,,,,"0",,"-882,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,"1,455,000","0","0",,"501,000","-117,000","14,302,000",,"21,717,000",,,,"2,813,000",,,,"7,884,000",,,,"10,480,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,,,,,,,,,"21,717,000",,,,"2,813,000",,,,"7,884,000",,,,"10,480,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,"3,187,000",,"-124,000","-1,393,000","-829,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"5,021,000","-2,708,000","4,856,000","898,000","1,975,000","1,820,000","3,126,000","225,000","1,943,000","-2,056,000","-427,000","677,000","-751,000","-648,000","-2,657,000","176,000","-28,000","-451,000","86,000",,,,"793,000",,,,"444,000","896,000",,,"-462,000","11,950,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"273,964,000","39,626,000","59,327,000","146,670,000","28,341,000","36,638,000","18,466,000","91,604,000","-18,636,000","-55,708,000","21,095,000","131,021,000","15,389,000","14,593,000","29,966,000","127,868,000","12,991,000","13,005,000","11,929,000","127,947,000","-13,333,000","-16,494,000","-32,738,000","112,007,000","-5,905,000","4,398,000","10,293,000","138,343,000","19,766,000","10,731,000","33,912,000","123,242,000","9,530,000","1,757,000","19,441,000","95,738,000","5,383,000","1,666,000","13,502,000","77,763,000","2,109,000","-1,367,000","6,719,000","70,808,000","2,565,000","-852,000","19,600,000","70,593,000","4,999,000","-2,287,000","12,351,000","55,696,000","-4,786,000","-11,757,000","-40,338,000","49,186,000","-6,515,000","-11,774,000","1,123,000","40,607,000","-1,510,000","-11,023,000","980,000","38,929,000","-3,021,000","-15,391,000","-4,362,000","25,540,000","-378,000","-8,191,000","-4,667,000","17,363,000","-2,248,000","-8,468,000","-6,511,000","19,971,000","4,607,000","-4,453,000","-5,884,000","13,926,000","964,000","-6,736,000","-6,169,000","8,389,000","6,475,000","-4,820,000","1,272,000","15,785,000","5,731,000","-4,198,000","1,214,000","11,500,000","2,700,000","-5,700,000","-4,800,000","7,300,000","2,300,000","-6,500,000","-4,000,000","9,100,000","4,000,000","-5,400,000","-2,800,000","9,300,000","3,300,000","-5,700,000","-3,900,000","5,600,000","3,100,000","-5,000,000","-10,900,000","-900,000",,"-5,400,000","-600,000","5,300,000","1,200,000","-3,500,000","5,700,000","3,200,000","-2,100,000",,,,,,,"5,100,000","1,200,000","3,200,000","6,700,000",,,,
TaxProvision,"69,616,000","9,000,000","11,183,000","40,198,000","9,235,000","10,259,000","3,846,000","28,430,000","-3,660,000","-16,413,000","-4,193,000","35,634,000","4,270,000","2,550,000","5,886,000","33,843,000","2,914,000","3,120,000","12,471,000","46,322,000","-4,765,000","-6,103,000","-12,634,000","41,443,000","-4,612,000","1,627,000","2,329,000","51,187,000","7,313,000","3,971,000","11,692,000","43,469,000","3,622,000","668,000","6,767,000","36,381,000","2,045,000","633,000","5,605,000","29,550,000","802,000","-520,000","1,699,000","27,253,000","1,000,000","-332,000","7,268,000","27,871,000","2,000,000","-915,000","3,341,000","23,393,000","-2,010,000","-4,938,000","-8,213,000","20,350,000","-2,663,000","-4,886,000","56,000","16,852,000","-626,000","-4,575,000","462,000","15,671,000","-1,284,000","-6,541,000","-1,611,000","10,727,000","-77,000","-3,522,000","-1,960,000","7,466,000","-588,000","-3,641,000","-3,416,000","8,591,000","1,889,000","-1,826,000","-1,364,000","5,431,000","388,000","-2,567,000","-2,507,000","3,356,000","2,590,000","-1,928,000","514,000","6,317,000","2,284,000","-1,679,000","534,000","4,600,000","1,100,000","-2,300,000","-1,700,000","2,900,000","900,000","-2,600,000","-1,900,000","3,400,000","1,600,000","-2,200,000","-1,800,000","3,700,000","1,300,000","-2,300,000","-1,500,000","2,200,000","1,400,000","-2,000,000","-1,900,000","-400,000",,"-2,400,000","-200,000","2,200,000","500,000","-1,500,000","2,400,000","1,300,000","-900,000",,,,,,,"1,800,000","500,000","1,400,000","2,900,000",,,,
NetIncomeCommonStockholders,"204,906,000","30,634,000","48,430,000","106,674,000","19,168,000","26,321,000","14,642,000","63,174,000","-14,976,000","-39,295,000","25,288,000","95,387,000","11,119,000","12,043,000","24,080,000","94,025,000","10,077,000","9,885,000","-542,000","81,625,000","-8,568,000","-10,391,000","-20,104,000","70,564,000","-1,293,000","2,771,000","7,964,000","87,156,000","12,453,000","6,760,000","22,220,000","80,615,000","6,236,000","1,290,000","13,055,000","59,595,000","3,592,000","1,118,000","8,070,000","48,291,000","1,362,000","-847,000","5,020,000","43,555,000","1,565,000","-520,000","12,332,000","42,722,000","2,999,000","-1,372,000","9,010,000","32,303,000","-2,776,000","-6,819,000","-32,125,000","28,836,000","-3,852,000","-6,888,000","1,067,000","23,755,000","-884,000","-6,448,000","518,000","23,258,000","-1,737,000","-8,850,000","-2,751,000","14,813,000","-301,000","-4,669,000","-2,707,000","9,897,000","-1,660,000","-4,827,000","-3,095,000","11,380,000","2,718,000","-2,627,000","-4,520,000","8,495,000","576,000","-4,169,000","-3,662,000","5,033,000","3,885,000","-2,892,000","758,000","9,468,000","3,447,000","-2,519,000","680,000","6,900,000","1,600,000","-3,400,000","-3,100,000","4,400,000","1,400,000","-3,900,000","-2,100,000","5,700,000","2,400,000","-3,200,000","-1,000,000","5,600,000","2,000,000","-3,400,000","-2,400,000","3,400,000","1,700,000","-3,000,000","-9,000,000","-500,000","600,000","-3,000,000","-400,000","3,100,000","700,000","-2,000,000","3,300,000","1,900,000","-1,200,000",,,,,,,"3,300,000","700,000","1,800,000","3,800,000",,,,
