name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,03/31/2017
TotalRevenue,"400,996,000","103,463,000","99,832,000","96,570,000","101,131,000","98,808,000","109,236,000","96,539,000","88,735,000","129,395,000","125,308,000","115,415,000","111,774,000","95,176,000","51,503,000","49,301,000","49,788,000","33,875,000","12,331,000","5,656,000"
	OperatingRevenue,"388,940,000","100,748,000","86,882,000","96,570,000","101,131,000","98,808,000","109,236,000","96,539,000","88,735,000","129,395,000","125,308,000","115,415,000","111,774,000","95,176,000","51,503,000","49,301,000","49,788,000","33,875,000","12,331,000","5,656,000"
CostOfRevenue,"202,765,000","58,028,000","47,070,000","45,287,000","52,380,000","53,085,000","59,046,000","49,320,000","54,812,000","62,069,000","57,752,000","59,617,000","53,108,000","43,669,000","31,347,000","25,900,000","25,774,000","16,551,000","4,641,000","1,073,000"
GrossProfit,"198,231,000","45,435,000","52,762,000","51,283,000","48,751,000","45,723,000","50,190,000","47,219,000","33,923,000","67,326,000","67,556,000","55,798,000","58,666,000","51,507,000","20,156,000","23,401,000","24,014,000","17,324,000","7,690,000","4,583,000"
OperatingExpense,"22,322,000","5,345,000","6,683,000","5,338,000","4,956,000","4,634,000","4,538,000","3,140,000","4,175,000","4,514,000","4,986,000","3,240,000","3,068,000","1,369,000","590,000","729,000","426,000","254,000","282,000","125,000"
	SellingGeneralAndAdministration,"22,322,000","5,345,000","6,683,000","5,338,000","4,956,000","4,634,000","4,538,000","3,140,000","4,175,000","4,514,000","4,986,000","3,240,000","3,068,000","1,369,000","590,000","729,000","426,000","254,000","282,000","125,000"
		GeneralAndAdministrativeExpense,"22,322,000","5,345,000","6,683,000","5,338,000","4,956,000","4,634,000","4,538,000","3,140,000","4,175,000","4,514,000","4,986,000","3,240,000","3,068,000","1,369,000","590,000","729,000","426,000","254,000","282,000","125,000"
			OtherGandA,"22,322,000","5,345,000","6,683,000","5,338,000","4,956,000","4,634,000","4,538,000","3,140,000","4,175,000","4,514,000","4,986,000","3,240,000","3,068,000","1,369,000","590,000","729,000","426,000","254,000","282,000","125,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,"10,538,000","11,736,000","10,158,000","9,904,000","7,304,000","6,039,000","5,975,000","5,816,000","1,212,000","413,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,"10,538,000","11,736,000","10,158,000","9,904,000","7,304,000","6,039,000","5,975,000","5,816,000","1,212,000","413,000"
