name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990
TotalAssets,"20,866,570,000","20,886,723,000","19,860,440,000","19,348,362,000","19,230,189,000","19,043,134,000","19,018,238,000","19,267,037,000","18,296,459,000","18,094,144,000","18,004,966,000","17,606,006,000","17,119,092,000","16,784,737,000","16,461,722,000","16,197,746,000","15,882,337,000","15,640,186,000","15,728,417,000","14,336,785,000","14,223,957,000","14,520,769,000","14,098,789,000","13,493,177,000","13,262,019,000","13,254,126,000","12,749,965,000","11,918,316,000","11,910,089,000","11,516,846,000","11,599,466,000","11,556,822,000","11,291,188,000","10,989,286,000","10,821,446,000","10,603,235,000","10,520,715,000","10,694,089,000","10,604,524,000","10,661,183,000","10,573,436,000","10,644,864,000","10,499,111,000","10,535,530,000","10,614,409,000","10,801,986,000","11,253,182,000","11,413,046,000","11,870,498,000","11,588,232,000","11,749,763,000","11,396,189,000","11,398,144,000","11,582,639,000","11,055,322,000","10,811,915,000","10,442,907,000","10,402,532,000","9,628,380,000","8,901,028,000","8,688,779,000","8,026,508,000","7,634,066,000","7,457,650,000","6,881,214,000","6,397,503,000","6,157,499,000","6,073,302,000","6,165,829,000","6,098,005,000","5,893,043,000","5,770,129,000","5,686,215,000","5,541,915,000","3,201,632,000","3,012,630,000","2,912,608,000","2,753,998,000","2,665,084,000","2,578,985,000","2,515,872,000","2,453,114,000","2,407,904,000","2,303,942,000","2,261,999,000","2,206,834,000","2,202,224,000","2,144,153,000","2,063,574,000","1,995,900,000","1,882,400,000","1,821,400,000","1,807,100,000","1,780,900,000","1,711,700,000","1,656,700,000","1,642,600,000","1,622,500,000","1,570,800,000","1,532,000,000","1,511,000,000","1,504,300,000","1,200,100,000","1,183,700,000","1,183,800,000","1,087,400,000","1,046,800,000","966,900,000","956,800,000","941,100,000","912,300,000","879,700,000","866,400,000","877,500,000","865,900,000","846,000,000","849,700,000","832,800,000","819,300,000","777,400,000","749,600,000","750,000,000","728,300,000","677,900,000","648,900,000","660,000,000"
TotalLiabilitiesNetMinorityInterest,"18,444,340,000","18,440,472,000","17,397,149,000","16,896,005,000","16,766,900,000","16,624,990,000","16,643,515,000","16,924,589,000","15,983,422,000","15,799,861,000","15,759,072,000","15,406,709,000","14,955,763,000","14,662,871,000","14,344,947,000","14,132,913,000","13,872,545,000","13,666,882,000","13,759,718,000","12,439,019,000","12,366,055,000","12,692,230,000","12,305,350,000","11,734,122,000","11,527,346,000","11,506,348,000","11,017,879,000","10,249,251,000","10,275,843,000","9,913,958,000","10,029,082,000","10,018,460,000","9,796,787,000","9,530,315,000","9,386,144,000","9,063,813,000","8,971,150,000","9,064,585,000","8,998,588,000","9,088,179,000","9,027,913,000","9,129,231,000","9,004,546,000","9,053,663,000","9,162,233,000","9,365,881,000","9,806,340,000","9,980,150,000","10,453,399,000","10,275,488,000","10,470,298,000","10,156,092,000","10,095,345,000","10,281,252,000","10,044,669,000","9,808,726,000","9,429,951,000","9,422,113,000","8,670,961,000","7,975,586,000","7,741,641,000","7,074,934,000","6,722,756,000","6,587,233,000","6,079,371,000","5,615,386,000","5,397,558,000","5,329,982,000","5,431,959,000","5,373,392,000","5,207,075,000","5,118,553,000","5,032,972,000","4,918,207,000","2,881,722,000","2,697,463,000","2,615,899,000","2,466,037,000","2,385,959,000","2,312,371,000","2,265,347,000","2,207,103,000","2,169,501,000","2,071,507,000","2,036,910,000","1,992,047,000","1,997,505,000","1,950,376,000","1,877,739,000","1,816,800,000","1,709,600,000","1,655,300,000","1,646,000,000","1,624,200,000","1,560,500,000","1,511,200,000","1,502,600,000","1,486,600,000","1,439,000,000","1,405,900,000","1,390,200,000","1,385,900,000","1,100,800,000","1,088,000,000","1,089,400,000","992,900,000","955,000,000","877,100,000","869,000,000","855,800,000","829,100,000","797,000,000","784,700,000","797,000,000","785,600,000","767,300,000","772,100,000","757,100,000","745,500,000","705,200,000","679,400,000","681,900,000","662,500,000","614,400,000","587,400,000","600,200,000"
TotalEquityGrossMinorityInterest,"2,422,230,000","2,446,251,000","2,463,291,000","2,452,357,000","2,463,289,000","2,418,144,000","2,374,723,000","2,342,448,000","2,313,037,000","2,294,283,000","2,245,894,000","2,199,297,000","2,163,329,000","2,121,866,000","2,116,775,000","2,064,833,000","2,009,792,000","1,973,304,000","1,968,699,000","1,897,766,000","1,857,902,000","1,828,539,000","1,793,439,000","1,759,055,000","1,734,673,000","1,747,778,000","1,732,086,000","1,669,065,000","1,634,246,000","1,602,888,000","1,570,384,000","1,538,362,000","1,494,401,000","1,458,971,000","1,435,302,000","1,539,422,000","1,549,565,000","1,629,504,000","1,605,936,000","1,573,004,000","1,545,523,000","1,515,633,000","1,494,565,000","1,481,867,000","1,452,176,000","1,436,105,000","1,446,842,000","1,432,896,000","1,417,099,000","1,312,744,000","1,279,465,000","1,240,097,000","1,302,799,000","1,301,387,000","1,010,653,000","1,003,189,000","1,012,956,000","980,419,000","957,419,000","925,442,000","947,138,000","951,574,000","911,310,000","870,417,000","801,843,000","782,117,000","759,941,000","743,320,000","733,870,000","724,613,000","685,968,000","651,576,000","653,243,000","623,708,000","319,910,000","315,167,000","296,709,000","287,961,000","279,125,000","266,614,000","250,525,000","246,011,000","238,403,000","232,435,000","225,089,000","214,787,000","204,719,000","193,777,000","185,835,000","179,100,000","172,800,000","166,100,000","161,100,000","156,700,000","151,200,000","145,500,000","140,000,000","135,900,000","131,800,000","126,100,000","120,800,000","118,400,000","99,300,000","95,700,000","94,400,000","94,500,000","91,800,000","89,800,000","87,800,000","85,300,000","83,200,000","82,700,000","81,700,000","80,500,000","80,300,000","78,700,000","77,600,000","75,700,000","73,800,000","72,200,000","70,200,000","68,100,000","65,800,000","63,500,000","61,500,000","59,800,000"
	StockholdersEquity,"2,422,230,000","2,446,251,000","2,463,291,000","2,452,357,000","2,463,289,000","2,418,144,000","2,374,723,000","2,342,448,000","2,313,037,000","2,294,283,000","2,245,894,000","2,199,297,000","2,163,329,000","2,121,866,000","2,116,775,000","2,064,833,000","2,009,792,000","1,973,304,000","1,968,699,000","1,897,766,000","1,857,902,000","1,828,539,000","1,793,439,000","1,759,055,000","1,734,673,000","1,747,778,000","1,732,086,000","1,669,065,000","1,634,246,000","1,602,888,000","1,570,384,000","1,538,362,000","1,494,401,000","1,458,971,000","1,426,855,000","1,530,975,000","1,541,118,000","1,621,057,000","1,597,489,000","1,564,557,000","1,537,076,000","1,507,186,000","1,486,118,000","1,473,420,000","1,443,729,000","1,427,658,000","1,438,342,000","1,424,396,000","1,408,599,000","1,304,244,000","1,270,965,000","1,231,597,000","1,294,299,000","1,292,887,000","1,002,153,000","994,689,000","1,004,456,000","971,919,000","948,919,000","916,942,000","938,638,000","943,074,000","902,810,000","861,917,000","793,343,000","773,617,000","751,440,000","734,819,000","725,350,000","715,993,000","677,348,000","642,956,000","646,683,000","619,296,000","319,910,000","315,167,000","296,709,000","287,961,000","279,125,000","266,614,000","250,525,000","246,011,000","238,403,000","232,435,000","225,089,000","214,787,000","204,719,000","193,777,000","185,835,000","179,100,000","172,800,000","166,100,000","161,100,000","156,700,000","151,200,000","145,500,000","140,000,000","135,900,000","131,800,000","126,100,000","120,800,000","118,400,000","99,300,000","95,700,000","94,400,000","94,500,000","91,800,000","89,800,000","87,800,000","85,300,000","83,200,000","82,700,000","81,700,000","80,500,000","80,300,000","78,700,000","77,600,000","75,700,000","73,800,000","72,200,000","70,200,000","68,100,000","65,800,000","63,500,000","61,500,000","59,800,000"
		CapitalStock,"909,000","909,000","909,000","908,000","907,000","906,000","904,000","903,000","902,000","900,000","900,000","900,000","899,000","898,000","896,000","895,000","894,000","891,000","890,000","881,000","880,000","878,000","871,000","871,000","870,000","870,000","869,000","842,000","841,000","840,000","839,000","839,000","838,000","838,000","831,000","129,009,000","128,555,000","255,410,000","254,508,000","253,609,000","252,713,000","251,821,000","250,932,000","250,045,000","249,162,000","248,282,000","247,405,000","246,532,000","245,661,000","244,644,000","243,676,000","242,780,000","241,921,000","540,000","537,000","536,000","536,000","535,000","535,000","534,000","534,000","533,000","529,000","529,000","517,000","516,000","515,000","515,000","514,000","513,000","505,000","252,000","252,000","251,000","184,000","183,000","183,000","183,000","183,000","183,000","183,000","90,000","90,000","91,000","91,000","91,000","91,000","91,000","90,000","100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","128,178,000","127,724,000","254,580,000","253,678,000","252,780,000","251,884,000","250,992,000","250,103,000","249,217,000","248,334,000","247,455,000","246,578,000","245,705,000","244,834,000","243,967,000","243,103,000","242,242,000","241,384,000","3,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"909,000","909,000","909,000","908,000","907,000","906,000","904,000","903,000","902,000","900,000","900,000","900,000","899,000","898,000","896,000","895,000","894,000","891,000","890,000","881,000","880,000","878,000","871,000","871,000","870,000","870,000","869,000","842,000","841,000","840,000","839,000","839,000","838,000","838,000","831,000","831,000","831,000","830,000","830,000","829,000","829,000","829,000","829,000","828,000","828,000","827,000","827,000","827,000","827,000","677,000","573,000","538,000","537,000","537,000","537,000","536,000","536,000","535,000","535,000","534,000","534,000","533,000","529,000","529,000","517,000","516,000","515,000","515,000","514,000","513,000","505,000","252,000","252,000","251,000","184,000","183,000","183,000","183,000","183,000","183,000","183,000","90,000","90,000","91,000","91,000","91,000","91,000","91,000","90,000","100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"974,748,000","972,474,000","969,719,000","967,166,000","965,566,000","964,734,000","955,742,000","953,616,000","952,331,000","950,466,000","947,880,000","945,250,000","942,838,000","942,062,000","939,801,000","937,224,000","934,335,000","932,874,000","932,521,000","895,578,000","892,583,000","895,480,000","886,081,000","884,352,000","882,825,000","880,822,000","877,445,000","790,897,000","787,956,000","789,519,000","787,889,000","786,259,000","785,001,000","784,489,000","771,759,000","770,847,000","769,955,000","768,925,000","768,169,000","767,218,000","766,435,000","765,641,000","765,021,000","764,524,000","764,098,000","762,509,000","761,954,000","761,357,000","760,530,000","634,623,000","545,010,000","512,298,000","510,555,000","749,164,000","488,446,000","485,762,000","483,132,000","480,557,000","477,039,000","474,400,000","471,650,000","467,591,000","453,110,000","450,287,000","401,867,000","416,685,000","415,429,000","414,326,000","410,180,000","396,881,000","374,911,000","373,205,000","371,647,000","365,272,000","75,473,000","74,169,000","73,382,000","70,857,000","70,382,000","69,899,000","68,999,000","68,518,000","68,057,000","67,505,000","66,919,000","66,275,000","65,787,000","65,382,000","64,963,000","64,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"2,034,681,000","1,985,168,000","1,935,831,000","1,887,571,000","1,837,261,000","1,789,325,000","1,743,106,000","1,710,994,000","1,681,345,000","1,659,153,000","1,616,485,000","1,568,351,000","1,520,861,000","1,479,149,000","1,439,450,000","1,389,224,000","1,335,058,000","1,281,639,000","1,275,094,000","1,242,316,000","1,207,670,000","1,175,485,000","1,144,173,000","1,112,279,000","1,091,640,000","1,059,660,000","1,032,806,000","1,005,844,000","971,831,000","943,834,000","916,227,000","885,896,000","856,388,000","829,109,000","801,184,000","771,928,000","744,867,000","721,993,000","698,601,000","673,154,000","648,201,000","624,192,000","601,391,000","580,205,000","560,797,000","543,625,000","530,401,000","518,012,000","520,970,000","551,588,000","591,574,000","613,835,000","646,551,000","645,592,000","654,827,000","653,125,000","639,079,000","617,108,000","591,424,000","562,665,000","537,455,000","520,689,000","494,805,000","468,783,000","444,363,000","421,545,000","399,347,000","377,171,000","356,007,000","335,608,000","318,527,000","299,065,000","280,402,000","263,973,000","247,210,000","239,230,000","228,504,000","218,489,000","208,939,000","198,455,000","186,216,000","179,681,000","170,388,000","161,156,000","153,230,000","146,118,000","138,690,000","129,139,000","121,953,000","115,500,000","108,700,000","102,700,000","97,400,000","92,500,000","87,100,000","82,500,000","78,000,000","74,100,000","70,400,000","66,300,000","62,800,000","59,600,000","57,200,000","54,700,000","52,700,000","51,000,000","49,600,000","48,100,000","46,700,000","45,100,000","43,600,000","43,300,000","41,500,000","40,200,000","40,400,000","39,200,000","38,500,000","37,000,000","35,500,000","34,200,000","32,700,000","31,100,000","29,500,000","27,800,000","26,200,000","24,800,000"
		TreasuryStock,"542,131,000","509,235,000","442,800,000","405,660,000","342,131,000","342,131,000","331,418,000","331,418,000","331,418,000","318,538,000","318,538,000","313,846,000","290,838,000","282,237,000","239,589,000","239,589,000","239,589,000","239,589,000","239,589,000","239,589,000","239,589,000","239,589,000","239,589,000","239,589,000","239,589,000","185,148,000","176,437,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","125,736,000","110,219,000","104,819,000","63,256,000","33,311,000","33,311,000","33,311,000","33,311,000","33,311,000","33,311,000","33,311,000","9,641,000","8,810,000","8,810,000","8,810,000","8,810,000","8,810,000","8,810,000","8,810,000","8,810,000","8,287,000","7,604,000","7,342,000","7,342,000","7,341,000","6,449,000","209,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
