name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
MarketCap,"569,058,829","998,435,787","1,227,804,332","1,230,693,293","1,057,506,801","1,068,325,685","1,260,281,988","1,320,926,872","1,274,368,241","1,149,722,162","1,266,951,731","1,420,063,656","1,533,087,099","945,779,827","618,139,263","1,119,043,645","945,750,904","664,564,204","516,749,499","773,169,295","736,721,638","1,084,742,828","1,228,824,715","1,168,322,892","729,461,145","830,925,746","895,568,323","777,678,372","1,104,529,273","1,030,577,099","542,770,200"
EnterpriseValue,"673,722,829","1,000,263,787","1,177,867,332","1,194,214,293","1,075,559,801","941,138,685","1,170,613,988","1,277,796,872","1,271,267,241","1,160,696,162","1,285,058,731","1,491,296,656","1,619,813,099","976,515,827","603,677,263","1,061,558,645","952,552,904","639,261,204","467,957,499","755,753,295","662,480,638","1,060,051,828","1,169,085,715","1,047,033,892","649,226,145","672,699,746","741,877,323","571,590,372","989,393,273","880,185,099","603,059,200"
PeRatio,,,,,,"9.019","8.437","7.706","8.93","13.187",,,,,,,,,,,,,,,,,,,,,
ForwardPeRatio,,,,,,"33.557","12.376","12.69","10.449","7.542","7.831","9.862",,,,,,,,,,,,,,,,,,,
PsRatio,"1.853","2.983","3.432","3.205","2.596","2.564","2.844","2.97","3.058","3.334","5.709","11.791","40.086",,,,"561.868","377.331","181.951","3.795","3.575","4.663","5.724","24.034","17.796","26.234","33.832","21.746","29.23","8.048","20.239"
PbRatio,"45.296","10.217","9.39","7.878","8.283","3.802","4.928","6.191","8.103","10.927","22.615",,,,"49.874","17.752",,"21.769","9.371","24.069","9.424","52.845","39.228",,,,"22.073","8.07","28.952","15.438",
EnterprisesValueRevenueRatio,"2.219","16.639","16.054","14.475","12.272","11.334","10.602","11.253","9.37","9.99","10.375","13.353","19.415","26.323",,,,,,,"474.897","6,584.173","1,385.173","6.43","46.149","54.43","72.747","79.753","144.1","151.495","92.878"
EnterprisesValueEBITDARatio,"-3.731","-11.584","-30.128","-37.477","-46.209","-5.654","67.779","37.075","19.122","27.94","27.453","28.033","56.39","-64.683","-10.137","-19.092","-23.598","-15.602","-10.23","-13.536","-12.696","-14.809","-16.064","12.033","-9.68","-10.514","-14.273","-8.071","-16.874","-21.676","-20.948"
