name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
OperatingCashFlow,"755,500,000","141,400,000","162,700,000","231,500,000","219,900,000","115,700,000","170,700,000","200,900,000","145,900,000","53,300,000","186,800,000","149,700,000","128,800,000","63,200,000","123,700,000","128,000,000","111,900,000","61,800,000","71,100,000","111,500,000","86,100,000","61,600,000"
	CashFlowFromContinuingOperatingActivities,"755,500,000","141,400,000","162,700,000","231,500,000","219,900,000","115,700,000","170,700,000","200,900,000","145,900,000","53,300,000","186,800,000","149,700,000","128,800,000","63,200,000","123,700,000","128,000,000","111,900,000","61,800,000","71,100,000","111,500,000","86,100,000","61,600,000"
		NetIncomeFromContinuingOperations,"367,900,000","79,700,000","124,600,000","75,600,000","88,000,000","47,600,000","-345,800,000","32,700,000","17,500,000","39,300,000","-6,600,000","-17,000,000","-21,400,000","-7,700,000","-9,500,000","-5,800,000","-4,100,000","-465,500,000","-37,700,000","-14,100,000","-26,800,000","-33,100,000"
		OperatingGainsLosses,,,,,,,"0","0","-6,500,000","-11,000,000",,"1,700,000","-7,400,000",,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,"0","0","-6,500,000","-11,000,000",,"1,700,000","-7,400,000",,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,"-6,500,000","-11,000,000",,"1,700,000","-7,400,000",,,,,,,,,
		DepreciationAmortizationDepletion,"156,100,000","39,400,000","41,100,000","38,800,000","36,800,000","34,700,000","38,800,000","40,900,000","40,100,000","39,500,000","41,000,000","40,600,000","46,100,000","45,800,000","45,200,000","45,700,000","40,000,000","35,900,000","42,900,000","44,500,000","46,400,000","48,000,000"
			DepreciationAndAmortization,"156,100,000","39,400,000","41,100,000","38,800,000","36,800,000","34,700,000","38,800,000","40,900,000","40,100,000","39,500,000","41,000,000","40,600,000","46,100,000","45,800,000","45,200,000","45,700,000","40,000,000","35,900,000","42,900,000","44,500,000","46,400,000","48,000,000"
		AssetImpairmentCharge,"14,000,000","0","14,000,000","0","0","17,300,000","398,200,000",,,,,,,,,,,,,,,
		StockBasedCompensation,"291,500,000","72,300,000","72,500,000","72,800,000","73,900,000","67,900,000","69,400,000","75,700,000","76,600,000","39,800,000","69,300,000","68,200,000","68,100,000","55,600,000","53,500,000","55,000,000","55,100,000","486,500,000","47,400,000","39,700,000","38,700,000","38,800,000"
