name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004
TotalAssets,"2,600,121,000","2,666,216,000","2,690,567,000","2,585,326,000","2,544,489,000","2,578,779,000","2,653,369,000","2,808,975,000","2,871,058,000","3,060,024,000","2,892,962,000","2,700,430,000","2,497,797,000","2,383,667,000","2,386,792,000","2,573,371,000","2,311,810,000","2,415,572,000","2,449,406,000","2,493,443,000","2,410,120,000","2,635,469,000","2,654,564,000","2,786,597,000","3,093,287,000","3,219,294,000","3,302,855,000","3,453,994,000","3,560,891,000","3,701,174,000","3,833,163,000","3,812,349,000","3,641,951,000","3,379,700,000","3,139,816,000","3,153,678,000","2,944,312,000","2,779,498,000","2,785,105,000","2,885,693,000","2,775,263,000","2,942,936,000","2,938,047,000","3,259,302,000","3,148,813,000","3,190,005,000","3,054,634,000","3,135,023,000","3,465,116,000","3,430,936,000","2,706,358,000","2,608,086,000","2,548,639,000","2,627,194,000","3,693,332,000","4,284,600,000","3,724,324,000","4,192,087,000","3,935,122,000","3,721,555,000","3,523,218,000","2,646,074,000","2,732,565,000","2,541,182,000","2,511,074,000","1,830,699,000","1,702,615,000","1,769,847,000","1,733,384,000","1,547,487,000","1,557,106,000","897,883,000"
	CurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109,016,000","306,109,000","98,183,000","164,081,000","110,742,000","136,042,000","98,655,000","274,233,000","102,664,000","286,727,000","611,536,000","608,761,000","60,089,000","92,887,000","102,741,000","90,573,000","500,834,000","975,736,000","490,776,000",,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,527,000","101,368,000","1,665,000","635,000","7,698,000","8,024,000","6,354,000","211,611,000","27,704,000","218,948,000","487,585,000","508,126,000","3,913,000","5,116,000","6,607,000","3,208,000","411,157,000","904,127,000","414,982,000","4,131,668,000","3,871,041,000","3,668,290,000","3,446,933,000","2,597,430,000","2,691,148,000","2,507,090,000","2,461,657,000","1,804,424,000","1,676,678,000","1,706,989,000","1,716,746,000","1,540,512,000","1,551,357,000","894,553,000"
			CashAndCashEquivalents,"30,598,000","34,467,000","27,518,000","47,317,000","54,624,000","54,174,000","31,334,000","44,394,000","43,676,000","42,226,000","36,438,000","30,570,000","41,189,000","29,937,000","19,258,000","12,667,000","15,333,000","14,098,000","33,145,000","32,690,000","11,280,000","51,841,000","70,112,000","60,320,000","18,905,000","12,527,000","12,516,000","12,908,000","8,417,000","27,670,000","11,682,000","11,563,000","14,736,000","14,847,000","6,084,000","17,084,000","6,197,000","43,690,000","6,527,000","101,368,000","2,678,000","635,000","7,698,000","8,024,000","6,354,000","211,611,000","27,704,000","218,948,000","487,585,000","508,126,000","3,913,000","5,116,000","6,607,000","3,208,000","411,157,000","904,127,000","414,982,000","835,792,000","700,176,000","779,406,000","1,097,952,000","347,913,000","651,983,000","715,640,000","904,959,000","454,195,000","502,943,000","743,113,000","878,264,000","814,569,000","1,142,264,000","649,132,000"
				CashFinancial,"565,000","12,100,000","3,962,000","6,162,000","4,444,000","21,320,000","5,509,000","9,139,000","6,375,000","5,916,000","4,801,000","1,360,000","4,909,000","7,283,000","2,134,000","1,055,000","1,298,000","1,876,000","1,966,000","2,837,000","1,497,000","1,534,000","4,368,000","2,824,000","18,905,000","2,113,000","12,516,000","12,908,000","8,417,000","27,670,000","2,427,000","1,386,000","14,736,000","14,847,000","1,574,000","7,031,000","6,197,000","2,169,000","6,527,000","1,380,000","2,678,000","635,000","7,698,000","8,024,000","6,354,000","10,756,000","26,005,000","15,340,000","37,757,000","5,928,000","2,491,000","4,620,000","6,607,000","2,196,000","409,086,000","4,149,000","11,084,000","14,184,000","6,444,000","37,889,000","8,160,000","3,333,000","3,911,000","4,079,000","6,585,000","4,897,000","4,263,000","464,000","5,208,000","3,825,000","644,000","374,000"
				CashEquivalents,"30,033,000","22,367,000","23,556,000","41,155,000","50,180,000","32,854,000","25,825,000","35,255,000","37,301,000","36,310,000","31,637,000","29,210,000","36,280,000","22,654,000","17,124,000","11,612,000","14,035,000","12,222,000","31,179,000","29,853,000","9,783,000","50,307,000","65,744,000","57,496,000",,"10,414,000",,,,,"9,255,000","10,177,000",,,"4,510,000","10,053,000",,"41,521,000",,"99,988,000",,,,,"0","200,855,000","1,699,000","203,608,000","449,828,000","502,198,000","1,422,000","496,000","0","1,012,000","2,071,000","899,978,000","403,898,000","821,608,000","693,732,000","741,517,000","1,089,792,000","344,580,000","648,072,000","711,561,000","898,374,000","449,298,000","498,680,000","742,649,000","873,056,000","810,744,000","1,141,620,000","648,758,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,295,876,000","3,170,865,000","2,888,884,000","2,348,981,000","2,249,517,000","2,039,165,000","1,791,450,000","1,556,698,000","1,350,229,000","1,173,735,000","963,876,000","838,482,000","725,943,000","409,093,000","245,421,000"
		Receivables,"28,626,000","17,787,000","30,286,000","23,224,000","18,279,000","23,762,000","20,645,000","77,684,000","25,163,000","29,324,000","33,342,000","30,444,000","28,364,000","24,192,000","27,647,000","47,095,000","28,858,000","27,348,000","29,509,000","26,684,000","63,787,000","29,124,000","22,386,000","80,072,000","118,883,000","104,501,000","60,816,000","89,923,000","163,621,000","128,645,000","126,327,000","124,753,000","116,651,000","147,074,000","68,865,000","57,427,000","60,406,000","79,078,000","73,036,000","176,066,000","78,063,000","143,544,000","80,480,000","102,039,000","64,854,000","41,504,000","55,349,000","45,987,000","99,881,000","75,621,000","52,798,000","83,865,000","91,200,000","83,662,000","85,370,000","66,671,000","69,898,000","55,071,000","57,873,000","47,115,000","70,452,000","43,527,000","35,509,000","28,061,000","43,073,000","21,728,000","19,956,000","58,042,000","14,805,000","6,594,000","4,950,000","1,953,000"
			AccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,334,000","127,255,000","23,654,000","83,039,000","30,295,000","55,557,000","19,168,000","11,000","6,983,000","1,946,000","56,742,000","36,891,000","8,436,000","48,919,000","48,739,000","37,030,000","32,813,000","27,916,000","23,255,000","18,291,000","13,698,000","9,412,000","35,235,000","4,995,000","3,071,000","1,662,000","18,246,000","58,000",,,,,,
			AccruedInterestReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,702,000","48,811,000","54,409,000","60,505,000","50,185,000","46,482,000","45,686,000","41,493,000","48,366,000","44,041,000","43,139,000","38,730,000","44,362,000","34,946,000","42,461,000","46,632,000","52,557,000","38,755,000","46,643,000","36,780,000","44,175,000","37,703,000","35,217,000","38,532,000","32,438,000","26,399,000","24,827,000","21,670,000",,,,,,
		PrepaidAssets,"719,000","932,000","1,332,000","1,657,000","907,000","1,266,000","1,075,000","959,000","732,000","4,480,000","729,000","268,000","336,000","969,000","1,187,000","801,000","419,000","1,211,000","581,000","857,000","713,000","502,000","1,051,000","15,186,000","9,523,000","3,162,000","3,943,000","3,784,000","9,283,000","3,778,000","1,028,000","1,315,000","292,000","997,000","859,000","995,000","320,000","1,086,000","1,875,000","27,253,000","17,442,000","19,902,000","22,564,000","24,798,000","27,447,000","21,118,000","19,611,000","21,792,000","24,070,000","25,014,000","3,378,000","3,906,000","4,934,000","3,703,000","4,307,000","4,938,000","5,896,000","5,348,000","6,208,000","6,150,000","5,833,000","5,117,000","5,483,000","5,887,000","6,344,000","3,920,000","4,225,000","4,193,000","855,000",,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,696,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,882,000","1,422,000","1,013,000",,,"1,181,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,676,089,000","2,579,584,000","2,677,080,000","2,778,855,000","2,827,305,000","3,123,260,000","3,050,158,000","2,915,772,000","2,951,970,000","2,848,296,000","2,853,580,000","2,822,175,000","2,646,269,000","2,515,199,000","2,445,898,000","2,536,621,000","3,192,498,000","3,308,864,000","3,233,548,000",,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"2,523,173,000","2,594,843,000","2,612,308,000","2,492,796,000","2,449,151,000","2,476,867,000","2,586,583,000","2,671,040,000","2,785,433,000","2,967,197,000","2,804,760,000","2,620,312,000","2,408,132,000","2,307,966,000","2,324,741,000","2,495,459,000","2,248,047,000","2,352,562,000","2,364,310,000","2,416,579,000","2,316,708,000","2,528,243,000","2,548,568,000","2,617,714,000","2,916,829,000","3,068,993,000","3,194,049,000","3,313,914,000","3,349,827,000","3,514,015,000","3,665,226,000","3,644,708,000","3,478,671,000","3,183,611,000","3,029,706,000","3,042,480,000","2,850,399,000","2,627,023,000","2,676,089,000","2,579,584,000","2,677,080,000","2,778,855,000","2,827,305,000","3,123,260,000","3,050,158,000","2,915,772,000","2,951,970,000","2,848,296,000","2,853,580,000","2,822,175,000","2,646,269,000","2,515,199,000","2,445,898,000","2,536,621,000","3,192,498,000","3,308,864,000","3,233,548,000","3,295,876,000","3,170,865,000","2,888,884,000","2,348,981,000","2,249,517,000","2,039,165,000","1,791,450,000","1,556,698,000","1,350,229,000","1,173,735,000","963,876,000","838,482,000","725,943,000","409,093,000","245,421,000"
			LongTermEquityInvestment,,,,"540,178,000","553,650,000","558,683,000","482,906,000","516,095,000","533,865,000","617,265,000","634,221,000","674,210,000","731,045,000","764,018,000","786,545,000","830,077,000","729,060,000","682,760,000","694,345,000","720,748,000","675,249,000","745,689,000","850,301,000","828,097,000","853,977,000","739,768,000","565,215,000","593,963,000","730,738,000","746,444,000","661,378,000","653,669,000","582,147,000","383,680,000","349,748,000","451,411,000","436,092,000","271,284,000","2,676,089,000","2,579,584,000","186,408,000",,,"3,123,260,000","111,568,000",,,,"92,551,000",,,,"126,083,000",,,,"246,992,000",,,,,,,,,,,,,,,
				InvestmentsinSubsidiariesatCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"225,604,000",,,,"216,378,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsInOtherVenturesUnderEquityMethod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,676,089,000","2,353,980,000",,,,"2,906,882,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"2,523,173,000","2,594,843,000","2,612,308,000","2,492,796,000","2,449,151,000","2,476,867,000","2,586,583,000","2,671,040,000","2,785,433,000","2,967,197,000","2,804,760,000","2,620,312,000","2,408,132,000","2,307,966,000","2,324,741,000","2,495,459,000","2,248,047,000","2,352,562,000","2,364,310,000","2,416,579,000","2,316,708,000","2,528,243,000","2,548,568,000","2,617,714,000","2,916,829,000","3,068,993,000","3,194,049,000","3,313,914,000","3,349,827,000","3,514,015,000","3,665,226,000","3,644,708,000","3,478,671,000","3,183,611,000","3,029,706,000","3,042,480,000","2,850,399,000","2,627,023,000",,,"2,677,080,000",,,,"3,050,158,000",,,,"2,853,580,000",,,,"2,445,898,000",,,,"3,233,548,000",,,,"2,348,981,000",,,,"1,556,698,000",,,,,,,
				FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,"2,523,173,000","2,594,843,000","2,612,308,000","2,492,796,000","2,449,151,000","2,476,867,000","2,586,583,000","2,671,040,000","2,785,433,000","2,967,197,000","2,804,760,000","2,620,312,000","2,408,132,000","2,307,966,000","2,324,741,000","2,495,459,000","2,248,047,000","2,352,562,000","2,360,290,000","2,416,579,000","2,316,708,000","2,526,333,000","2,548,568,000","2,617,714,000","2,916,829,000","3,068,993,000","3,194,049,000","3,313,914,000","3,349,827,000","3,514,015,000","3,665,226,000","3,644,708,000","3,478,671,000","3,183,611,000","3,029,706,000","3,039,781,000","2,850,399,000","2,627,023,000",,,"2,677,080,000",,,,"3,050,158,000",,,,"2,853,580,000",,,,"2,445,898,000",,,,"3,233,548,000",,,,"2,348,981,000",,,,"1,556,698,000",,,,,,,
				AvailableForSaleSecurities,,,,,,"558,683,000","482,906,000","516,095,000","533,865,000","617,265,000","634,221,000","674,210,000","731,045,000","764,018,000","786,545,000","830,077,000","729,060,000","682,760,000","694,345,000","720,748,000","675,249,000","745,689,000","850,301,000","828,097,000","853,977,000","739,768,000","565,215,000","593,963,000","730,738,000","746,444,000","661,378,000","653,669,000","582,147,000","383,680,000","349,748,000","451,411,000","436,092,000","271,284,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalLiabilitiesNetMinorityInterest,"1,595,289,000","1,641,940,000","1,651,434,000","1,542,321,000","1,508,159,000","1,561,368,000","1,645,631,000","1,811,032,000","1,846,743,000","1,844,142,000","1,639,570,000","1,409,720,000","1,185,170,000","1,067,062,000","1,015,640,000","1,182,205,000","893,724,000","974,522,000","976,806,000","1,015,819,000","928,323,000","1,128,770,000","1,112,626,000","1,234,188,000","1,447,706,000","1,495,085,000","1,475,995,000","1,557,344,000","1,623,283,000","1,704,483,000","1,769,672,000","1,743,476,000","1,590,340,000","1,454,361,000","1,275,172,000","1,320,510,000","1,266,923,000","1,127,351,000","1,069,636,000","1,202,682,000","1,090,032,000","1,335,529,000","1,344,071,000","1,348,070,000","1,187,782,000","1,291,756,000","1,192,320,000","1,292,121,000","1,692,310,000","1,604,238,000","1,022,178,000","1,164,451,000","1,152,501,000","1,223,697,000","1,740,336,000","2,019,697,000","1,826,416,000","2,079,511,000","1,734,903,000","1,738,240,000","1,673,470,000","1,298,976,000","1,409,206,000","1,268,900,000","1,281,219,000","915,235,000","801,308,000","878,865,000","840,498,000","655,211,000","681,974,000","26,866,000"
	CurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"134,916,000","182,795,000","80,695,000","122,344,000","120,598,000","98,867,000","134,339,000","291,862,000","98,901,000","299,087,000","631,694,000","656,573,000","119,866,000","92,552,000","94,900,000","61,227,000","83,109,000","1,054,008,000","187,294,000",,,,,,,,,,,,,,,
		PayablesAndAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"134,916,000","179,225,000","80,695,000","122,344,000","120,598,000","96,535,000","134,339,000","291,862,000","98,901,000","299,087,000","631,694,000","656,573,000","119,866,000","92,552,000","94,900,000","61,227,000","83,109,000","1,054,008,000","187,294,000","956,157,000","898,488,000","945,317,000","1,178,140,000","344,602,000","724,657,000","732,131,000","953,724,000","500,460,000","510,801,000","878,042,000","840,498,000","5,385,000","681,974,000","26,866,000"
			Payables,"36,160,000","46,930,000","43,131,000","45,621,000","34,255,000","38,927,000","35,234,000","46,486,000","42,543,000","49,298,000","45,938,000","50,567,000","46,415,000","62,897,000","58,901,000","72,642,000","96,169,000","92,677,000","99,383,000","88,020,000","70,549,000","81,578,000","86,824,000","122,807,000","108,890,000","98,294,000","92,549,000","149,560,000","111,296,000","109,022,000","185,655,000","166,008,000","212,351,000","187,576,000","188,195,000","188,355,000","105,120,000","81,869,000","118,218,000","165,830,000","73,913,000","106,563,000","106,621,000","85,785,000","129,378,000","282,560,000","95,036,000","292,588,000","626,844,000","651,547,000","117,467,000","88,432,000","90,558,000","54,278,000","74,871,000","1,046,072,000","184,854,000","950,955,000","893,965,000","942,925,000","1,179,988,000","338,190,000","721,650,000","728,973,000","955,024,000","498,669,000","509,311,000","878,042,000","839,383,000","4,475,000","681,029,000","26,446,000"
				AccountsPayable,"26,248,000","32,362,000","28,849,000","36,808,000","25,589,000","29,970,000","25,972,000","36,962,000","32,254,000","38,884,000","33,837,000","41,028,000","37,535,000","48,621,000","41,514,000","53,930,000","79,584,000","73,185,000","81,013,000","70,675,000","54,243,000","60,682,000","64,474,000","93,852,000","77,766,000","68,208,000","62,992,000","112,181,000","73,935,000","71,497,000","147,284,000","132,646,000","181,243,000","158,232,000","159,558,000","159,188,000","78,611,000","56,656,000","77,640,000","125,252,000","49,511,000","51,391,000","51,631,000","30,929,000","101,825,000","227,947,000","40,587,000","238,312,000","600,481,000","602,346,000","71,629,000","51,454,000","65,244,000","54,278,000","74,871,000","1,046,072,000","157,885,000","950,955,000","893,965,000","942,925,000","1,136,409,000","338,190,000","721,650,000","728,973,000","942,174,000","498,669,000","509,311,000",,,,,
				DividendsPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,578,000","40,578,000","39,409,000","55,172,000","54,990,000","54,856,000","54,740,000","54,613,000","54,449,000","54,276,000","49,340,000","49,201,000","45,838,000","36,978,000","36,978,000","0","0","0","9,368,000",,,,,,,,,,,,,,,
				OtherPayable,"9,912,000","14,568,000","14,282,000","8,813,000","8,666,000","8,957,000","9,262,000","9,524,000","10,289,000","10,414,000","12,101,000","9,539,000","8,880,000","14,276,000","17,387,000","18,712,000","16,585,000","19,492,000","18,370,000","17,345,000","16,306,000","20,896,000","22,350,000","28,955,000","31,124,000","30,086,000","29,557,000","37,379,000","37,361,000","37,525,000","38,371,000","33,362,000","31,108,000","29,344,000","28,637,000","29,167,000","26,509,000","25,213,000",,,"24,402,000",,,,"27,553,000",,,,"26,363,000",,,,"25,314,000",,,,"26,969,000",,,,"43,579,000",,,,"12,850,000",,,,,,,
			CurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,698,000","13,395,000","16,884,000","15,781,000","13,977,000","10,750,000","14,664,000","9,302,000","3,865,000","6,499,000","6,982,000","5,026,000","2,399,000","4,120,000","5,053,000","6,949,000","8,238,000","7,936,000","8,618,000","5,202,000","4,523,000","2,392,000","1,848,000","6,412,000","3,007,000","3,158,000","1,300,000","1,791,000","1,490,000",,"1,115,000","910,000","945,000","420,000"
