name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011
TotalAssets,"814,550,000","814,559,000","756,180,000","737,305,000","729,942,000","736,819,000","707,084,000","707,015,000","684,492,000","675,608,000","625,924,000","645,612,000","636,141,000","585,680,000","586,000,000","570,915,000","565,612,000","537,525,000","501,327,000","471,946,000","441,521,000","407,004,000","385,036,000","368,851,000","342,662,000","323,514,000","298,288,000","282,045,000","273,908,000","260,024,000","215,411,000","204,572,000","198,837,000","192,603,000","181,675,000","180,299,000","172,723,000","170,318,000","77,836,000","73,963,000","71,318,000","68,789,000"
	CurrentAssets,"573,184,000","546,398,000","452,853,000","468,242,000","464,056,000","475,345,000","405,532,000","448,107,000","425,138,000","395,616,000","379,809,000","381,586,000","382,537,000","378,965,000","401,741,000","390,869,000","393,889,000","369,350,000","367,380,000","344,276,000","295,461,000","300,688,000","260,959,000","262,402,000","255,571,000","229,236,000","225,321,000","205,513,000","195,849,000","175,259,000","149,597,000","142,909,000","131,884,000","130,456,000","131,004,000","134,188,000","116,006,000","147,354,000","55,758,000","51,941,000","50,355,000","49,072,000"
		CashCashEquivalentsAndShortTermInvestments,"457,138,000","405,288,000","345,687,000","360,219,000","356,735,000","356,024,000","318,761,000","347,831,000","331,952,000","298,890,000","298,036,000","299,007,000","298,136,000","289,166,000","326,506,000","322,519,000","328,527,000","288,414,000","302,727,000","278,862,000","244,779,000","243,856,000","209,977,000","214,380,000","205,709,000","178,966,000","174,145,000","158,110,000","142,950,000","127,218,000","113,418,000","109,345,000","105,608,000","97,196,000","100,866,000","106,377,000","92,646,000","118,432,000","25,804,000","28,459,000","30,646,000","24,548,000"
			CashAndCashEquivalents,"166,287,000","137,328,000","145,740,000","97,278,000","108,753,000","74,132,000","93,027,000","113,909,000","147,565,000","87,559,000","75,615,000","91,381,000","93,127,000","41,026,000","97,964,000","86,779,000","93,174,000","86,591,000","90,517,000","130,572,000","109,651,000","86,737,000","98,299,000","118,194,000","112,471,000","91,698,000","94,763,000","84,058,000","78,018,000","76,504,000","88,285,000","41,672,000","48,296,000","42,369,000","42,118,000","68,619,000","47,105,000","34,885,000","25,804,000","28,459,000","30,646,000","24,548,000"
				CashFinancial,"89,526,000","61,220,000","48,721,000","49,521,000","36,632,000","33,105,000","33,566,000","106,272,000","94,365,000","84,102,000","66,453,000","90,154,000","93,070,000","40,913,000","91,439,000","74,427,000","78,685,000","86,500,000","90,472,000","105,943,000","91,022,000","72,673,000","58,277,000","69,227,000","69,001,000","61,372,000","48,907,000","41,300,000","33,097,000","36,024,000","35,750,000",,,,"25,434,000",,,,"25,804,000","28,459,000","30,646,000","24,548,000"
				CashEquivalents,"76,761,000","76,108,000","97,019,000","47,757,000","72,121,000","41,027,000","59,461,000","7,637,000","53,200,000","3,457,000","9,162,000","1,227,000","57,000","113,000","6,525,000","12,352,000","14,489,000","91,000","45,000","24,629,000","18,629,000","14,064,000","40,022,000","48,967,000","43,470,000","30,326,000","45,856,000","42,758,000","44,921,000","40,480,000","52,534,000",,,,"16,684,000",,,,,,,
			OtherShortTermInvestments,"290,851,000","267,960,000","199,947,000","262,941,000","247,982,000","281,892,000","225,734,000","233,922,000","184,387,000","211,331,000","222,421,000","207,626,000","205,009,000","248,140,000","228,542,000","235,740,000","235,353,000","201,823,000","212,210,000","148,290,000","135,128,000","157,119,000","111,678,000","96,186,000","93,238,000","87,268,000","79,382,000","74,052,000","64,932,000","50,714,000","25,133,000","67,673,000","57,312,000","54,827,000","58,748,000","37,758,000","45,541,000","83,547,000",,,,
		Receivables,"89,294,000","108,998,000","84,267,000","86,044,000","85,222,000","100,179,000","64,291,000","75,938,000","72,696,000","78,034,000","61,314,000","63,184,000","67,863,000","75,825,000","58,612,000","52,535,000","49,874,000","64,412,000","46,354,000","46,359,000","41,639,000","47,024,000","41,910,000","40,387,000","42,414,000","42,325,000","37,876,000","34,552,000","38,732,000","32,993,000","30,278,000","28,062,000","21,887,000","28,581,000","25,022,000","22,928,000","19,032,000","24,545,000","23,452,000","18,343,000","15,579,000","20,750,000"
			AccountsReceivable,"89,294,000","108,998,000","84,267,000","86,044,000","85,222,000","100,179,000","64,291,000","75,938,000","72,696,000","78,034,000","61,314,000","63,184,000","67,863,000","75,825,000","58,612,000","52,535,000","49,874,000","64,412,000","46,354,000","46,359,000","41,639,000","47,024,000","41,910,000","40,387,000","42,414,000","42,325,000","37,876,000","34,552,000","38,732,000","32,993,000","30,278,000","28,062,000","21,887,000","28,581,000","25,022,000","22,928,000","19,032,000","24,545,000","23,452,000","18,343,000","15,579,000","20,750,000"
				GrossAccountsReceivable,"90,174,000","109,791,000","84,947,000","86,757,000","86,031,000","100,904,000","64,955,000","76,581,000","73,336,000","78,619,000","61,872,000","63,832,000","68,516,000","76,508,000","59,376,000","53,283,000","50,676,000","65,228,000","47,012,000","47,046,000","42,149,000","47,726,000","42,654,000","41,129,000","43,214,000","43,094,000","38,498,000","35,052,000","39,334,000","33,583,000","30,821,000","28,493,000","22,267,000","28,970,000","25,403,000","23,276,000","19,359,000","24,876,000","23,807,000","18,621,000","15,815,000","20,980,000"
				AllowanceForDoubtfulAccountsReceivable,"-880,000","-793,000","-680,000","-713,000","-809,000","-725,000","-664,000","-643,000","-640,000","-585,000","-558,000","-648,000","-653,000","-683,000","-764,000","-748,000","-802,000","-816,000","-658,000","-687,000","-510,000","-702,000","-744,000","-742,000","-800,000","-769,000","-622,000","-500,000","-602,000","-590,000","-543,000","-431,000","-380,000","-389,000","-381,000","-348,000","-327,000","-331,000","-355,000","-278,000","-236,000","-230,000"
		PrepaidAssets,"26,752,000","32,112,000","22,899,000","21,979,000","22,099,000","19,142,000","22,480,000","24,338,000","20,490,000","18,692,000","20,459,000","19,395,000","16,538,000","13,974,000","16,623,000","15,815,000","15,488,000","16,524,000","18,299,000","19,055,000","9,043,000","9,808,000","9,072,000","7,635,000","7,448,000","7,945,000","8,947,000","7,311,000","7,305,000","6,528,000","5,901,000","5,502,000","4,389,000","4,679,000","5,116,000","4,883,000","4,328,000","4,377,000","6,502,000","5,139,000","4,130,000","3,774,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,353,000","5,540,000","6,862,000","8,520,000",,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,353,000","5,540,000","6,862,000","8,520,000",,,,,,,,,,,,
	TotalNonCurrentAssets,"241,366,000","268,161,000","303,327,000","269,063,000","265,886,000","261,474,000","301,552,000","258,908,000","259,354,000","279,992,000","246,115,000","264,026,000","253,604,000","206,715,000","184,259,000","180,046,000","171,723,000","168,175,000","133,947,000","127,670,000","146,060,000","106,316,000","124,077,000","106,449,000","87,091,000","94,278,000","72,967,000","76,532,000","78,059,000","84,765,000","65,814,000","61,663,000","66,953,000","62,147,000","50,671,000","46,111,000","56,717,000","22,964,000","22,078,000","22,022,000","20,963,000","19,717,000"
		NetPPE,"97,946,000","98,870,000","101,052,000","106,362,000","106,256,000","109,688,000","115,559,000","106,028,000","100,425,000","101,130,000","85,748,000","87,460,000","90,090,000","61,442,000","64,503,000","64,973,000","60,696,000","58,557,000","51,281,000","42,768,000","40,823,000","39,401,000","40,670,000","40,025,000","31,786,000","31,329,000","29,965,000","29,238,000","28,279,000","26,618,000","24,776,000","24,012,000","24,169,000","23,075,000","22,493,000","22,526,000","19,787,000","18,148,000","16,896,000","16,517,000","15,150,000","13,861,000"
			GrossPPE,"274,488,000","268,713,000","264,045,000","262,610,000","258,003,000","255,246,000","257,180,000","241,512,000","229,869,000","224,444,000","203,408,000","199,043,000","195,726,000","160,672,000","157,420,000","152,034,000","141,660,000","133,797,000","124,394,000","111,384,000","105,037,000","98,906,000","109,975,000","105,021,000","93,670,000","89,474,000","84,420,000","80,136,000","76,436,000","71,889,000","67,521,000","63,976,000","61,534,000","57,927,000","55,032,000","52,866,000","48,334,000","44,812,000","42,012,000","40,074,000","37,170,000","34,345,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"218,919,000","210,605,000","205,158,000","201,115,000","191,280,000","185,798,000","184,649,000","174,768,000","167,304,000","161,573,000","156,283,000","150,971,000","146,150,000","140,730,000","137,537,000","132,183,000","121,809,000","117,730,000","108,856,000","104,086,000","101,401,000","95,212,000","106,454,000","101,583,000","90,099,000","86,107,000","81,714,000","77,436,000","73,755,000","69,267,000","65,184,000","61,741,000","59,353,000","55,827,000","53,156,000","51,140,000","46,664,000","43,140,000","40,389,000","23,008,000","21,133,000","32,927,000"
				OtherProperties,"34,569,000","37,016,000","37,795,000","40,403,000","45,616,000","48,341,000","51,488,000","46,433,000","42,263,000","44,054,000","30,546,000","31,604,000","33,107,000","3,503,000","3,503,000","3,503,000","3,503,000",,,,,,,,,,,,,,,,,,,,,,,"15,501,000","14,493,000","13,394,000"
