name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
TotalRevenue,"0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0","0","0","0"
OperatingExpense,"56,086,630","16,308,790","14,096,111","17,031,315","8,650,414","5,733,990","5,402,664","3,076,228","3,226,655"
	SellingGeneralAndAdministration,"14,349,688","3,807,942","4,565,528","4,026,666","1,949,552","1,464,692","1,285,488","596,164","1,067,333"
		GeneralAndAdministrativeExpense,"14,349,688","3,807,942","4,565,528","4,026,666","1,949,552","1,464,692","1,285,488","596,164","1,067,333"
			OtherGandA,"14,349,688","3,807,942","4,565,528","4,026,666","1,949,552","1,464,692","1,285,488","596,164","1,067,333"
	ResearchAndDevelopment,"41,736,942","12,500,848","9,530,583","13,004,649","6,700,862","4,269,298","4,117,176","2,480,064","2,159,322"
OperatingIncome,"-56,086,630","-16,308,790","-14,096,111","-17,031,315","-8,650,414","-5,733,990","-5,402,664","-3,076,228","-3,226,655"
NetNonOperatingInterestIncomeExpense,"38,932","47,973","0","-6,178","-2,863","-2,799","-2,847","-2,507","0"
	InterestIncomeNonOperating,,"47,973",,,,,,,
	InterestExpenseNonOperating,,,"0","6,178","2,863","2,799","2,847","2,507","0"
OtherIncomeExpense,"-97,587","-31,641","-40,252","1,905","-27,599","-7,207","-131,034","31,485","92,919"
	GainOnSaleOfSecurity,"-97,587","-31,641","-40,252","1,905","-27,599","-7,207","-131,034","31,485","92,919"
PretaxIncome,"-56,145,285","-16,292,458","-14,136,363","-17,035,588","-8,680,876","-5,743,996","-5,536,545","-3,047,250","-3,133,736"
TaxProvision,"353,349","88,116","60,407","81,044","123,782","40,425","14,377","0","58,261"
NetIncomeCommonStockholders,"-56,498,634","-16,380,574","-14,196,770","-17,116,632","-8,804,658","-5,784,421","-5,550,922","-3,047,250","-3,191,997"
	NetIncome,"-56,498,634","-16,380,574","-14,196,770","-17,116,632","-8,804,658","-5,784,421","-5,550,922","-3,047,250","-3,191,997"
		NetIncomeIncludingNoncontrollingInterests,"-56,498,634","-16,380,574","-14,196,770","-17,116,632","-8,804,658","-5,784,421","-5,550,922","-3,047,250","-3,191,997"
			NetIncomeContinuousOperations,"-56,498,634","-16,380,574","-14,196,770","-17,116,632","-8,804,658","-5,784,421","-5,550,922","-3,047,250","-3,191,997"
DilutedNIAvailtoComStockholders,"-56,498,634","-16,380,574","-14,196,770","-17,116,632","-8,804,658","-5,784,421","-5,550,922","-3,047,250","-3,191,997"
BasicEPS,,"-0.18","-0.16","-0.19","-0.15","-0.1",,"-0.06","-0.035"
DilutedEPS,,"-0.18","-0.16","-0.19","-0.15","-0.1",,"-0.06","-0.035"
BasicAverageShares,,"90,122,269","90,121,794","90,121,794","57,582,025","56,673,734",,"54,181,325","90,121,794"
DilutedAverageShares,,"90,122,269","90,121,794","90,121,794","57,582,025","56,673,734",,"54,181,325","90,121,794"
TotalOperatingIncomeAsReported,"-56,086,630","-16,308,790","-14,096,111","-17,031,315","-8,650,414","-5,733,990","-5,402,664","-3,076,228","-3,226,655"
TotalExpenses,"56,086,630","16,308,790","14,096,111","17,031,315","8,650,414","5,733,990","5,402,664","3,076,228","3,226,655"
NetIncomeFromContinuingAndDiscontinuedOperation,"-56,498,634","-16,380,574","-14,196,770","-17,116,632","-8,804,658","-5,784,421","-5,550,922","-3,047,250","-3,191,997"
NormalizedIncome,"-56,440,081.8","-16,361,589.4","-14,167,386.04","-17,118,022.65","-8,784,510.73","-5,779,159.89","-5,455,267.18","-3,078,735","-3,259,827.87"
InterestIncome,,"47,973",,,,,,,
InterestExpense,,,"0","6,178","2,863","2,799","2,847","2,507","0"
NetInterestIncome,"38,932","47,973","0","-6,178","-2,863","-2,799","-2,847","-2,507","0"
EBIT,"-56,152,576","-16,308,790","-14,136,363","-17,029,410","-8,678,013","-5,741,197","-5,533,698","-3,044,743","-3,133,736"
EBITDA,"-56,152,576"
ReconciledDepreciation,,"224,234",,,,"0",,,
NetIncomeFromContinuingOperationNetMinorityInterest,"-56,498,634","-16,380,574","-14,196,770","-17,116,632","-8,804,658","-5,784,421","-5,550,922","-3,047,250","-3,191,997"
TotalUnusualItemsExcludingGoodwill,"-97,587","-31,641","-40,252","1,905","-27,599","-7,207","-131,034","31,485","92,919"
TotalUnusualItems,"-97,587","-31,641","-40,252","1,905","-27,599","-7,207","-131,034","31,485","92,919"
NormalizedEBITDA,"-56,054,989","-16,052,915","-14,096,111","-17,031,315","-8,650,414","-5,733,990","-5,402,664","-3,076,228","-3,226,655"
TaxRateForCalcs,"0.4","0.4","0.27","0.27","0.27","0.27","0.27","0","0.27"
TaxEffectOfUnusualItems,"-39,034.8","-12,656.4","-10,868.04","514.35","-7,451.73","-1,945.89","-35,379.18","0","25,088.13"
