name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
TotalRevenue,"1,851,581,000","486,571,000","473,812,000","456,379,000","434,819,000","402,077,000","466,339,000","408,363,000","268,868,000","347,821,000","295,575,000","218,805,000","199,870,000","162,043,000","142,981,000","118,291,000","102,894,000","90,296,000","87,406,000","72,574,000","57,646,000","48,363,000","35,241,000","28,115,000","21,185,000","14,835,000","14,420,000","12,632,000","8,119,000","4,266,000","1,504,000","0","0","294,000","1,036,000","1,036,000","1,036,000","1,036,000","1,036,000","1,036,000","1,036,000","1,036,000","1,042,000","1,039,000","1,042,000","1,040,000","1,375,000","1,356,000","1,314,000","1,299,000","1,244,000","1,256,000","1,258,000","1,000,000","-1,896,000","337,000",,"51,000","537,000","113,000","1,115,000","1,170,000","1,180,000","1,155,000","1,221,000","1,194,000","1,185,000","1,195,000","623,000","1,247,000","1,275,000","1,261,000","1,222,000","1,177,000","1,169,000","918,000","406,000","408,000","408,299","409,479","39,956","39,266","37,781","13,089","1","1"
	OperatingRevenue,"1,851,581,000","486,571,000","473,812,000","456,379,000","434,819,000","402,077,000","466,339,000","408,363,000","268,868,000","347,821,000","295,575,000","218,805,000","199,870,000","162,043,000","142,981,000","118,291,000","102,894,000","90,296,000","87,406,000","72,574,000","57,646,000","48,363,000","35,241,000","28,115,000","21,185,000","14,835,000","14,420,000","12,632,000","8,119,000","4,266,000","1,504,000","0","0","294,000","1,036,000","1,036,000","1,036,000","1,036,000","1,036,000","1,036,000","1,036,000","1,036,000","1,042,000","1,039,000","1,042,000","1,040,000","1,375,000","1,356,000","1,314,000","1,299,000","1,244,000","1,256,000","1,258,000","1,000,000","-1,896,000","337,000",,"51,000","537,000","113,000","1,115,000","1,170,000","1,180,000","1,155,000","1,221,000","1,194,000","1,185,000","1,195,000","623,000","1,247,000","1,275,000","1,261,000","1,222,000","1,177,000","1,169,000","918,000","406,000","408,000","408,299","409,479","39,956","39,266","37,781","13,089","1","1"
CostOfRevenue,"483,500,000","134,700,000","119,100,000","115,700,000","114,000,000","110,000,000","99,700,000","95,100,000","66,200,000","81,600,000","69,100,000","52,800,000","51,600,000","43,300,000","38,200,000","30,000,000","26,900,000","22,900,000","23,500,000","20,700,000","18,000,000","17,000,000","13,900,000","12,200,000","10,100,000","9,100,000","7,700,000","7,500,000","5,100,000","4,200,000","3,401,000","924,000",,,,,,,"0","0","0","0","6,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000","7,000","5,000","8,000","0","-1,787,000","1,000,000",,"1,000","1,137,000","46,000","1,000","2,000","26,000","102,000","93,000","588,000","54,000","332,000","132,000","48,000","172,000","223,000","60,000","32,000","6,000","13,000",,"3,000","2,565","4,158","1,905","372",,,"-211,098","-187,674"
GrossProfit,"1,368,081,000","351,871,000","354,712,000","340,679,000","320,819,000","292,077,000","366,639,000","313,263,000","202,668,000","266,221,000","226,475,000","166,005,000","148,270,000","118,743,000","104,781,000","88,291,000","75,994,000","67,396,000","63,906,000","51,874,000","39,646,000","31,363,000","21,341,000","15,915,000","11,085,000","5,735,000","6,720,000","5,132,000","3,019,000","66,000","-1,897,000","-924,000",,,,,,,"1,036,000","1,036,000","1,036,000","1,036,000","1,036,000","1,033,000","1,036,000","1,034,000","1,369,000","1,350,000","1,308,000","1,293,000","1,237,000","1,251,000","1,250,000","1,000,000","-109,000","-663,000","-146,000","50,000","-600,000","67,000","1,114,000","1,168,000","1,154,000","1,053,000","1,128,000","606,000","1,131,000","863,000","491,000","1,199,000","1,103,000","1,038,000","1,162,000","1,145,000","1,163,000","905,000",,"405,000","405,734","405,321","38,051","38,894",,,"211,099","187,675"
OperatingExpense,"2,080,121,000","528,883,000","576,239,000","482,413,000","492,486,000","592,598,000","781,825,000","306,982,000","258,000,000","348,597,000","322,616,000","201,741,000","182,093,000","186,955,000","154,105,000","129,167,000","108,743,000","103,943,000","86,902,000","80,293,000","71,065,000","66,903,000","59,088,000","54,233,000","56,241,000","53,637,000","47,209,000","48,342,000","42,408,000","36,095,000","30,661,000","31,290,000","19,540,000","16,486,000","13,215,000","12,297,000","13,359,000","11,885,000","15,078,000","14,044,000","15,926,000","11,738,000","10,972,000","8,876,000","7,678,000","5,436,000","5,192,000","4,746,000","3,792,000","3,416,000","3,092,000","2,327,000","3,693,000","4,876,000","1,938,000","1,848,000","2,023,000","2,694,000","3,242,000","3,684,000","3,179,000","3,314,000","3,207,000","4,456,000","4,687,000","5,087,000","4,143,000","4,442,000","4,703,000","5,404,000","5,858,000","5,618,000","5,613,000","6,554,000","6,976,000","7,870,000","8,416,000","8,455,000","7,618,398","8,070,309","8,144,283","7,900,010","7,147,207","6,365,595","6,721,808","6,365,491"
	SellingGeneralAndAdministration,"1,611,329,000","401,981,000","463,704,000","383,117,000","362,427,000","453,841,000","312,227,000","252,081,000","225,562,000","281,749,000","264,051,000","166,796,000","151,890,000","154,939,000","133,173,000","111,536,000","94,031,000","89,008,000","74,227,000","68,568,000","61,328,000","58,901,000","52,006,000","46,608,000","47,601,000","43,511,000","36,544,000","37,379,000","33,393,000","28,724,000","24,069,000","22,217,000","12,366,000","9,056,000","6,502,000","5,315,000","6,902,000","4,359,000","4,639,000","3,553,000","3,724,000","2,739,000","3,300,000","2,766,000","2,481,000","2,447,000","2,722,000","2,111,000","1,669,000","1,621,000","1,839,000","1,490,000","1,678,000","4,768,000","1,868,000","1,271,000","1,495,000","1,835,000","1,973,000","2,675,000","1,847,000","2,037,000","2,055,000","2,751,000","2,769,000","3,127,000","2,393,000","2,505,000","2,828,000","3,123,000","3,249,000","3,100,000","2,973,000","3,420,000","3,809,000","3,558,000","3,824,000","3,442,000","2,868,706","2,939,603","3,078,461","2,857,230","2,739,332","2,830,582","3,661,147","3,635,001"
		GeneralAndAdministrativeExpense,"703,400,000","169,800,000","179,400,000","186,500,000","167,600,000","267,700,000","145,400,000","115,600,000","106,700,000","114,000,000","144,200,000","80,600,000","63,700,000","64,000,000","56,400,000","46,700,000","39,600,000","35,600,000","33,600,000","30,800,000","24,600,000","20,100,000","21,500,000","20,300,000","17,300,000","17,800,000","14,600,000","14,300,000","12,800,000","12,200,000","9,000,000","9,000,000","6,200,000","4,600,000","3,600,000","3,700,000","3,600,000","2,600,000","2,815,000","2,547,000","2,393,000","2,145,000","2,206,000","1,951,000","1,830,000","2,150,000","1,683,000","1,796,000","1,339,000","1,512,000","1,665,000","1,478,000","1,638,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,"453,200,000","124,000,000","118,000,000","111,700,000","99,500,000","203,900,000","83,900,000","75,200,000","70,900,000","67,700,000","83,400,000","40,800,000","37,700,000","38,900,000","32,300,000","24,900,000","23,500,000","21,200,000","19,700,000","17,900,000","12,100,000","11,100,000","13,600,000","11,300,000","9,900,000","10,200,000","7,900,000","8,100,000","6,500,000","5,800,000","4,800,000","3,200,000","2,500,000","2,200,000","1,800,000","1,600,000","1,300,000","900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"250,200,000","45,800,000","61,400,000","74,800,000","68,100,000","63,800,000","61,500,000","40,400,000","35,800,000","46,300,000","60,800,000","39,800,000","26,000,000","25,100,000","24,100,000","21,800,000","16,100,000","14,400,000","13,900,000","12,900,000","12,500,000","9,000,000","7,900,000","9,000,000","7,400,000","7,600,000","6,700,000","6,200,000","6,300,000","6,400,000","4,200,000","5,800,000","3,700,000","2,400,000","1,800,000","2,100,000","2,300,000","1,700,000","-1,885,000","2,547,000","2,393,000","2,145,000","2,206,000","1,951,000","1,830,000","2,150,000","1,683,000","1,796,000","1,339,000","1,512,000","1,665,000","1,478,000","1,638,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"907,929,000","232,181,000","284,304,000","196,617,000","194,827,000","186,141,000","166,827,000","136,481,000","118,862,000","167,749,000","119,851,000","86,196,000","88,190,000","90,939,000","76,773,000","64,836,000","54,431,000","53,408,000","40,627,000","37,768,000","36,728,000","38,801,000","30,506,000","26,308,000","30,301,000","25,711,000","21,944,000","23,079,000","20,593,000","16,524,000","15,069,000","13,217,000","6,166,000","4,456,000","2,902,000","1,615,000","3,302,000","1,759,000","1,824,000","1,006,000","1,331,000","594,000","1,094,000","815,000","651,000","297,000","1,039,000","315,000","330,000","109,000","174,000","12,000","40,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"372,327,000","102,248,000","88,488,000","75,356,000","106,235,000","115,567,000","446,399,000","31,471,000","32,673,000","43,509,000","42,530,000","34,945,000","30,203,000","32,016,000","20,932,000","17,631,000","14,712,000","14,935,000","12,675,000","11,725,000","9,737,000","8,002,000","7,082,000","7,625,000","8,640,000","10,126,000","9,365,000","9,863,000","8,115,000","6,571,000","4,992,000","9,073,000","7,174,000","7,430,000","6,713,000","6,982,000","6,457,000","7,526,000","10,439,000","10,491,000","12,202,000","8,999,000","7,672,000","6,110,000","5,197,000","2,989,000","2,470,000","2,635,000","2,123,000","1,795,000","1,253,000","837,000","2,015,000","108,000","70,000","577,000","528,000","859,000","1,269,000","1,009,000","1,332,000","1,277,000","1,152,000","1,705,000","1,918,000","1,960,000","1,750,000","1,937,000","1,875,000","2,281,000","2,609,000","2,518,000","2,640,000","3,134,000","3,167,000","4,312,000","4,592,000","5,013,000","4,749,692","5,130,706","5,065,822","5,042,780","4,407,875","3,535,013","2,849,562","2,542,815"
	DepreciationAmortizationDepletionIncomeStatement,"96,465,000","24,654,000","24,047,000","23,940,000","23,824,000","23,190,000","23,199,000","23,430,000","23,430,000","23,339,000","13,779,000",,,,,,,,,,,,,,,,"1,300,000","1,100,000","900,000","800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"211,098","187,674"
		DepreciationAndAmortizationInIncomeStatement,"96,465,000","24,654,000","24,047,000","23,940,000","23,824,000","23,190,000","23,199,000","23,430,000","23,430,000","23,339,000","13,779,000",,,,,,,,,,,,,,,,"1,300,000","1,100,000","900,000","800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"211,098","187,674"
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,300,000","1,100,000","900,000","800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,"96,465,000","24,654,000","24,047,000","23,940,000","23,824,000","23,190,000","23,199,000","23,430,000","23,430,000","23,339,000","13,779,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"96,465,000","24,654,000","24,047,000","23,940,000","23,824,000","23,190,000","23,199,000","23,430,000","23,430,000","23,339,000","13,779,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,"0",,"-23,665,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1"
OperatingIncome,"-712,040,000","-177,012,000","-221,527,000","-141,734,000","-171,667,000","-300,521,000","-415,186,000","6,281,000","-55,332,000","-82,376,000","-96,141,000","-35,736,000","-33,823,000","-68,212,000","-49,324,000","-40,876,000","-32,749,000","-36,547,000","-22,996,000","-28,419,000","-31,419,000","-35,540,000","-37,747,000","-38,318,000","-45,156,000","-47,902,000","-40,489,000","-43,210,000","-39,389,000","-36,029,000","-32,558,000","-32,214,000","-19,540,000","-16,192,000","-12,179,000","-11,261,000","-12,323,000","-10,849,000","-14,042,000","-13,008,000","-14,890,000","-10,702,000","-9,936,000","-7,843,000","-6,642,000","-4,402,000","-3,823,000","-3,396,000","-2,484,000","-2,123,000","-1,855,000","-1,076,000","-2,443,000","-3,876,000","-2,047,000","-2,511,000","-2,023,000","-2,644,000","-3,842,000","-3,617,000","-2,065,000","-2,146,000","-2,053,000","-3,403,000","-3,559,000","-4,481,000","-3,012,000","-3,579,000","-4,212,000","-4,205,000","-4,755,000","-4,580,000","-4,451,000","-5,409,000","-5,813,000","-6,965,000","-8,010,000","-8,050,000","-7,212,664","-7,664,988","-8,106,232","-7,861,116","-7,109,426","-6,352,506","-6,510,709","-6,177,816"
NetNonOperatingInterestIncomeExpense,"-18,468,000","-4,478,000","-4,658,000","-4,680,000","-4,652,000","-4,616,000","-24,336,000","-23,582,000","-22,912,000","-17,199,000","-13,688,000","-13,209,000","-12,712,000","-21,990,000","-10,972,000","-10,704,000","-8,603,000","-6,510,000","-51,000","-51,000","-54,000","-50,000","-52,000","-54,000","-53,000","-54,000","-62,000","-40,000","107,000","-11,000","-11,000","-12,000","-13,000","-15,000","-16,000","-16,000","-18,000","-19,000","-208,000","56,000","54,000","57,000","32,000","70,000","17,000","29,000","6,000","14,000","7,000","-1,000","1,000","35,000","49,000","34,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107,000",,,,"146,000","86,000","96,000",,,"62,000","74,000","67,000","59,000","62,000","38,000","75,000","22,000",,,,,,"1,000","35,000","49,000","34,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"12,742,000","3,066,000","3,215,000","3,236,000","3,224,000","4,616,000","23,213,000","22,459,000","21,773,000","16,377,000","13,688,000","13,209,000","12,712,000","21,990,000","10,972,000","10,704,000","8,603,000","6,510,000","51,000","51,000","54,000","50,000","52,000",,,"54,000","62,000",,"107,000","11,000","11,000","12,000","13,000","15,000","16,000","16,000","18,000","19,000","20,000","11,000","5,000","5,000","6,000","5,000","5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"5,726,000","1,412,000","1,443,000","1,444,000","1,428,000",,"1,123,000","1,123,000","1,139,000","822,000",,,,,,,,,,,,,,"54,000","53,000",,,"40,000","-107,000",,,,,,,,,,,,,,,,,"-29,000","-6,000","-14,000","-7,000","1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-21,107,000","-1,487,000","1,254,000","-24,303,000","3,429,000","31,188,000","1,365,000","-207,143,000","2,912,000","-7,857,000","3,113,000","9,093,000","7,669,000","6,655,000","6,321,000","6,292,000","4,917,000","3,673,000","1,320,000","1,334,000","683,000","595,000","592,000","535,000","425,000","466,000","491,000","365,000","193,000","222,000","150,000","160,000","146,000","86,000","96,000","103,000","55,000","62,000",,,,,,,,,,,,,"0",,,"3,000","-70,000","-539,000","-141,000","2,000","-358,000","-788,000","2,000","-33,000",,,,,"0",,,"-626,000",,,,,,,,,,,,,,,,
