name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,12/31/2017
				ConstructionInProgress,"247,000,000","212,000,000","158,000,000","83,000,000","63,000,000","34,507,000","31,216,000","12,922,000","9,681,000","3,222,000","5,992,000","10,829,000","11,403,000","4,688,000",,"80,759,000"
				Leases,"485,000,000","455,000,000","346,000,000","303,000,000","273,000,000","270,102,000","255,477,000","253,457,000","252,839,000","238,840,000","15,124,000","13,632,000","15,861,000","13,741,000",,"12,222,000"
			AccumulatedDepreciation,"-431,000,000","-352,000,000","-274,000,000","-204,000,000","-135,000,000","-119,661,000","-111,990,000","-103,860,000","-101,788,000","-94,584,000","-86,401,000","-79,227,000","-71,735,000","-64,456,000",,"-48,031,000"
		InvestmentsAndAdvances,"9,171,000,000","6,843,000,000","6,442,000,000","4,207,000,000","468,000,000","638,848,000","691,969,000","354,916,000","502,479,000","159,987,000","279,860,000","365,032,000","437,659,000","172,990,000","150,355,000","145,851,000"
			InvestmentinFinancialAssets,,,"6,442,000,000","4,207,000,000","468,000,000","638,848,000","691,969,000","354,916,000","502,479,000","159,987,000","279,860,000","365,032,000","437,659,000","172,990,000","150,355,000","145,851,000"
				AvailableForSaleSecurities,,,"6,442,000,000","4,207,000,000","468,000,000","638,848,000","691,969,000","354,916,000","502,479,000","159,987,000","279,860,000","365,032,000","437,659,000","172,990,000","150,355,000","145,851,000"
		NonCurrentDeferredAssets,"521,000,000","326,000,000","81,000,000","66,000,000","50,000,000",,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"521,000,000","326,000,000","81,000,000","66,000,000","50,000,000",,,,,,,,,,,
		OtherNonCurrentAssets,"94,000,000","46,000,000","15,000,000","13,000,000","12,000,000","12,933,000","13,100,000","12,361,000","12,527,000","12,722,000","12,885,000","14,320,000","14,261,000","14,176,000","14,401,000","16,384,000"
TotalLiabilitiesNetMinorityInterest,"10,534,000,000","10,524,000,000","10,799,000,000","9,449,000,000","8,856,000,000","4,775,375,000","1,891,075,000","539,121,000","426,667,000","414,612,000","339,092,000","346,725,000","360,174,000","431,908,000","412,728,000","459,193,000"
	CurrentLiabilities,"9,238,000,000","9,128,000,000","9,957,000,000","8,840,000,000","8,441,000,000","4,388,808,000","1,473,561,000","161,647,000","134,582,000","143,115,000","147,842,000","161,987,000","159,159,000","222,803,000","186,418,000","191,461,000"
		PayablesAndAccruedExpenses,"3,325,000,000","2,524,000,000","1,623,000,000","1,240,000,000","728,000,000","392,703,000","180,565,000","83,009,000","53,437,000","47,314,000","47,853,000","58,197,000","69,115,000","86,877,000","69,782,000","75,219,000"
			Payables,"1,791,000,000","1,178,000,000","652,000,000","454,000,000","8,000,000","18,359,000","20,521,000","18,817,000","11,034,000","7,090,000","11,737,000","29,609,000","38,509,000","31,210,000","24,356,000","20,725,000"
				AccountsPayable,"199,000,000","302,000,000","87,000,000","77,000,000","8,000,000","18,359,000","20,521,000","18,817,000","11,034,000","7,090,000","11,737,000","29,609,000","38,509,000","31,210,000","24,356,000","20,725,000"
				TotalTaxPayable,"1,592,000,000","876,000,000","565,000,000","377,000,000",,,,,,,,,,,,
					IncomeTaxPayable,"1,592,000,000","876,000,000","565,000,000","377,000,000",,,,,,,,,,,,
			CurrentAccruedExpenses,"1,534,000,000","1,346,000,000","971,000,000","786,000,000","720,000,000","374,344,000","160,044,000","64,192,000","42,403,000","40,224,000","36,116,000","28,588,000","30,606,000","55,667,000","45,426,000","54,494,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"74,000,000","126,000,000","105,000,000","62,000,000","33,000,000","95,247,000","48,788,000","25,012,000","12,617,000","27,428,000","23,963,000","16,001,000","11,577,000","23,406,000",,"18,221,000"
		CurrentDebtAndCapitalLeaseObligation,"206,000,000","211,000,000","240,000,000","170,000,000",,,"4,731,000",,,,,,,,,
			CurrentCapitalLeaseObligation,"206,000,000","211,000,000","240,000,000","170,000,000",,,"4,731,000",,,,,,,,,
		CurrentDeferredLiabilities,"5,599,000,000","6,253,000,000","7,977,000,000","7,302,000,000","7,531,000,000","3,867,193,000","1,234,506,000","45,244,000","58,842,000","63,310,000","70,191,000","83,401,000","73,958,000","109,056,000","115,409,000","96,739,000"
			CurrentDeferredRevenue,"5,599,000,000","6,253,000,000","7,977,000,000","7,302,000,000","7,531,000,000","3,867,193,000","1,234,506,000","45,244,000","58,842,000","63,310,000","70,191,000","83,401,000","73,958,000","109,056,000","115,409,000","96,739,000"
		OtherCurrentLiabilities,"34,000,000","14,000,000","12,000,000","66,000,000","149,000,000","33,665,000","4,971,000","8,382,000","9,686,000","5,063,000","5,835,000","4,388,000","4,509,000","3,464,000","1,227,000","1,282,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,296,000,000","1,396,000,000","842,000,000","609,000,000","415,000,000","386,567,000","417,514,000","377,474,000","292,085,000","271,497,000","191,250,000","184,738,000","201,015,000","209,105,000","226,310,000","267,732,000"
		LongTermDebtAndCapitalLeaseObligation,"741,000,000","705,000,000","343,000,000","433,000,000","234,000,000","207,295,000","207,563,000","167,772,000","147,849,000","132,364,000","33,801,000","33,588,000","33,384,000","33,489,000","26,892,000","15,687,000"
			LongTermCapitalLeaseObligation,"741,000,000","705,000,000","343,000,000","433,000,000","234,000,000","207,295,000","207,563,000","167,772,000","147,849,000","132,364,000","33,801,000","33,588,000","33,384,000","33,489,000","26,892,000","15,687,000"
		NonCurrentDeferredLiabilities,"464,000,000","615,000,000","498,000,000","175,000,000","179,000,000","177,419,000","207,768,000","208,478,000","142,989,000","138,995,000","157,288,000","150,962,000","167,418,000","175,358,000","196,979,000","250,515,000"
			NonCurrentDeferredRevenue,"464,000,000","615,000,000","498,000,000","175,000,000","179,000,000","177,419,000","207,768,000","208,478,000","142,989,000","138,995,000","143,438,000","139,923,000","156,862,000","165,352,000","187,156,000","242,929,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,"0","0","1,176,661,000"
		OtherNonCurrentLiabilities,"91,000,000","76,000,000","1,000,000","1,000,000","2,000,000","1,853,000","2,183,000","1,224,000","1,247,000","138,000","161,000","188,000","213,000","258,000","2,439,000","1,530,000"
TotalEquityGrossMinorityInterest,"17,075,000,000","14,145,000,000","10,124,000,000","6,704,000,000","3,838,000,000","2,561,375,000","2,759,798,000","2,946,885,000","1,640,874,000","1,174,810,000","1,251,807,000","1,338,554,000","1,446,033,000","1,530,241,000","1,076,432,000","625,296,000"
	StockholdersEquity,"17,075,000,000","14,145,000,000","10,124,000,000","6,704,000,000","3,838,000,000","2,561,375,000","2,759,798,000","2,946,885,000","1,640,874,000","1,174,810,000","1,251,807,000","1,338,554,000","1,446,033,000","1,530,241,000","1,076,432,000","625,296,000"
		CapitalStock,"0","0","0","0","0","40,000","40,000","39,000","37,000","34,000","33,000","33,000","33,000","33,000","30,000","1,176,667,000"
			PreferredStock,"0","0","0","0","0","0","0","0","37,000","0","0","0","0","0","0","1,176,661,000"
			CommonStock,"0","0","0","0","0","40,000","40,000","39,000","0","34,000","33,000","33,000","33,000","33,000","30,000","6,000"
		AdditionalPaidInCapital,"3,644,000,000","4,211,000,000","5,003,000,000","4,931,000,000","4,860,000,000","4,801,849,000","4,726,007,000","4,675,987,000","3,267,648,000","2,669,426,000","2,618,492,000","2,582,134,000","2,556,709,000","2,538,155,000","1,951,355,000","71,679,000"
		RetainedEarnings,"13,615,000,000","9,958,000,000","5,090,000,000","1,757,000,000","-1,023,000,000","-2,243,518,000","-1,971,033,000","-1,737,397,000","-1,620,684,000","-1,496,454,000","-1,369,548,000","-1,246,354,000","-1,111,300,000","-1,006,627,000","-874,031,000","-621,893,000"
		GainsLossesNotAffectingRetainedEarnings,"-184,000,000","-24,000,000","31,000,000","16,000,000","1,000,000","3,004,000","4,784,000","8,256,000","-6,127,000","1,804,000","2,830,000","2,741,000","591,000","-1,320,000","-922,000","-1,157,000"
			OtherEquityAdjustments,,,,,,,,,,"1,804,000","2,830,000","2,741,000","591,000","-1,320,000","-922,000","-1,157,000"
TotalCapitalization,"17,075,000,000","14,145,000,000","10,124,000,000","6,704,000,000","3,838,000,000","2,561,375,000","2,759,798,000","2,946,885,000","1,640,874,000","1,174,810,000","1,251,807,000","1,338,554,000","1,446,033,000","1,530,241,000","1,076,432,000","625,296,000"
PreferredStockEquity,,,,,,,,,"37,000",,,,,,,"1,176,661,000"
CommonStockEquity,"17,075,000,000","14,145,000,000","10,124,000,000","6,704,000,000","3,838,000,000","2,561,375,000","2,759,798,000","2,946,885,000","1,640,837,000","1,174,810,000","1,251,807,000","1,338,554,000","1,446,033,000","1,530,241,000","1,076,432,000","-551,365,000"
CapitalLeaseObligations,"947,000,000","916,000,000","583,000,000","603,000,000","234,000,000","207,295,000","212,294,000","167,772,000","147,849,000","132,364,000","33,801,000","33,588,000","33,384,000","33,489,000","26,892,000","15,687,000"
NetTangibleAssets,"17,075,000,000","14,145,000,000","10,124,000,000","6,704,000,000","3,838,000,000","2,561,375,000","2,759,798,000","2,946,885,000","1,640,874,000","1,174,810,000","1,251,807,000","1,338,554,000","1,446,033,000","1,530,241,000","1,076,432,000","625,296,000"
WorkingCapital,"7,112,000,000","6,943,000,000","3,468,000,000","2,129,000,000","3,262,000,000","1,909,071,000","2,103,650,000","2,635,097,000","1,115,354,000","985,689,000","946,624,000","935,431,000","981,668,000","1,340,203,000","931,529,000","591,762,000"
InvestedCapital,"17,075,000,000","14,145,000,000","10,124,000,000","6,704,000,000","3,838,000,000","2,561,375,000","2,759,798,000","2,946,885,000","1,640,837,000","1,174,810,000","1,251,807,000","1,338,554,000","1,446,033,000","1,530,241,000","1,076,432,000","-551,365,000"
TangibleBookValue,"17,075,000,000","14,145,000,000","10,124,000,000","6,704,000,000","3,838,000,000","2,561,375,000","2,759,798,000","2,946,885,000","1,640,837,000","1,174,810,000","1,251,807,000","1,338,554,000","1,446,033,000","1,530,241,000","1,076,432,000","-551,365,000"
TotalDebt,"947,000,000","916,000,000","583,000,000","603,000,000","234,000,000","207,295,000","212,294,000","167,772,000","147,849,000","132,364,000","33,801,000","33,588,000","33,384,000","33,489,000","26,892,000","15,687,000"
ShareIssued,"400,000,000","403,000,000","405,000,000","403,000,000","401,000,000","398,787,678","395,390,672","393,277,267","370,102,805","336,536,985","332,494,777","329,958,172","328,853,340","328,798,904","324,411,226","324,411,226"
OrdinarySharesNumber,"400,000,000","403,000,000","405,000,000","403,000,000","401,000,000","398,787,678","395,390,672","393,277,267","370,102,805","336,536,985","332,494,777","329,958,172","328,853,340","328,798,904","324,411,226","324,411,226"
