name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,06/30/1999,03/31/1999
TotalRevenue,"201,354,000","53,107,000","56,124,000","46,757,000","45,366,000","40,214,000","41,415,000","43,643,000","42,495,000","36,860,000","45,708,000","38,885,000","29,972,000","21,902,000","9,835,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11,500,000","0","0","0","0","0","1,403,000","435,000","978,000","1,601,000","1,321,000","1,807,000","1,864,000","1,929,000","2,488,000","2,475,000","3,040,000","2,370,000","2,859,000","4,071,000","2,648,000","2,317,000","2,142,000","1,452,000","2,275,000","1,660,000","502,000","226,000","210,000","54,000","24,000","22,000","28,000","57,000","23,000","24,000","29,000","61,000","27,000","27,000","34,000","62,000","26,000","1,757,000","70,000","102,000","61,000","66,000","69,000","100,000","-83,000","53,000","1,000","90,000","236,000","168,000"
	OperatingRevenue,"201,354,000","53,107,000","56,124,000","46,757,000","45,366,000","40,214,000","41,415,000","43,643,000","42,495,000","36,860,000","45,708,000","38,885,000","29,972,000","21,902,000","9,835,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-11,500,000","0","11,500,000","0","0","0","0","0","1,403,000","435,000","978,000","1,601,000","1,321,000","1,807,000","1,864,000","1,929,000","9,750,000","21,000","3,040,000","2,370,000","2,859,000","4,071,000","2,648,000","2,317,000","2,142,000","1,452,000","2,275,000","1,660,000","502,000","226,000","210,000","54,000","24,000","22,000","28,000","57,000","23,000","24,000","29,000","61,000","27,000","27,000","34,000","62,000","26,000","1,757,000","70,000","102,000","61,000","66,000","69,000","100,000","-83,000","53,000","1,000","90,000","236,000","168,000"
CostOfRevenue,"46,499,000","12,191,000","13,288,000","10,183,000","10,837,000","9,844,000","10,862,000","10,622,000","9,950,000","8,438,000","8,706,000","6,437,000","4,919,000","4,150,000","2,423,000",,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0",,"0","0","0","0","0","0","0",,,,,"0",,,"576,000","836,000","631,000","23,000",,,,,,,,,,,,,,,,,,,,,,,"-319,000","-93,000","-22,000",,
GrossProfit,"154,855,000","40,916,000","42,836,000","36,574,000","34,529,000","30,370,000","30,553,000","33,021,000","32,545,000","28,422,000","37,002,000","32,448,000","25,053,000","17,752,000","7,412,000",,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","1,403,000","435,000","978,000","1,601,000",,"1,807,000","1,864,000","1,929,000","2,488,000","2,475,000","3,040,000","2,370,000",,,,,"2,142,000",,,"1,084,000","-334,000","-405,000","187,000",,,,,,,,,,,,,,,,,,,,,,,"372,000","94,000","112,000",,
OperatingExpense,"540,233,000","142,367,000","142,880,000","131,891,000","123,095,000","114,203,000","125,091,000","89,244,000","86,659,000","88,779,000","84,084,000","88,936,000","87,219,000","87,261,000","95,134,000","83,983,000","72,882,000","62,751,000","65,353,000","44,083,000","43,515,000","35,969,000","67,051,000","37,149,000","36,133,000","33,067,000","32,590,000","30,245,000","27,952,000","26,706,000","23,066,000","23,404,000","22,816,000","18,079,000","15,594,000","16,842,000","19,769,000","14,309,000","15,838,000","9,353,000","9,983,000","7,264,000","10,273,000","9,405,000","11,451,000","9,016,000","7,651,000","2,405,000","2,777,000","2,180,000","2,145,000","3,239,000","4,346,000","9,317,000","6,597,000","5,957,000","7,083,000","7,115,000","5,486,000","5,575,000","4,844,000","11,487,000","21,070,000","12,319,000","9,511,000","10,974,000","7,088,000","7,918,000","6,979,000","5,580,000","5,906,000","7,671,000","9,089,000","4,896,000","2,531,000","2,495,000","3,347,000","2,363,000","18,650,000","4,036,000","7,349,000","6,411,000","10,299,000","9,040,000","9,698,000","11,445,000","-41,982,000","5,917,000","55,694,000","11,532,000","1,912,000","1,748,000"
	SellingGeneralAndAdministration,"239,471,000","56,748,000","65,266,000","60,280,000","57,177,000","51,550,000","56,019,000","46,585,000","49,663,000","51,346,000","50,206,000","53,347,000","52,433,000","54,810,000","123,954,000","17,290,000","13,455,000","13,519,000","18,885,000","9,355,000","9,355,000","8,654,000","8,502,000","9,097,000","8,667,000","9,025,000","7,774,000","7,508,000","7,566,000","7,766,000","226,000","8,204,000","7,874,000","6,728,000","5,969,000","4,747,000","7,544,000","3,975,000","3,610,000","3,814,000","2,456,000","2,777,000","3,755,000","2,472,000","2,745,000","3,256,000","5,198,000","1,636,000","1,884,000","1,538,000","1,421,000","2,096,000","2,874,000","3,449,000","1,324,000","960,000","1,493,000","1,482,000","947,000","973,000","1,153,000","5,382,000","9,716,000","7,003,000","5,163,000","3,800,000","1,607,000","1,190,000","1,640,000","1,293,000","995,000","885,000","1,321,000","1,041,000","892,000","674,000","1,123,000","788,000","911,000","601,000","766,000","706,000","1,352,000","1,011,000","1,527,000","1,086,000","-48,548,000","-2,321,000","51,353,000","9,069,000","579,000","439,000"
		GeneralAndAdministrativeExpense,"239,471,000","56,748,000","65,266,000","60,280,000","57,177,000","51,550,000","56,019,000","46,585,000","49,663,000","51,346,000","50,206,000","53,347,000","52,433,000","54,810,000","123,954,000","17,290,000","13,455,000","13,519,000","18,885,000","9,355,000","9,355,000","8,654,000","8,502,000","9,097,000","8,667,000","9,025,000","7,774,000","7,508,000","7,566,000","7,766,000","226,000","8,204,000","7,874,000","6,728,000","5,969,000","4,747,000","7,544,000","3,975,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,"114,209,000","30,159,000","28,115,000","27,294,000","28,641,000","28,603,000","25,416,000","21,930,000","24,797,000","23,150,000","20,749,000","19,411,000","21,384,000","24,281,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"125,262,000","26,589,000","37,151,000","32,986,000","28,536,000","22,947,000","30,603,000","24,655,000","24,866,000","28,196,000","29,457,000","33,936,000","31,049,000","30,529,000","44,517,000","17,290,000","13,455,000","13,519,000","18,885,000","9,355,000","9,355,000","8,654,000","8,502,000","9,097,000","8,667,000","9,025,000","7,774,000","7,508,000","7,566,000","7,766,000","226,000","8,204,000","7,874,000","6,728,000","5,969,000","4,747,000","7,544,000","3,975,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"295,710,000","84,356,000","76,352,000","70,347,000","64,655,000","61,390,000","67,814,000","41,411,000","35,748,000","36,184,000","32,630,000","34,340,000","33,538,000","31,203,000","39,925,000","39,538,000","35,722,000","30,098,000","33,949,000","26,675,000","26,871,000","22,254,000","54,870,000","23,433,000","23,871,000","20,547,000","19,646,000","19,221,000","18,246,000","17,164,000","14,799,000","15,200,000","14,942,000","11,351,000","9,625,000","12,095,000","12,225,000","10,334,000","12,228,000","5,539,000","7,527,000","4,487,000","6,518,000","6,933,000","8,706,000","5,760,000","2,453,000","769,000","893,000","642,000","724,000","1,143,000","1,472,000","5,868,000","5,273,000","4,997,000","5,536,000","5,241,000","4,539,000","4,602,000","3,691,000","6,105,000","4,251,000","5,316,000","4,348,000","7,174,000","5,481,000","6,728,000","5,339,000","4,287,000","4,911,000","6,786,000","7,768,000","3,855,000","1,520,000","1,821,000","2,224,000","1,575,000","2,354,000","3,435,000","6,583,000","5,705,000","8,947,000","8,029,000","8,171,000","10,359,000","7,000,000","7,919,000","4,248,000","2,441,000","1,333,000","1,309,000"
