name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989
OperatingCashFlow,"224,479,000","60,073,000","75,519,000","56,982,000","31,905,000","50,081,000","39,974,000","31,637,000","32,205,000","3,666,000","20,919,000","25,378,000","26,780,000","13,310,000","22,900,000","24,753,000","4,265,000","4,887,000","357,000","1,337,000","4,158,000","-3,345,000","689,000","1,366,000","2,227,000","-453,000","324,000","1,755,000","679,000","-1,458,000","-537,000","-3,019,000","-8,469,000","-7,646,000","-1,656,000","175,000","-273,000","-7,976,000","-1,787,000","-4,003,000","-2,585,000","-8,298,000","-2,568,000","-5,146,000","-6,881,000","-11,096,000","-4,106,000","-3,492,000","2,692,000","-8,557,000","-4,899,000","-4,487,000","-2,516,000","-6,112,000","-1,162,000","-3,826,000","-2,135,000","-8,798,000","4,990,000","-585,000","754,000","-5,259,000","4,628,000","-915,000","3,776,000","-2,674,000","13,574,000","-5,689,000","1,449,000","3,681,000","12,111,000","-1,780,000","-2,961,000","-104,000","8,414,000","-3,313,000","3,295,000","1,462,000","7,477,000","682,000","-4,020,000","3,310,000","7,499,000","4,079,000","-262,000","-2,751,000","9,925,000","6,055,000","-2,154,000","-1,710,000","10,700,000","5,500,000","2,800,000","-2,400,000","10,600,000","11,400,000","5,500,000","3,200,000","10,900,000","8,000,000","1,600,000","-4,900,000","17,500,000","4,900,000","2,000,000","-2,900,000","14,000,000","13,600,000","3,600,000","200,000","1,200,000","4,600,000","9,400,000","-11,200,000","5,300,000","8,800,000","9,100,000","-11,300,000","-1,200,000","2,500,000","900,000","-5,700,000","4,400,000","-1,300,000","0","1,200,000","4,900,000","-2,800,000","6,000,000","-2,000,000","-600,000","-5,700,000","4,500,000"
	CashFlowFromContinuingOperatingActivities,"224,479,000","60,073,000","75,519,000","56,982,000","31,905,000","50,081,000","39,974,000","31,637,000","32,205,000","3,666,000","20,919,000","25,378,000","26,780,000","13,310,000","22,900,000","24,753,000","4,265,000","4,887,000","357,000","1,337,000","4,158,000","-3,345,000","689,000","1,366,000","2,227,000","-453,000","324,000","1,755,000","679,000","-1,458,000","-537,000","-3,019,000","-8,469,000","-7,646,000","-1,656,000","175,000","-273,000","-7,976,000","-1,787,000","-4,003,000","-2,585,000","-8,298,000","-2,568,000","-5,146,000","-6,881,000","-11,096,000","-4,106,000","-3,492,000","2,692,000","-8,557,000","-4,899,000","-4,487,000","-2,516,000","-6,112,000","-1,162,000","-3,826,000","-2,135,000","-8,798,000","4,990,000","-585,000","754,000","-5,259,000","4,628,000","-915,000","3,776,000","-2,674,000","13,574,000","-5,689,000","1,449,000","3,681,000","12,111,000","-1,780,000","-2,961,000","-104,000","8,414,000","-3,313,000","3,295,000","1,462,000","7,477,000","682,000","-4,020,000","3,310,000","7,499,000","4,079,000","-262,000","-2,751,000","9,925,000","6,055,000","-2,154,000","-1,710,000","10,700,000","5,500,000","2,800,000","-2,400,000","10,600,000","11,400,000","5,500,000","3,200,000","10,900,000","8,000,000","1,600,000","-4,900,000","17,500,000","4,900,000","2,000,000","-2,900,000","14,000,000","13,600,000","3,600,000","200,000","1,200,000","4,600,000","9,400,000","-11,200,000","5,300,000","8,800,000","9,100,000","-11,300,000","-1,200,000","2,500,000","900,000","-5,700,000","4,400,000","-1,300,000","0","1,200,000","4,900,000","-2,800,000","6,000,000","-2,000,000","-600,000","-5,700,000","4,500,000"
		NetIncomeFromContinuingOperations,"248,044,000","86,798,000","67,622,000","50,723,000","42,901,000","33,886,000","21,599,000","17,511,000","11,903,000","5,998,000","17,037,000","17,745,000","17,380,000","9,157,000","10,513,000","-77,025,000","-853,000","1,218,000","2,964,000","1,607,000","2,303,000","-2,447,000","-595,000","744,000","1,326,000","-520,000","1,706,000","-834,000","-200,000","-2,997,000","-3,444,000","-3,773,000","-2,560,000","-5,712,000","-2,213,000","-1,379,000","45,000","-5,365,000",,,,,,,"-4,064,000","-8,742,000","-7,756,000","-6,065,000","-17,581,000","-3,697,000","-3,808,000","-3,907,000","-2,365,000","-4,825,000","-4,098,000","-4,146,000","191,000","-4,570,000","-1,886,000","709,000","2,247,000","-2,175,000","625,000","1,896,000","5,153,000","2,290,000","4,505,000","2,344,000","3,115,000","-354,000","1,885,000","806,000","2,754,000","-718,000","2,068,000","2,037,000","3,247,000","-827,000","1,951,000","1,822,000","4,074,000","869,000","3,748,000","3,563,000","4,644,000","262,000","3,134,000","3,130,000","4,373,000","1,055,000","4,700,000","4,900,000","7,900,000","3,900,000","7,300,000","6,500,000","6,900,000","2,200,000","5,300,000","5,500,000","6,200,000","1,800,000","6,300,000","6,500,000","6,200,000","3,100,000","5,800,000","4,600,000","4,600,000","2,600,000","4,100,000","4,000,000","5,300,000","2,400,000","4,300,000","3,000,000","3,100,000","1,500,000","2,900,000","2,800,000","2,900,000","0","1,200,000","1,700,000","2,300,000","-1,100,000","1,500,000","2,500,000","3,500,000","1,000,000","2,400,000","2,800,000","5,400,000"
		OperatingGainsLosses,"529,000","-222,000","30,000","799,000","-78,000","-84,000","-292,000","-87,000","-117,000","441,000","69,000","48,000","902,000","-103,000","153,000","-30,000","66,000","0","-762,000","60,000",,,,,,,,,"-234,000","0",,,"-244,000","-300,000",,,"-230,000","0",,,"-684,000","0",,,,,,,"0",,,,"0",,,,"0",,,,,,,,"0","0","0","-464,000",,,,"-560,000","-307,000","-314,000","-294,000","-332,000","-390,000","-465,000","-548,000","-592,000","-601,000","-831,000","-1,189,000","-1,481,000","-1,742,000","-2,687,000","-2,026,000","-1,928,000","-1,774,000","-1,698,000","-1,600,000","-1,500,000","-1,400,000","-1,500,000","-1,600,000","-1,700,000","-1,400,000","-1,600,000","-1,600,000","-1,400,000","-2,000,000","-1,500,000","-2,500,000","-1,600,000","-700,000","-1,500,000","-1,600,000","-1,400,000","-1,200,000","-1,400,000",,,"-1,300,000","-1,300,000",,,"-1,300,000","-1,300,000","-1,400,000","-2,200,000","-1,400,000","-1,400,000","-1,600,000","-1,600,000","-1,700,000","-2,000,000","-2,100,000","-2,200,000","-2,100,000","-2,000,000","-2,200,000","-2,400,000","-2,200,000"
			GainLossOnSaleOfPPE,"612,000","-84,000","10,000","680,000","6,000","14,000","-90,000","10,000","5,000","113,000","137,000","1,000","-12,000","-38,000","-2,000","4,000","-1,000","0","-762,000","60,000",,,,,,,,,"-243,000","0",,,"-244,000","-300,000",,,"-230,000","0",,,"-684,000","0",,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"-83,000","-138,000","20,000","119,000","-84,000","-98,000","-202,000","-97,000","-122,000","328,000","-68,000","47,000","-72,000","-65,000","155,000","-34,000","67,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"20,936,000","5,403,000","5,250,000","5,138,000","5,145,000","4,628,000","4,386,000","4,408,000","4,282,000","4,651,000","4,516,000","4,907,000","4,472,000","4,544,000","4,577,000","4,047,000","2,911,000","141,000","210,000","207,000","247,000","268,000","260,000","251,000","277,000","260,000","263,000","257,000","286,000","308,000","332,000","394,000","412,000","417,000","397,000","490,000","479,000","491,000","488,000","544,000","580,000","576,000","588,000","615,000","663,000","663,000","672,000","685,000","548,000","568,000","539,000","534,000","633,000","711,000","655,000","705,000","827,000","850,000","751,000","753,000","831,000","839,000","739,000","739,000","829,000","818,000","752,000","755,000","902,000","877,000","808,000","802,000","888,000","890,000","828,000","844,000","974,000","971,000","920,000","920,000","1,029,000","1,023,000","916,000","922,000","999,000","1,017,000","984,000","985,000","1,089,000","1,094,000","900,000","1,000,000","1,000,000","1,000,000","900,000","900,000","1,000,000","900,000","900,000","900,000","900,000","1,000,000","900,000","900,000","900,000","1,000,000","800,000","800,000","900,000","900,000","800,000","800,000","800,000","800,000","600,000","700,000","700,000","700,000","600,000","700,000","700,000","800,000","600,000","600,000","700,000","600,000","700,000","600,000","700,000","600,000","600,000","600,000","700,000"
			DepreciationAndAmortization,"20,936,000","5,403,000","5,250,000","5,138,000","5,145,000","4,628,000","4,386,000","4,408,000","4,282,000","4,651,000","4,516,000","4,907,000","4,472,000","4,544,000","4,577,000","4,047,000","2,911,000","141,000","210,000","207,000","247,000","268,000","260,000","251,000","277,000","260,000","263,000","257,000","286,000","308,000","332,000","394,000","412,000","417,000","397,000","490,000","479,000","491,000","488,000","544,000","580,000","576,000","588,000","615,000","663,000","663,000","672,000","685,000","548,000","568,000","539,000","534,000","633,000","711,000","655,000","705,000","827,000","850,000","751,000","753,000","831,000","839,000","739,000","739,000","829,000","818,000","752,000","755,000","902,000","877,000","808,000","802,000","888,000","890,000","828,000","844,000","974,000","971,000","920,000","920,000","1,029,000","1,023,000","916,000","922,000","999,000","1,017,000","984,000","985,000","1,089,000","1,094,000","900,000","1,000,000","1,000,000","1,000,000","900,000","900,000","1,000,000","900,000","900,000","900,000","900,000","1,000,000","900,000","900,000","900,000","1,000,000","800,000","800,000","900,000","900,000","800,000","800,000","800,000","800,000","600,000","700,000","700,000","700,000","600,000","700,000","700,000","800,000","600,000","600,000","700,000","600,000","700,000","600,000","700,000","600,000","600,000","600,000","700,000"
				Depreciation,,,"3,348,000","3,264,000","3,257,000",,"3,025,000","3,048,000","2,921,000",,"3,171,000","3,545,000","3,110,000",,"2,944,000","2,845,000","2,430,000","141,000","210,000","207,000","247,000","268,000","260,000","251,000","277,000","260,000","263,000","257,000","286,000","308,000","332,000","394,000","412,000","417,000","397,000","490,000","479,000","491,000","488,000","544,000","580,000","576,000","588,000","615,000","663,000","663,000","672,000","685,000","548,000","568,000","539,000","534,000","633,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,029,000","1,023,000","916,000","916,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,"1,902,000","1,874,000","1,888,000",,"1,361,000","1,360,000","1,361,000",,"1,345,000","1,362,000","1,362,000",,"1,633,000","1,202,000","481,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","6,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
