name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993
TotalAssets,"7,590,880,000","7,481,402,000","7,468,318,000","7,593,720,000","7,530,462,000","7,211,734,000","6,974,953,000","7,013,811,000","6,538,942,000","3,468,992,000","3,350,724,000","3,277,552,000","3,221,249,000","3,181,722,000","3,098,085,000","3,039,574,000","3,022,984,000","2,993,403,000","2,935,030,000","2,890,507,000","2,928,697,000","2,477,597,000","2,450,040,000","2,409,599,000","2,358,931,000","2,297,676,000","2,228,281,000","2,196,510,000","2,201,321,000","2,178,952,000","2,151,079,000","2,151,490,000","2,163,659,000","2,137,148,000","2,058,430,000","2,066,216,000","2,039,411,000","2,046,948,000","2,055,672,000","2,067,616,000","2,142,264,000","2,068,190,000","2,058,357,000","2,045,690,000","2,061,952,000","2,035,517,000","2,042,239,000","2,038,656,000","2,058,775,000","2,057,523,000","2,018,598,000","2,023,563,000","2,010,662,000","1,957,400,000","1,922,026,000","1,928,186,000","1,886,047,000","1,609,404,000","1,579,946,000","1,540,675,000","1,518,414,000","1,527,879,000","1,524,679,000","1,514,666,000","1,478,190,000","1,461,082,000","1,417,577,000","1,399,626,000","1,283,911,000","1,126,667,000","1,102,370,000","1,073,166,000","1,037,100,000","1,040,599,000","1,032,942,000","1,048,614,000","896,576,000","884,245,000","863,749,000","880,379,000","1,132,510,000","1,132,613,000","1,068,832,000","1,078,521,000","1,036,277,000","1,072,194,000","1,021,309,000","979,762,000","930,790,000","988,000,000","932,100,000","838,000,000","776,500,000","785,400,000","781,800,000","582,100,000","577,500,000","579,700,000","574,400,000","552,200,000","546,100,000","543,400,000","524,200,000","520,700,000","528,200,000","525,600,000","522,100,000","476,200,000","472,800,000","471,500,000","467,500,000","459,800,000","468,100,000","467,300,000"
TotalLiabilitiesNetMinorityInterest,"6,647,584,000","6,457,906,000","6,436,449,000","6,566,017,000","6,532,276,000","6,229,458,000","6,015,928,000","6,072,843,000","5,622,099,000","3,042,825,000","2,932,678,000","2,870,336,000","2,825,460,000","2,782,133,000","2,704,628,000","2,652,654,000","2,643,770,000","2,620,117,000","2,567,106,000","2,529,077,000","2,574,506,000","2,184,579,000","2,157,902,000","2,122,983,000","2,078,560,000","2,017,479,000","1,949,725,000","1,920,482,000","1,928,204,000","1,899,447,000","1,872,846,000","1,875,041,000","1,888,782,000","1,865,001,000","1,789,071,000","1,801,719,000","1,776,768,000","1,788,820,000","1,800,536,000","1,817,746,000","1,860,900,000","1,790,063,000","1,783,239,000","1,776,551,000","1,798,807,000","1,795,186,000","1,801,210,000","1,800,218,000","1,823,120,000","1,823,437,000","1,784,069,000","1,790,880,000","1,780,054,000","1,728,241,000","1,732,350,000","1,734,386,000","1,691,212,000","1,443,450,000","1,415,240,000","1,376,018,000","1,353,874,000","1,368,054,000","1,366,524,000","1,360,354,000","1,324,145,000","1,309,866,000","1,268,293,000","1,252,076,000","1,137,775,000","999,793,000","976,947,000","948,714,000","909,870,000","916,330,000","909,763,000","927,029,000","776,429,000","764,135,000","738,861,000","758,191,000","1,019,647,000","1,021,592,000","962,006,000","974,570,000","933,844,000","972,721,000","924,677,000","886,288,000","839,480,000","898,600,000","841,800,000","747,600,000","687,100,000","691,700,000","676,900,000","478,800,000","475,600,000","472,800,000","461,500,000","434,500,000","429,100,000","426,800,000","403,600,000","394,100,000","394,000,000","392,100,000","390,400,000","403,600,000","402,400,000","403,100,000","400,200,000","393,300,000","401,600,000","401,600,000"
TotalEquityGrossMinorityInterest,"943,296,000","1,023,496,000","1,031,869,000","1,027,703,000","998,186,000","982,276,000","959,025,000","940,968,000","916,843,000","426,167,000","418,046,000","407,216,000","395,789,000","399,589,000","393,457,000","386,920,000","379,214,000","373,286,000","367,924,000","361,430,000","354,191,000","293,018,000","292,138,000","286,616,000","280,371,000","280,197,000","278,556,000","276,028,000","273,117,000","279,505,000","278,233,000","276,449,000","274,877,000","272,147,000","269,359,000","264,497,000","262,643,000","258,128,000","255,136,000","249,870,000","281,364,000","278,127,000","275,118,000","269,139,000","263,145,000","240,331,000","241,029,000","238,438,000","235,655,000","234,086,000","234,529,000","232,683,000","230,608,000","229,159,000","189,676,000","193,800,000","194,835,000","165,954,000","164,706,000","164,657,000","164,540,000","159,825,000","158,155,000","154,312,000","154,045,000","151,216,000","149,284,000","147,550,000","146,136,000","126,874,000","125,423,000","124,452,000","127,230,000","124,269,000","123,179,000","121,585,000","120,147,000","120,110,000","124,888,000","122,188,000","112,863,000","111,021,000","106,826,000","103,951,000","102,433,000","99,473,000","96,632,000","93,474,000","91,310,000","89,400,000","90,300,000","90,400,000","89,400,000","93,700,000","104,900,000","103,300,000","101,900,000","106,900,000","112,900,000","117,700,000","117,000,000","116,600,000","120,600,000","126,600,000","134,200,000","133,500,000","131,700,000","72,600,000","70,400,000","68,400,000","67,300,000","66,500,000","66,500,000","65,700,000"
	StockholdersEquity,"943,296,000","1,023,496,000","1,031,869,000","1,027,703,000","998,186,000","982,276,000","959,025,000","940,968,000","916,843,000","426,167,000","418,046,000","407,216,000","395,789,000","399,589,000","393,457,000","386,920,000","379,214,000","373,286,000","367,924,000","361,430,000","354,191,000","293,018,000","292,138,000","286,616,000","280,371,000","280,197,000","278,556,000","276,028,000","273,117,000","279,505,000","278,233,000","276,449,000","274,877,000","272,147,000","269,359,000","264,497,000","262,643,000","258,128,000","255,136,000","249,870,000","281,364,000","278,127,000","275,118,000","269,139,000","263,145,000","240,331,000","241,029,000","238,438,000","235,655,000","234,086,000","234,529,000","232,683,000","230,608,000","229,159,000","189,676,000","193,800,000","194,835,000","165,954,000","164,706,000","164,657,000","164,540,000","159,825,000","158,155,000","154,312,000","154,045,000","151,216,000","149,284,000","147,550,000","146,136,000","126,874,000","125,423,000","124,452,000","127,230,000","124,269,000","123,179,000","121,585,000","120,147,000","120,110,000","124,888,000","122,188,000","112,863,000","111,021,000","106,826,000","103,951,000","102,433,000","99,473,000","96,632,000","93,474,000","91,310,000","89,400,000","90,300,000","90,400,000","89,400,000","93,700,000","104,900,000","103,300,000","101,900,000","106,900,000","112,900,000","117,700,000","117,000,000","116,600,000","120,600,000","126,600,000","134,200,000","133,500,000","131,700,000","72,600,000","70,400,000","68,400,000","67,300,000","66,500,000","66,500,000","65,700,000"
		CapitalStock,"306,000","306,000","306,000","306,000","306,000","306,000","306,000","306,000","306,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","1,119,000","36,814,000","36,768,000","36,721,000","36,676,000","36,633,000","36,590,000","36,545,000","36,502,000","36,460,000","36,420,000","36,379,000","36,338,000","36,299,000","36,260,000","127,000","127,000","127,000","117,000","117,000","117,000","117,000","117,000","117,000","117,000","117,000","117,000","71,000","71,000","70,000","63,000","63,000","63,000","64,000","63,000","63,000","63,000","63,000","64,000","67,000","68,000","69,000","69,000","68,000","68,000","69,000","69,000","69,000","69,000","68,000","100,000","100,000",,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","992,000","36,687,000","36,641,000","36,594,000","36,549,000","36,506,000","36,463,000","36,418,000","36,375,000","36,333,000","36,293,000","36,252,000","36,211,000","36,172,000","36,133,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"306,000","306,000","306,000","306,000","306,000","306,000","306,000","306,000","306,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","127,000","117,000","117,000","117,000","117,000","117,000","117,000","117,000","117,000","117,000","71,000","71,000","70,000","63,000","63,000","63,000","64,000","63,000","63,000","63,000","63,000","64,000","67,000","68,000","69,000","69,000","68,000","68,000","69,000","69,000","69,000","69,000","68,000","100,000","100,000",,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"691,350,000","691,132,000","690,783,000","689,785,000","689,747,000","689,390,000","689,736,000","688,574,000","687,996,000","161,955,000","161,577,000","161,205,000","160,828,000","161,593,000","161,179,000","160,847,000","160,547,000","160,940,000","160,653,000","160,404,000","160,397,000","126,390,000","126,200,000","125,877,000","125,694,000","125,734,000","125,615,000","125,231,000","125,271,000","136,266,000","136,194,000","136,139,000","136,142,000","136,403,000","136,257,000","136,111,000","135,925,000","136,046,000","136,138,000","136,025,000","135,888,000","135,825,000","135,763,000","135,547,000","135,470,000","140,845,000","140,808,000","140,767,000","140,729,000","140,677,000","140,622,000","140,567,000","140,510,000","140,449,000","140,360,000","140,297,000","140,231,000","112,651,000","112,587,000","112,289,000","111,958,000","110,285,000","110,147,000","109,449,000","109,147,000","108,628,000","72,719,000","72,246,000","71,595,000","52,131,000","51,593,000","51,761,000","52,380,000","51,144,000","50,367,000","50,026,000","50,432,000","50,702,000","53,136,000","53,590,000","53,999,000","53,725,000","53,417,000","53,359,000","53,511,000","53,512,000","53,600,000","53,609,000","53,344,000","53,200,000","54,300,000",,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"459,087,000","443,517,000","428,518,000","410,153,000","388,467,000","356,414,000","333,772,000","316,321,000","295,467,000","329,175,000","320,998,000","311,576,000","303,277,000","295,588,000","286,960,000","279,122,000","271,426,000","262,900,000","256,041,000","249,196,000","243,446,000","240,592,000","235,203,000","230,132,000","224,841,000","219,737,000","215,007,000","210,169,000","205,300,000","200,600,000","195,877,000","190,246,000","186,001,000","182,290,000","178,181,000","173,679,000","168,563,000","164,103,000","159,433,000","154,500,000","151,163,000","148,010,000","144,937,000","141,386,000","137,143,000","134,988,000","133,228,000","131,459,000","129,903,000","128,900,000","128,835,000","129,344,000","127,643,000","126,114,000","126,760,000","128,536,000","127,923,000","126,630,000","124,899,000","123,522,000","121,711,000","120,112,000","117,912,000","115,953,000","113,856,000","112,041,000","77,296,000","75,386,000","75,054,000","74,032,000","72,288,000","72,356,000","71,795,000","70,960,000","69,405,000","66,889,000","65,784,000","65,306,000","67,622,000","67,906,000","60,956,000","59,359,000","55,204,000","53,043,000","51,463,000","49,287,000","47,069,000","44,621,000","42,877,000","41,400,000","40,800,000","40,000,000","38,500,000","39,700,000","46,900,000","46,000,000","45,100,000","47,000,000","49,700,000","51,500,000","51,100,000","50,500,000","52,100,000","55,300,000","56,700,000","55,900,000","54,700,000","53,900,000","53,000,000","52,000,000","51,000,000","49,800,000","48,500,000","47,200,000"
		TreasuryStock,"131,950,000","108,031,000","89,347,000","83,494,000","79,832,000","78,838,000","78,765,000","78,797,000","78,994,000","69,685,000","69,757,000","69,859,000","70,012,000","55,571,000","49,888,000","49,941,000","50,340,000","50,898,000","51,035,000","51,042,000","51,021,000","74,306,000","74,359,000","74,540,000","74,770,000","69,023,000","66,102,000","62,093,000","62,670,000","62,480,000","58,144,000","54,083,000","49,936,000","48,096,000","46,366,000","46,502,000","46,658,000","47,300,000","47,303,000","47,312,000","47,316,000","47,351,000","47,360,000","47,379,000","47,390,000","72,628,000","72,628,000","72,628,000","72,631,000","72,631,000","72,631,000","72,631,000","72,638,000","72,638,000","72,638,000","72,627,000","72,700,000","72,827,000","71,996,000","69,780,000","68,257,000","69,390,000","69,325,000","69,444,000","67,661,000","68,493,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
