name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998
OperatingCashFlow,"74,812,000","43,682,000","3,247,000","13,911,000","13,972,000","62,703,000","25,322,000","1,776,000","-2,548,000","29,069,000","8,544,000","3,121,000","22,746,000","26,456,000","-12,621,000","-79,000","4,610,000","18,717,000","29,039,000","12,170,000","10,592,000","26,521,000","16,553,000","27,488,000","15,721,000","50,827,000","26,256,000","31,410,000","36,187,000","55,846,000","-1,721,000","1,951,000","3,590,000","10,780,000","15,345,000","31,203,000","-6,455,000","-10,159,000","8,697,000","21,338,000","-925,000","20,774,000","28,438,000","910,000","3,258,000","28,208,000","19,887,000","24,556,000","6,505,000","24,877,000","39,637,000","23,017,000","11,152,000","22,637,000","29,673,000","17,181,000","23,975,000","18,089,000","33,162,000","23,106,000","8,979,000","32,649,000","26,615,000","18,787,000","29,191,000","29,826,000","30,094,000","20,301,000","21,660,000","30,497,000","30,904,000","16,849,000","12,709,000","25,096,000","13,708,000","8,728,000","7,236,000","7,386,000","-3,599,000","5,196,000","3,531,000","-4,460,000","38,188,000","-3,015,000","-13,558,000","-26,481,000","-5,290,000","-41,893,000","-16,873,000","-23,750,000","2,589,000","-1,900,000","600,000","-1,200,000","3,600,000","-4,000,000"
	CashFlowFromContinuingOperatingActivities,"74,812,000","43,682,000","3,247,000","13,911,000","13,972,000","62,703,000","25,322,000","1,776,000","-2,548,000","29,069,000","8,544,000","3,121,000","22,746,000","26,456,000","-12,621,000","-79,000","4,610,000","18,717,000","29,039,000","12,170,000","10,592,000","26,521,000","16,553,000","27,488,000","15,721,000","50,827,000","26,256,000","31,410,000","36,187,000","55,846,000","-1,721,000","1,951,000","3,590,000","10,780,000","15,345,000","31,203,000","-6,455,000","-9,495,000","8,697,000","21,338,000","-925,000","20,774,000","28,438,000","910,000","3,258,000","28,208,000","19,887,000","24,556,000","6,505,000","24,877,000","39,637,000","23,017,000","11,152,000","23,109,000","27,053,000","16,689,000","23,341,000","17,816,000","33,162,000","23,106,000","8,979,000","32,649,000","26,615,000","18,787,000","29,191,000","29,826,000","30,094,000","20,301,000","21,660,000","30,497,000","30,853,000","16,858,000","12,710,000","25,061,000","13,302,000","8,994,000","7,304,000","7,458,000","-3,599,000","3,220,000","4,337,000","-3,290,000","15,553,000","-3,015,000","-13,558,000","-26,481,000","-5,290,000","-41,893,000","-16,873,000","-23,750,000","2,589,000","-1,900,000","600,000","-1,200,000","3,600,000","-4,000,000"
		NetIncomeFromContinuingOperations,"-556,211,000","-130,751,000","-89,977,000","-36,136,000","-299,347,000","-110,020,000","2,661,000","-14,229,000","3,387,000","657,000","12,167,000","9,700,000","20,394,000","-7,906,000","3,301,000","12,699,000","4,828,000","1,673,000","-26,224,000","17,924,000","11,076,000","14,867,000","31,124,000","26,628,000","18,884,000","14,272,000","39,111,000","23,893,000","22,467,000","20,460,000","22,699,000","-845,000","-10,337,000","-6,482,000","16,148,000","17,146,000","-1,553,000","51,591,000","8,240,000","4,763,000","7,271,000","272,000","9,000,000","4,921,000","2,885,000","1,134,000","17,922,000","7,351,000","11,618,000","6,901,000","20,541,000","21,354,000","9,953,000","8,659,000","13,837,000","11,507,000","8,126,000","8,298,000","17,675,000","19,335,000","11,613,000","9,845,000","22,353,000","16,972,000","16,558,000","14,993,000","18,850,000","13,253,000","17,587,000","15,053,000","24,518,000","121,989,000","11,427,000","10,379,000","16,729,000","-24,358,000","2,296,000","665,000","4,630,000","2,990,000","27,512,000","2,985,000","11,814,000","-5,999,000","-33,298,000","-20,571,000","-8,086,000","-168,228,000","-52,142,000","-32,850,000","-42,643,000","3,800,000","3,200,000","1,900,000","3,500,000","1,900,000"
		OperatingGainsLosses,,,,,,,"0",,,,"0","0","0","41,000",,,,,,,,,,,,,"0","-280,000","2,590,000","-949,000",,,,,"0","0","0","-56,782,000",,,,,"0",,,,,,,,,,,,,"17,000","22,000","10,000","46,000","46,000","18,000","52,000","15,000","95,000","911,000","-861,000","-706,000","476,000","36,000","-432,000","-3,834,000","-103,153,000","-196,000","314,000","2,719,000","32,672,000","964,000","-174,000","741,000","-3,282,000","-24,697,000","-3,049,000","5,491,000","19,406,000","-22,660,000","-4,782,000","-5,660,000","129,189,000","6,572,000","-5,924,000","3,677,000","200,000","700,000","100,000","-100,000",
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-56,782,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,"0",,,,"0","0","0","41,000",,,,,,,,,,,,,"0","0","2,590,000","-949,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"11,267,000","2,691,000","2,719,000","2,642,000","3,215,000","2,782,000","3,990,000","3,514,000","3,072,000","2,756,000","5,156,000","3,856,000","4,023,000","3,664,000","218,000","-387,000","572,000","3,298,000","2,734,000","2,705,000","3,315,000","3,818,000","4,106,000","4,257,000","4,279,000","4,553,000","5,042,000","5,856,000","5,213,000","5,103,000","5,990,000","6,045,000","6,558,000","6,702,000","6,779,000","6,509,000","6,655,000","6,456,000","6,817,000","5,890,000","5,384,000","6,428,000","5,621,000","5,054,000","4,233,000","3,618,000","3,486,000","3,194,000","2,937,000","3,182,000","2,950,000","2,920,000","2,991,000","1,770,000","1,574,000","1,723,000","1,540,000","1,562,000","1,858,000","1,883,000","2,022,000","1,833,000","1,880,000","1,869,000","1,816,000","2,070,000","2,091,000","1,884,000","2,148,000","2,373,000","2,113,000","2,043,000","2,106,000","2,061,000","2,005,000","231,000","3,148,000","3,450,000","2,822,000","3,375,000","3,421,000","3,493,000","2,694,000","7,418,000","9,740,000","9,708,000","11,226,000","9,547,000","8,190,000","6,198,000","2,908,000","2,300,000","1,400,000","1,500,000","1,300,000","700,000"
			DepreciationAndAmortization,"11,267,000","2,691,000","2,719,000","2,642,000","3,215,000","2,782,000","3,990,000","3,514,000","3,072,000","2,756,000","5,156,000","3,856,000","4,023,000","3,664,000","218,000","-387,000","572,000","3,298,000","2,734,000","2,705,000","3,315,000","3,818,000","4,106,000","4,257,000","4,279,000","4,553,000","5,042,000","5,856,000","5,213,000","5,103,000","5,990,000","6,045,000","6,558,000","6,702,000","6,779,000","6,509,000","6,655,000","6,456,000","6,817,000","5,890,000","5,384,000","6,428,000","5,621,000","5,054,000","4,233,000","3,618,000","3,486,000","3,194,000","2,937,000","3,182,000","2,950,000","2,920,000","2,991,000","1,770,000","1,574,000","1,723,000","1,540,000","1,562,000","1,858,000","1,883,000","2,022,000","1,833,000","1,880,000","1,869,000","1,816,000","2,070,000","2,091,000","1,884,000","2,148,000","2,373,000","2,113,000","2,043,000","2,106,000","2,061,000","2,005,000","231,000","3,148,000","3,450,000","2,822,000","3,375,000","3,421,000","3,493,000","2,694,000","7,418,000","9,740,000","9,708,000","11,226,000","9,547,000","8,190,000","6,198,000","2,908,000","2,300,000","1,400,000","1,500,000","1,300,000","700,000"
				Depreciation,,,,,,,,,,"4,809,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,265,000","2,477,000",,,,,,,,"9,588,000",,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"883,000","973,000",,,,,,,,"120,000",,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"883,000","973,000",,,,,,,,"120,000",,,,,,,,,,
		DeferredTax,"-265,468,000","-57,445,000","-63,302,000","-24,097,000","-120,624,000","-76,759,000","-7,489,000","-13,614,000","-684,000","957,000","-1,022,000","-1,210,000","-1,525,000","-1,694,000","-1,607,000","-909,000","-3,096,000","-2,662,000","4,203,000","-2,199,000","-2,203,000","-1,812,000","-544,000","-2,296,000","-3,225,000","688,000","-2,187,000","-2,293,000","8,520,000","4,727,000","10,811,000","-3,413,000","-4,500,000","-4,424,000","218,000","-12,039,000","-2,179,000","-3,962,000","-358,000","-4,337,000","8,392,000","-2,780,000","-2,669,000","118,000","-1,129,000","-1,723,000","2,198,000","-1,285,000","-386,000","1,162,000","1,852,000","6,377,000","5,094,000","2,823,000","7,270,000","5,116,000","5,786,000","2,753,000","7,578,000","7,912,000","6,374,000","4,273,000","8,996,000","5,551,000","5,664,000","6,317,000","13,449,000","4,947,000","5,756,000","3,836,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"-265,468,000","-57,445,000","-63,302,000","-24,097,000","-120,624,000","-76,759,000","-7,489,000","-13,614,000","-684,000","957,000","-1,022,000","-1,210,000","-1,525,000","-1,694,000","-1,607,000","-909,000","-3,096,000","-2,662,000","4,203,000","-2,199,000","-2,203,000","-1,812,000","-544,000","-2,296,000","-3,225,000","688,000","-2,187,000","-2,293,000","8,520,000","4,727,000","10,811,000","-3,413,000","-4,500,000","-4,424,000","218,000","-12,039,000","-2,179,000","-3,962,000","-358,000","-4,337,000","8,392,000","-2,780,000","-2,669,000","118,000","-1,129,000","-1,723,000","2,198,000","-1,285,000","-386,000","1,162,000","1,852,000","6,377,000","5,094,000","2,823,000","7,270,000","5,116,000","5,786,000","2,753,000","7,578,000","7,912,000","6,374,000","4,273,000","8,996,000","5,551,000","5,664,000","6,317,000","13,449,000","4,947,000","5,756,000","3,836,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,"806,617,000","170,091,000","146,587,000","65,165,000","424,774,000","194,095,000","26,456,000","45,126,000","162,000","828,000",,"96,000","-31,000","827,000","859,000","105,000","783,000","165,000","543,000","-109,000","791,000","1,044,000","-995,000","696,000","-8,000","531,000","201,000","222,000","97,000","364,000","727,000","209,000","346,000","1,687,000","-1,121,000","-7,000","2,111,000","1,298,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"1,953,000","272,000","761,000","383,000","537,000","-172,000","858,000","884,000","162,000","828,000",,,,"827,000","859,000","105,000","783,000","165,000","543,000","-109,000","791,000","1,044,000","-995,000","696,000","-8,000","531,000","201,000","222,000","97,000","364,000","727,000","209,000","346,000","1,687,000","-1,121,000","-7,000","2,111,000","1,298,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"50,809,000","14,394,000","13,153,000","12,166,000","11,096,000","7,711,000","3,256,000","2,560,000","2,226,000","3,111,000","2,322,000","1,834,000","3,036,000","3,017,000","3,504,000","3,011,000","3,378,000","4,743,000","3,710,000","3,668,000","3,774,000","3,115,000","3,393,000","3,349,000","3,571,000","1,504,000","4,796,000","4,546,000","4,360,000","3,597,000","3,225,000","3,879,000","3,084,000","1,598,000","1,634,000",,,,,,,,,,,,,,,,"0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,"0","0","0","0","-36,000","0","58,000","-1,266,000","-133,000","0","-495,000","-468,000","0","0","0","0","0","0","-1,000","-23,579,000","0","0","0","0","3,791,000","-1,937,000","-2,000","-1,852,000","-626,000","-103,000","0","-12,000","-707,000","-200,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
