name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,12/31/2017
			InvestmentinFinancialAssets,"18,681,000","18,873,000",,,,,"164,000","323,000","140,000","2,540,000","1,529,000","2,854,000","4,552,000","3,656,000","6,776,000","6,333,000"
				FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,,,,,,,"164,000","323,000","140,000","2,540,000","1,529,000","2,854,000","4,552,000",,,
				AvailableForSaleSecurities,"18,681,000","18,873,000",,,,,,,"140,000","2,540,000","1,529,000","2,854,000","4,552,000","3,656,000","6,776,000","6,333,000"
		NonCurrentAccountsReceivable,"34,738,000","36,757,000","38,554,000","38,637,000","37,058,000","30,434,000","34,114,000","30,168,000","28,314,000","19,474,000","9,997,000","91,665,000","91,910,000","92,207,000","93,234,000","94,077,000"
		NonCurrentDeferredAssets,"16,274,000","16,376,000","16,615,000","16,900,000","15,890,000","13,003,000","12,804,000","12,277,000","11,386,000","8,542,000","7,029,000","20,000","78,000","185,000",,"0"
			NonCurrentDeferredTaxesAssets,"6,048,000","5,999,000","6,087,000","6,221,000","5,060,000","2,315,000","2,532,000","2,744,000","2,756,000","34,000","38,000","20,000","78,000","185,000",,"0"
		NonCurrentPrepaidAssets,"9,601,000","9,748,000","9,934,000","10,390,000","10,501,000","6,330,000","5,660,000","5,739,000","5,819,000","5,904,000","6,267,000","6,329,000","6,350,000","10,810,000","12,819,000",
		OtherNonCurrentAssets,"36,850,000","28,223,000","69,670,000","56,684,000","40,023,000","25,069,000","23,296,000","30,218,000","32,880,000","42,687,000","69,455,000","67,522,000","83,305,000","46,967,000","29,902,000","21,064,000"
TotalLiabilitiesNetMinorityInterest,"5,047,903,000","4,882,438,000","4,780,937,000","4,390,156,000","1,540,930,000","1,533,005,000","1,301,076,000","1,271,439,000","1,174,925,000","736,490,000","727,385,000","589,737,000","607,217,000","416,755,000","179,013,000","102,280,000"
	CurrentLiabilities,"578,331,000","562,511,000","767,896,000","635,464,000","195,870,000","191,150,000","222,251,000","249,701,000","151,651,000","102,263,000","599,015,000","574,402,000","594,745,000","404,755,000","177,551,000","32,099,000"
		PayablesAndAccruedExpenses,"355,588,000","312,110,000","376,473,000","296,238,000","127,638,000","120,663,000","154,599,000","196,732,000","97,162,000","76,788,000","75,758,000","64,683,000","89,742,000","115,170,000","54,335,000","25,942,000"
			Payables,"102,729,000","68,085,000","217,169,000","103,515,000","38,829,000","30,311,000","101,993,000","31,440,000","28,633,000","21,845,000","24,962,000","22,611,000","35,821,000","47,658,000","19,834,000","8,443,000"
				AccountsPayable,"81,126,000","68,085,000","210,259,000","97,455,000","27,970,000","21,331,000","92,774,000","24,854,000","21,256,000","11,593,000","17,106,000","16,282,000","28,223,000","43,177,000","19,073,000","6,352,000"
				TotalTaxPayable,"10,481,000",,,,,,,,,,,,,,,"0"
					IncomeTaxPayable,"10,481,000",,,,,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,"11,122,000",,"6,910,000","6,060,000","10,859,000","8,980,000","9,219,000","6,586,000","7,377,000","10,252,000","7,856,000","6,329,000","7,598,000","4,481,000","761,000","2,091,000"
			CurrentAccruedExpenses,"252,859,000","244,025,000","159,304,000","192,723,000","88,809,000","90,352,000","52,606,000","165,292,000","68,529,000","54,943,000","50,796,000","42,072,000","53,921,000","67,512,000","34,501,000","17,499,000"
				InterestPayable,"13,553,000","61,630,000","15,235,000","55,253,000","3,516,000","27,938,000","5,437,000","13,282,000","13,828,000",,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,"3,462,000","14,991,000","9,896,000","10,600,000","9,105,000","12,582,000","10,303,000","8,620,000"
		CurrentDebtAndCapitalLeaseObligation,"161,218,000","144,365,000","281,761,000","234,628,000","34,857,000","35,481,000","36,380,000","26,835,000","29,944,000",,"492,762,000","490,523,000","488,331,000","272,192,000","121,970,000","5,828,000"
			CurrentDebt,"100,666,000","97,251,000","249,752,000","204,551,000",,,,,,,"492,762,000","490,523,000","488,331,000","272,192,000","121,970,000","5,828,000"
				OtherCurrentBorrowings,"100,666,000","97,251,000","249,752,000","204,551,000",,,,,,,"492,762,000","490,523,000","488,331,000",,,
			CurrentCapitalLeaseObligation,"60,552,000","47,114,000","32,009,000","30,077,000","34,857,000","35,481,000","36,380,000","26,835,000","29,944,000",,,,,,,
		CurrentDeferredLiabilities,"18,925,000",,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"18,925,000",,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"42,600,000","106,036,000","109,662,000","104,598,000","33,375,000","35,006,000","31,272,000","26,134,000","24,545,000","25,475,000","30,495,000","19,196,000","16,672,000","17,393,000","1,246,000","329,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"4,469,572,000","4,319,927,000","4,013,041,000","3,754,692,000","1,345,060,000","1,341,855,000","1,078,825,000","1,021,738,000","1,023,274,000","634,227,000","128,370,000","15,335,000","12,472,000","12,000,000","1,462,000","70,181,000"
		LongTermDebtAndCapitalLeaseObligation,"4,173,009,000","3,991,939,000","3,690,980,000","3,415,976,000","1,314,162,000","1,323,884,000","1,064,026,000","1,007,404,000","1,009,969,000","619,057,000","113,164,000",,,,,"69,425,000"
			LongTermDebt,"3,836,610,000","3,757,879,000","3,597,659,000","3,326,303,000","1,239,799,000","1,239,561,000","980,183,000","950,238,000","945,209,000","619,057,000","113,164,000",,,,,"69,425,000"
			LongTermCapitalLeaseObligation,"336,399,000","234,060,000","93,321,000","89,673,000","74,363,000","84,323,000","83,843,000","57,166,000","64,760,000",,,,,,,
		NonCurrentDeferredLiabilities,"239,060,000","269,513,000","284,176,000","293,073,000","5,194,000","2,330,000","182,000","20,000","0","241,000","171,000","214,000","94,000","0","469,000","160,000"
			NonCurrentDeferredTaxesLiabilities,"239,060,000","269,513,000","284,176,000","293,073,000","5,194,000","2,330,000","182,000","20,000","0","241,000","171,000","214,000","94,000","0","469,000","160,000"
		OtherNonCurrentLiabilities,"57,503,000","58,475,000","37,885,000","45,643,000","25,704,000","15,641,000","14,617,000","14,314,000","13,305,000","14,929,000","15,035,000","15,121,000","12,378,000","12,000,000","993,000","596,000"
TotalEquityGrossMinorityInterest,"2,317,905,000","1,994,054,000","1,884,150,000","2,001,919,000","291,181,000","375,086,000","98,737,000","150,074,000","314,191,000","387,324,000","420,398,000","467,140,000","509,402,000","282,647,000","306,084,000","278,910,000"
	StockholdersEquity,"2,113,577,000","1,791,575,000","1,656,081,000","1,762,350,000","285,534,000","366,959,000","90,741,000","143,003,000","71,524,000","84,805,000","85,261,000","79,479,000","76,694,000","268,307,000","306,156,000","278,910,000"
		CapitalStock,"2,076,000","2,069,000","2,069,000","2,060,000","1,746,000","1,746,000","1,687,000","341,675,000","133,166,000","130,658,000","123,760,000","111,236,000","102,265,000","426,741,000","426,741,000","406,591,000"
			CommonStock,"2,076,000","2,069,000","2,069,000","2,060,000","1,746,000","1,746,000","1,687,000","341,675,000","133,166,000","130,658,000","123,760,000","111,236,000","102,265,000","426,741,000","426,741,000","406,591,000"
		AdditionalPaidInCapital,"1,888,842,000","1,923,990,000","1,912,643,000","1,932,318,000","551,135,000","594,534,000","325,053,000",,,,"123,760,000","111,236,000","102,265,000","426,741,000","426,741,000","406,591,000"
		RetainedEarnings,"105,870,000","-132,399,000","-283,256,000","-273,450,000","-267,406,000","-229,503,000","-229,673,000","-192,852,000","-55,427,000","-45,823,000","-38,480,000","-31,757,000","-25,571,000","-158,423,000","-123,694,000","-80,347,000"
		TreasuryStock,,,,,,,"6,411,000","6,172,000","6,132,000",,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"116,789,000","-2,085,000","24,625,000","101,422,000","59,000","182,000","85,000","352,000","-83,000","-30,000","-19,000","0","0","-11,000","3,109,000","2,666,000"
		OtherEquityInterest,,,,,,,,,,,,,,,,"-50,000,000"
	MinorityInterest,"204,328,000","202,479,000","228,069,000","239,569,000","5,647,000","8,127,000","7,996,000","7,071,000","242,667,000","302,519,000","335,137,000","387,661,000","432,708,000","14,340,000","-72,000",
TotalCapitalization,"5,950,187,000","5,549,454,000","5,253,740,000","5,088,653,000","1,525,333,000","1,606,520,000","1,070,924,000","1,093,241,000","1,016,733,000","703,862,000","198,425,000","79,479,000","76,694,000","268,307,000","306,156,000","348,335,000"
CommonStockEquity,"2,113,577,000","1,791,575,000","1,656,081,000","1,762,350,000","285,534,000","366,959,000","90,741,000","143,003,000","71,524,000","84,805,000","85,261,000","79,479,000","76,694,000","268,307,000","306,156,000","278,910,000"
CapitalLeaseObligations,"396,951,000","281,174,000","125,330,000","119,750,000","109,220,000","119,804,000","120,223,000","84,001,000","94,704,000",,,,,,,
NetTangibleAssets,"1,217,792,000","888,496,000","748,985,000","788,080,000","219,600,000","320,857,000","46,360,000","100,072,000","29,248,000","23,503,000","44,568,000","37,471,000","34,397,000","225,250,000","306,156,000","278,910,000"
WorkingCapital,"27,994,000","22,355,000","-152,175,000","-159,510,000","352,337,000","570,860,000","58,274,000","95,456,000","262,963,000","108,857,000","-282,187,000","-254,978,000","-163,243,000","-250,975,000","-80,754,000","122,854,000"
InvestedCapital,"6,050,853,000","5,646,705,000","5,503,492,000","5,293,204,000","1,525,333,000","1,606,520,000","1,070,924,000","1,093,241,000","1,016,733,000","703,862,000","691,187,000","570,002,000","565,025,000","540,499,000","428,126,000","354,163,000"
TangibleBookValue,"1,217,792,000","888,496,000","748,985,000","788,080,000","219,600,000","320,857,000","46,360,000","100,072,000","29,248,000","23,503,000","44,568,000","37,471,000","34,397,000","225,250,000","306,156,000","278,910,000"
TotalDebt,"4,334,227,000","4,136,304,000","3,972,741,000","3,650,604,000","1,349,019,000","1,359,365,000","1,100,406,000","1,034,239,000","1,039,913,000","619,057,000","605,926,000","490,523,000","488,331,000","272,192,000","121,970,000","75,253,000"
NetDebt,"3,781,103,000","3,667,621,000","3,623,028,000","3,387,716,000","879,669,000","638,039,000","867,460,000","782,922,000","712,511,000","591,959,000","427,739,000","290,217,000","128,881,000","193,891,000","70,067,000",
ShareIssued,"207,500,000","206,900,000","206,900,000","206,700,000","175,320,414","175,192,829","169,331,252","169,174,104","24,820,003","23,607,096","22,892,293","20,837,272","20,837,272","20,000,000","20,000,000","20,000,000"
OrdinarySharesNumber,"207,500,000","206,900,000","206,900,000","206,700,000","175,320,414","174,600,000","168,738,423","168,587,346","24,236,495","23,607,096","22,892,293","20,837,272","20,837,272","20,000,000","20,000,000","20,000,000"
TreasurySharesNumber,,,,"592,829",,"592,829","592,829","586,758","583,508",,,,,,,
