name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,03/31/2016
		RetainedEarnings,"-187,126,000","-178,026,000","-178,098,000","-175,901,000","-172,145,000","-161,766,000","-147,753,000","-143,214,000","-133,767,000","-128,822,000","-123,393,000","-120,729,000","-118,111,000","-115,091,000","-112,623,000","-110,758,000","-108,066,000","-103,066,000","-82,221,000","-80,685,000","-79,419,000","-78,134,000","-73,367,000"
		TreasuryStock,,,,,,,,,"187,000",,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"5,740,000","8,491,000","6,282,000","6,082,000","4,285,000","7,907,000","67,000","161,000","-1,361,000","-3,000","-985,000","-455,000","-322,000","-623,000","-343,000","-242,000","217,000","135,000","193,000","72,000",,"0",
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,"-75,667,000",,,,
TotalCapitalization,"215,916,000","226,276,000","222,060,000","222,578,000","223,156,000","235,812,000","240,514,000","263,479,000","160,310,000","168,428,000","107,195,000","109,194,000","101,183,000","102,888,000","65,962,000","67,355,000","70,073,000","72,834,000","30,667,000","24,274,000","24,952,000","23,425,000","22,876,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,"75,667,000",,"72,729,000","71,303,000","66,688,000"
CommonStockEquity,"215,044,000","225,369,000","221,118,000","221,601,000","222,145,000","234,768,000","239,436,000","242,462,000","139,267,000","142,361,000","86,105,000","88,082,000","80,049,000","81,732,000","40,685,000","42,057,000","44,754,000","47,495,000","-72,486,000","-1,157,000","-67,681,000","-65,309,000","-56,824,000"
CapitalLeaseObligations,,,"320,000",,,"323,000","332,000","120,000","57,000","63,000",,"75,000",,,,,,,,,,,
NetTangibleAssets,"76,541,000","83,258,000","81,767,000","87,576,000","89,163,000","100,012,000","117,085,000","118,479,000","104,267,000","97,204,000","62,933,000","64,483,000","77,943,000","79,551,000","38,425,000","39,717,000","42,340,000","45,146,000","738,000","-2,640,000","3,513,000","4,736,000","8,979,000"
WorkingCapital,"97,091,000","103,933,000","107,441,000","115,059,000","115,405,000","123,401,000","135,631,000","155,606,000","101,289,000","114,395,000","62,536,000","64,656,000","82,288,000","87,939,000","50,928,000","52,245,000","55,379,000","60,094,000","18,475,000","13,006,000","14,535,000","13,575,000","14,431,000"
InvestedCapital,"216,055,000","226,413,000","222,196,000","222,712,000","223,288,000","235,943,000","240,643,000","263,607,000","160,436,000","168,552,000","137,318,000","139,315,000","101,303,000","103,006,000","66,079,000","67,470,000","70,187,000","72,947,000","-44,889,000","24,384,000","-47,669,000","-47,771,000","-43,709,000"
TangibleBookValue,"76,541,000","83,258,000","81,767,000","87,576,000","89,163,000","100,012,000","117,085,000","118,479,000","104,267,000","97,204,000","62,933,000","64,483,000","77,943,000","79,551,000","38,425,000","39,717,000","42,340,000","45,146,000","-74,929,000","-2,640,000","-69,216,000","-66,567,000","-57,709,000"
TotalDebt,"1,011,000","1,044,000","1,078,000","1,111,000","1,143,000","1,175,000","1,207,000","21,145,000","21,169,000","26,254,000","51,213,000","51,308,000","21,254,000","21,274,000","25,394,000","25,413,000","25,433,000","25,452,000","27,597,000","25,541,000","20,012,000","17,538,000","13,115,000"
NetDebt,,,,,,,,,,,"31,544,000","29,375,000",,,"931,000",,,,"25,359,000","23,235,000","17,566,000","15,929,000","11,725,000"
ShareIssued,"19,821,298","19,677,214","19,672,162","19,670,044","19,659,412","19,560,291","19,554,621","19,548,112","16,887,674","16,723,128","14,967,128","14,939,462","14,682,398","14,538,202","12,807,520","12,789,039","12,770,796","12,621,781","12,044,435","12,044,435","12,044,435","12,044,435","12,044,435"
OrdinarySharesNumber,"19,821,298","19,677,214","19,672,162","19,670,044","19,659,412","19,560,291","19,554,621","19,544,008","16,883,660","16,723,128","14,967,128","14,939,462","14,682,398","14,538,202","12,807,520","12,789,039","12,770,796","12,621,781","12,044,435","12,044,435","12,044,435","12,044,435","12,044,435"
TreasurySharesNumber,,,,,,"0",,"4,104","4,014",,,,,,,,,,,,,,
