name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,06/30/1988,06/30/1987
TotalAssets,"198,025,000","208,024,000","209,971,000","210,532,000","197,369,000","201,381,000","193,937,000","169,961,000","144,883,000","154,643,000","154,192,000","156,603,000","160,492,000","160,173,000","161,657,736","160,543,734","55,170,572","58,874,698","42,227,825","42,765,705","43,272,824","46,360,478","30,772,765","31,750,737","33,496,735","37,546,053","40,912,952","25,423,153","28,135,926","16,400,789","20,097,174","22,398,729","24,567,875","27,684,270","29,764,006","15,672,745","17,851,957","20,230,563","9,693,771","9,837,655","10,477,092","12,495,042","14,441,458","12,160,567","11,370,768","10,143,477","10,404,820","10,786,951","11,321,853","16,808,435","455,968","734,601","436,381","524,243","641,829","795,498","986,159","1,099,989","1,132,443","1,237,471","1,436,356","1,514,657","1,619,882","1,701,430","1,790,658","1,824,825","1,749,268","1,785,242","1,949,939","2,803,134","3,739,037","2,413,902","2,463,161","2,690,650","2,761,624","3,055,396","3,058,733","4,150,207","4,641,713","5,218,000","5,643,534","8,086,000","9,967,776","7,682,178","8,360,011","8,233,997","8,474,549","9,436,325","8,800,000","9,600,000","10,100,000","10,300,000","10,600,000","11,200,000","11,300,000","12,000,000","12,300,000","12,400,000","11,800,000","11,600,000","12,300,000","12,400,000","12,300,000","12,600,000","12,400,000","12,900,000","12,700,000","12,900,000","12,700,000","12,600,000","12,400,000","12,000,000","12,200,000","11,900,000","11,000,000","10,900,000","10,400,000","10,400,000","9,900,000","9,800,000","9,500,000","9,000,000","8,400,000","9,000,000","8,400,000","8,300,000","8,400,000","57,500,000","58,200,000","8,500,000","8,200,000","6,900,000","6,700,000"
	CurrentAssets,"112,475,000","127,049,000","134,968,000","141,795,000","135,145,000","145,251,000","139,973,000","140,229,000","120,352,000","135,021,000","137,343,000","141,292,000","145,629,000","150,953,000","152,786,342","156,910,450","51,734,903","55,740,667","39,512,512","40,181,854","40,897,857","44,037,252","28,664,531","29,747,157","31,454,312","35,051,374","38,570,255","23,242,020","26,015,159","14,411,088","17,992,687","20,252,702","22,434,498","25,658,606","27,964,165","13,811,312","15,941,871","18,295,855","8,183,148","8,209,486","8,804,523","10,882,475","13,070,830","9,592,938","11,319,733","10,087,168","10,353,199","10,753,480","11,282,701","16,773,055","417,384","690,963","382,876","454,257","555,170","699,500","888,472","996,233","1,013,485","1,102,751","1,285,761","1,348,070","1,437,040","1,502,224","1,574,931","1,592,219","1,499,587","1,581,242","1,731,294","2,569,928","3,195,149","1,801,312","1,833,873","2,001,992","1,964,641","2,198,418","2,086,954","2,114,104","2,468,792","2,920,000","3,208,337","5,480,000","7,301,333","5,030,840","5,179,994","5,008,883","5,236,110","5,512,003","4,700,000","5,500,000","5,900,000","6,100,000","6,200,000","6,800,000","6,700,000","7,200,000","7,500,000","7,400,000","6,900,000","5,900,000","5,800,000","5,700,000","5,400,000","5,600,000","5,100,000","6,100,000","5,800,000","6,000,000","5,900,000","6,300,000","6,100,000","6,900,000","6,900,000","6,900,000","6,100,000","6,200,000","5,800,000","5,900,000","5,500,000","5,500,000","5,300,000","4,800,000","4,300,000","4,800,000","4,400,000","4,500,000","4,500,000","11,400,000","12,200,000","3,600,000","3,500,000","2,800,000","2,400,000"
		CashCashEquivalentsAndShortTermInvestments,"67,418,000","84,086,000","91,719,000","99,917,000","90,905,000","103,966,000","99,128,000","99,329,000","83,039,000","96,510,000","100,066,000","103,063,000","107,845,000","116,605,000","126,369,401","133,562,319","30,559,882","36,506,624","22,041,097","23,870,200","25,913,765","30,014,405","16,003,245","18,273,203","20,948,752","25,909,500","29,935,467","15,622,932","19,255,725","8,215,791","11,802,608","14,170,332","16,807,753","20,069,750","22,586,450","8,692,683","11,200,447","13,907,401","4,445,099","4,638,793","5,641,947","8,190,781","10,525,537","9,555,177","5,641,238","7,076,827","9,283,697","9,634,083","10,179,552","15,766,107","227,482","211,236","242,259","332,848","410,107","588,609","808,877","832,925","943,398","1,053,799","1,228,391","1,281,785","1,361,840","1,445,630","1,430,446","1,310,578","1,354,788","1,477,575","1,551,586","2,239,318","2,110,216","891,642","733,506","483,844","366,161","411,284","397,191","671,588","536,983","672,000","389,070","1,943,000","3,376,723","48,384","285,620","70,395","100,171","35,910",,"500,000","1,000,000","900,000","1,000,000","2,000,000","2,200,000","1,600,000","1,600,000","600,000","700,000","500,000","600,000","400,000","800,000","200,000","500,000","400,000","800,000","700,000","800,000","400,000","800,000","400,000","100,000","400,000","400,000","800,000","200,000","400,000","1,500,000","600,000","100,000","300,000","500,000","400,000","500,000","700,000","600,000","1,000,000","1,100,000","1,100,000","1,200,000","800,000","1,000,000"
			CashAndCashEquivalents,"14,559,000","32,756,000","46,730,000","53,078,000","39,843,000","48,767,000","60,002,000","75,320,000","35,894,000","35,724,000","24,555,000","24,878,000","23,522,000","24,294,000","25,629,057","133,562,319","30,559,882","36,506,624","22,041,097","23,870,200","25,913,765","30,014,405","16,003,245","18,273,203","20,948,752","25,909,500","29,935,467","15,622,932","19,255,725","8,215,791","11,802,608","14,170,332","16,807,753","20,069,750","22,586,450","8,692,683","11,200,447","13,907,401","4,445,099","4,638,793","5,641,947","8,190,781","10,525,537","9,555,177","5,641,238","7,076,827","9,283,697","9,634,083","10,179,552","15,766,107","227,482","211,236","242,259","332,848","410,107","588,609","808,877","832,925","943,398","1,053,799","1,228,391","1,281,785","1,361,840","1,445,630","1,430,446","1,310,578","1,354,788","1,477,575","1,551,586","2,239,318","2,110,216","891,642","733,506","483,844","366,161","411,284","397,191","671,588","536,983","672,000","389,070","1,943,000","3,376,723","48,384","285,620","70,395","100,171","35,910",,"500,000","1,000,000","900,000","1,000,000","2,000,000","2,200,000","1,600,000","1,600,000","600,000","700,000","500,000","600,000","400,000","800,000","200,000","500,000","400,000","800,000","700,000","800,000","400,000","800,000","400,000","100,000","400,000","400,000","800,000","200,000","400,000","1,500,000","600,000","100,000","300,000","500,000","400,000","500,000","700,000","600,000","1,000,000","1,100,000","1,100,000","1,200,000","800,000","1,000,000"
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,555,177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"52,859,000","51,330,000","44,989,000","46,839,000","51,062,000","55,199,000","39,126,000","24,009,000","47,145,000","60,786,000","75,511,000","78,185,000","84,323,000","92,311,000","100,740,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"18,590,000","18,158,000","18,645,000","18,626,000","19,862,000","17,618,000","18,781,000","14,070,000","13,020,000","16,944,000","15,549,000","16,285,000","15,193,000","15,321,000","13,990,477","12,358,984","11,766,829","11,064,720","10,200,560","9,422,467","8,383,925","8,052,203","7,004,756","6,072,121","5,290,581","4,782,989","4,642,802","3,838,023","3,161,588","2,872,308","2,743,041","2,526,953","1,965,157","1,893,699","1,740,216","1,415,524","1,179,138","1,050,089","925,544","862,228","893,983","797,654","538,109","19,111","2,476,758","42,117","26,026","3,254","19,529","31,525","123,937","408,202","74,693","32,586","14,022","8,597","23,929","100,431",,,,,,,"89,390","214,906","69,611","39,182","81,296",,,"652","100,254","203,866","73,129","181,371","187,126","318,896","281,032","677,000","933,589","1,185,000","1,578,235","2,385,244","2,190,207","2,235,182","2,645,710","2,540,912","2,000,000","2,200,000","2,400,000","2,700,000","2,700,000","2,300,000","2,300,000","3,400,000","2,800,000","3,300,000","2,600,000","2,500,000","2,300,000","2,300,000","2,100,000","2,900,000","2,200,000","2,300,000","2,400,000","2,600,000","2,100,000","3,000,000","2,100,000","2,200,000","1,800,000","2,200,000","1,600,000","1,700,000","1,500,000","1,600,000","1,400,000","1,500,000","1,400,000","1,500,000","1,600,000","1,600,000","1,500,000","1,300,000","1,700,000","5,100,000","5,200,000","1,600,000","1,500,000","1,200,000","900,000"
			AccountsReceivable,"18,590,000","18,158,000","18,567,000","18,182,000","19,825,000","17,618,000","18,758,000","14,049,000","13,020,000","16,944,000","15,451,000","16,285,000","15,193,000","15,321,000","13,990,477","12,358,984","11,766,829","11,064,720","10,200,560","9,422,467","8,383,925","8,052,203","7,004,756","6,072,121","5,290,581","4,782,989","4,642,802","3,838,023","3,161,588","2,872,308","2,743,041","2,526,953","1,965,157","1,893,699","1,740,216","1,415,524","1,179,138","1,050,089","925,544","862,228","893,983","797,654","538,109",,,,,,,,,,,,"14,022","8,597","23,929","100,431",,,,,,,"89,390","214,906",,,,,,"652","100,254","203,866","73,129","181,371","187,126","286,904",,"677,000","933,589","1,185,000","1,519,232","2,385,244","2,190,207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"18,956,000","18,434,000","18,740,000","18,440,000","20,176,000","18,034,000","19,236,000","14,468,000","13,639,000","18,036,000","16,418,000","17,244,000","16,326,000","16,438,000","14,727,477","12,762,984","12,279,829","11,525,720","10,535,560","9,773,467","8,690,925","8,324,203","7,253,756","6,313,121","5,563,581","4,974,989","4,808,802","3,986,023","3,262,588","2,921,308","2,812,041","2,587,953","2,019,157","1,951,699",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-366,000","-276,000","-173,000","-258,000","-351,000","-416,000","-478,000","-419,000","-619,000","-1,092,000","-967,000","-959,000","-1,133,000","-1,117,000","-737,000","-404,000","-513,000","-461,000","-335,000","-351,000","-307,000","-272,000","-249,000","-241,000","-273,000","-192,000","-166,000","-148,000","-101,000","-49,000","-69,000","-61,000","-54,000","-58,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,"78,000","444,000","37,000",,"23,000","21,000",,,"98,000",,,,,,,,"0",,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,"0",,,,,,,"0","0","0",,,"31,992",,"0",,,"59,003",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"17,400,000","16,693,000","15,453,000","13,415,000","13,388,000","12,529,000","11,929,000","12,836,000","14,563,000","13,861,000","13,682,000","13,587,000","13,120,000","11,982,000","10,949,045","9,682,119","8,052,930","7,315,942","6,698,943","6,304,097","5,850,730","5,458,840","4,970,819","4,786,322","4,515,940","3,933,960","3,701,755","3,539,957","3,337,898","3,213,620","3,346,115","3,410,442","3,466,099","3,398,438","3,460,064","3,575,779","3,420,253","3,151,109","2,722,670","2,467,787","2,126,336","1,760,540","1,662,343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"836,865","777,858","1,093,469","1,327,615","1,344,667","1,169,878","1,010,789","1,523,534","1,359,000","1,614,407","1,994,000","2,051,938","2,231,003","2,293,299","2,404,677","2,247,686","2,347,537","2,100,000","2,100,000","2,000,000","1,900,000","1,900,000","1,800,000","1,700,000","1,700,000","2,500,000","2,600,000","2,600,000","2,400,000","2,400,000","2,200,000","2,000,000","2,100,000","2,100,000","2,400,000","2,100,000","2,300,000","2,400,000","2,500,000","1,800,000","1,600,000","1,500,000","1,200,000","900,000","1,400,000","1,500,000","1,600,000","1,300,000","1,600,000","1,400,000","1,100,000","1,000,000","1,200,000","1,100,000","1,200,000","1,100,000","5,300,000","5,900,000","900,000","800,000","700,000","500,000"
