name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999
TotalAssets,"6,775,379,000","6,623,514,000","7,066,048,000","7,179,852,000","7,542,706,000","6,476,424,000","6,535,118,000","6,600,523,000","6,703,723,000","6,653,826,000","6,916,990,000","7,098,710,000","7,145,900,000","7,160,426,000","7,453,444,000","7,435,636,000","7,384,064,000","7,294,019,000","7,187,741,000","7,183,620,000","7,220,204,000","7,227,754,000","7,230,098,000","7,265,767,000","7,154,151,000","7,183,978,000","7,352,996,000","7,348,026,000","6,537,095,000","5,968,269,000","5,989,122,000","6,016,855,000","4,778,668,000","4,764,666,000","4,807,330,000","4,748,631,000","4,811,269,000","4,748,002,000","4,646,295,000","4,466,552,000","4,383,821,000","4,383,048,000","4,003,313,000","3,733,418,000","3,525,408,000","3,392,656,000","2,999,712,000","2,993,227,000","2,966,022,000","2,987,926,000","2,955,036,000","2,560,198,000","2,508,542,000","2,496,874,000","2,349,042,000","2,199,065,000","1,936,972,000","1,701,894,000","1,576,938,000","1,584,631,000","1,590,932,000","1,584,774,000","1,559,745,000","1,490,557,000","1,480,557,000","1,499,648,000","1,440,403,000","1,473,413,000","1,436,848,000","1,447,730,000","1,300,173,000","1,308,287,000","1,318,804,000","1,304,100,000","1,228,073,000","1,216,540,000","1,219,060,000","1,158,200,000","1,112,409,000","1,115,841,000","1,115,046,000","867,303,000","561,648,000","557,696,000","569,303,000","530,573,000","632,588,000","631,495,000","636,478,000","654,000,000","670,400,000"
	CurrentAssets,"1,491,996,000","1,016,945,000","811,437,000","908,089,000","1,233,568,000","203,286,000","262,738,000","199,817,000","330,117,000","263,784,000","167,895,000","61,166,000","54,752,000","88,772,000","155,992,000","139,361,000","53,241,000","65,860,000","42,958,000","40,936,000","35,398,000","54,017,000","47,098,000","32,659,000","46,052,000","61,723,000","69,587,000","61,352,000","85,479,000","56,434,000","91,736,000","90,352,000","43,469,000","71,365,000","62,304,000","49,741,000","50,865,000","70,145,000","32,362,000","30,449,000","35,598,000","66,003,000","34,014,000","33,794,000","19,968,000","62,696,000","13,876,000","30,160,000","10,129,000","92,825,000","77,215,000","9,962,000","10,343,000","28,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"732,058,000","634,848,000","794,739,000","849,079,000","843,237,000","74,417,000","82,241,000","78,485,000","69,545,000","37,357,000","49,462,000","48,033,000","39,875,000","54,976,000","47,657,000","30,657,000","39,161,000","31,238,000","28,870,000","27,160,000","32,272,000","31,749,000","40,773,000","25,633,000","39,199,000","37,656,000","61,408,000","52,231,000","77,794,000","27,594,000","80,750,000","79,392,000","32,967,000","39,233,000","52,258,000","37,336,000","38,989,000","42,382,000","20,985,000","20,405,000","25,302,000","40,425,000","26,845,000","28,082,000","14,810,000","40,115,000","8,513,000","25,230,000","5,486,000","28,189,000","72,487,000","5,373,000","5,566,000","9,414,000","7,191,000","185,940,000","5,192,000","43,521,000","3,645,000","8,924,000","17,358,000","18,204,000","1,527,000","2,747,000","1,247,000","25,268,000","1,856,000","7,207,000","3,564,000","16,535,000","2,894,000","4,814,000","3,799,000","13,774,000","4,880,000","5,460,000","14,286,000","16,942,000","14,054,000","15,536,000","4,320,000","352,026,000","8,084,000","5,554,000","13,718,000","515,000","7,028,000","10,770,000","12,870,000","17,091,000",
			CashAndCashEquivalents,"732,058,000","634,848,000","794,739,000","849,079,000","843,237,000","74,417,000","82,241,000","78,485,000","69,545,000","37,357,000","49,462,000","48,033,000","39,875,000","54,976,000","47,657,000","30,657,000","39,161,000","31,238,000","28,870,000","27,160,000","32,272,000","31,749,000","40,773,000","25,633,000","39,199,000","37,656,000","61,408,000","52,231,000","77,794,000","27,594,000","80,750,000","79,392,000","32,967,000","39,233,000","52,258,000","37,336,000","38,989,000","42,382,000","20,985,000","20,405,000","25,302,000","23,560,000","26,845,000","28,082,000","14,810,000","10,866,000","8,513,000","25,230,000","5,486,000","10,494,000","72,487,000","5,373,000","5,566,000","5,990,000","7,191,000","185,940,000","5,192,000","43,521,000","3,645,000","8,924,000","17,358,000","5,464,000","1,527,000","2,747,000","1,247,000","14,642,000","1,856,000","7,207,000","3,564,000","3,409,000","2,894,000","4,814,000","3,799,000","3,530,000","4,880,000","5,460,000","14,286,000","8,654,000","14,054,000","15,536,000","4,320,000","352,026,000","8,084,000","5,554,000","13,718,000","515,000","7,028,000","10,770,000","12,870,000","17,091,000",
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,078,000",,,,,,,,"16,865,000",,,,"29,249,000",,,,"17,695,000",,,,"3,424,000",,,,,,,,"12,740,000",,,,"10,626,000",,,,"13,126,000",,,,"10,244,000",,,,"8,288,000",,,,,,,,,,,,,
		Receivables,,,,,,"0",,,,"1,990,000",,,,"18,701,000",,,,"18,539,000",,,,"18,439,000",,,,"17,912,000",,,,"18,296,000",,,,"19,618,000",,,,"18,331,000",,,,"18,450,000",,,,"17,587,000",,,,"17,645,000",,,,"15,042,000",,,,"11,388,000",,,,"9,988,000",,,,"8,845,000",,,,"7,961,000",,,,"6,062,000","6,051,000",,,"0",,,,"3,275,000","39,133,000","49,741,000","56,736,000","0",,,,"0",
			AccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,133,000","49,741,000","56,736,000",,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,051,000",,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,"0",,,,"1,990,000",,,,"18,701,000",,,,"18,539,000",,,,"18,439,000",,,,"17,912,000",,,,"18,296,000",,,,"19,618,000",,,,"18,331,000",,,,,,,,"17,587,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
