name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994
TotalRevenue,"693,090,000","187,753,000","171,356,000","136,020,000","197,961,000","162,726,000","233,718,000","114,971,000","207,867,000","132,027,000","124,732,000","134,091,000","195,769,000","147,984,000","140,423,000","114,169,000","125,960,000","125,871,000","124,902,000","122,781,000","123,681,000","119,277,000","119,933,000","120,050,000","113,680,000","119,217,000","119,151,000","120,296,000","114,186,000","111,299,000","107,790,000","107,126,000","101,532,000","103,587,000","98,769,000","87,565,000","83,264,000","79,357,000","77,309,000","71,457,000","64,017,000","61,337,000","66,555,000","51,225,000","52,645,000","52,601,000","49,808,000","43,100,000","38,244,000","45,618,000","42,686,000","39,796,000","71,255,000","71,292,000","82,627,000","86,406,000","98,312,000","74,244,000","74,219,000","64,838,000","100,002,000","80,290,000","96,415,000","63,954,000","79,705,000","77,101,000","76,391,000","60,053,000","70,454,000","64,218,000","71,625,000","63,270,000","87,563,000","80,699,000","80,420,000","77,014,000","82,769,000","79,729,000","82,973,000","77,250,000","83,952,000","83,466,000","81,941,000","61,242,000","83,024,000","76,425,000","81,687,000","69,488,000","85,616,000","67,756,000","61,800,000","53,000,000","56,900,000","54,200,000","61,700,000","46,700,000","88,100,000","63,700,000","56,500,000","44,300,000","53,300,000","48,000,000","44,200,000","34,900,000","41,300,000","31,100,000","17,900,000","13,300,000","25,000,000","12,500,000","11,800,000","8,100,000"
	OperatingRevenue,"693,090,000","187,753,000","171,356,000","136,020,000","197,961,000","162,726,000","233,718,000","114,971,000","207,867,000","132,027,000","124,732,000","134,091,000","195,769,000","147,984,000","140,423,000","114,169,000","125,960,000","125,871,000","124,902,000","122,781,000","123,681,000","119,277,000","119,933,000","120,050,000","113,680,000","119,217,000","119,151,000","120,296,000","114,186,000","111,299,000","107,790,000","107,126,000","101,532,000","103,587,000","98,769,000","87,565,000","83,264,000","79,357,000","77,309,000","71,457,000","64,017,000","61,337,000","66,555,000","51,225,000","52,645,000","52,601,000","49,808,000","43,100,000","38,244,000","45,618,000","42,686,000","39,796,000","71,255,000","71,292,000","82,627,000","86,406,000","98,312,000","74,244,000","74,219,000","64,838,000","100,002,000","80,290,000","96,415,000","63,954,000","79,705,000","77,101,000","76,391,000","60,053,000","70,454,000","64,218,000","71,625,000","63,270,000","87,563,000","80,699,000","80,420,000","77,014,000","82,769,000","79,729,000","82,973,000","77,250,000","83,952,000","83,466,000","81,941,000","61,242,000","83,024,000","76,425,000","81,687,000","69,488,000","85,616,000","67,756,000","61,800,000","53,000,000","56,900,000","54,200,000","61,700,000","46,700,000","88,100,000","63,700,000","56,500,000","44,300,000","53,300,000","48,000,000","44,200,000","34,900,000","41,300,000","31,100,000","17,900,000","13,300,000","25,000,000","12,500,000","11,800,000","8,100,000"
CostOfRevenue,"57,716,000","13,622,000","14,896,000","14,883,000","14,315,000","16,055,000","14,315,000","15,466,000","15,158,000","15,705,000","15,526,000","15,218,000","15,490,000","14,360,000","14,739,000","13,227,000","13,047,000","12,776,000","12,089,000","12,732,000","12,114,000","12,267,000","11,579,000","11,506,000","11,731,000","12,020,000","11,888,000","12,972,000","12,621,000","12,309,000","12,265,000","12,381,000","12,879,000","15,288,000","12,443,000","12,078,000","12,988,000","12,649,000","12,373,000","12,338,000","13,101,000","12,430,000","12,925,000","13,821,000","15,150,000","10,392,000","13,555,000","13,248,000","17,498,000","14,674,000","16,469,000","17,469,000","20,094,000","18,396,000","18,164,000","19,166,000","21,928,000","21,450,000","21,900,000","19,715,000","23,214,000","23,823,000","23,991,000","20,630,000","30,489,000","22,749,000","22,103,000","21,026,000","23,559,000","23,250,000","26,644,000","26,049,000","28,990,000","29,199,000","28,561,000","28,249,000","30,471,000","28,636,000","30,334,000","31,343,000","32,770,000","33,134,000","28,260,000","27,637,000","46,664,000","21,411,000","22,089,000","19,987,000","24,320,000","19,220,000","18,800,000","17,700,000","18,200,000","18,900,000","18,600,000","17,200,000","24,800,000","12,900,000","13,200,000","11,600,000","10,900,000","10,700,000","10,700,000","9,600,000","9,300,000","7,500,000","2,300,000","1,700,000","3,300,000","1,400,000","1,500,000","1,400,000"
GrossProfit,"635,374,000","174,131,000","156,460,000","121,137,000","183,646,000","146,671,000","219,403,000","99,505,000","192,709,000","116,322,000","109,206,000","118,873,000","180,279,000","133,624,000","125,684,000","100,942,000","112,913,000","113,095,000","112,813,000","110,049,000","111,567,000","107,010,000","108,354,000","108,544,000","101,949,000","107,197,000","107,263,000","107,324,000","101,565,000","98,990,000","95,525,000","94,745,000","88,653,000","88,299,000","86,326,000","75,487,000","70,276,000","66,708,000","64,936,000","59,119,000","50,916,000","48,907,000","53,630,000","37,404,000","37,495,000","42,209,000","36,253,000","29,852,000","20,746,000","30,944,000","26,217,000","22,327,000","51,161,000","52,896,000","64,463,000","67,240,000","76,384,000","52,794,000","52,319,000","45,123,000","76,788,000","56,467,000","72,424,000","43,324,000","49,216,000","54,352,000","54,288,000","39,027,000","46,895,000","40,968,000","44,981,000","37,221,000","58,573,000","51,500,000","51,859,000","48,765,000","52,298,000","51,093,000","52,639,000","45,907,000","51,182,000","50,332,000","53,681,000","33,605,000","36,360,000","55,014,000","59,598,000","49,501,000","61,296,000","48,536,000","43,000,000","35,300,000","38,700,000","35,300,000","43,100,000","29,500,000","63,300,000","50,800,000","43,300,000","32,700,000","42,400,000","37,300,000","33,500,000","25,300,000","32,000,000","23,600,000","15,600,000","11,600,000","21,700,000","11,100,000","10,300,000","6,700,000"
OperatingExpense,"340,372,000","93,375,000","87,971,000","81,259,000","77,767,000","77,772,000","69,950,000","65,335,000","70,486,000","70,149,000","67,547,000","71,569,000","69,056,000","62,793,000","61,926,000","63,952,000","62,207,000","61,938,000","58,348,000","56,736,000","62,620,000","54,737,000","52,289,000","53,814,000","52,977,000","56,516,000","50,964,000","51,895,000","54,659,000","57,259,000","49,004,000","50,111,000","51,292,000","56,916,000","50,207,000","50,641,000","54,891,000","50,415,000","50,013,000","50,125,000","54,683,000","51,805,000","46,575,000","53,102,000","55,906,000","49,768,000","45,475,000","49,483,000","55,482,000","50,634,000","55,498,000","46,860,000","48,411,000","46,673,000","45,401,000","48,896,000","55,381,000","50,811,000","46,958,000","46,276,000","48,468,000","47,177,000","46,234,000","45,614,000","46,571,000","42,770,000","44,368,000","40,809,000","65,258,000","48,678,000","49,452,000","46,397,000","60,962,000","46,150,000","46,050,000","48,620,000","49,904,000","49,075,000","126,666,000","56,720,000","60,308,000","57,784,000","53,800,000","52,045,000","41,019,000","56,219,000","57,326,000","51,173,000","57,538,000","45,088,000","41,500,000","40,300,000","45,500,000","45,100,000","43,500,000","40,700,000","49,900,000","38,200,000","34,000,000","30,700,000","31,600,000","29,400,000","26,600,000","24,300,000","25,300,000","20,500,000","12,800,000","11,500,000","16,700,000","9,300,000","8,800,000","7,600,000"
	SellingGeneralAndAdministration,"235,744,000","64,671,000","62,557,000","54,402,000","54,114,000","51,898,000","47,778,000","42,805,000","46,950,000","46,573,000","44,922,000","49,076,000","47,827,000","42,273,000","41,609,000","42,896,000","40,994,000","40,354,000","38,558,000","37,247,000","40,667,000","34,389,000","33,692,000","35,182,000","36,223,000","38,696,000","34,983,000","35,298,000","37,623,000","36,936,000","33,047,000","33,843,000","35,523,000","35,125,000","35,191,000","34,807,000","38,952,000","34,643,000","34,974,000","34,359,000","39,424,000","37,382,000","33,808,000","39,333,000","42,088,000","37,437,000","33,379,000","36,908,000","43,382,000","37,915,000","42,983,000","35,966,000","38,232,000","36,125,000","35,306,000","37,625,000","43,968,000","39,206,000","36,494,000","34,579,000","43,042,000","34,362,000","35,699,000","31,355,000","35,763,000","30,823,000","30,508,000","28,832,000","39,420,000","37,045,000","36,095,000","32,802,000","34,914,000","31,916,000","31,756,000","32,614,000","34,287,000","33,348,000","35,954,000","38,975,000","41,266,000","38,199,000","35,971,000","34,046,000","40,035,000","37,629,000","35,304,000","31,283,000","37,860,000","28,108,000","26,100,000","24,500,000","28,200,000","28,400,000","27,200,000","24,600,000","30,900,000","24,200,000","21,500,000","18,500,000","19,000,000","18,500,000","16,900,000","15,000,000","15,800,000","12,800,000","8,400,000","7,300,000","10,800,000","6,500,000","6,100,000","4,900,000"
		GeneralAndAdministrativeExpense,"108,789,000","30,694,000","31,927,000","24,921,000","21,247,000","21,553,000","21,203,000","17,633,000","18,510,000","18,219,000","16,422,000","19,884,000","16,985,000","14,863,000","15,299,000","16,084,000","13,792,000","14,430,000","14,178,000","13,676,000","14,157,000","12,120,000","11,863,000","13,157,000","11,391,000","15,606,000","13,805,000","12,862,000","12,486,000","13,776,000","10,226,000","12,225,000","12,072,000","10,858,000","11,013,000","11,876,000","13,149,000","11,685,000","11,671,000","12,768,000","13,067,000","13,103,000","11,490,000","15,887,000","14,544,000","14,515,000","13,425,000","16,557,000","15,956,000","12,648,000","19,226,000","15,414,000","15,254,000","14,493,000","14,276,000","14,115,000","15,232,000","13,844,000","13,201,000","12,288,000",,,,,,,,,,,,,,,,,,,,,,,,"7,422,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"108,789,000","30,694,000","31,927,000","24,921,000","21,247,000","21,553,000","21,203,000","17,633,000","18,510,000","18,219,000","16,422,000","19,884,000","16,985,000","14,863,000","15,299,000","16,084,000","13,792,000","14,430,000","14,178,000","13,676,000","14,157,000","12,120,000","11,863,000","13,157,000","11,391,000","15,606,000","13,805,000","12,862,000","12,486,000","13,776,000","10,226,000","12,225,000","12,072,000","10,858,000","11,013,000","11,876,000","13,149,000","11,685,000","11,671,000","12,768,000","13,067,000","13,103,000","11,490,000","15,887,000","14,544,000","14,515,000","13,425,000","16,557,000","15,956,000","12,648,000","19,226,000","15,414,000","15,254,000","14,493,000","14,276,000","14,115,000","15,232,000","13,844,000","13,201,000","12,288,000",,,,,,,,,,,,,,,,,,,,,,,,"7,422,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"126,955,000","33,977,000","30,630,000","29,481,000","32,867,000","30,345,000","26,575,000","25,172,000","28,440,000","28,354,000","28,500,000","29,192,000","30,842,000","27,410,000","26,310,000","26,812,000","27,202,000","25,924,000","24,380,000","23,571,000","26,510,000","22,269,000","21,829,000","22,025,000","24,832,000","23,090,000","21,178,000","22,436,000","25,137,000","23,160,000","22,821,000","21,618,000","23,451,000","24,267,000","24,178,000","22,931,000","25,803,000","22,958,000","23,303,000","21,591,000","26,357,000","24,279,000","22,318,000","23,446,000","27,544,000","22,922,000","19,954,000","20,351,000","27,426,000","25,267,000","23,757,000","20,552,000","22,978,000","21,632,000","21,030,000","23,510,000","28,736,000","25,362,000","23,293,000","22,291,000",,,,,,,,,,,,,,,,,,,,,,,,"26,624,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"104,628,000","28,704,000","25,414,000","26,857,000","23,653,000","25,874,000","22,172,000","22,530,000","23,536,000","23,576,000","22,625,000","22,493,000","21,229,000","20,520,000","20,317,000","21,056,000","21,213,000","21,584,000","19,790,000","19,489,000","21,953,000","20,348,000","18,597,000","18,632,000","16,754,000","17,820,000","15,981,000","16,597,000","17,036,000","20,323,000","15,957,000","16,268,000","15,769,000","21,791,000","15,016,000","15,834,000","15,939,000","15,772,000","15,039,000","15,766,000","15,259,000","14,423,000","12,767,000","13,769,000","13,818,000","12,331,000","12,096,000","12,575,000","12,100,000","12,719,000","12,515,000","10,894,000","10,176,000","10,548,000","9,472,000","11,267,000","11,326,000","11,592,000","10,584,000","11,677,000","11,364,000","12,120,000","10,729,000","8,490,000","10,390,000","11,844,000","11,771,000","10,134,000","11,927,000","11,552,000","11,574,000","12,183,000","14,561,000","14,234,000","14,294,000","16,006,000","15,617,000","15,727,000","15,997,000","17,745,000","19,045,000","19,585,000","17,829,000","17,999,000","18,763,000","18,590,000","16,568,000","14,992,000","16,142,000","12,489,000","11,500,000","11,400,000","12,300,000","12,300,000","11,900,000","11,600,000","14,400,000","10,200,000","9,600,000","9,400,000","9,200,000","7,900,000","7,100,000","7,000,000","7,200,000","5,800,000","3,700,000","3,500,000","5,000,000","2,100,000","2,200,000","2,100,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,472,000",,"1,776,000","1,773,000","1,782,000","1,782,000","1,778,000","1,778,000","1,774,000",,,,,,,,,,,,,,"7,427,000","5,454,000","4,898,000","3,536,000","4,491,000","3,900,000","4,400,000","5,000,000","4,400,000","4,400,000","4,500,000","4,600,000","3,800,000","2,900,000","2,800,000","3,400,000","3,000,000","2,600,000","2,300,000","2,300,000","1,900,000","700,000","700,000","900,000","700,000","500,000","600,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,472,000",,"1,776,000","1,773,000","1,782,000","1,782,000","1,778,000","1,778,000","1,774,000",,,,,,,,,,,,,,"7,427,000","5,454,000","4,898,000","3,536,000","4,491,000","3,900,000","4,400,000","5,000,000","4,400,000","4,400,000","4,500,000","4,600,000","3,800,000","2,900,000","2,800,000","3,400,000","3,000,000","2,600,000","2,300,000","2,300,000","1,900,000","700,000","700,000","900,000","700,000","500,000","600,000"
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,472,000",,"1,776,000","1,773,000","1,782,000","1,782,000","1,778,000","1,778,000","1,774,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,472,000",,"1,776,000","1,773,000","1,782,000","1,782,000","1,778,000","1,778,000","1,774,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000",,"623,000","4,000",,"13,000","-120,000","20,000","-5,938,000","695,000","-194,000","4,297,000","5,749,000","-1,673,000","316,000","61,000","12,129,000","-1,697,000","5,000","-362,000",,,,,"0",,"74,715,000",,,,,,,"-7,427,000",,,,,,,,,,,,,,,,,,,,,,,,,,
