name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013
TotalRevenue,"2,104,000,000","560,000,000","520,000,000","514,000,000","510,000,000","667,000,000","517,000,000","513,000,000","433,000,000","225,000,000","527,000,000","508,000,000","471,000,000","489,000,000","429,000,000","512,000,000","441,000,000","540,000,000","587,000,000","619,000,000","513,000,000","492,000,000","603,000,000","722,000,000","552,000,000","646,000,000","786,000,000","734,000,000","750,000,000","832,000,000","786,000,000","912,000,000","937,000,000","825,000,000","865,000,000","868,000,000","1,255,000,000","923,000,000"
	OperatingRevenue,"2,104,000,000","560,000,000","520,000,000","514,000,000","510,000,000","667,000,000","517,000,000","513,000,000","433,000,000","225,000,000","527,000,000","508,000,000","471,000,000","489,000,000","429,000,000","512,000,000","441,000,000","540,000,000","587,000,000","619,000,000","513,000,000","492,000,000","603,000,000","722,000,000","552,000,000","646,000,000","786,000,000","734,000,000","750,000,000","832,000,000","786,000,000","912,000,000","937,000,000","825,000,000","865,000,000","868,000,000","1,255,000,000","923,000,000"
PretaxIncome,"784,000,000","332,000,000","-9,000,000","220,000,000","240,000,000","484,000,000","234,000,000","259,000,000","170,000,000","-131,000,000","219,000,000","185,000,000","194,000,000","164,000,000","107,000,000","147,000,000","113,000,000","162,000,000","182,000,000","269,000,000","172,000,000","141,000,000","242,000,000","377,000,000","206,000,000","284,000,000","452,000,000","380,000,000","295,000,000","473,000,000","421,000,000","561,000,000","498,000,000","355,000,000","341,000,000","388,000,000","803,000,000","556,000,000"
TaxProvision,"182,000,000","77,000,000","2,000,000","47,000,000","55,000,000","114,000,000","49,000,000","52,000,000","45,000,000","-25,000,000","47,000,000","40,000,000","41,000,000","36,000,000","35,000,000","33,000,000","30,000,000","36,000,000","266,000,000","93,000,000","60,000,000","53,000,000","96,000,000","147,000,000","81,000,000","103,000,000","166,000,000","144,000,000","113,000,000","181,000,000","158,000,000","200,000,000","191,000,000","136,000,000","131,000,000","136,000,000","299,000,000","211,000,000"
NetIncomeCommonStockholders,"602,000,000","255,000,000","-11,000,000","173,000,000","185,000,000","370,000,000","185,000,000","207,000,000","125,000,000","-106,000,000","172,000,000","145,000,000","153,000,000","128,000,000","72,000,000","114,000,000","83,000,000","126,000,000","-84,000,000","176,000,000","112,000,000","88,000,000","146,000,000","230,000,000","125,000,000","181,000,000","286,000,000","237,000,000","182,000,000","292,000,000","264,000,000","359,000,000","305,000,000","214,000,000","264,000,000","255,000,000","538,000,000","341,000,000"
	NetIncome,"602,000,000","255,000,000","-11,000,000","173,000,000","185,000,000","370,000,000","185,000,000","207,000,000","125,000,000","-106,000,000","172,000,000","145,000,000","153,000,000","128,000,000","72,000,000","114,000,000","83,000,000","126,000,000","-84,000,000","176,000,000","112,000,000","88,000,000","146,000,000","230,000,000","125,000,000","181,000,000","286,000,000","237,000,000","182,000,000","292,000,000","264,000,000","359,000,000","307,000,000","219,000,000","269,000,000","260,000,000","543,000,000","346,000,000"
		NetIncomeIncludingNoncontrollingInterests,"602,000,000","255,000,000","-11,000,000","173,000,000","185,000,000","370,000,000","185,000,000","207,000,000","125,000,000","-106,000,000","172,000,000","145,000,000","153,000,000","128,000,000","72,000,000","114,000,000","83,000,000","126,000,000","-84,000,000","176,000,000","112,000,000","88,000,000","146,000,000","230,000,000","125,000,000","181,000,000","286,000,000","237,000,000","182,000,000","292,000,000","264,000,000","359,000,000","307,000,000","219,000,000","269,000,000","260,000,000","542,000,000","346,000,000"
			NetIncomeContinuousOperations,"602,000,000","255,000,000","-11,000,000","173,000,000","185,000,000","370,000,000","185,000,000","207,000,000","125,000,000","-106,000,000","172,000,000","145,000,000","153,000,000","128,000,000","72,000,000","114,000,000","83,000,000","126,000,000","-84,000,000","176,000,000","112,000,000","88,000,000","146,000,000","230,000,000","125,000,000","181,000,000","286,000,000","236,000,000","182,000,000","292,000,000","263,000,000","361,000,000","307,000,000","219,000,000","210,000,000","252,000,000","504,000,000","345,000,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","1,000,000","0","0","1,000,000","-2,000,000","0","0","59,000,000","8,000,000","38,000,000","1,000,000"
		MinorityInterests,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,000,000","0"
