name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalRevenue,"0","0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0","0"
OperatingExpense,"1,145,779","268,470","323,148","224,101","330,060","252,785","3,292"
	SellingGeneralAndAdministration,"1,145,779","268,470","323,148","224,101","330,060","252,785","3,292"
		GeneralAndAdministrativeExpense,"1,145,779","268,470","323,148","224,101","330,060","252,785","3,292"
			OtherGandA,"1,145,779","268,470","323,148","224,101","330,060","252,785","3,292"
OperatingIncome,"-1,145,779","-268,470","-323,148","-224,101","-330,060","-252,785","-3,292"
NetNonOperatingInterestIncomeExpense,"41,126","22,288","6,303","6,302","6,233","4,864",
	InterestIncomeNonOperating,"41,126","22,288","6,303","6,302","6,233","4,864",
OtherIncomeExpense,"5,366,950","5,565,255","1,191,895","3,151,300","-4,541,500","7,838,034",
	GainOnSaleOfSecurity,"5,366,950","5,565,255","1,191,895","3,151,300","-4,541,500","8,521,500",
	OtherNonOperatingIncomeExpenses,,,"0",,,"-683,466",
PretaxIncome,"4,262,297","5,319,073","875,050","2,933,501","-4,865,327","7,590,113","-3,292"
NetIncomeCommonStockholders,"4,262,297","5,319,073","875,050","2,933,501","-4,865,327","7,590,113","-3,292"
	NetIncome,"4,262,297","5,319,073","875,050","2,933,501","-4,865,327","7,590,113","-3,292"
		NetIncomeIncludingNoncontrollingInterests,"4,262,297","5,319,073","875,050","2,933,501","-4,865,327","7,590,113","-3,292"
			NetIncomeContinuousOperations,"4,262,297","5,319,073","875,050","2,933,501","-4,865,327","7,590,113","-3,292"
DilutedNIAvailtoComStockholders,"4,262,297","5,319,073","875,050","2,933,501","-4,865,327","7,590,113","-3,292"
BasicEPS,,"0.17",,"0.09","-0.778","1.248","-0"
DilutedEPS,,"0.17",,"0.09","-0.778","0.304","-0"
BasicAverageShares,,"31,250,000",,"6,250,000","6,250,000","6,081,111","31,250,000"
DilutedAverageShares,,"31,250,000",,"31,250,000","31,250,000","25,000,000","31,250,000"
TotalOperatingIncomeAsReported,"-1,145,779","-268,470","-323,148","-224,101","-330,060",,
TotalExpenses,"1,145,779","268,470","323,148","224,101","330,060","252,785","3,292"
NetIncomeFromContinuingAndDiscontinuedOperation,"4,262,297","5,319,073","875,050","2,933,501","-4,865,327","7,590,113","-3,292"
NormalizedIncome,"1,042,127","-246,182","4,966.65","-217,799","-323,827","1,369,418","-3,292"
InterestIncome,"41,126","22,288","6,303","6,302","6,233","4,864",
NetInterestIncome,"41,126","22,288","6,303","6,302","6,233","4,864",
EBIT,"-1,145,779","-268,470","-323,148","-224,101","-330,060","-252,785","-3,292"
EBITDA,"-1,145,779"
NetIncomeFromContinuingOperationNetMinorityInterest,"4,262,297","5,319,073","875,050","2,933,501","-4,865,327","7,590,113","-3,292"
TotalUnusualItemsExcludingGoodwill,"5,366,950","5,565,255","1,191,895","3,151,300","-4,541,500","8,521,500",
TotalUnusualItems,"5,366,950","5,565,255","1,191,895","3,151,300","-4,541,500","8,521,500",
NormalizedEBITDA,"-6,512,729","-5,833,725","-1,515,043","-3,375,401","4,211,440","-8,774,285","-3,292"
TaxRateForCalcs,"0.4","0","0.27","0","0","0.27","0"
TaxEffectOfUnusualItems,"2,146,780","0","321,811.65","0","0","2,300,805","0"
