name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007
TotalAssets,"8,706,889,000","5,277,307,000","4,987,888,000","5,137,399,000","5,349,500,000","5,524,486,000","5,944,501,000","5,563,987,000","5,065,179,000","13,272,420,000","13,223,333,000","14,923,675,000","13,972,819,000","8,464,610,000","8,680,866,000","8,096,978,000","8,471,257,000","8,928,917,000","8,578,199,000","8,453,722,000","8,142,399,000","7,978,161,000","8,855,002,000","9,538,425,000","11,344,034,000","13,055,277,000","14,396,404,000","15,123,693,000","15,879,802,000","16,285,798,000","17,517,812,000","17,624,750,000","17,745,508,000","15,732,517,000","17,630,469,000","24,172,580,000","27,752,816,000","20,878,878,000","23,517,346,000","13,906,493,000","12,812,634,000","6,207,746,751","6,384,111,010","5,530,026,383","2,345,673,563","1,209,223,950","564,384,713","507,162,530","191,640,680","126,693,608","250,039,255","250,193,557","250,322,642","250,189,469","251,623,977","250,922,960","250,966,698","249,200,417","454,700"
	CurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,402,471,000","577,979,000","675,080,000","814,072,070","408,287,592","271,626,109","71,758,831","47,373,270","24,314,516","29,583,030","27,056,869","126,643,245","569,484","728,793","888,243","897,075","1,723,240","1,133,474","720,710","171,037","182,655"
		CashCashEquivalentsAndShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"727,306,000","326,736,000","264,750,000","252,372,445","250,485,889","188,233,866","47,174,161","35,343,907","11,964,520","21,887,268","2,781,756","125,302,055","113,699","59,207","59,998","834,194","24,635","40,141","103,579","33,381","182,655"
			CashAndCashEquivalents,"316,852,000","337,664,000","126,094,000","500,321,000","277,554,000","167,671,000","250,942,000","153,258,000","333,884,000","181,395,000","160,484,000","211,656,000","167,372,000","221,668,000","266,692,000","335,548,000","216,497,000","265,232,000","299,940,000","412,133,000","194,459,000","271,773,000","401,825,000","389,358,000","243,294,000","289,925,000","276,489,000","363,212,000","473,826,000","494,561,000","542,789,000","433,149,000","588,832,000","496,478,000","496,480,000","802,852,000","836,501,000","771,282,000","727,306,000","326,736,000","264,750,000","252,372,445","250,485,889","188,233,866","47,174,161","35,343,907","11,964,520","21,887,268","2,781,756","6,653,331","113,699","59,207","59,998","834,194","24,635","40,141","103,579","33,381","182,655"
				CashFinancial,"316,852,000","337,664,000","126,094,000","500,321,000","277,554,000","167,671,000","250,942,000","153,258,000","333,884,000","181,395,000","160,484,000","211,656,000","167,372,000","221,668,000","266,692,000","335,548,000","216,497,000","265,232,000","299,940,000","412,133,000","194,459,000","271,773,000","401,825,000","389,358,000","243,294,000","289,925,000","276,489,000","363,212,000","473,826,000","494,561,000","542,789,000","433,149,000","588,832,000",,,,,,"727,306,000","326,736,000","264,750,000","252,372,445","250,485,889","188,233,866","47,174,161","35,343,907","11,964,520","21,887,268","2,781,756","6,653,331","113,699","59,207","59,998",,,,,,
			OtherShortTermInvestments,,,"4,259,294,000","4,351,478,000","4,318,397,000","5,178,322,000","5,545,765,000","5,186,224,000","2,786,962,000","11,941,766,000","12,007,021,000","13,623,509,000","12,707,442,000","7,051,954,000","6,961,377,000","6,253,312,000","6,245,432,000","7,478,966,000","7,093,705,000","6,906,293,000","6,135,117,000","6,511,164,000","7,041,228,000","7,742,276,000","10,474,010,000","12,461,556,000","13,636,947,000","13,795,986,000","15,050,439,000","15,297,529,000","13,669,810,000","16,962,134,000","16,479,734,000","14,648,178,000","16,664,917,000","22,605,502,000","24,339,169,000","19,096,562,000","0","0","0",,,,,,"0",,"0","118,648,724",,,,,,,,,
		Receivables,"17,412,000","10,570,000","92,320,000","10,026,000","369,764,000","12,833,000","13,215,000","13,007,000","697,728,000","35,085,000","36,437,000","42,241,000","39,609,000","22,505,000","22,398,000","235,621,000","89,288,000","22,165,000","20,607,000","18,640,000","668,351,000","18,452,000","19,271,000","104,769,000","28,883,000","34,537,000","36,993,000","793,106,000","41,099,000","302,606,000","3,047,493,000","45,009,000","341,909,000","42,104,000","46,241,000","139,418,000","2,307,213,000","739,711,000","428,565,000","47,734,000","261,849,000","414,061,262","27,447,210","27,697,324","10,583,540","7,082,557","5,309,517","3,720,784","24,088,451","879,544","415,525",,"140,954",,,,,,
			AccountsReceivable,"17,412,000","10,570,000","92,320,000","10,026,000","369,764,000","12,833,000","13,215,000","13,007,000","697,728,000","35,085,000","36,437,000","42,241,000","39,609,000","22,505,000","22,398,000","235,621,000","89,288,000","22,165,000","20,607,000","18,640,000","668,351,000","18,452,000","19,271,000","104,769,000","28,883,000","34,537,000","36,993,000","793,106,000","41,099,000","302,606,000","3,047,493,000","45,009,000","341,909,000","42,104,000","46,241,000","139,418,000","2,307,213,000","739,711,000","368,017,000","9,190,000","225,821,000","395,424,096","8,541,768","8,224,723","2,878,391","2,642,149","2,739,224","1,778,381","22,732,558","73,705",,,,,,,,,
			AccruedInterestReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,548,000","38,544,000","36,028,000","18,637,166","18,905,442","15,956,541","7,705,149","3,892,834","2,176,568","1,548,678","962,168","412,114",,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","547,574","393,725","393,725","393,725","393,725","415,525",,"140,954",,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,516,060",,,,,,,,,,,,,,,
