name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,09/30/2009,06/30/2009
TotalRevenue,"345,502,000","150,362,000","76,916,000","60,780,000","57,444,000","55,112,000","54,088,000","54,200,000","52,268,000","51,350,000","51,428,000","51,299,000","50,956,000","49,540,000","49,809,000","48,779,000","46,889,000","45,755,000","42,447,000","40,066,000","39,561,000","39,142,000","38,031,000","38,364,000","38,327,000","38,666,000","39,709,000","25,492,000","22,812,000","21,700,000","16,362,000","13,057,000","11,649,000","8,135,000","5,768,000","4,787,000","4,700,000","4,688,000","4,512,000","4,041,000","4,086,000","3,990,000","3,272,000","3,222,000","2,174,000",,"-1",,"2,730","2,639","1,000",
	OperatingRevenue,"344,658,000","149,977,000","76,803,000","60,592,000","57,286,000","54,811,000","53,923,000","54,001,000","52,087,000","51,156,000","51,250,000","51,057,000","50,848,000","49,465,000","44,653,000","43,553,000","41,830,000","40,997,000","38,169,000","35,733,000","35,306,000","34,984,000","34,174,000","34,333,000","34,185,000","34,753,000","35,747,000","22,758,000","20,268,000","19,443,000","14,996,000","11,872,000","10,613,000","7,353,000","5,188,000","4,259,000","4,218,000","4,178,000","2,732,000","4,041,000","4,086,000","3,990,000","3,272,000","3,222,000","2,174,000",,"-1",,"2,730","2,639","1,000",
CostOfRevenue,"141,449,000","61,439,000","30,173,000","25,363,000","24,474,000","22,781,000","22,321,000","24,207,000","23,051,000","21,893,000","21,014,000","22,447,000","22,134,000","21,699,000","21,477,000","21,453,000","20,295,000","20,101,000","18,306,000","17,524,000","17,362,000","17,530,000","16,697,000","17,326,000","16,852,000","17,120,000","17,398,000","11,945,000","10,611,000","10,138,000","7,702,000","6,152,000","5,585,000","3,988,000","2,609,000","2,414,000","2,241,000","2,165,000","2,158,000","2,099,000","1,924,000","1,885,000","1,652,000","1,721,000","1,104,000","25,000","0","0","0","0","0","0"
GrossProfit,"204,053,000","88,923,000","46,743,000","35,417,000","32,970,000","32,331,000","31,767,000","29,993,000","29,217,000","29,457,000","30,414,000","28,852,000","28,822,000","27,841,000","28,332,000","27,326,000","26,594,000","25,654,000","24,141,000","22,542,000","22,199,000","21,612,000","21,334,000","21,038,000","21,475,000","21,546,000","22,311,000","13,547,000","12,201,000","11,562,000","8,660,000","6,905,000","6,064,000","4,147,000","3,159,000","2,373,000","2,459,000","2,523,000","2,354,000","1,942,000","2,162,000","2,105,000","1,620,000","1,501,000","1,070,000","-25,000","-1",,"2,730","2,639","1,000",
OperatingExpense,"159,127,000","86,102,000","30,652,000","21,369,000","21,004,000","22,494,000","18,629,000","18,144,000","18,805,000","20,204,000","17,200,000","16,547,000","16,259,000","15,554,000","14,264,000","13,361,000","14,455,000","13,958,000","12,310,000","10,993,000","10,717,000","9,707,000","10,687,000","10,430,000","10,422,000","14,149,000","14,223,000","6,509,000","7,403,000","7,749,000","4,843,000","4,002,000","4,111,000","2,437,000","1,687,000","1,115,000","1,236,000","1,295,000","1,343,000","1,095,000","1,111,000","1,125,000","915,000","879,000","495,000","32,239","74","366","0","0","100","0"
	SellingGeneralAndAdministration,"20,596,000","7,928,000","4,442,000","3,985,000","4,241,000","5,942,000","3,233,000","2,912,000","3,574,000","5,376,000","2,987,000","3,113,000","3,538,000","3,107,000","2,633,000","2,578,000","2,872,000","2,734,000","2,398,000","2,322,000","2,706,000","2,100,000","2,790,000","2,665,000","2,787,000","2,622,000","2,591,000","1,805,000","1,683,000","1,711,000","987,000","693,000","879,000","314,000","381,000","107,000","173,000","259,000","348,000","255,000","300,000","305,000","227,000","249,000","42,000","32,239","74","366",,"0","100",
		GeneralAndAdministrativeExpense,"20,596,000","7,928,000","4,442,000","3,985,000","4,241,000","5,942,000","3,233,000","2,912,000","3,574,000","5,376,000","2,987,000","3,113,000","3,538,000","3,107,000","2,633,000","2,578,000","2,872,000","2,734,000","2,398,000","2,322,000","2,706,000","2,100,000","2,790,000","2,665,000","2,787,000","2,622,000","2,591,000","1,805,000","1,683,000","1,711,000","987,000","693,000","879,000","314,000","381,000","107,000","173,000","259,000",,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,"247,000","380,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"20,596,000","7,928,000","4,442,000","3,985,000","4,241,000","5,942,000","3,233,000","2,912,000","3,574,000","5,376,000","2,987,000","3,113,000","3,538,000","3,107,000","2,633,000","2,578,000","2,872,000","2,734,000","2,398,000","2,322,000","2,706,000","2,100,000","3,622,000","2,418,000","2,407,000","2,622,000","2,591,000","1,805,000","1,683,000","1,711,000","987,000","693,000","879,000","314,000","381,000","107,000","173,000","259,000",,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"138,531,000","78,174,000","26,210,000","17,384,000","16,763,000","16,552,000","15,396,000","15,232,000","15,231,000","14,828,000","14,213,000","13,434,000","12,721,000","12,447,000","11,631,000","10,783,000","11,583,000","11,224,000","9,912,000","8,671,000","8,011,000","7,607,000","7,897,000","7,765,000","7,635,000","11,527,000","11,632,000","4,704,000","5,720,000","6,038,000","3,856,000","3,309,000","3,232,000","2,123,000","1,306,000","1,008,000","1,063,000","1,036,000","995,000","840,000","811,000","820,000","688,000","630,000","453,000",,,,,,,
