name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000
TotalAssets,"45,435,260,000","45,279,713,000","45,754,475,000","45,149,673,000","44,257,728,000","44,201,545,000","44,549,782,000","44,001,477,000","43,849,598,000","44,480,162,000","45,212,047,000","14,584,072,000","14,749,621,000","13,230,774,000","13,839,236,000","12,299,877,000","12,903,297,000","12,998,069,000","12,281,549,000","10,036,781,000","9,959,716,000","10,113,114,000","10,237,780,000","10,509,952,000","4,699,101,000","5,328,101,000","5,472,918,000","5,793,548,000","4,018,320,000","4,541,587,000","4,339,356,000","4,018,650,000","3,455,715,000","3,981,564,000","3,499,490,000","3,125,056,000","3,076,224,000","3,428,721,000","2,805,492,000","2,688,143,000","2,616,971,000","2,614,339,000","2,715,158,000","3,350,531,000","2,056,590,000","1,908,745,000","2,039,326,000","1,979,668,000","2,509,848,000","2,430,928,000","1,676,821,000","1,444,596,000","1,613,430,000","1,699,758,000","1,445,907,000","1,325,769,000","1,302,749,000","1,185,378,000","1,200,629,000","1,158,951,000","1,120,848,000","1,051,020,000","1,018,678,000","981,986,000","890,136,000","841,645,000","853,505,000","831,153,000","865,951,000","843,521,000","832,895,000","851,875,000","711,438,000","504,023,000","484,234,000","441,492,000","437,758,000","429,253,000","431,418,000","459,275,000","493,119,000","464,459,000","458,604,000","262,037,000","279,932,000"
	CurrentAssets,"5,152,410,000","4,710,985,000","5,792,337,000","4,899,877,000","4,878,830,000","4,592,360,000","4,968,650,000","4,351,341,000","4,069,670,000","4,366,448,000","4,992,568,000","4,547,679,000","4,669,751,000","3,376,208,000","4,413,990,000","3,658,944,000","4,157,878,000","4,303,579,000","3,550,297,000","2,516,071,000","2,399,180,000","2,574,963,000","2,584,829,000","2,851,313,000","2,065,103,000","2,655,821,000","2,747,038,000","3,302,295,000","1,593,150,000","2,025,255,000","2,006,724,000","1,643,444,000","1,533,255,000","2,058,308,000","1,590,068,000","1,214,492,000","1,146,862,000","1,489,920,000","1,336,881,000","1,248,739,000","1,126,499,000","1,190,410,000","1,237,579,000","1,847,975,000","928,658,000","805,269,000","968,264,000","901,253,000","1,391,094,000","1,252,556,000","595,188,000","530,412,000","506,986,000","484,720,000","617,410,000","528,772,000","510,017,000","424,097,000","444,429,000","415,401,000","376,913,000","312,830,000","348,406,000","318,115,000","226,979,000","171,293,000","189,990,000","165,631,000","216,908,000","209,193,000","203,204,000","233,786,000","143,571,000","152,386,000","128,203,000","100,042,000","91,114,000","79,805,000","79,457,000","80,074,000","120,011,000","144,632,000","136,498,000","65,982,000","80,669,000"
		CashCashEquivalentsAndShortTermInvestments,"2,045,277,000","1,979,308,000","2,347,732,000","1,799,549,000","2,082,414,000","1,945,868,000","2,220,822,000","1,825,625,000","1,800,061,000","1,678,273,000","2,127,616,000","1,047,727,000","1,277,633,000","1,210,878,000","990,604,000","1,099,529,000","1,005,823,000","1,335,855,000","1,186,050,000","1,080,576,000","1,261,845,000","995,816,000","977,776,000","1,044,728,000","825,500,000","988,457,000","803,309,000","650,739,000","610,148,000","644,469,000","595,884,000","581,872,000","1,013,560,000","1,096,833,000","725,887,000","680,470,000","682,960,000","998,261,000","841,331,000","781,275,000","735,733,000","770,860,000","723,952,000","1,354,285,000","663,660,000","578,213,000","769,946,000","589,620,000","1,090,847,000","1,072,349,000","426,935,000","387,593,000","356,234,000","287,721,000","456,060,000","388,467,000","363,397,000","270,544,000","308,872,000","292,059,000","249,247,000","168,578,000","218,475,000","213,143,000","131,696,000","35,454,000","48,979,000","58,202,000","31,267,000","23,319,000","34,472,000","85,890,000","79,753,000","96,120,000","38,010,000","29,368,000","34,980,000","17,340,000","19,194,000","17,470,000","26,868,000","657,000","6,103,000","550,000","4,974,000"
			CashAndCashEquivalents,"2,045,277,000","1,979,308,000","2,347,732,000","1,799,549,000","2,082,414,000","1,945,868,000","2,220,822,000","1,825,625,000","1,800,061,000","1,678,273,000","2,127,616,000","1,047,727,000","1,277,633,000","1,210,878,000","990,604,000","1,099,529,000","1,005,823,000","1,335,855,000","1,186,050,000","1,080,576,000","1,261,845,000","995,816,000","977,776,000","1,044,728,000","825,500,000","988,457,000","803,309,000","650,739,000","610,148,000","644,469,000","595,884,000","581,872,000","1,013,560,000","1,096,833,000","725,887,000","680,470,000","682,960,000","998,261,000","841,331,000","781,275,000","735,733,000","770,860,000","723,952,000","1,354,285,000","663,660,000","578,213,000","769,946,000","589,620,000","1,090,847,000","1,072,349,000","426,935,000","387,593,000","356,234,000","287,721,000","456,060,000","388,467,000","363,397,000","270,544,000","308,872,000","292,059,000","249,247,000","168,578,000","218,475,000","213,143,000","131,696,000","35,454,000","48,979,000","58,202,000","31,267,000","23,319,000","34,472,000","85,890,000","79,753,000","96,120,000","38,010,000","29,368,000","34,980,000","17,340,000","19,194,000","17,470,000","26,868,000","657,000","6,103,000","550,000","4,974,000"
		Receivables,"972,961,000","946,247,000","904,142,000","878,431,000","824,822,000","794,172,000","822,033,000","788,697,000","799,798,000","895,232,000","868,133,000","394,603,000","381,608,000","348,400,000","321,664,000","317,222,000","288,101,000","301,887,000","296,366,000","288,153,000","272,003,000","275,017,000","294,619,000","288,411,000","180,423,000","210,743,000","215,126,000","202,938,000","171,479,000","197,630,000","207,399,000","215,383,000","175,736,000","196,450,000","189,733,000","190,591,000","167,168,000","184,224,000","180,957,000","183,991,000","157,191,000","163,667,000","178,451,000","167,454,000","150,275,000","151,698,000","132,481,000","122,648,000","132,523,000","126,557,000","123,438,000","105,796,000","111,276,000","140,736,000","101,533,000","85,505,000","87,825,000","91,677,000","79,812,000","71,798,000","75,324,000","77,749,000","68,379,000","64,880,000","63,140,000","68,101,000","55,869,000","83,894,000","158,192,000","159,991,000","143,408,000","128,200,000","46,037,000","45,628,000","79,707,000","58,506,000","42,413,000","49,204,000","48,071,000","49,839,000","82,038,000","132,860,000","116,364,000","57,511,000","64,174,000"
			AccountsReceivable,"972,961,000","946,247,000","904,142,000","878,431,000","824,822,000","794,172,000","822,033,000","788,697,000","799,798,000","895,232,000","868,133,000","394,603,000","381,608,000","348,400,000","321,664,000","317,222,000","288,101,000","301,887,000","296,366,000","283,640,000","264,042,000","266,245,000","286,645,000","281,612,000","172,848,000","202,931,000","207,949,000","202,390,000","170,895,000","197,053,000","206,641,000","214,574,000","174,993,000","195,788,000","188,633,000","189,435,000","166,271,000","183,256,000","179,875,000","182,962,000","156,038,000","162,643,000","177,352,000","166,540,000","149,719,000","151,161,000","132,086,000","122,217,000","132,027,000","126,064,000","123,384,000","105,759,000","109,739,000","138,884,000","100,179,000","83,209,000","83,823,000","88,336,000","76,168,000","70,404,000","74,524,000","76,157,000","67,476,000","59,892,000","62,237,000","66,986,000","54,932,000","48,739,000","53,423,000","53,470,000","47,414,000","47,932,000","45,386,000","41,673,000","44,929,000","42,645,000","41,665,000","48,019,000","44,315,000","46,673,000","47,178,000","43,185,000","39,264,000","38,087,000","33,476,000"
				GrossAccountsReceivable,,"963,636,000",,,,"814,772,000",,,,"908,421,000",,,"385,855,000","351,564,000","325,159,000",,"290,050,000","303,714,000","297,789,000","284,935,000","265,322,000","266,539,000","286,971,000","281,965,000","173,469,000","203,368,000","208,347,000","202,858,000","171,300,000","197,522,000","207,172,000","214,975,000","175,404,000","196,141,000","189,151,000","189,944,000","166,749,000","184,089,000","180,907,000","183,494,000","156,462,000","163,191,000","177,774,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-17,389,000",,,,"-20,600,000",,,,"-13,189,000",,,"-4,247,000","-3,164,000","-3,495,000",,"-1,949,000","-1,827,000","-1,423,000","-1,295,000","-1,280,000","-294,000","-326,000","-353,000","-621,000","-437,000","-398,000","-468,000","-405,000","-469,000","-531,000","-401,000","-411,000","-353,000","-518,000","-509,000","-478,000","-833,000","-1,032,000","-532,000","-424,000","-548,000","-422,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,"11,129,000","13,701,000","13,543,000","13,080,000","11,667,000","11,477,000","16,903,000","13,110,000","548,000","584,000","577,000","758,000","809,000","743,000","662,000","5,348,000","4,300,000","4,335,000","968,000","4,866,000","1,029,000","1,153,000","1,024,000","5,946,000","914,000","5,217,000","5,539,000","4,872,000","4,879,000","4,983,000","5,150,000","4,633,000","5,275,000","1,537,000","1,852,000","1,354,000","2,296,000","4,002,000","3,341,000","3,644,000","1,394,000","800,000","1,592,000","903,000","4,988,000","903,000","1,115,000","937,000","35,155,000","104,769,000","106,521,000","95,994,000","80,268,000","651,000","3,955,000","34,778,000","15,861,000","748,000","1,185,000","3,756,000","3,166,000","34,860,000","89,675,000","77,100,000","19,424,000","30,698,000"
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,"-6,616,000","-5,740,000","-4,771,000","-5,106,000","-4,868,000","-3,902,000","-9,091,000","-5,933,000",,,,,,,,"-4,248,000","-3,144,000","-3,438,000",,"-3,784,000","-3,435,000",,"-4,169,000","-4,847,000",,"-4,661,000","-5,002,000","-4,477,000","-4,448,000","-4,487,000","-4,657,000","-4,579,000","-5,238,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,228,000","5,587,000","8,002,000","5,660,000","6,636,000","7,315,000","8,886,000","6,677,000","11,057,000","11,349,000","14,147,000","12,839,000","9,864,000","12,380,000","11,790,000","10,454,000","7,640,000","7,737,000","6,731,000","9,740,000","12,146,000","12,858,000","13,283,000","5,914,000","6,370,000","5,310,000","6,576,000","3,821,000","5,140,000","6,252,000","4,075,000","3,435,000","4,539,000","5,475,000","4,189,000","3,300,000","2,710,000","2,728,000","2,220,000","2,625,000","2,736,000","3,272,000","3,250,000","3,051,000","3,823,000","1,380,000","1,066,000","1,348,000","1,918,000","2,298,000","2,644,000","2,611,000","2,838,000","2,854,000","2,926,000","3,216,000","3,096,000","3,522,000"
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,618,000","10,648,000","12,941,000",,"13,972,000","6,567,000","7,069,000","5,986,000","7,409,000","4,850,000","6,198,000","7,026,000","4,678,000","4,074,000","5,141,000","5,978,000","4,670,000",,"3,364,000",,,,,,,,,,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-887,000","-908,000","-795,000",,"-689,000","-653,000","-699,000","-676,000","-833,000","-1,029,000","-1,058,000","-774,000","-603,000","-639,000","-602,000","-503,000","-481,000",,"-654,000",,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"683,753,000","641,891,000","628,042,000","673,154,000","574,592,000","621,467,000","540,487,000","422,208,000","423,523,000","439,165,000","440,512,000","261,082,000","235,139,000","216,708,000","207,496,000","208,255,000","213,841,000","206,545,000","220,649,000","147,396,000","113,823,000","186,464,000","206,964,000","181,848,000","58,497,000","52,707,000","58,231,000","36,904,000","49,027,000","40,072,000","43,380,000","45,673,000","46,948,000","61,677,000","49,852,000","66,685,000","70,564,000","49,184,000","39,679,000","33,646,000","37,737,000","34,558,000","33,103,000","35,291,000","21,767,000","21,266,000","39,604,000","21,732,000","20,267,000","25,393,000","28,437,000","23,132,000","24,726,000","25,968,000","27,597,000","29,549,000","29,350,000","26,734,000","14,241,000","19,430,000","14,179,000","20,713,000","14,959,000","8,987,000","10,642,000","10,937,000","12,775,000","13,557,000","13,594,000","12,605,000","12,245,000","11,138,000","11,666,000","4,476,000","4,042,000","3,961,000","5,134,000","4,328,000","3,292,000","4,809,000","3,133,000","3,071,000","5,697,000","4,562,000","7,698,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,179,000","11,664,000","11,933,000","12,761,000","12,793,000","12,963,000","6,282,000","6,459,000","6,317,000","6,485,000","6,350,000","6,464,000","25,691,000","21,969,000","3,943,000","2,893,000","2,935,000","2,946,000","4,027,000","4,028,000","2,752,000","2,607,000","2,591,000","2,984,000","3,789,000","4,287,000","4,261,000","4,187,000","4,119,000","4,464,000","4,496,000","4,557,000","5,216,000","3,620,000","3,620,000","3,622,000","3,622,000","6,605,000","6,424,000","6,026,000","6,307,000","7,242,000","10,583,000","10,028,000","10,028,000","4,735,000","4,735,000","5,096,000","5,096,000","6,289,000","6,289,000","6,289,000","6,289,000","5,118,000","5,118,000","5,118,000","5,118,000","263,000",
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,179,000","11,664,000","11,933,000","12,761,000","12,793,000","12,963,000","6,282,000","6,459,000","6,317,000","6,485,000","6,350,000","6,464,000","25,691,000","21,969,000","3,943,000","2,893,000","2,935,000","2,946,000","4,027,000","4,028,000","2,752,000","2,607,000","2,591,000","2,984,000","3,789,000","4,287,000","4,261,000","4,187,000","4,119,000","4,464,000","4,496,000","4,557,000","5,216,000","3,620,000","3,620,000","3,622,000","3,622,000","6,605,000","6,424,000","6,026,000","6,307,000","7,242,000","10,583,000","10,028,000","10,028,000","4,735,000","4,735,000","5,096,000","5,096,000","6,289,000","6,289,000","6,289,000","6,289,000","5,118,000","5,118,000","5,118,000","5,118,000","263,000",
		OtherCurrentAssets,"1,450,419,000","1,143,539,000","1,912,421,000","1,548,743,000","1,397,002,000","1,230,853,000","1,385,308,000","1,314,811,000","1,046,288,000","1,353,778,000","1,556,307,000","2,844,267,000","2,775,371,000","1,600,222,000","2,894,226,000","2,033,938,000","2,650,113,000","2,459,292,000","1,847,232,000","999,946,000","751,509,000","1,117,666,000","1,105,470,000","1,336,326,000","1,000,683,000","1,403,914,000","1,658,193,000","2,394,822,000","744,976,000","1,122,321,000","1,141,608,000","780,917,000","283,414,000","688,003,000","611,602,000","259,204,000","208,471,000","237,640,000","236,384,000","217,994,000","179,515,000","206,642,000","288,684,000","280,359,000","81,192,000","43,333,000","13,741,000","152,500,000","132,008,000","11,990,000","6,675,000","3,234,000","5,179,000","19,532,000","24,280,000","15,647,000","18,697,000","26,510,000","32,853,000","23,955,000","29,068,000","37,979,000","39,671,000","21,790,000","12,349,000","48,555,000","63,435,000",,,,,,,,,,,,,,,,,,"301,000"
