name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017
TotalRevenue,"458,474,000","116,986,000","117,342,000","114,754,000","109,392,000","102,298,000","100,975,000","95,429,000","90,941,000","88,265,000","84,324,000","79,317,000","75,139,000","68,641,000","67,932,000","65,205,000","62,696,000","58,491,000","57,012,000","55,309,000"
	OperatingRevenue,"458,474,000","116,986,000","117,342,000","114,754,000","109,392,000","102,298,000","100,975,000","95,429,000","90,941,000","88,265,000","84,324,000","79,317,000","75,139,000","68,641,000","67,932,000","65,205,000","62,696,000","58,491,000","57,012,000","55,309,000"
CostOfRevenue,"88,552,000","22,903,000","21,800,000","22,161,000","21,688,000","20,772,000","21,065,000","21,899,000","21,009,000","19,944,000","20,321,000","19,626,000","19,047,000","17,530,000","19,015,000","23,213,000","17,691,000","18,063,000","15,596,000","16,241,000"
GrossProfit,"369,922,000","94,083,000","95,542,000","92,593,000","87,704,000","81,526,000","79,910,000","73,530,000","69,932,000","68,321,000","64,003,000","59,691,000","56,092,000","51,111,000","48,917,000","41,992,000","45,005,000","40,428,000","41,416,000","39,068,000"
OperatingExpense,"485,865,000","124,269,000","134,921,000","112,255,000","114,420,000","108,341,000","96,082,000","96,124,000","90,488,000","90,580,000","83,516,000","74,636,000","71,842,000","67,412,000","64,895,000","136,465,000","49,571,000","48,379,000","44,132,000","44,957,000"
	SellingGeneralAndAdministration,"342,870,000","87,553,000","96,538,000","78,584,000","80,195,000","75,358,000","66,289,000","66,056,000","63,917,000","64,023,000","58,902,000","51,918,000","49,435,000","46,606,000","44,704,000","84,700,000","33,279,000","30,439,000","30,362,000","30,047,000"
		GeneralAndAdministrativeExpense,"111,262,000","27,917,000","34,709,000","24,466,000","24,170,000","23,322,000","22,457,000","22,181,000","21,339,000","21,932,000","21,994,000","20,992,000","19,746,000","20,556,000","20,530,000","50,391,000","13,400,000","13,018,000","12,642,000","11,169,000"
			SalariesAndWages,,,,,,,,"6,150,000","6,087,000","5,742,000",,,,,,,,,,
			OtherGandA,"111,262,000","27,917,000","34,709,000","24,466,000","24,170,000","23,322,000","40,436,000","16,031,000","15,252,000","16,190,000","21,994,000","20,992,000","19,746,000","20,556,000","20,530,000","50,391,000","13,400,000","13,018,000","12,642,000","11,169,000"
		SellingAndMarketingExpense,"231,608,000","59,636,000","61,829,000","54,118,000","56,025,000","52,036,000","43,832,000","43,875,000","42,578,000","42,091,000","36,908,000","30,926,000","29,689,000","26,050,000","24,174,000","34,309,000","19,879,000","17,421,000","17,720,000","18,878,000"
	ResearchAndDevelopment,"142,995,000","36,716,000","38,383,000","33,671,000","34,225,000","32,983,000","29,793,000","30,068,000","26,571,000","26,557,000","24,614,000","22,718,000","22,407,000","20,806,000","20,191,000","51,765,000","16,292,000","17,940,000","13,770,000","14,910,000"
OperatingIncome,"-115,943,000","-30,186,000","-39,379,000","-19,662,000","-26,716,000","-26,815,000","-16,172,000","-22,594,000","-20,556,000","-22,259,000","-19,513,000","-14,945,000","-15,750,000","-16,301,000","-15,978,000","-94,473,000","-4,566,000","-7,951,000","-2,716,000","-5,889,000"
NetNonOperatingInterestIncomeExpense,"-8,601,000","-2,061,000","-2,170,000","-2,195,000","-2,175,000","-2,165,000","-2,210,000","-2,238,000","-2,350,000","-2,679,000","-2,764,000","-2,771,000","-2,871,000","-2,721,000","-4,751,000","-7,345,000","-7,506,000","-7,038,000","-6,806,000","-6,697,000"
	InterestIncomeNonOperating,"587,000","165,000","151,000","142,000","129,000","134,000","160,000","141,000","72,000","407,000","515,000","801,000","776,000","938,000","869,000","151,000","85,000","56,000","29,000","17,000"
	InterestExpenseNonOperating,"9,188,000","2,226,000","2,321,000","2,337,000","2,304,000","2,299,000","2,370,000","2,379,000","2,422,000","3,086,000","3,279,000","3,572,000","3,647,000","3,659,000","5,620,000","7,496,000","7,591,000","7,094,000","6,835,000","6,714,000"
OtherIncomeExpense,"-5,955,000","-4,914,000","-346,000","-685,000","-10,000","-449,000","-1,000","2,000","-174,000","829,000","6,000","86,000","-201,000","1,107,000","-4,791,000","-370,000","-395,000","572,000","-2,007,000","755,000"
