name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001
				Depreciation,"143,700,000","33,500,000","35,900,000","37,200,000","37,100,000","37,600,000","41,500,000","39,700,000","36,700,000","35,300,000","38,000,000","41,400,000","46,300,000","32,900,000","32,900,000","30,200,000","27,500,000","28,100,000","27,900,000","26,900,000","28,800,000","29,400,000","33,700,000","31,200,000","30,400,000","33,900,000","31,700,000","32,400,000","33,300,000","31,800,000","31,500,000","32,700,000","34,300,000","34,100,000","34,300,000","35,000,000","33,200,000","32,600,000","33,900,000","34,500,000","33,600,000","34,900,000","33,400,000","32,400,000","31,700,000","31,000,000","31,800,000","33,100,000","32,800,000","32,200,000","35,500,000","32,300,000","29,700,000","28,800,000","34,472,000","34,087,000","34,467,000","34,315,000","32,992,000","32,244,000","20,428,000","19,989,000","19,191,000","18,609,000","17,596,000","17,387,000","16,799,000","17,256,000","16,071,000","14,791,000","13,942,000","13,555,000","13,116,000","12,795,000",,,,,,,,,,
				AmortizationCashFlow,"235,400,000","58,400,000","58,600,000","59,000,000","59,400,000","60,600,000","79,000,000","78,300,000","76,600,000","77,300,000","78,100,000","79,800,000","76,100,000","80,700,000","59,000,000","23,700,000","23,600,000","23,700,000","23,700,000","23,800,000","24,000,000","24,000,000","24,100,000","24,000,000","24,000,000","24,000,000","24,600,000","24,900,000","25,000,000","24,900,000","24,900,000","25,300,000","25,200,000","25,200,000","25,600,000","25,600,000","25,900,000","25,900,000","25,900,000","26,200,000","31,300,000","32,800,000","32,800,000","33,000,000","33,000,000","33,200,000","32,600,000","32,400,000","32,300,000","30,800,000","30,600,000","30,700,000","30,500,000","33,300,000","37,872,000","27,920,000","18,625,000","16,613,000","19,837,000","16,064,000","548,000","593,000","829,000","555,000","588,000","568,000","930,000","746,000","823,000","805,000","1,053,000","597,000","1,833,000","37,000",,,,,,,,,,
					AmortizationOfIntangibles,"235,400,000","58,400,000","58,600,000","59,000,000","59,400,000","60,600,000","79,000,000","78,300,000","76,600,000","77,300,000","78,100,000","79,800,000","76,100,000","80,700,000","59,000,000","23,700,000","23,600,000","23,700,000","23,700,000","23,800,000","24,000,000","24,000,000","24,100,000","24,000,000","24,000,000","24,000,000","24,600,000","24,900,000","25,000,000","24,900,000","24,900,000","25,300,000","25,200,000","25,200,000","25,600,000","25,600,000","25,900,000","25,900,000","25,900,000","26,200,000","31,300,000","32,800,000","32,800,000","33,000,000","33,000,000","33,200,000","32,600,000","32,400,000","32,300,000","30,800,000","30,600,000","30,700,000","30,500,000","33,300,000","37,872,000","27,920,000","18,625,000","16,613,000","19,837,000","16,064,000","548,000","593,000","829,000","555,000","588,000","568,000","930,000","746,000","823,000","805,000","1,053,000","597,000","1,833,000","37,000",,,,,,,,,,
		DeferredTax,"37,500,000","-5,100,000","21,000,000","-5,400,000","27,000,000","-7,800,000","-23,000,000","3,500,000","-12,400,000","-9,700,000","20,000,000","-10,600,000","-12,500,000","-600,000","89,700,000","19,600,000","16,700,000","-11,700,000","-2,575,300,000","117,900,000","9,600,000","90,000,000","-3,700,000","-101,300,000","22,400,000","-400,000","13,500,000","8,500,000","40,800,000","500,000","15,800,000","45,600,000","-8,300,000","25,800,000","-51,100,000","55,900,000","-3,500,000","-7,300,000","14,600,000","22,600,000","64,200,000","-19,200,000","-527,900,000","20,900,000","400,000","-152,100,000","53,600,000","-13,500,000","-10,600,000","-7,200,000","-28,000,000","-15,900,000","-3,500,000","-9,500,000","-82,932,000","15,125,000","-11,077,000","-36,227,000","-1,423,000","-35,885,000","-5,218,000","-8,057,000","-5,295,000","-3,936,000","-2,599,000","-13,017,000","-970,000","-2,175,000","-2,416,000","2,316,000","71,000","1,430,000","2,854,000","-92,000","4,303,000","3,798,000","-1,566,000","-3,225,000","1,149,000","-9,926,000","6,328,000","-3,188,000","-6,480,000","1,696,000"
			DeferredIncomeTax,"37,500,000","-5,100,000","21,000,000","-5,400,000","27,000,000","-7,800,000","-23,000,000","3,500,000","-12,400,000","-9,700,000","20,000,000","-10,600,000","-12,500,000","-600,000","89,700,000","19,600,000","16,700,000","-11,700,000","-2,575,300,000","117,900,000","9,600,000","90,000,000","-3,700,000","-101,300,000","22,400,000","-400,000","13,500,000","8,500,000","40,800,000","500,000","15,800,000","45,600,000","-8,300,000","25,800,000","-51,100,000","55,900,000","-3,500,000","-7,300,000","14,600,000","22,600,000","64,200,000","-19,200,000","-527,900,000","20,900,000","400,000","-152,100,000","53,600,000","-13,500,000","-10,600,000","-7,200,000","-28,000,000","-15,900,000","-3,500,000","-9,500,000","-82,932,000","15,125,000","-11,077,000","-36,227,000","-1,423,000","-35,885,000","-5,218,000","-8,057,000","-5,295,000","-3,936,000","-2,599,000","-13,017,000","-970,000","-2,175,000","-2,416,000","2,316,000","71,000","1,430,000","2,854,000","-92,000","4,303,000","3,798,000","-1,566,000","-3,225,000","1,149,000","-9,926,000","6,328,000","-3,188,000","-6,480,000","1,696,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,300,000","2,000,000","0","1,000,000","900,000","1,100,000","1,900,000","1,100,000","1,400,000","1,300,000","1,100,000","-900,000","1,800,000","2,300,000","9,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,"0","0","0",,"-500,000","4,800,000","23,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,700,000","0",,,"0","0",,,"23,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"73,600,000","20,000,000","18,600,000","15,600,000","19,400,000","21,600,000","26,700,000","23,800,000","22,400,000","23,100,000","2,300,000","14,400,000","38,100,000","18,300,000","46,000,000","16,600,000","16,200,000","17,700,000","15,200,000","15,100,000","12,800,000","14,900,000","23,900,000","12,300,000","14,000,000","16,000,000","15,600,000","11,500,000","19,000,000","14,700,000","13,900,000","14,500,000","13,200,000","13,200,000","14,000,000","14,400,000","13,600,000","12,400,000","12,600,000","13,800,000","20,700,000","14,300,000","13,800,000","12,800,000","12,700,000","12,000,000","13,000,000","9,000,000","9,600,000","9,300,000","9,800,000","6,700,000","8,300,000","8,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"10,600,000","8,100,000","1,100,000","1,100,000","300,000","1,900,000","2,000,000","1,200,000","1,300,000","4,100,000","2,600,000","700,000","9,800,000","-1,200,000","9,300,000","800,000","400,000","800,000","1,600,000","-600,000","-500,000","100,000","1,000,000","-5,900,000",,,"1,300,000","600,000","62,900,000","2,600,000","800,000","4,900,000","-600,000","1,200,000","-1,100,000","2,600,000","2,100,000","2,500,000","4,500,000","1,000,000","-300,000","-300,000","-900,000","900,000","-200,000","-100,000","3,100,000","2,600,000","-700,000","-1,000,000","-4,500,000","300,000","300,000","-400,000","304,407,000","45,279,000","15,359,000","-3,265,000","-2,141,000","38,199,000","4,998,000","4,652,000","5,029,000","4,492,000",,,,,,,,,,,,,,,,,,,,"-5,747,000"
		ChangeInWorkingCapital,"-98,700,000","-35,200,000","11,000,000","48,400,000","-122,900,000","-98,300,000","107,800,000","-250,800,000","360,500,000","-158,300,000","131,000,000","24,200,000","-237,800,000","48,000,000","-100,900,000","54,700,000","-60,800,000","156,700,000","71,800,000","38,300,000","-178,100,000","51,300,000","73,000,000","61,700,000","-185,100,000","47,100,000","-26,300,000","33,100,000","-172,700,000","10,700,000","78,500,000","-158,800,000","-147,700,000","27,900,000","83,900,000","-219,600,000","10,400,000","110,000,000","78,100,000","-67,700,000","-78,400,000","66,000,000","24,700,000","6,900,000","-151,600,000","-22,000,000","53,700,000","700,000","-64,500,000","48,800,000","74,200,000","17,200,000","-107,400,000","-15,800,000","-14,490,000","50,420,000","-145,056,000","74,241,000","-11,452,000","54,913,000","-66,967,000","27,532,000","777,000","23,708,000","-49,800,000","15,913,000","3,496,000","-8,686,000","-18,675,000","-15,423,000","16,212,000","39,425,000","-51,606,000","-21,449,000","5,121,000","-2,673,000","2,959,000","-119,000","-6,640,000","28,099,000","-11,179,000","-10,117,000","13,478,000","10,401,000"
			ChangeInReceivables,"-73,500,000","-174,000,000","36,100,000","50,700,000","13,700,000","-146,200,000","29,000,000","41,700,000","267,000,000","-309,500,000","53,400,000","47,800,000","-34,900,000","-5,500,000","-37,600,000","47,100,000","10,000,000","-85,000,000","29,800,000","26,800,000","10,900,000","-61,500,000","10,600,000","52,400,000","-37,800,000","-33,300,000","5,000,000","36,100,000","-16,600,000","-41,800,000","3,400,000","-10,000,000","10,000,000","-41,900,000","9,500,000","47,100,000","-50,000,000","-42,100,000","32,100,000","41,200,000","-3,300,000","-70,300,000","59,300,000","15,500,000","8,400,000","-96,400,000","35,200,000","1,100,000","-16,700,000","-48,300,000","15,800,000","18,100,000","-3,200,000","-45,100,000","107,192,000","15,882,000","13,144,000","-54,942,000","10,951,000","-23,567,000","3,778,000","-41,088,000","4,877,000","2,929,000","-14,841,000","-28,843,000","20,394,000","-10,246,000","1,906,000","-19,948,000","5,240,000","-2,535,000","-3,479,000","-25,302,000","5,329,000","11,338,000","-5,624,000","-12,784,000","-3,947,000","1,797,000","-5,545,000","-2,184,000","4,801,000","-2,713,000"
				ChangesInAccountReceivables,"-73,500,000","-174,000,000","36,100,000","50,700,000","13,700,000","-146,200,000","29,000,000","41,700,000","267,000,000","-309,500,000","53,400,000","47,800,000","-34,900,000","-5,500,000","-37,600,000","47,100,000","10,000,000","-85,000,000","29,800,000","26,800,000","10,900,000","-61,500,000","10,600,000","52,400,000","-37,800,000","-33,300,000","5,000,000","36,100,000","-16,600,000","-41,800,000","3,400,000","-10,000,000","10,000,000","-41,900,000","9,500,000","47,100,000","-50,000,000","-42,100,000","32,100,000","41,200,000","-3,300,000","-70,300,000","59,300,000","15,500,000","8,400,000","-96,400,000","35,200,000","1,100,000","-16,700,000","-48,300,000","15,800,000","18,100,000","-3,200,000","-45,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"-48,200,000","197,900,000","-54,400,000","20,000,000","-211,700,000","107,000,000","1,500,000","-309,500,000","121,600,000","198,500,000","66,200,000","-56,000,000","-183,600,000","90,700,000","44,200,000","16,000,000","-90,900,000","258,400,000","84,800,000","23,100,000","-279,600,000","180,300,000","30,900,000","33,000,000","-188,000,000","182,000,000","-21,500,000","1,500,000","-216,400,000","146,100,000","37,700,000","-111,000,000","-171,100,000","139,500,000","71,800,000","-117,600,000","-107,600,000","138,600,000","45,800,000","-17,700,000","-117,800,000","172,800,000","-11,600,000","-8,100,000","-182,800,000","163,500,000","25,600,000","-14,100,000","-129,500,000","136,500,000","22,700,000","-2,100,000","-96,700,000","65,600,000","17,882,000","2,110,000","11,363,000","-7,400,000","6,142,000","-1,820,000","-5,131,000","5,403,000","-264,000","2,075,000","6,960,000","-7,150,000","5,998,000","-8,938,000","5,010,000","-1,562,000","6,365,000","-566,000","3,852,000","-11,296,000","6,869,000","-11,352,000","1,951,000","-385,000","11,389,000","-2,230,000","2,426,000","-7,812,000","12,438,000","-1,890,000"
				ChangeInPayable,"-48,200,000","197,900,000","-54,400,000","20,000,000","-211,700,000","107,000,000","1,500,000","-309,500,000","121,600,000","198,500,000","66,200,000","-56,000,000","-183,600,000","90,700,000","44,200,000","16,000,000","-90,900,000","258,400,000","84,800,000","23,100,000","-279,600,000","180,300,000","30,900,000","33,000,000","-188,000,000","182,000,000","-21,500,000","1,500,000","-216,400,000","146,100,000","37,700,000","-111,000,000","-171,100,000","139,500,000","71,800,000","-117,600,000","-107,600,000","138,600,000","45,800,000","-17,700,000","-117,800,000","172,800,000","-11,600,000","-8,100,000","-182,800,000","163,500,000","25,600,000","-14,100,000","-129,500,000","136,500,000","22,700,000","-2,100,000","-96,700,000","65,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,890,000"
					ChangeInTaxPayable,"-70,300,000","165,900,000","-32,200,000","-4,600,000","-199,400,000","115,700,000","31,700,000","-321,000,000","107,900,000","186,100,000","65,900,000","-65,900,000","-169,900,000","141,300,000","34,400,000","-10,000,000","-93,800,000","264,800,000","89,700,000","12,400,000","-266,700,000","168,100,000","39,200,000","34,100,000","-191,300,000","178,500,000","-12,000,000","-14,600,000","-204,600,000","149,100,000","35,800,000","-113,900,000","-160,100,000","132,600,000","76,600,000","-121,600,000","-113,300,000","149,000,000","48,600,000","-23,200,000","-128,400,000","174,900,000","-1,900,000","-9,200,000","-164,100,000","157,200,000","17,500,000","-20,300,000","-131,700,000","146,900,000","12,100,000","300,000","-88,700,000","90,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,"-70,300,000","165,900,000","-32,200,000","-4,600,000","-199,400,000","115,700,000","31,700,000","-321,000,000","107,900,000","186,100,000","65,900,000","-65,900,000","-169,900,000","141,300,000","34,400,000","-10,000,000","-93,800,000","264,800,000","89,700,000","12,400,000","-266,700,000","168,100,000","39,200,000","34,100,000","-191,300,000","178,500,000","-12,000,000","-14,600,000","-204,600,000","149,100,000","35,800,000","-113,900,000","-160,100,000","132,600,000","76,600,000","-121,600,000","-113,300,000","149,000,000","48,600,000","-23,200,000","-128,400,000","174,900,000","-1,900,000","-9,200,000","-164,100,000","157,200,000","17,500,000","-20,300,000","-131,700,000","146,900,000","12,100,000","300,000","-88,700,000","90,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"22,100,000","32,000,000","-22,200,000","24,600,000","-12,300,000","-8,700,000","-30,200,000","11,500,000","13,700,000","12,400,000","300,000","9,900,000","-13,700,000","-50,600,000","9,800,000","26,000,000","2,900,000","-6,400,000","-4,900,000","10,700,000","-12,900,000","12,200,000","-8,300,000","-1,100,000","3,300,000","3,500,000","-9,500,000","16,100,000","-11,800,000","-3,000,000","1,900,000","2,900,000","-11,000,000","6,900,000","-4,800,000","4,000,000","5,700,000","-10,400,000","-2,800,000","5,500,000","10,600,000","-2,100,000","-9,700,000","1,100,000","-18,700,000","6,300,000","8,100,000","6,200,000","2,200,000","-10,400,000","10,600,000","-2,400,000","-8,000,000","-24,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,"-26,600,000","-50,700,000","5,300,000","-8,200,000","27,000,000","-18,200,000","94,600,000","-22,200,000","25,300,000","4,300,000","256,400,000","-229,700,000","77,100,000","35,600,000","-98,200,000","7,300,000","52,400,000","-16,700,000","-45,800,000","-14,100,000","48,300,000","-2,300,000","11,600,000","11,300,000","-8,300,000","-6,000,000","-10,700,000","1,000,000","-700,000","-6,300,000","12,500,000","-20,100,000","-22,300,000","22,100,000","-38,800,000","-36,400,000","23,800,000","49,400,000","-32,800,000","-40,400,000","2,600,000","1,700,000","-43,400,000","23,000,000","-28,500,000","-20,500,000","-55,800,000","3,000,000","23,400,000","-6,600,000","-5,900,000","13,200,000","-33,800,000","12,200,000","-53,718,000","58,554,000","47,000","1,562,000","5,484,000","4,292,000","-1,276,000","-479,000","-885,000","10,754,000","-10,068,000","6,200,000","-23,441,000","4,101,000","-1,169,000","-2,197,000","-305,000","36,130,000","-34,714,000","4,854,000","-13,691,000","4,133,000","-2,930,000","2,414,000","-9,945,000","10,530,000","-9,125,000","-1,021,000","4,868,000","-270,000"
			ChangeInOtherCurrentLiabilities,"49,600,000","-8,400,000","24,000,000","-14,100,000","48,100,000","-40,900,000","-17,300,000","39,200,000","-53,400,000","-51,600,000","-245,000,000","262,100,000","-96,400,000","-72,800,000","-9,300,000","-15,700,000","-32,300,000","0","3,000,000","2,500,000","42,300,000","-65,200,000","19,900,000","-35,000,000","49,000,000","-95,600,000","900,000","-5,500,000","61,000,000","-87,300,000","24,900,000","-17,700,000","35,700,000","-91,800,000","41,400,000","-112,700,000","144,200,000","-35,900,000",,,,,"-21,200,000","7,900,000","4,400,000","2,400,000","-16,400,000","-10,500,000","60,000,000","-27,800,000","63,600,000","-34,000,000","26,300,000","-48,500,000","-55,396,000","-48,666,000","-172,627,000","152,848,000","-35,701,000","77,306,000","-71,446,000","61,074,000","-1,310,000","7,072,000","-32,302,000","44,669,000","-2,283,000","9,225,000","-26,394,000","10,256,000","8,113,000","6,396,000","-17,265,000","10,295,000","3,596,000","-3,542,000","9,562,000","10,636,000","-4,137,000","18,002,000","1,065,000","900,000","-8,629,000","15,274,000"
			ChangeInOtherWorkingCapital,,,,,,,"23,900,000","40,200,000","-10,600,000","-10,700,000","-14,100,000","-4,600,000","4,600,000","-9,500,000","11,600,000","4,300,000","-2,600,000","-4,100,000","-88,700,000","11,200,000","41,600,000","9,600,000","-12,300,000","20,800,000","-12,200,000","-13,400,000","5,100,000","-3,700,000","-2,100,000","-13,100,000","7,800,000","-25,000,000","-16,900,000","19,800,000","-39,100,000","-10,500,000","19,300,000","25,400,000","-12,100,000","-50,800,000","40,100,000","-38,200,000","41,600,000","-31,400,000","46,900,000","-71,000,000","65,100,000","21,200,000","-1,700,000","-5,000,000",,,,,"-30,450,000","22,540,000","3,017,000","-17,827,000","1,672,000","-1,298,000","7,108,000","2,622,000","-1,641,000","878,000","451,000","1,037,000",,,,"-1,972,000",,,,,"3,018,000",,,,,,,,,
