name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004
TotalAssets,"2,869,400,000","2,862,700,000","2,744,400,000","2,712,000,000","2,675,300,000","2,696,000,000","2,563,000,000","2,350,900,000","2,292,000,000","2,370,900,000","2,282,500,000","1,572,300,000","1,551,600,000","1,453,800,000","1,439,500,000","1,427,200,000","1,436,500,000","1,405,700,000","1,383,700,000","1,376,000,000","1,355,600,000","1,350,900,000","1,059,500,000","1,052,000,000","1,032,700,000","1,029,000,000","1,023,600,000","1,047,600,000","1,025,800,000","1,019,281,000","1,020,175,000","1,051,223,000","1,007,417,000","1,030,668,000","1,074,150,000","1,039,057,000","1,045,549,000","1,041,952,000","1,061,383,000","1,105,779,000","1,166,385,000","1,172,084,000","1,134,266,000","1,153,066,000","1,110,228,000","1,086,302,000","1,026,197,000","962,526,000","930,402,000","919,583,000","878,978,000","842,825,000","775,606,000","803,940,000","774,750,000","735,657,000","668,640,000","649,307,000","565,172,000","531,883,000","491,556,000","447,838,000","396,889,000","359,778,000","323,849,000","296,311,000","264,423,000","249,664,000","218,918,000","213,361,000"
	CurrentAssets,"902,800,000","887,600,000","797,000,000","759,200,000","730,800,000","730,000,000","622,600,000","613,500,000","580,700,000","603,200,000","560,700,000","619,900,000","586,500,000","601,600,000","583,900,000","566,100,000","549,700,000","529,800,000","497,900,000","507,400,000","486,100,000","472,000,000","413,100,000","409,000,000","400,400,000","409,900,000","420,100,000","435,400,000","418,500,000","399,773,000","388,344,000","402,585,000","424,942,000","446,893,000","489,400,000","462,385,000","480,178,000","474,610,000","492,936,000","541,991,000","594,030,000","612,033,000","573,398,000","575,422,000","527,978,000","507,280,000","458,930,000","437,605,000","465,362,000","444,097,000","462,496,000","427,837,000","391,056,000","413,736,000","419,450,000","391,757,000","331,808,000","367,561,000","285,875,000","249,249,000","213,421,000","237,484,000","188,981,000","189,831,000","150,911,000","206,215,000","179,022,000","162,991,000","131,667,000","135,754,000"
		CashCashEquivalentsAndShortTermInvestments,"544,900,000","546,100,000","487,300,000","449,000,000","433,700,000","464,200,000","377,800,000","383,200,000","348,800,000","367,500,000","352,800,000","413,900,000","378,600,000","395,900,000","366,700,000","351,900,000","355,400,000","353,300,000","324,000,000","339,600,000","317,500,000","304,000,000","265,100,000","246,200,000","226,700,000","248,600,000","263,000,000","258,600,000","243,200,000","224,572,000","227,808,000","220,950,000","263,973,000","298,567,000","342,877,000","314,783,000","328,328,000","321,418,000","343,080,000","389,878,000","443,646,000","470,192,000","433,019,000","430,239,000","385,260,000","365,416,000","339,341,000","320,350,000","360,743,000","342,553,000","362,235,000","323,195,000","286,019,000","297,577,000","309,620,000","271,437,000","215,652,000","258,588,000","193,147,000","160,745,000","121,803,000","163,751,000","124,250,000","121,441,000","82,906,000","153,190,000","135,410,000","116,007,000","84,069,000","95,463,000"
			CashAndCashEquivalents,"483,500,000","483,800,000","427,000,000","387,600,000","383,600,000","422,500,000","351,100,000","353,700,000","322,500,000","334,100,000","321,800,000","383,800,000","349,100,000","369,300,000","323,000,000","307,100,000","311,000,000","308,200,000","270,300,000","285,600,000","265,800,000","259,100,000","219,400,000","202,400,000","185,200,000","207,100,000","223,700,000","225,600,000","204,600,000","185,150,000","189,318,000","176,254,000","204,633,000","168,160,000","176,959,000","169,810,000","224,892,000","163,889,000","152,181,000","147,499,000","165,348,000","200,437,000","174,270,000","195,023,000","193,374,000","180,176,000","175,872,000","154,377,000","185,353,000","130,496,000","189,400,000","187,099,000","156,712,000","173,891,000","233,615,000","206,877,000","135,937,000","159,576,000","86,418,000","94,978,000","60,218,000","96,140,000","71,181,000","83,259,000","48,390,000","92,367,000","76,773,000","66,884,000","46,608,000","59,493,000"
			OtherShortTermInvestments,"61,400,000","62,300,000","60,300,000","61,400,000","50,100,000","41,700,000","26,700,000","29,500,000","26,300,000","33,400,000","31,000,000","30,100,000","29,500,000","26,600,000","43,700,000","44,800,000","44,400,000","45,100,000","53,700,000","54,000,000","51,700,000","44,900,000","45,700,000","43,800,000","41,500,000","41,500,000","39,300,000","33,000,000","38,600,000","39,422,000","38,490,000","44,696,000","59,340,000","130,407,000","165,918,000","144,973,000","103,436,000","157,529,000","190,899,000","242,379,000","278,298,000","269,755,000","258,749,000","235,216,000","191,886,000","185,240,000","163,469,000","165,973,000","175,390,000","212,057,000","172,835,000","136,096,000","129,307,000","123,686,000","76,005,000","64,560,000","79,715,000","99,012,000","106,729,000","65,767,000","61,585,000","67,611,000","53,069,000","38,182,000","34,516,000","60,823,000","58,637,000","49,123,000","37,461,000","35,970,000"
		Receivables,"276,400,000","277,800,000","249,900,000","245,400,000","229,100,000","207,300,000","194,100,000","181,400,000","190,400,000","194,800,000","168,400,000","170,300,000","173,800,000","174,000,000","180,200,000","171,300,000","158,200,000","148,200,000","148,200,000","143,600,000","142,300,000","145,800,000","124,300,000","137,300,000","148,100,000","139,300,000","124,100,000","143,900,000","142,200,000","143,605,000","129,393,000","153,633,000","131,464,000","118,073,000","117,139,000","117,138,000","120,416,000","128,628,000","125,154,000","124,927,000","124,950,000","120,757,000","120,489,000","125,899,000","124,620,000","121,350,000","104,192,000","103,241,000","90,911,000","87,871,000","82,185,000","87,407,000","88,165,000","98,730,000","94,153,000","105,359,000","100,954,000","95,810,000","80,268,000","79,648,000","81,343,000","65,176,000","57,893,000","61,479,000","61,627,000","47,530,000","37,209,000","40,286,000","41,240,000","33,668,000"
			AccountsReceivable,"276,400,000","268,900,000","239,300,000","231,000,000","229,100,000","205,100,000","186,900,000","181,400,000","184,700,000","188,500,000","168,000,000","169,200,000","173,800,000","172,200,000","172,400,000","163,500,000","158,200,000","148,200,000","148,200,000","143,600,000","142,300,000","145,800,000","124,300,000","137,300,000","148,100,000","139,300,000","124,100,000","143,900,000","142,200,000","136,735,000","124,966,000","135,017,000","131,464,000","114,131,000","113,688,000","110,646,000","117,744,000","114,361,000","119,877,000","117,016,000","121,396,000","113,312,000","110,444,000","111,518,000","115,259,000","110,891,000","94,638,000","90,127,000","86,273,000","82,330,000","80,428,000","84,146,000","88,165,000","89,537,000","90,567,000","95,950,000","98,403,000","86,812,000","80,268,000","79,648,000","81,343,000","65,176,000","57,893,000","56,924,000","54,905,000","47,530,000","37,209,000","40,286,000","41,240,000","33,668,000"
				GrossAccountsReceivable,"280,800,000","273,400,000","244,200,000","235,200,000","233,700,000","209,300,000","191,000,000","186,600,000","189,500,000","192,600,000","170,800,000","172,100,000","177,200,000","176,200,000","176,900,000","167,000,000","161,600,000","151,400,000","150,300,000","146,200,000","144,500,000","147,900,000","126,200,000","139,000,000","149,600,000","141,100,000","126,200,000","145,800,000","143,900,000","138,255,000","126,289,000","135,779,000","132,291,000","115,220,000","114,693,000","111,430,000","118,420,000","114,930,000","120,600,000","118,033,000","122,347,000","114,147,000","111,287,000","112,285,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-4,400,000","-4,500,000","-4,900,000","-4,200,000","-4,600,000","-4,200,000","-4,100,000","-5,200,000","-4,800,000","-4,100,000","-2,800,000","-2,900,000","-3,400,000","-4,000,000","-4,500,000","-3,500,000","-3,400,000","-3,200,000","-2,100,000","-2,600,000","-2,200,000","-2,100,000","-1,900,000","-1,700,000","-1,500,000","-1,800,000","-2,100,000","-1,900,000","-1,700,000","-1,520,000","-1,323,000","-762,000","-827,000","-1,089,000","-1,005,000","-784,000","-676,000","-569,000","-723,000","-1,017,000","-951,000","-835,000","-843,000","-767,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"0","8,900,000","10,600,000","14,400,000","0","2,200,000","7,200,000","0","5,700,000","6,300,000","400,000","1,100,000","0","1,800,000","7,800,000","7,800,000",,,,,,,,,,,"0","0","0","6,870,000","4,427,000","18,616,000","0","3,942,000","3,451,000","6,492,000","2,672,000","14,267,000","5,277,000","7,911,000","3,554,000","7,445,000","10,045,000","14,381,000","9,361,000","10,459,000","9,554,000","13,114,000","4,638,000","5,541,000","1,757,000","3,261,000","0","9,193,000",,,,,,,,,,,,,,,,
