name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
OperatingCashFlow,"-157,845,000","-49,295,000","-41,202,000","-34,809,000","-32,539,000","-41,237,000","-12,319,000","-26,274,000","-23,406,000","-33,419,000","-10,822,000","-27,090,000","-32,298,000","35,720,000"
	CashFlowFromContinuingOperatingActivities,"-157,845,000","-49,295,000","-41,202,000","-34,809,000","-32,539,000","-41,237,000","-12,319,000","-26,274,000","-23,406,000","-33,419,000","-10,822,000","-27,090,000","-32,298,000","35,720,000"
		NetIncomeFromContinuingOperations,"-181,162,000","-44,158,000","-50,125,000","-43,294,000","-43,585,000","-35,960,000","-28,588,000","-27,616,000","-25,440,000","11,230,000","-24,656,000","-30,985,000","-14,757,000","35,605,000"
		OperatingGainsLosses,,,"98,000","104,000",,,"-30,000","71,000","2,635,000","-23,332,000","-447,000","-198,000","-7,000","-310,000"
			GainLossOnSaleOfBusiness,,,"0","0","0","0","0","0","0","-23,312,000",,"0","0","0"
			GainLossOnSaleOfPPE,,,"98,000","104,000",,,"-30,000","79,000",,,,"0",,
			GainLossOnInvestmentSecurities,,,,,,,"0","-8,000","2,625,000","-20,000","-447,000","-198,000","-7,000","-310,000"
		DepreciationAmortizationDepletion,"2,024,000","638,000","897,000","312,000","177,000","183,000","200,000","249,000","284,000","543,000","540,000","591,000","682,000","855,000"
			DepreciationAndAmortization,"2,024,000","638,000","897,000","312,000","177,000","183,000","200,000","249,000","284,000","543,000","540,000","591,000","682,000","855,000"
		AmortizationOfSecurities,"864,000","-2,000","219,000","263,000","384,000","377,000","367,000","257,000","-38,000","-27,000","-36,000","-201,000","-446,000","-412,000"
		StockBasedCompensation,"24,969,000","6,254,000","5,591,000","6,701,000","6,423,000","3,848,000","2,364,000","2,129,000","1,256,000","1,210,000","869,000","368,000","497,000","764,000"
		OtherNonCashItems,"624,000","261,000","212,000","171,000","-20,000","375,000","-868,000","-714,000","-707,000","-117,000",,,,
		ChangeInWorkingCapital,"-5,383,000","-12,288,000","1,906,000","934,000","4,065,000","-10,060,000","14,236,000","-650,000","-1,396,000","-22,926,000","12,908,000","3,335,000","-18,267,000","-782,000"
			ChangeInReceivables,"3,016,000","-62,000","2,078,000","0","1,000,000","207,000","11,874,000","-3,753,000","-3,316,000","-19,259,000","16,670,000","154,000","710,000","79,286,000"
				ChangesInAccountReceivables,,,"0","0","0","0","0","0","0","227,000","926,000","154,000","2,032,000","79,244,000"
			ChangeInPrepaidAssets,"-5,408,000","-2,930,000","-2,084,000","-168,000","-226,000","-1,954,000","1,560,000","-3,705,000","-535,000","-1,192,000","356,000","1,088,000","-80,000","763,000"
			ChangeInPayablesAndAccruedExpense,"-4,402,000","-8,826,000","2,152,000","-1,428,000","3,700,000","-5,285,000","903,000","6,908,000","2,556,000","-2,378,000","-819,000","5,392,000","-2,375,000","-9,563,000"
				ChangeInPayable,"-1,227,000","-2,118,000","-420,000","-516,000","1,827,000","-1,295,000","428,000","478,000","1,748,000","-1,420,000","650,000","-634,000","-2,383,000","-4,133,000"
					ChangeInTaxPayable,"-284,000","20,000","25,000","-67,000","-262,000","73,000","-150,000","451,000","0","0","-68,000","-396,000","-3,323,000","65,000"
						ChangeInIncomeTaxPayable,"-284,000","20,000","25,000","-67,000","-262,000","73,000","-150,000","451,000","0","0","-68,000","-396,000","-3,323,000","65,000"
					ChangeInAccountPayable,"-943,000","-2,138,000","-445,000","-449,000","2,089,000","-1,368,000","578,000","27,000","1,748,000","-1,420,000","718,000","-238,000","940,000","-4,198,000"
				ChangeInAccruedExpense,"-3,175,000","-6,708,000","2,572,000","-912,000","1,873,000","-3,990,000","475,000","6,430,000","808,000","-958,000","-1,469,000","6,026,000","8,000","-5,430,000"
			ChangeInOtherCurrentAssets,,"0",,,"0","-2,555,000",,,,,,,,
			ChangeInOtherCurrentLiabilities,"-1,144,000","-470,000","-240,000","-25,000","-409,000","-473,000",,,,,,,,
			ChangeInOtherWorkingCapital,,,,,,,"-101,000","-100,000","-101,000","-97,000","-3,299,000","-3,299,000","-16,522,000","-71,268,000"
