name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
TotalRevenue,"3,644,000,000","845,000,000","1,022,000,000","905,000,000","873,000,000","757,000,000","888,000,000","823,000,000","822,000,000","730,000,000","835,000,000","741,000,000","791,000,000","665,000,000","907,000,000"
	OperatingRevenue,"3,644,000,000","845,000,000","1,022,000,000","905,000,000","873,000,000","757,000,000","888,000,000","823,000,000","822,000,000","730,000,000","835,000,000","741,000,000","791,000,000","665,000,000","907,000,000"
CostOfRevenue,"2,857,000,000","677,000,000","793,000,000","723,000,000","665,000,000","565,000,000","621,000,000","558,000,000","570,000,000","541,000,000","572,000,000","524,000,000","564,000,000","492,000,000","641,000,000"
GrossProfit,"787,000,000","168,000,000","229,000,000","182,000,000","208,000,000","192,000,000","267,000,000","265,000,000","252,000,000","189,000,000","263,000,000","217,000,000","227,000,000","173,000,000","266,000,000"
OperatingExpense,"326,000,000","88,000,000","65,000,000","82,000,000","91,000,000","81,000,000","70,000,000","102,000,000","87,000,000","97,000,000","105,000,000","96,000,000","86,000,000","83,000,000","81,000,000"
	SellingGeneralAndAdministration,"325,000,000","83,000,000","76,000,000","77,000,000","89,000,000","78,000,000","98,000,000","97,000,000","81,000,000","82,000,000","96,000,000","76,000,000","77,000,000","78,000,000","74,000,000"
		GeneralAndAdministrativeExpense,,,,,"89,000,000",,"98,000,000","97,000,000","81,000,000","82,000,000","96,000,000","76,000,000","77,000,000","78,000,000","74,000,000"
			OtherGandA,,,,,"89,000,000",,"98,000,000","97,000,000","81,000,000","82,000,000","96,000,000","76,000,000","77,000,000","78,000,000","74,000,000"
	OtherOperatingExpenses,"1,000,000","5,000,000","-11,000,000","5,000,000","2,000,000","3,000,000","-28,000,000","5,000,000","6,000,000","15,000,000","9,000,000","20,000,000","9,000,000","5,000,000","7,000,000"
OperatingIncome,"461,000,000","80,000,000","164,000,000","100,000,000","117,000,000","111,000,000","197,000,000","163,000,000","165,000,000","92,000,000","158,000,000","121,000,000","141,000,000","90,000,000","185,000,000"
NetNonOperatingInterestIncomeExpense,"-48,000,000","-12,000,000","-12,000,000","-12,000,000","-12,000,000","-12,000,000","-13,000,000","-13,000,000","-17,000,000","-27,000,000","-35,000,000","-39,000,000","-67,000,000","-68,000,000","-68,000,000"
	InterestIncomeNonOperating,,,,,,,,,,,"0",,,,"17,000,000"
	InterestExpenseNonOperating,"44,000,000","12,000,000","8,000,000","12,000,000","12,000,000","12,000,000","9,000,000","13,000,000","17,000,000","27,000,000","35,000,000","39,000,000","67,000,000","68,000,000","85,000,000"
	TotalOtherFinanceCost,,,,,,,,,,,"0",,,,"0"
OtherIncomeExpense,,,,,,,,,,,"-1,000,000","1,000,000",,,
	OtherNonOperatingIncomeExpenses,,,,,,,,,,,"-1,000,000","1,000,000",,,
PretaxIncome,"399,000,000","68,000,000","138,000,000","88,000,000","105,000,000","99,000,000","153,000,000","150,000,000","148,000,000","65,000,000","122,000,000","83,000,000","74,000,000","22,000,000","117,000,000"
TaxProvision,"97,000,000","16,000,000","34,000,000","22,000,000","25,000,000","25,000,000","41,000,000","37,000,000","36,000,000","39,000,000","32,000,000","20,000,000","19,000,000","5,000,000","33,000,000"
NetIncomeCommonStockholders,"302,000,000","52,000,000","104,000,000","66,000,000","80,000,000","74,000,000","112,000,000","113,000,000","112,000,000","26,000,000","-6,000,000","63,000,000","55,000,000","17,000,000","251,000,000"
	NetIncome,"302,000,000","52,000,000","104,000,000","66,000,000","80,000,000","74,000,000","112,000,000","113,000,000","112,000,000","26,000,000","90,000,000","63,000,000","55,000,000","17,000,000","84,000,000"
		NetIncomeIncludingNoncontrollingInterests,"302,000,000","52,000,000","104,000,000","66,000,000","80,000,000","74,000,000","112,000,000","113,000,000","112,000,000","26,000,000","90,000,000","63,000,000","55,000,000","17,000,000","84,000,000"
			NetIncomeContinuousOperations,"302,000,000","52,000,000","104,000,000","66,000,000","80,000,000","74,000,000","112,000,000","113,000,000","112,000,000","26,000,000","90,000,000","63,000,000","55,000,000","17,000,000","84,000,000"
DilutedNIAvailtoComStockholders,"302,000,000","52,000,000","104,000,000","66,000,000","80,000,000","74,000,000","112,000,000","113,000,000","112,000,000","26,000,000","-6,000,000","63,000,000","55,000,000","17,000,000","251,000,000"
BasicEPS,,"0.25","0.5","0.31","0.38","0.35","0.53","0.54","0.53","0.14","0.444","0.311","0.271","0.084",
DilutedEPS,,"0.25","0.5","0.31","0.38","0.35","0.53","0.54","0.53","0.14","0.444","0.311","0.271","0.084",
BasicAverageShares,,"209,800,000","209,800,000","209,700,000","209,800,000","209,700,000","209,700,000","209,700,000","209,700,000","188,800,000","202,625,000","202,680,331","202,680,331","202,680,331",
DilutedAverageShares,,"209,800,000","209,800,000","209,800,000","209,900,000","209,800,000","209,800,000","209,800,000","209,800,000","189,000,000","202,625,000","202,751,471","202,751,471","202,751,471",
TotalOperatingIncomeAsReported,"447,000,000","80,000,000","150,000,000","100,000,000","117,000,000","111,000,000","166,000,000","163,000,000","165,000,000","92,000,000","158,000,000","121,000,000","141,000,000","90,000,000","185,000,000"
TotalExpenses,"3,183,000,000","765,000,000","858,000,000","805,000,000","756,000,000","646,000,000","691,000,000","660,000,000","657,000,000","638,000,000","677,000,000","620,000,000","650,000,000","575,000,000","722,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"302,000,000","52,000,000","104,000,000","66,000,000","80,000,000","74,000,000","112,000,000","113,000,000","112,000,000","26,000,000","90,000,000","63,000,000","55,000,000","17,000,000","84,000,000"
NormalizedIncome,"312,596,491.228","52,000,000","104,000,000","66,000,000","80,000,000","74,000,000","112,000,000","113,000,000","112,000,000","26,000,000","90,000,000","63,000,000","55,000,000","17,000,000","84,000,000"
InterestIncome,,,,,,,,,,,"0",,,,"17,000,000"
InterestExpense,"44,000,000","12,000,000","8,000,000","12,000,000","12,000,000","12,000,000","9,000,000","13,000,000","17,000,000","27,000,000","35,000,000","39,000,000","67,000,000","68,000,000","85,000,000"
NetInterestIncome,"-48,000,000","-12,000,000","-12,000,000","-12,000,000","-12,000,000","-12,000,000","-13,000,000","-13,000,000","-17,000,000","-27,000,000","-35,000,000","-39,000,000","-67,000,000","-68,000,000","-68,000,000"
EBIT,"443,000,000","80,000,000","146,000,000","100,000,000","117,000,000","111,000,000","162,000,000","163,000,000","165,000,000","92,000,000","157,000,000","122,000,000","141,000,000","90,000,000","202,000,000"
EBITDA,"554,000,000"
ReconciledCostOfRevenue,"2,857,000,000","677,000,000","793,000,000","723,000,000","665,000,000","565,000,000","621,000,000","558,000,000","570,000,000","541,000,000","572,000,000","524,000,000","564,000,000","492,000,000","641,000,000"
ReconciledDepreciation,"111,000,000","28,000,000","28,000,000","28,000,000","27,000,000","26,000,000","27,000,000","24,000,000","24,000,000","24,000,000","28,000,000","21,000,000","21,000,000","21,000,000","21,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"302,000,000","52,000,000","104,000,000","66,000,000","80,000,000","74,000,000","112,000,000","113,000,000","112,000,000","26,000,000","90,000,000","63,000,000","55,000,000","17,000,000","84,000,000"
TotalUnusualItemsExcludingGoodwill,"-14,000,000"
TotalUnusualItems,"-14,000,000"
NormalizedEBITDA,"568,000,000","108,000,000","174,000,000","128,000,000","144,000,000","137,000,000","189,000,000","187,000,000","189,000,000","116,000,000","185,000,000","143,000,000","162,000,000","111,000,000","223,000,000"
TaxRateForCalcs,"0.243","0.243","0.246","0.256","0.24","0.25","0.268","0.25","0.24","0.27","0.262","0.24","0.26","0.23","0.282"
TaxEffectOfUnusualItems,"-3,403,508.772","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
