name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999
OperatingCashFlow,"257,312,000","64,975,000","45,232,000","90,820,000","56,285,000","69,470,000","54,038,000","83,201,000","91,744,000","64,215,000","48,124,000","57,936,000","63,517,000","39,827,000","13,701,000","64,869,000","36,862,000","36,516,000","30,618,000","51,353,000","32,107,000","32,784,000","25,125,000","37,454,000","25,121,000","25,418,000","7,218,000","24,331,000","25,185,000","27,018,000","21,652,000","30,742,000","22,313,000","14,084,000","339,000","32,032,000","23,282,000","23,966,000","6,203,000","22,285,000","22,829,000","10,342,000","10,951,000","33,920,000","32,357,000","18,748,000","8,541,000","21,130,000","19,634,000","20,429,000","27,192,000","28,510,000","14,564,000","4,236,000","-2,613,000","28,151,000","13,191,000","13,479,000","16,018,000","26,223,000","22,973,000","8,538,000","6,900,000","25,565,000","4,896,000","8,591,000","19,616,000","16,432,000","11,197,000","2,695,000","17,638,000","16,454,000","18,568,000","12,710,000","16,478,000","11,694,000","13,442,000","14,700,000","7,748,000","12,375,000","14,302,000","7,814,000","19,009,000","21,485,000","17,316,000","12,583,000","11,160,000","8,535,000","13,912,000","9,123,000","300,000"
	CashFlowFromContinuingOperatingActivities,"257,312,000","64,975,000","45,232,000","90,820,000","56,285,000","69,470,000","54,038,000","83,201,000","91,744,000","64,215,000","48,124,000","57,936,000","63,517,000","39,827,000","13,701,000","64,869,000","36,862,000","36,516,000","30,618,000","51,353,000","32,107,000","32,784,000","25,125,000","37,454,000","25,121,000","25,418,000","7,218,000","24,331,000","25,185,000","27,018,000","21,652,000","30,742,000","22,313,000","14,084,000","339,000","32,032,000","23,282,000","23,966,000","6,203,000","22,285,000","22,829,000","10,342,000","10,951,000","33,920,000","32,357,000","18,748,000","8,541,000","21,130,000","19,634,000","20,429,000","27,192,000","28,510,000","14,564,000","4,236,000","-2,613,000","28,151,000","13,191,000","13,479,000","16,018,000","26,223,000","22,973,000","8,538,000","6,900,000","25,565,000","4,896,000","8,591,000","19,616,000","16,432,000","11,197,000","2,695,000","17,638,000","16,454,000","18,568,000","12,710,000","16,478,000","11,694,000","13,442,000","14,700,000","7,748,000","12,375,000","14,302,000","7,814,000","19,009,000","21,485,000","17,316,000","12,583,000","11,160,000","8,535,000","13,912,000","9,123,000","300,000"
		NetIncomeFromContinuingOperations,"111,700,000","34,571,000","27,428,000","16,059,000","33,642,000","-149,808,000","31,530,000","36,855,000","34,525,000","32,899,000","38,549,000","-20,243,000","18,878,000","27,137,000","13,443,000","48,218,000","35,171,000","29,737,000","-3,083,000","26,502,000","19,939,000","18,280,000","22,231,000","20,707,000","18,702,000","9,131,000","11,309,000","12,533,000","9,886,000","13,811,000","19,916,000","16,046,000","13,302,000","10,095,000","11,308,000","16,769,000","15,493,000","9,420,000","9,703,000",,,,"10,415,000","9,289,000","12,789,000","13,092,000","16,492,000","15,290,000","10,097,000","10,947,000","13,124,000","12,170,000","9,014,000","-10,113,000","116,000","8,217,000","9,980,000","7,942,000","12,199,000","10,159,000","10,061,000","4,491,000","9,125,000","8,158,000","9,782,000","5,437,000","9,571,000","8,252,000","8,338,000","6,054,000","9,829,000","13,167,000","12,246,000","9,717,000","11,598,000","9,649,000","9,762,000","9,054,000","9,268,000","11,450,000","13,267,000","6,951,000","9,017,000","9,223,000","8,856,000","9,384,000","14,439,000","9,748,000","8,789,000","6,265,000","5,700,000"
		OperatingGainsLosses,"14,061,000","3,667,000","2,210,000","4,428,000","3,756,000","3,815,000","-932,000","-145,000","-448,000","348,000","-92,000","-45,000","594,000","4,669,000","10,454,000","492,000","-1,303,000","-174,000","-657,000","-1,234,000","87,000","689,000","-927,000","-609,000","-302,000","113,000","-243,000","838,000","94,000","631,000","-200,000","1,126,000","-241,000","217,000","-210,000","-947,000","1,633,000","2,390,000","1,307,000","22,000","-1,197,000","1,365,000","57,000","561,000","-408,000","-30,000","17,000","-306,000","-782,000","1,143,000","52,000","147,000","1,410,000","2,252,000","-2,164,000","-503,000","521,000","644,000","718,000","-969,000","69,000","452,000","203,000","16,000","-5,199,000","2,914,000","3,983,000","2,240,000","1,205,000","1,737,000","-919,000","1,139,000","1,175,000","-1,520,000","871,000","3,981,000","206,000","1,061,000","1,508,000","478,000","-634,000","722,000","925,000","3,643,000","1,395,000","4,280,000","905,000","1,669,000","2,638,000","363,000","300,000"
			GainLossOnSaleOfPPE,"-63,000",,,,,"625,000","-65,000",,"-269,000","-75,000","6,000","23,000","-1,000","-91,000","33,000","46,000","27,000","18,000","0","-1,199,000","-557,000","-59,000","-5,000","-4,000","-51,000","121,000","37,000","93,000","-21,000","50,000","-150,000","-8,000","-5,000","112,000","-150,000","38,000","469,000","15,000","29,000","22,000","36,000","144,000","45,000","102,000","0","21,000","17,000","38,000","1,000","16,000","52,000","147,000","1,410,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"2,082,000","882,000","-598,000","849,000","949,000","-525,000","-867,000","-412,000","-179,000","423,000","-98,000","-68,000","553,000","194,000","160,000","467,000","-1,329,000","646,000","-657,000","-35,000","644,000","748,000","-922,000","-605,000","-251,000","-8,000","-280,000","745,000","115,000","581,000","-50,000","1,134,000","-236,000","105,000","-60,000","-985,000","1,164,000","2,375,000","1,278,000",,,"1,221,000","12,000",,"-408,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"11,144,000","2,786,000","2,786,000","2,786,000","2,786,000",,,,,,,,,,,"-21,000","-1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"133,454,000","32,762,000","32,702,000","34,063,000","33,927,000","32,289,000","31,891,000","32,221,000","31,324,000","32,550,000","31,642,000","28,116,000","26,587,000","27,348,000","16,541,000","6,349,000","6,404,000","6,631,000","6,492,000","6,400,000","6,316,000","6,518,000","6,696,000","6,941,000","6,595,000","6,462,000","6,033,000","4,772,000","4,644,000","4,572,000","4,731,000","5,004,000","5,029,000","4,899,000","5,009,000","4,881,000","4,938,000","5,083,000","5,555,000","5,962,000","5,715,000","5,900,000","5,968,000","6,024,000","5,940,000","5,974,000","6,054,000","6,155,000","6,197,000","6,269,000","6,373,000","6,301,000","6,263,000","6,102,000","6,166,000","6,336,000","6,575,000","6,681,000","6,359,000","6,023,000","5,918,000","6,120,000","6,109,000","6,178,000","5,196,000","4,968,000","4,832,000","4,698,000","5,091,000","4,764,000","4,519,000","4,594,000","4,463,000","4,389,000","4,165,000","4,244,000","3,976,000","3,767,000","3,745,000","3,807,000","3,326,000","2,412,000","2,464,000","2,082,000","1,890,000","2,000,000","1,815,000","1,625,000","1,390,000","976,000","900,000"
			DepreciationAndAmortization,"133,454,000","32,762,000","32,702,000","34,063,000","33,927,000","32,289,000","31,891,000","32,221,000","31,324,000","32,550,000","31,642,000","28,116,000","26,587,000","27,348,000","16,541,000","6,349,000","6,404,000","6,631,000","6,492,000","6,400,000","6,316,000","6,518,000","6,696,000","6,941,000","6,595,000","6,462,000","6,033,000","4,772,000","4,644,000","4,572,000","4,731,000","5,004,000","5,029,000","4,899,000","5,009,000","4,881,000","4,938,000","5,083,000","5,555,000",,,,,,,,"6,054,000","6,155,000","6,197,000","6,269,000","6,373,000","6,301,000","6,263,000","6,102,000","6,166,000","6,336,000","6,575,000","6,681,000","6,359,000","6,023,000","5,918,000","6,120,000","6,109,000","6,178,000","5,196,000","4,968,000","4,832,000","4,698,000","5,091,000","4,764,000","4,519,000","4,594,000","4,463,000","4,389,000","4,165,000","4,244,000","3,976,000","3,767,000","3,745,000","3,807,000","3,326,000","2,412,000","2,464,000","2,082,000","1,890,000","2,000,000","1,815,000","1,625,000","1,390,000","976,000","900,000"
		DeferredTax,"-18,122,000","-7,368,000","-2,178,000","-1,194,000","-7,382,000","-28,429,000","-4,342,000","-1,798,000","-2,352,000","-8,551,000","1,434,000","-10,390,000","-2,949,000","-886,000","-12,925,000","-11,746,000","10,000","-1,389,000","35,300,000","-1,689,000","511,000","216,000","1,354,000","-2,273,000","-58,000","-935,000","1,509,000","-2,322,000","-1,775,000","1,435,000","3,531,000","-1,341,000","-796,000","-3,296,000","4,733,000","-4,030,000","-3,149,000","1,063,000","2,998,000","-1,255,000","-819,000","-711,000","-738,000","-3,779,000","6,334,000","1,906,000","473,000","275,000","-2,176,000","119,000","-368,000","-4,264,000","2,623,000","-1,891,000","1,468,000","-1,502,000","-2,822,000","163,000","-1,733,000","551,000","-3,356,000","-1,184,000","-1,719,000","-743,000","-1,926,000","-2,062,000","-840,000","-3,010,000","-302,000","362,000","533,000","158,000","315,000","823,000","-177,000","2,166,000","2,498,000","-381,000","164,000","585,000","-106,000","1,792,000","-515,000","-773,000","569,000","439,000","-629,000","-2,041,000","-114,000","-62,000","100,000"
