name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989
OperatingCashFlow,"-31,600,000","-106,100,000","54,000,000","-16,600,000","37,100,000","10,500,000","-30,500,000","38,400,000","169,700,000","8,400,000","28,000,000","700,000","52,300,000","21,200,000","28,100,000","100,000","37,300,000","-4,100,000","38,300,000","-11,100,000","19,700,000","24,300,000","11,300,000","-15,100,000","21,000,000","20,200,000","25,000,000","25,000,000","-10,100,000","-16,400,000","39,000,000","-1,500,000","-16,700,000","-90,800,000","93,400,000","36,100,000","-20,100,000","5,900,000","40,200,000","15,000,000","-7,500,000","13,400,000","13,500,000","12,400,000","-1,800,000","-5,000,000","41,700,000","20,400,000","-1,400,000","-18,900,000","-57,900,000","-29,200,000","26,100,000","43,800,000","15,172,000","45,122,000","16,871,000","24,432,000","23,695,000","19,975,000","15,641,000","14,033,000","57,151,000","19,153,000","28,966,000","10,995,000","5,858,000","4,976,000","4,910,000","5,020,000","26,860,000","26,508,000","22,305,000","-16,313,000","18,907,000","10,795,000","15,616,000","-14,725,000","46,761,000","25,277,000","-3,730,000","21,298,000","38,883,000","21,976,000","33,267,000","50,669,000","-14,806,000","60,962,000","8,644,000","34,057,000","29,400,000","27,400,000","19,000,000","38,600,000","18,300,000","24,000,000","17,800,000","58,500,000","27,200,000","47,600,000","30,100,000","42,900,000","19,400,000","-15,000,000","-43,100,000","25,100,000","23,400,000","-11,100,000","-19,000,000","35,900,000","36,100,000","3,100,000","11,100,000","17,100,000","33,600,000","11,100,000","-13,900,000","14,100,000","9,300,000","-8,100,000","-10,000,000","21,000,000","25,400,000","2,300,000","-500,000","31,300,000","21,500,000","18,200,000","-4,200,000","24,000,000","17,100,000","16,800,000","9,000,000","27,200,000"
	CashFlowFromContinuingOperatingActivities,"-31,600,000","-106,100,000","54,000,000","-16,600,000","37,100,000","10,500,000","-30,500,000","38,400,000","169,700,000","8,400,000","28,000,000","700,000","52,300,000","21,200,000","28,100,000","100,000","37,300,000","-4,100,000","38,300,000","-11,100,000","19,700,000","24,300,000","11,300,000","-15,100,000","21,000,000","20,200,000","25,000,000","25,000,000","-10,100,000","-16,400,000","39,000,000","-1,500,000","-16,700,000","-90,800,000","93,400,000","36,100,000","-20,100,000","5,900,000","40,200,000","15,000,000","-7,500,000","13,400,000","13,500,000","12,400,000","-1,800,000","-5,000,000","41,700,000","20,400,000","-1,400,000","-18,900,000","-57,900,000","-29,200,000","26,100,000","43,800,000","15,172,000","45,122,000","16,871,000","24,432,000","23,695,000","19,975,000","15,641,000","20,199,000","59,405,000","19,153,000","28,966,000","10,995,000","5,858,000","4,976,000","4,910,000","5,020,000","26,860,000","26,508,000","22,305,000","-16,313,000","18,907,000","10,795,000","15,616,000","-14,725,000","46,761,000","25,277,000","-3,730,000","21,298,000","38,883,000","21,976,000","33,267,000","50,669,000","-14,806,000","60,962,000","8,644,000","34,057,000","29,400,000","27,400,000","19,000,000","38,600,000","18,300,000","24,000,000","17,800,000","58,500,000","27,200,000","47,600,000","30,100,000","42,900,000","19,400,000","-15,000,000","-43,100,000","25,100,000","23,400,000","-11,100,000","-19,000,000","35,900,000","36,100,000","3,100,000","11,100,000","17,100,000","33,600,000","11,100,000","-13,900,000","14,100,000","9,300,000","-8,100,000","-10,000,000","21,000,000","25,400,000","2,300,000","-500,000","31,300,000","21,500,000","18,200,000","-4,200,000","24,000,000","17,100,000","16,800,000","9,000,000","27,200,000"
		NetIncomeFromContinuingOperations,"82,900,000","-47,600,000","71,700,000","34,800,000","24,000,000","25,600,000","23,400,000","16,700,000","41,100,000","-153,200,000","17,000,000","-10,500,000","83,800,000","22,100,000","-23,900,000","33,100,000","-15,400,000","29,100,000","17,700,000","23,000,000","18,700,000","12,200,000","19,800,000","80,900,000","8,900,000","11,200,000","34,200,000","9,100,000","6,800,000","3,700,000","17,000,000","1,400,000","2,800,000","2,500,000","17,200,000","18,800,000","10,000,000","12,900,000",,,,,,,,"1,100,000","14,600,000","9,600,000","3,900,000","-2,000,000","-8,200,000","-14,800,000","-66,000,000","-15,500,000","-88,769,000","-12,216,000","10,517,000","8,229,000","18,631,000","15,141,000","15,329,000","11,915,000","24,442,000","17,818,000","12,673,000","8,558,000","13,317,000","12,675,000","9,333,000","3,938,000","8,646,000","7,372,000","5,047,000","1,065,000","1,812,000","1,504,000","1,484,000","310,000","7,333,000","6,505,000","3,935,000","796,000","723,000","4,566,000","6,460,000","4,800,000","23,288,000","26,003,000","21,825,000","16,060,000","24,200,000","25,000,000","20,700,000","15,200,000","24,100,000","24,900,000","20,600,000","15,100,000","23,500,000","23,600,000","19,500,000","14,200,000","21,200,000","21,400,000","17,500,000","12,900,000","20,200,000","20,400,000","16,600,000","12,300,000","18,200,000","19,200,000","14,500,000","9,200,000","13,700,000","14,000,000","10,000,000","6,900,000","13,100,000","11,400,000","8,500,000","6,200,000","9,100,000","11,300,000","9,700,000","8,500,000","16,300,000","20,900,000","18,200,000","15,800,000","16,500,000","20,700,000","18,100,000","15,500,000"
		OperatingGainsLosses,"-17,000,000","81,300,000","-53,100,000","-37,200,000","-8,000,000","-28,900,000","-16,600,000","-18,600,000","-28,300,000","47,200,000","1,900,000","40,200,000","-73,800,000","-12,800,000","78,000,000","-15,800,000","52,500,000","-23,700,000",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,954,000","-57,000","831,000","993,000","-151,000","-51,000","-109,000","-262,000",,,,"1,297,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-20,800,000","-2,800,000","-1,200,000","14,200,000","-5,800,000","-27,900,000","3,200,000",,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,"-32,100,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,"14,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-31,900,000","66,400,000","-53,100,000","-37,200,000","-8,000,000","-28,900,000","-16,600,000","-18,600,000","-28,300,000","79,300,000","1,900,000","40,200,000","-61,500,000","-12,800,000","78,000,000","-15,800,000","52,500,000","-23,700,000",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"52,400,000","12,500,000","13,000,000","13,200,000","13,700,000","11,100,000","11,400,000","11,400,000","11,200,000","11,300,000","13,200,000","13,600,000","19,500,000","7,600,000","6,700,000","6,600,000","6,600,000","6,300,000","6,200,000","5,900,000","5,300,000","5,300,000","5,300,000","5,100,000","5,300,000","5,600,000","5,700,000","5,600,000","5,500,000","5,500,000","5,500,000","5,400,000","5,500,000","5,300,000","5,000,000","4,900,000","6,900,000","5,300,000","5,500,000","5,200,000","5,900,000","5,700,000","7,500,000","7,600,000","8,000,000","8,300,000","8,400,000","8,700,000","8,700,000","9,100,000","10,000,000","9,900,000","10,400,000","10,600,000","11,813,000","11,641,000","11,201,000","11,303,000","11,550,000","10,183,000","10,317,000","10,551,000","10,781,000","10,339,000","10,281,000","10,329,000","10,506,000","10,581,000","10,746,000","10,382,000","10,840,000","10,887,000","11,084,000","11,326,000","11,703,000","12,049,000","12,135,000","11,908,000","12,147,000","12,202,000","11,097,000","9,982,000","12,045,000","10,904,000","10,913,000","10,534,000","10,516,000","9,641,000","9,683,000","9,625,000","12,200,000","7,900,000","8,000,000","8,100,000","8,000,000","7,100,000","7,000,000","6,800,000","8,900,000","6,600,000","6,400,000","6,400,000","6,800,000","6,400,000","6,500,000","6,400,000","8,200,000","4,600,000","4,800,000","5,100,000","4,200,000","4,500,000","-600,000","9,200,000","5,700,000","2,900,000","4,000,000","4,000,000","5,800,000","2,500,000","2,700,000","3,000,000","3,600,000","2,600,000","1,900,000","1,700,000","1,800,000","2,700,000","2,200,000","2,100,000","2,400,000","2,100,000","1,600,000","1,800,000"
			DepreciationAndAmortization,"52,400,000","12,500,000","13,000,000","13,200,000","13,700,000","11,100,000","11,400,000","11,400,000","11,200,000","11,300,000","13,200,000","13,600,000","19,500,000","7,600,000","6,700,000","6,600,000","6,600,000","6,300,000","6,200,000","5,900,000","5,300,000","5,300,000","5,300,000","5,100,000","5,300,000","5,600,000","5,700,000","5,600,000","5,500,000","5,500,000","5,500,000","5,400,000","5,500,000","5,300,000","5,000,000","4,900,000","6,900,000","5,300,000","5,500,000","5,200,000","5,900,000","5,700,000","7,500,000","7,600,000","8,000,000","8,300,000","8,400,000","8,700,000","8,700,000","9,100,000","10,000,000","9,900,000","10,400,000","10,600,000","11,813,000","11,641,000","11,201,000","11,303,000","11,550,000","10,183,000","10,317,000","10,551,000","10,781,000","10,339,000","10,281,000","10,329,000","10,506,000","10,581,000","10,746,000","10,382,000","10,840,000","10,887,000","11,084,000","11,326,000","11,703,000","12,049,000","12,135,000","11,908,000","12,147,000","12,202,000","11,097,000","9,982,000","12,045,000","10,904,000","10,913,000","10,534,000","10,516,000","9,641,000","9,683,000","9,625,000","12,200,000","7,900,000","8,000,000","8,100,000","8,000,000","7,100,000","7,000,000","6,800,000","8,900,000","6,600,000","6,400,000","6,400,000","6,800,000","6,400,000","6,500,000","6,400,000","8,200,000","4,600,000","4,800,000","5,100,000","4,200,000","4,500,000","-600,000","9,200,000","5,700,000","2,900,000","4,000,000","4,000,000","5,800,000","2,500,000","2,700,000","3,000,000","3,600,000","2,600,000","1,900,000","1,700,000","1,800,000","2,700,000","2,200,000","2,100,000","2,400,000","2,100,000","1,600,000","1,800,000"
				Depreciation,"52,400,000","12,500,000","13,000,000","13,200,000","13,700,000","11,100,000","11,400,000","11,400,000","11,200,000","11,300,000","13,200,000","13,600,000","19,500,000","7,600,000","6,700,000","6,600,000","6,600,000","6,300,000","6,200,000","5,900,000","5,300,000","5,300,000","5,300,000","5,100,000","5,300,000","5,600,000","5,700,000","5,600,000","5,500,000","5,500,000","5,500,000","5,400,000","5,500,000","5,300,000","5,000,000","4,900,000","6,900,000","5,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
