name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
TotalRevenue,"18,941,800,000","5,118,400,000","4,767,000,000","4,600,400,000","4,456,000,000","3,537,100,000","2,860,900,000","2,839,000,000","2,379,600,000","3,184,800,000","3,460,200,000","3,657,600,000","3,800,400,000","3,116,400,000","3,501,100,000","3,788,000,000","3,829,000,000","3,244,200,000","3,379,524,000","3,236,351,000","3,211,060,000","2,999,618,000","3,055,791,000","3,042,738,000","3,005,762,000","2,490,262,000","2,928,154,000","3,382,507,000","3,517,221,000","2,962,515,000","3,608,861,000","4,678,775,000","4,757,949,000","4,164,334,000","3,897,827,000","4,785,740,000","4,943,953,000","4,455,815,000","4,997,491,000","4,965,989,000","4,990,261,000","4,701,695,000"
	OperatingRevenue,"18,704,400,000","5,554,500,000","3,209,400,000","5,048,200,000","4,892,300,000","3,938,600,000","1,526,500,000","3,259,800,000","2,736,300,000","3,641,200,000","2,000,300,000","4,145,500,000","4,286,800,000","3,106,000,000","3,566,300,000","3,775,200,000","3,809,800,000","3,205,300,000","3,492,772,000","3,186,560,000","3,173,417,000","2,968,044,000","3,004,077,000","2,993,919,000","2,961,192,000","2,450,021,000","2,903,534,000","3,361,753,000","3,517,221,000","2,962,515,000","3,608,861,000","4,678,775,000","4,757,949,000","4,164,334,000","3,897,827,000","4,785,740,000","4,943,953,000","4,455,815,000","4,997,491,000","4,965,989,000","4,990,261,000","4,701,695,000"
	ExciseTaxes,,"514,100,000","526,800,000","520,900,000","524,400,000","469,600,000","459,300,000","447,000,000","380,300,000","473,500,000","480,800,000","498,900,000","498,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CostOfRevenue,"16,923,200,000","4,572,500,000","4,277,000,000","4,119,600,000","3,954,100,000","3,160,900,000","2,544,200,000","2,500,900,000","1,936,500,000","2,839,800,000","3,171,400,000","3,319,500,000","3,527,000,000","2,890,200,000","3,179,500,000","3,510,500,000","3,546,300,000","3,037,300,000","3,110,122,000","2,927,045,000","2,921,154,000","2,806,294,000","2,801,018,000","2,778,753,000","2,739,737,000","2,258,931,000","2,690,644,000","3,099,473,000","3,277,582,000","2,746,219,000","3,276,161,000","4,388,038,000","4,457,810,000","3,970,578,000","3,734,292,000","4,518,770,000","4,631,095,000","4,232,327,000","4,717,901,000","4,764,245,000","4,700,662,000","4,544,024,000"
GrossProfit,"2,018,600,000","545,900,000","490,000,000","480,800,000","501,900,000","376,200,000","316,700,000","338,100,000","443,100,000","345,000,000","288,800,000","338,100,000","273,400,000","226,200,000","321,600,000","277,500,000","282,700,000","206,900,000","269,402,000","309,306,000","289,906,000","193,324,000","254,773,000","263,985,000","266,025,000","231,331,000","237,510,000","283,034,000","239,639,000","216,296,000","332,700,000","290,737,000","300,139,000","193,756,000","163,535,000","266,970,000","312,858,000","223,488,000","279,590,000","201,744,000","289,599,000","157,671,000"
OperatingExpense,"1,288,000,000","325,000,000","329,500,000","322,100,000","311,400,000","273,000,000","222,500,000","237,800,000","208,900,000","214,300,000","215,300,000","217,600,000","217,700,000","207,600,000","208,800,000","207,000,000","203,500,000","194,200,000","204,266,000","191,346,000","188,739,000","190,444,000","177,807,000","184,704,000","181,562,000","172,176,000","183,141,000","176,642,000","185,417,000","175,187,000","187,528,000","181,921,000","182,906,000","170,506,000","127,440,000","201,111,000","186,937,000","186,440,000","182,004,000","181,997,000","179,903,000","176,726,000"
	SellingGeneralAndAdministration,"195,500,000","46,200,000","53,600,000","47,200,000","48,500,000","44,300,000","41,100,000","53,700,000","37,100,000","39,200,000","38,900,000","36,000,000","35,100,000","34,600,000","33,900,000","32,600,000","35,200,000","34,500,000","40,043,000","31,535,000","31,347,000","38,246,000","28,120,000","30,726,000","32,320,000","31,503,000","32,282,000","33,016,000","33,249,000","31,456,000","33,027,000","30,105,000","29,698,000","28,071,000","24,209,000","46,133,000","29,292,000","33,366,000","27,078,000","27,824,000","30,735,000","30,966,000"
	DepreciationAmortizationDepletionIncomeStatement,"217,000,000","55,400,000","55,100,000","53,200,000","53,300,000","51,000,000","41,500,000","40,600,000","39,500,000","39,400,000","38,400,000","37,600,000","36,500,000","39,700,000","35,000,000","34,200,000","33,000,000","31,800,000","33,452,000","28,989,000","27,513,000","27,012,000","25,863,000","25,576,000","23,685,000","23,486,000","22,555,000","21,695,000","21,317,000","21,178,000","20,259,000","19,629,000","19,685,000","19,661,000","15,628,000","19,387,000","19,790,000","19,324,000","19,822,000","19,319,000","18,829,000","18,652,000"
		DepreciationAndAmortizationInIncomeStatement,"217,000,000","55,400,000","55,100,000","53,200,000","53,300,000","51,000,000","41,500,000","40,600,000","39,500,000","39,400,000","38,400,000","37,600,000","36,500,000","39,700,000","35,000,000","34,200,000","33,000,000","31,800,000","33,452,000","28,989,000","27,513,000","27,012,000","25,863,000","25,576,000","23,685,000","23,486,000","22,555,000","21,695,000","21,317,000","21,178,000","20,259,000","19,629,000","19,685,000","19,661,000","15,628,000","19,387,000","19,790,000","19,324,000","19,822,000","19,319,000","18,829,000","18,652,000"
	OtherOperatingExpenses,"875,500,000","223,400,000","220,800,000","221,700,000","209,600,000","177,700,000","139,900,000","143,500,000","132,300,000","135,700,000","138,000,000","144,000,000","146,100,000","133,300,000","139,900,000","140,200,000","135,300,000","127,900,000","130,771,000","130,822,000","129,879,000","125,186,000","123,824,000","128,402,000","125,557,000","117,187,000","128,304,000","121,931,000","130,851,000","122,553,000","134,242,000","132,187,000","133,523,000","122,774,000","87,603,000","135,591,000","137,855,000","133,750,000","135,104,000","134,854,000","130,339,000","127,108,000"
OperatingIncome,"730,600,000","220,900,000","160,500,000","158,700,000","190,500,000","103,200,000","94,200,000","100,300,000","234,200,000","130,700,000","73,500,000","120,500,000","55,700,000","18,600,000","112,800,000","70,500,000","79,200,000","12,700,000","65,136,000","117,960,000","101,167,000","2,880,000","76,966,000","79,281,000","84,463,000","59,155,000","54,369,000","106,392,000","54,222,000","41,109,000","145,172,000","108,816,000","117,233,000","23,250,000","36,095,000","65,859,000","125,921,000","37,048,000","97,586,000","19,747,000","109,696,000","-19,055,000"
NetNonOperatingInterestIncomeExpense,"-80,600,000","-19,600,000","-20,200,000","-20,400,000","-20,400,000","-21,300,000","-12,500,000","-12,400,000","-12,800,000","-12,500,000","-12,000,000","-14,500,000","-12,300,000","-12,900,000","-12,600,000","-13,000,000","-13,100,000","-12,700,000","-12,314,000","-12,260,000","-11,326,000","-9,451,000","-9,820,000","-10,038,000","-9,960,000","-9,308,000","-8,222,000","-8,362,000","-8,314,000","-6,456,000","-8,209,000","-8,599,000","-10,514,000","-9,080,000","-9,572,000","-4,361,000","397,000","125,000","-50,000","-36,000","-124,000","-124,000"
	InterestIncomeNonOperating,,,"0","100,000","0","0","0","0","200,000","800,000","800,000","800,000","900,000","700,000","700,000","200,000","300,000","300,000","478,000","466,000","318,000","47,000","104,000","144,000","250,000","80,000","269,000","20,000","15,000","1,873,000","203,000","13,000","13,000","15,000","11,000","354,000","453,000","281,000","104,000","30,000","12,000","25,000"
	InterestExpenseNonOperating,"80,700,000","19,600,000","20,200,000","20,500,000","20,400,000","21,300,000","12,500,000","12,400,000","13,000,000","13,300,000","12,800,000","15,300,000","13,200,000","13,600,000","13,300,000","13,200,000","13,400,000","13,000,000","12,792,000","12,726,000","11,644,000","9,498,000","9,924,000","10,182,000","10,210,000","9,388,000","8,491,000","8,382,000","8,329,000","8,329,000","8,412,000","8,612,000","10,527,000","9,095,000","9,583,000","4,715,000","56,000","156,000","154,000","66,000","136,000","149,000"
OtherIncomeExpense,"-1,000,000","-900,000","600,000","-600,000","-100,000","-8,600,000","-1,000,000","200,000","1,600,000","-900,000","400,000","-14,700,000","-100,000","200,000","-300,000","-500,000","3,000,000","47,300,000","-1,613,000","2,976,000","133,000","-3,266,000","-314,000","2,513,000","-405,000","89,498,000","-1,646,000","-3,966,000","-4,877,000","5,368,000","10,063,000","115,000","894,000","282,000","110,000","6,022,000","8,000","24,000","-62,086,000","90,000","55,000","40,000"
