name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
MarketCap,"526,215,697","711,583,705","907,182,107","1,428,301,812","1,595,522,817","1,277,581,630","336,741,747","50,228,206","29,755,464","14,792,951","27,365,118","28,538,774","18,087,437","10,945,170","5,483,043","15,691,337","71,718,515","78,890,367","49,345,506","44,531,289","39,877,681","38,350,737","26,604,271","50,948,999","22,699,180","30,398,317","46,456,950","52,881,283","85,509,439","132,067,356","140,304,613"
EnterpriseValue,"399,610,697","619,932,705","802,979,107","1,315,830,812","1,554,346,817","1,256,033,032","320,998,512","41,598,262","28,436,594","8,756,530","13,534,787","13,076,774","2,625,437","-4,516,830","-9,978,957","229,337","56,256,515","71,087,367","37,050,506","26,461,289","16,118,681","7,203,737","-10,482,729","36,075,999","1,000,180","827,317","10,223,950","9,295,283","34,065,439","75,757,356","136,510,613"
PeRatio,"2.3",,,,,,"0.482","0.047","0.039",,,,,,,,,,,,,,,,,,,,,,
ForwardPeRatio,,"23.585","7.981","13.298",,"5.477",,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,,,,,"27,442.522","17,880.882","3,395.807","343.35",,,,,,,,,,,,,,,,,,,,,,,
PbRatio,"4.013","7.426","8.47","12.27","34.321","59.283","23.35","3.435","4.078","1.343",,,,,,,,,,"55.988","5.72","2.827","8.543","3.953","1.102","1.078","1.284","1.206","1.669","2.436","34.832"
EnterprisesValueRevenueRatio,,,,,,,,,"667.212",,,,,,,,,,,,,,,,,,,,,,
EnterprisesValueEBITDARatio,"-5.787","-34.521","-55.443","-122.631","-60.053","-179.101","-89.674","-4.093","-8.498","-2.239","1.09","-0.595","-0.89","1.002","1.853","-0.033","-7.886","-12.006","-6.526","-4.97","-2.696","-1.119","1.436","-5.779","-0.133","-0.112","-1.35","-1.219","-4.734","-10.098","-21.894"
