name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
TotalRevenue,"82,879,000","42,141,000","12,514,000","5,285,000","22,939,000","7,923,000","316,815,000","9,393,000","5,847,000","3,604,000","4,672,000","13,604,000","4,197,000","4,205,000","125,676,000","1,195,000","1,648,000","641,000","0","0","0","0","0"
	OperatingRevenue,"82,879,000","42,141,000","12,514,000","5,285,000","22,939,000","7,923,000","316,815,000","9,393,000","5,847,000","3,604,000","4,672,000","13,604,000","4,197,000","4,205,000","125,676,000","1,195,000","1,648,000","641,000","0","0","0","0","0"
OperatingExpense,"373,908,000","108,639,000","89,635,000","90,878,000","84,756,000","79,143,000","72,737,000","69,509,000","67,124,000","63,571,000","62,430,000","63,759,000","66,960,000","46,713,000","50,954,000","39,159,000","59,030,000","26,389,000","23,540,000","22,288,000","22,568,000","21,744,000","19,776,000"
	SellingGeneralAndAdministration,"82,664,000","22,541,000","21,759,000","19,319,000","19,045,000","18,936,000","17,994,000","15,805,000","13,972,000","12,555,000","10,879,000","11,215,000","15,076,000","9,310,000","11,045,000","8,838,000","6,896,000","5,570,000","5,069,000","3,773,000","3,564,000","3,274,000","3,046,000"
		GeneralAndAdministrativeExpense,"82,664,000","22,541,000","21,759,000","19,319,000","19,045,000","18,936,000","17,994,000","15,805,000","13,972,000","12,555,000","10,879,000","11,215,000","15,076,000","9,310,000","11,045,000","8,838,000","6,896,000","5,570,000","5,069,000","3,773,000","3,564,000","3,274,000","3,046,000"
			OtherGandA,"82,664,000","22,541,000","21,759,000","19,319,000","19,045,000","18,936,000","17,994,000","15,805,000","13,972,000","12,555,000","10,879,000","11,215,000","15,076,000","9,310,000","11,045,000","8,838,000","6,896,000","5,570,000","5,069,000","3,773,000","3,564,000","3,274,000","3,046,000"
	ResearchAndDevelopment,"291,244,000","86,098,000","67,876,000","71,559,000","65,711,000","60,207,000","54,743,000","53,704,000","53,152,000","51,016,000","51,551,000","52,544,000","51,884,000","37,403,000","39,909,000","30,321,000","52,134,000","20,819,000","18,471,000","18,515,000","19,004,000","18,470,000","16,730,000"
OperatingIncome,"-291,029,000","-66,498,000","-77,121,000","-85,593,000","-61,817,000","-71,220,000","244,078,000","-60,116,000","-61,277,000","-59,967,000","-57,758,000","-50,155,000","-62,763,000","-42,508,000","74,722,000","-37,964,000","-57,382,000","-25,748,000","-23,540,000","-22,288,000","-22,568,000","-21,744,000","-19,776,000"
NetNonOperatingInterestIncomeExpense,"4,694,000","1,278,000","1,285,000","1,005,000","1,126,000","1,179,000","1,630,000","1,944,000","2,598,000","3,069,000","3,808,000","3,782,000","4,113,000","3,516,000","2,811,000","2,593,000","2,658,000","2,070,000","653,000","444,000","434,000","424,000","422,000"
	InterestIncomeNonOperating,"4,694,000","1,278,000","1,285,000","1,005,000","1,126,000",,,"1,944,000","2,598,000","3,069,000","3,808,000","3,782,000","4,113,000","3,516,000","2,811,000","2,593,000","2,658,000","2,070,000","653,000","444,000","434,000","424,000","422,000"
	TotalOtherFinanceCost,,,"-1,285,000",,,"-1,179,000","-1,630,000","-1,944,000","-2,598,000","-3,069,000","-3,808,000","-3,782,000","-4,113,000","-3,516,000","-2,811,000","-2,593,000","-2,658,000","-2,070,000","-653,000","-444,000","-434,000","-424,000","-422,000"
PretaxIncome,"-286,335,000","-65,220,000","-75,836,000","-84,588,000","-60,691,000","-70,041,000","245,708,000","-58,172,000","-58,679,000","-56,898,000","-53,950,000","-46,373,000","-58,650,000","-38,992,000","77,533,000","-35,371,000","-54,724,000","-23,678,000","-22,887,000","-21,844,000","-22,134,000","-21,320,000","-19,354,000"
TaxProvision,,,"-575,000","0","0","0","823,000","56,000","79,000","-135,000","75,000","-113,000","-313,000",,,,,,,,,,
NetIncomeCommonStockholders,"-285,760,000","-65,220,000","-75,261,000","-84,588,000","-60,691,000","-70,041,000","244,885,000","-58,228,000","-58,758,000","-56,763,000","-54,025,000","-46,260,000","-58,337,000","-38,992,000","77,533,000","-35,371,000","-54,724,000","-23,678,000","-22,887,000","-21,844,000","-22,134,000","-21,320,000","-19,354,000"
	NetIncome,"-285,760,000","-65,220,000","-75,261,000","-84,588,000","-60,691,000","-70,041,000","244,885,000","-58,228,000","-58,758,000","-56,763,000","-54,025,000","-46,260,000","-58,337,000","-38,992,000","77,533,000","-35,371,000","-54,724,000","-23,678,000","-22,887,000","-21,844,000","-22,134,000","-21,320,000","-19,354,000"
		NetIncomeIncludingNoncontrollingInterests,"-285,760,000","-65,220,000","-75,261,000","-84,588,000","-60,691,000","-70,041,000","244,885,000","-58,228,000","-58,758,000","-56,763,000","-54,025,000","-46,260,000","-58,337,000","-38,992,000","77,533,000","-35,371,000","-54,724,000","-23,678,000","-22,887,000","-21,844,000","-22,134,000","-21,320,000","-19,354,000"
			NetIncomeContinuousOperations,"-285,760,000","-65,220,000","-75,261,000","-84,588,000","-60,691,000","-70,041,000","244,885,000","-58,228,000","-58,758,000","-56,763,000","-54,025,000","-46,260,000","-58,337,000","-38,992,000","77,533,000","-35,371,000","-54,724,000","-23,678,000","-22,887,000","-21,844,000","-22,134,000","-21,320,000","-19,354,000"
DilutedNIAvailtoComStockholders,"-285,760,000","-65,220,000","-75,261,000","-84,588,000","-60,691,000","-70,041,000","244,885,000","-58,228,000","-58,758,000","-56,763,000","-54,025,000","-46,260,000","-58,337,000","-38,992,000","77,533,000","-35,371,000","-54,724,000","-23,678,000","-22,887,000","-21,844,000","-22,134,000","-21,320,000","-19,354,000"
BasicEPS,,"-0.53","-0.62","-0.69","-0.5","-0.58","2.04","-0.54","-0.56","-0.55","-0.56","-0.48","-0.61","-0.41","0.82","-0.38","-0.59","-0.26","-0.74","-0.265","-0.324","-2.36",
DilutedEPS,,"-0.53","-0.62","-0.69","-0.5","-0.58","1.91","-0.54","-0.56","-0.55","-0.56","-0.48","-0.61","-0.41","0.79","-0.38","-0.59","-0.26","-0.74","-0.265","-0.324","-2.36",
BasicAverageShares,,"122,673,935","122,164,561","121,742,067","121,291,435","120,884,665","120,161,578","107,490,702","105,717,912","102,419,718","96,078,950","95,859,048","95,495,497","94,984,503","94,299,096","93,665,231","92,899,524","89,560,576","30,743,977","82,423,920","68,244,028","9,017,425",
DilutedAverageShares,,"122,673,935","122,164,561","121,742,067","121,291,435","120,884,665","128,297,841","107,490,702","105,717,912","102,419,718","96,078,950","95,859,048","95,495,497","94,984,503","97,746,224","93,665,231","92,899,524","89,560,576","30,743,977","82,423,920","68,244,028","9,017,425",
TotalOperatingIncomeAsReported,"-291,029,000","-66,498,000","-77,121,000","-85,593,000","-61,817,000","-71,220,000","244,078,000","-60,116,000","-61,277,000","-59,967,000","-57,758,000","-50,155,000","-62,763,000","-42,508,000","74,722,000","-37,964,000","-57,382,000","-25,748,000","-23,540,000","-22,288,000","-22,568,000","-21,744,000","-19,866,000"
TotalExpenses,"373,908,000","108,639,000","89,635,000","90,878,000","84,756,000","79,143,000","72,737,000","69,509,000","67,124,000","63,571,000","62,430,000","63,759,000","66,960,000","46,713,000","50,954,000","39,159,000","59,030,000","26,389,000","23,540,000","22,288,000","22,568,000","21,744,000","19,776,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-285,760,000","-65,220,000","-75,261,000","-84,588,000","-60,691,000","-70,041,000","244,885,000","-58,228,000","-58,758,000","-56,763,000","-54,025,000","-46,260,000","-58,337,000","-38,992,000","77,533,000","-35,371,000","-54,724,000","-23,678,000","-22,887,000","-21,844,000","-22,134,000","-21,320,000","-19,354,000"
NormalizedIncome,"-285,760,000","-65,220,000","-75,261,000","-84,588,000","-60,691,000","-70,041,000","244,885,000","-58,228,000","-58,758,000","-56,763,000","-54,025,000","-46,260,000","-58,337,000","-38,992,000","77,533,000","-35,371,000","-54,724,000","-23,678,000","-22,887,000","-21,844,000","-22,134,000","-21,320,000","-19,354,000"
InterestIncome,"4,694,000","1,278,000","1,285,000","1,005,000","1,126,000",,,"1,944,000","2,598,000","3,069,000","3,808,000","3,782,000","4,113,000","3,516,000","2,811,000","2,593,000","2,658,000","2,070,000","653,000","444,000","434,000","424,000","422,000"
NetInterestIncome,"4,694,000","1,278,000","1,285,000","1,005,000","1,126,000","1,179,000","1,630,000","1,944,000","2,598,000","3,069,000","3,808,000","3,782,000","4,113,000","3,516,000","2,811,000","2,593,000","2,658,000","2,070,000","653,000","444,000","434,000","424,000","422,000"
