name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008
OperatingCashFlow,"248,471,000","-10,142,000","61,752,000","74,411,000","122,450,000","152,543,000","218,223,000","155,196,000","101,768,000","11,346,000","175,085,000","111,188,000","8,043,000","14,571,000","108,229,000","59,341,000","50,689,000","28,968,000","138,397,000","67,045,000","60,220,000","-4,546,000","123,896,000","48,278,000","59,084,000","22,151,000","111,760,000","35,280,000","16,322,000","25,257,000","110,475,000","57,226,000","48,932,000","36,353,000","104,731,000","80,895,000","36,052,000","38,266,000","106,370,000","69,517,000","21,123,000","38,584,000","80,697,000","61,031,000","15,313,000","12,671,000","31,360,000","36,476,000","28,209,000","18,436,000","29,476,000","24,310,000","20,710,000","111,000","29,070,000","-33,632,000"
	CashFlowFromContinuingOperatingActivities,"248,471,000","-10,142,000","61,752,000","74,411,000","122,450,000","152,543,000","218,223,000","155,196,000","101,768,000","11,346,000","175,085,000","111,188,000","8,043,000","14,571,000","108,229,000","59,341,000","50,689,000","28,968,000","138,397,000","67,045,000","60,220,000","-4,546,000","123,896,000","48,278,000","59,084,000","22,151,000","111,760,000","35,280,000","16,322,000","25,257,000","110,475,000","57,226,000","48,932,000","36,353,000","104,731,000","80,895,000","36,052,000","38,266,000","106,370,000","69,517,000","21,123,000","38,584,000","80,697,000","61,031,000","15,313,000","12,671,000","31,360,000","36,476,000","28,209,000","18,436,000","29,476,000","24,310,000","20,710,000","111,000","29,070,000","-33,632,000"
		NetIncomeFromContinuingOperations,"523,520,000","116,896,000","145,962,000","132,753,000","127,909,000","149,945,000","124,980,000","115,235,000","63,592,000","43,411,000","69,936,000","74,897,000","61,706,000","45,769,000","76,697,000","76,522,000","54,231,000","33,770,000","82,491,000","40,050,000","25,745,000","12,849,000","41,645,000","26,012,000","20,943,000","10,212,000","9,182,000","34,036,000","14,844,000","19,685,000","49,390,000","36,497,000","54,025,000","34,701,000","48,518,000","47,093,000","28,254,000","50,674,000",,,,,,,,"4,844,000","18,613,000","22,998,000","12,834,000","2,468,000","11,948,000","19,284,000","6,029,000","5,794,000","-515,765,000","-13,145,000"
		OperatingGainsLosses,"-154,000","-571,000","-375,000","-40,000","832,000","-3,979,000",,,,,,,,,"0","0",,,,,,,"574,000",,,,"6,000","2,412,000","3,448,000","1,369,000","689,000","1,876,000","-15,981,000","62,000","1,000","333,000","13,531,000","1,841,000","155,000","15,000","9,983,000","4,416,000","-7,000","-1,000","15,000","3,000","25,000",,,,"5,000","-1,258,000","-4,312,000","-9,139,000","-60,029,000","30,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,000","31,000","21,000","1,000","441,000","40,000","33,000","62,000","1,000","333,000","34,000","2,000","155,000","15,000","-16,000","107,000","-7,000","-1,000","15,000","3,000","25,000","31,000","0","0","5,000","-23,000","102,000","-43,000","45,000","30,000"
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,"0","2,381,000",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"112,265,000","38,461,000","29,359,000","23,216,000","21,229,000","18,237,000","18,686,000","17,168,000","16,803,000","16,116,000","18,068,000","15,494,000","14,740,000","12,607,000","12,284,000","11,841,000","11,600,000","11,683,000","13,297,000","13,108,000","12,986,000","12,597,000","13,075,000","14,900,000","13,650,000","12,793,000","10,573,000","10,597,000","10,129,000","9,034,000","8,985,000","8,789,000","8,381,000","8,575,000","9,272,000","9,846,000","8,906,000","8,750,000","11,142,000","14,510,000","14,290,000","14,218,000","14,489,000","14,111,000","13,860,000","13,663,000","14,918,000","15,011,000","14,859,000","14,652,000","14,994,000","15,060,000","14,894,000","14,727,000","13,880,000","13,819,000"
			DepreciationAndAmortization,"112,265,000","38,461,000","29,359,000","23,216,000","21,229,000","18,237,000","18,686,000","17,168,000","16,803,000","16,116,000","18,068,000","15,494,000","14,740,000","12,607,000","12,284,000","11,841,000","11,600,000","11,683,000","13,297,000","13,108,000","12,986,000","12,597,000","13,075,000","14,900,000","13,650,000","12,793,000","10,573,000","10,597,000","10,129,000","9,034,000","8,985,000","8,789,000","8,381,000","8,575,000","9,272,000","9,846,000","8,906,000","8,750,000","11,142,000","14,510,000","14,290,000","14,218,000","14,489,000","14,111,000","13,860,000","13,663,000","14,918,000","15,011,000","14,859,000","14,652,000","14,994,000","15,060,000","14,894,000","14,727,000","13,880,000","13,819,000"
				Depreciation,"45,304,000","12,407,000","11,710,000","11,010,000","10,177,000","9,258,000","9,746,000","9,276,000","9,136,000","8,335,000","9,423,000","8,088,000","7,489,000","7,265,000","6,964,000","6,163,000","6,118,000","6,051,000","5,990,000","5,866,000","5,857,000","5,414,000","5,647,000","5,389,000","5,433,000","4,996,000","4,442,000","4,312,000","4,149,000","3,839,000","3,682,000","3,512,000","3,282,000","3,230,000","2,986,000","2,843,000","2,561,000","2,565,000","2,177,000","2,121,000","2,002,000","1,993,000","2,039,000","2,124,000","2,004,000","1,936,000","1,855,000","1,948,000","1,938,000","1,891,000","1,897,000","1,963,000","1,940,000","1,915,000","1,882,000","1,821,000"
				AmortizationCashFlow,"66,961,000","26,054,000","17,649,000","12,206,000","11,052,000","8,979,000","8,940,000","7,892,000","7,667,000","7,781,000","8,645,000","7,406,000","7,251,000","5,342,000","5,320,000","5,678,000","5,482,000","5,632,000","7,307,000","7,242,000","7,129,000","7,183,000","7,428,000","9,511,000","8,217,000","7,797,000","6,131,000","6,285,000","5,980,000","5,195,000","5,303,000","5,277,000","5,099,000","5,345,000","6,286,000","7,003,000","6,345,000","6,185,000","8,965,000","12,389,000","12,288,000","12,225,000","12,450,000","11,987,000","11,856,000","11,727,000","13,063,000","13,063,000","12,921,000","12,761,000","13,097,000","13,097,000","12,954,000","12,812,000","11,998,000","11,998,000"
