name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,06/30/2003,03/31/2003
TotalRevenue,"965,673,000","257,124,000","247,891,000","231,218,000","229,440,000","219,191,000","242,606,000","215,001,000","231,991,000","223,621,000","237,839,000","221,120,000","225,634,000","215,830,000","221,218,000","209,532,000","213,672,000","204,184,000","216,977,000","195,513,000","192,195,000","183,621,000","198,305,000","183,063,000","180,191,000","169,256,000","175,877,000","158,811,000","156,259,000","146,993,000","152,813,000","144,598,000","139,388,000","127,622,000","134,872,000","127,854,000","125,468,000","115,623,000","120,051,000","122,472,000","110,190,000","94,706,000","94,661,000","95,531,000","93,402,000","87,274,000","86,958,000","83,226,000","80,671,000","76,239,000","78,977,000","79,205,000","76,415,000","74,741,000","80,459,000","80,098,000","72,502,000","69,436,000","70,013,000","67,835,000","64,045,000","55,145,000","49,560,000","49,890,000","48,777,000","43,732,000","42,941,000","43,144,000","42,808,000","37,273,000","35,718,000","36,183,000","35,489,000","31,355,000","29,840,000","27,309,000"
	OperatingRevenue,"965,673,000","257,124,000","247,891,000","231,218,000","229,440,000","219,191,000","242,606,000","215,001,000","231,991,000","223,621,000","237,839,000","221,120,000","225,634,000","215,830,000","221,218,000","209,532,000","213,672,000","204,184,000","216,977,000","195,513,000","192,195,000","183,621,000","198,305,000","183,063,000","180,191,000","169,256,000","175,877,000","158,811,000","156,259,000","146,993,000","149,181,000","142,454,000","137,848,000","125,957,000","131,500,000","125,998,000","123,444,000","113,722,000","224,411,000","75,058,000","110,190,000","94,706,000","94,661,000","95,531,000","93,402,000","87,274,000","86,958,000","83,226,000","80,671,000","76,239,000","98,100,000","73,286,000","76,415,000","74,741,000","80,459,000","80,098,000","72,502,000","69,436,000","70,013,000","67,835,000","64,045,000","55,145,000","49,560,000","49,890,000","48,777,000","43,732,000","42,941,000","43,144,000","42,808,000","37,273,000","38,567,000","35,262,000","35,489,000","31,355,000","29,840,000","27,309,000"
CostOfRevenue,"463,172,000","123,362,000","124,059,000","107,681,000","108,070,000","103,385,000","119,576,000","98,685,000","104,939,000","104,865,000","116,537,000","101,797,000","100,807,000","99,283,000","103,296,000","95,237,000","95,172,000","88,037,000","102,422,000","87,005,000","86,995,000","85,482,000","92,402,000","83,317,000","83,543,000","79,916,000","85,216,000","74,173,000","73,430,000","71,812,000","77,264,000","68,148,000","64,696,000","63,330,000","66,358,000","56,114,000","56,613,000","53,578,000","55,752,000","55,128,000","50,505,000","41,075,000","42,159,000","39,669,000","39,126,000","36,240,000","36,208,000","33,275,000","31,686,000","30,646,000","29,625,000","30,541,000","30,496,000","30,278,000","32,213,000","31,306,000","26,154,000","26,743,000","25,943,000","24,043,000","22,596,000","19,895,000","15,222,000","14,331,000","14,100,000","13,618,000","13,796,000","12,562,000","12,491,000","11,298,000","11,377,000","9,116,000","10,419,000","9,627,000","9,951,000","9,118,000"
GrossProfit,"502,501,000","133,762,000","123,832,000","123,537,000","121,370,000","115,806,000","123,030,000","116,316,000","127,052,000","118,756,000","121,302,000","119,323,000","124,827,000","116,547,000","117,922,000","114,295,000","118,500,000","116,147,000","114,555,000","108,508,000","105,200,000","98,139,000","105,903,000","99,746,000","96,648,000","89,340,000","90,661,000","84,638,000","82,829,000","75,181,000","75,549,000","76,450,000","74,692,000","64,292,000","68,514,000","71,740,000","68,855,000","62,045,000","64,299,000","67,344,000","59,685,000","53,631,000","52,502,000","55,862,000","54,276,000","51,034,000","50,750,000","49,951,000","48,985,000","45,593,000","49,352,000","48,664,000","45,919,000","44,463,000","48,246,000","48,792,000","46,348,000","42,693,000","44,070,000","43,792,000","41,449,000","35,250,000","34,338,000","35,559,000","34,677,000","30,114,000","29,145,000","30,582,000","30,317,000","25,975,000","24,341,000","27,067,000","25,070,000","21,728,000","19,889,000","18,191,000"
OperatingExpense,"490,009,000","139,741,000","130,459,000","111,560,000","108,249,000","109,108,000","123,823,000","106,124,000","107,420,000","110,308,000","114,991,000","111,040,000","110,606,000","112,409,000","102,238,000","99,426,000","103,438,000","97,755,000","95,022,000","90,543,000","88,452,000","87,560,000","81,879,000","86,206,000","82,451,000","78,901,000","80,390,000","70,670,000","68,368,000","67,169,000","67,960,000","62,948,000","58,696,000","55,015,000","53,864,000","53,622,000","54,391,000","54,241,000","54,424,000","61,159,000","61,362,000","48,379,000","39,519,000","40,179,000","40,502,000","40,746,000","38,402,000","36,825,000","37,830,000","35,925,000","36,046,000","34,781,000","35,078,000","36,701,000","38,193,000","37,292,000","31,754,000","31,439,000","29,895,000","28,448,000","27,839,000","25,972,000","21,942,000","21,899,000","22,240,000","20,898,000","20,428,000","19,865,000","21,310,000","8,691,000","33,523,000","14,382,000","16,008,000","15,136,000","3,585,000","3,620,000"
	SellingGeneralAndAdministration,"352,174,000","98,978,000","96,300,000","79,436,000","77,460,000","79,380,000","95,636,000","82,592,000","81,796,000","84,590,000","87,046,000","84,396,000","83,552,000","82,572,000","77,763,000","73,971,000","76,940,000","70,528,000","71,651,000","67,738,000","64,843,000","64,163,000","59,289,000","63,009,000","59,165,000","55,370,000","57,062,000","49,585,000","47,678,000","45,405,000","44,872,000","42,617,000","40,214,000","37,934,000","37,067,000","36,461,000","37,272,000","37,134,000","36,408,000","41,264,000","45,976,000","34,878,000","27,819,000","27,706,000","28,224,000","28,547,000","27,059,000","24,854,000","25,924,000","24,820,000","24,339,000","23,198,000","23,585,000","25,054,000","27,273,000","26,534,000","22,945,000","22,505,000","22,210,000","21,052,000","20,815,000","19,061,000","16,286,000","15,967,000","16,164,000","14,745,000","15,061,000","14,546,000","16,026,000","3,644,000","28,893,000","9,036,000","10,880,000","9,878,000",,
		GeneralAndAdministrativeExpense,"159,437,000","43,762,000","48,934,000","34,733,000","32,008,000","30,587,000","45,023,000","34,132,000","29,842,000","25,855,000","28,857,000","28,897,000","28,543,000","27,117,000","27,962,000","24,894,000","28,447,000","25,051,000","27,520,000","23,545,000","21,882,000","21,923,000","19,242,000","22,319,000","19,857,000","19,756,000","22,840,000","18,446,000","17,955,000","16,843,000","16,159,000","15,519,000","13,781,000","12,818,000","12,101,000","12,628,000","12,849,000","12,742,000","12,069,000","14,985,000","21,753,000","14,501,000","9,582,000","8,975,000","9,176,000","9,202,000","9,272,000","7,901,000","6,901,000","8,397,000","8,508,000","7,420,000","8,513,000","8,939,000",,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"159,437,000","43,762,000","48,934,000","34,733,000","32,008,000","30,587,000","45,023,000","34,132,000","29,842,000","25,855,000","28,857,000","28,897,000","28,543,000","27,117,000","27,962,000","24,894,000","28,447,000","25,051,000","27,520,000","23,545,000","21,882,000","21,923,000","19,242,000","22,319,000","19,857,000","19,756,000","22,840,000","18,446,000","17,955,000","16,843,000","16,159,000","15,519,000","13,781,000","12,818,000","12,101,000","12,628,000","12,849,000","12,742,000","12,069,000","14,985,000","21,753,000","14,501,000","9,582,000","8,975,000","9,176,000","9,202,000","9,272,000","7,901,000","6,901,000","8,397,000","8,508,000","7,420,000","8,513,000","8,939,000",,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"192,737,000","55,216,000","47,366,000","44,703,000","45,452,000","48,793,000","50,613,000","48,460,000","51,954,000","58,735,000","58,189,000","55,499,000","55,009,000","55,455,000","49,801,000","49,077,000","48,493,000","45,477,000","44,131,000","44,193,000","42,961,000","42,240,000","40,047,000","40,690,000","39,308,000","35,614,000","34,222,000","31,139,000","29,723,000","28,562,000","28,713,000","27,098,000","26,433,000","25,116,000","24,966,000","23,833,000","24,423,000","24,392,000","24,339,000","26,279,000","24,223,000","20,377,000","18,237,000","18,731,000","19,048,000","19,345,000","17,787,000","16,953,000","19,023,000","16,423,000","15,831,000","15,778,000","15,072,000","16,115,000",,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"135,346,000","39,952,000","33,606,000","31,566,000","30,222,000","29,179,000","27,491,000","22,783,000","24,895,000","24,977,000","25,860,000","25,941,000","25,902,000","28,461,000","23,338,000","24,218,000","25,297,000","25,958,000","22,264,000","22,071,000","22,870,000","22,706,000","21,897,000","22,510,000","22,578,000","22,779,000","22,633,000","20,561,000","20,166,000","21,276,000","22,914,000","19,707,000","18,064,000","16,494,000","16,186,000","16,547,000","16,483,000","16,429,000","17,327,000","19,205,000","14,856,000","13,304,000","11,449,000","12,224,000","12,033,000","11,966,000","11,132,000","11,776,000","11,710,000","10,909,000","11,511,000","11,389,000","11,301,000","11,461,000","10,731,000","10,568,000","8,642,000","8,767,000","7,519,000","7,253,000","6,926,000","6,827,000","5,466,000","5,742,000","5,886,000","6,024,000","5,359,000","5,309,000","5,284,000","5,047,000","4,630,000","4,541,000","4,428,000","4,276,000","3,585,000","3,620,000"
	DepreciationAmortizationDepletionIncomeStatement,"2,489,000","811,000","553,000","558,000","567,000","549,000","696,000","749,000","729,000","741,000","2,085,000","703,000","1,152,000","1,376,000","1,137,000","1,237,000","1,201,000","1,269,000","1,107,000","734,000","739,000","691,000","693,000","687,000","708,000","752,000","695,000","524,000","524,000","488,000","174,000","624,000","418,000","587,000","611,000","614,000","636,000","678,000","689,000","690,000","530,000","197,000","251,000","249,000","245,000","233,000","211,000","195,000","196,000","196,000","196,000","194,000","192,000","186,000","189,000","190,000","167,000","167,000","166,000","143,000","98,000","84,000","190,000","190,000","190,000","129,000","8,000","10,000",,,"0",,,"32,000",,
		DepreciationAndAmortizationInIncomeStatement,"2,489,000","811,000","553,000","558,000","567,000","549,000","696,000","749,000","729,000","741,000","2,085,000","703,000","1,152,000","1,376,000","1,137,000","1,237,000","1,201,000","1,269,000","1,107,000","734,000","739,000","691,000","693,000","687,000","708,000","752,000","695,000","524,000","524,000","488,000","174,000","624,000","418,000","587,000","611,000","614,000","636,000","678,000","689,000","690,000","530,000","197,000","251,000","249,000","245,000","233,000","211,000","195,000","196,000","196,000","196,000","194,000","192,000","186,000","189,000","190,000","167,000","167,000","166,000","143,000","98,000","84,000","190,000","190,000","190,000","129,000","8,000","10,000",,,"0",,,"32,000",,
			Amortization,"2,489,000","811,000","553,000","558,000","567,000","549,000","696,000","749,000","729,000","741,000","2,085,000","703,000","1,152,000","1,376,000","1,137,000","1,237,000","1,201,000","1,269,000","1,107,000","734,000","739,000","691,000","693,000","687,000","708,000","752,000","695,000","524,000","524,000","488,000","174,000","624,000","418,000","587,000","611,000","614,000","636,000","678,000","689,000","690,000","530,000","197,000","251,000","249,000","245,000","233,000","211,000","195,000","196,000","196,000","196,000","194,000","192,000","186,000","189,000","190,000","167,000","167,000","166,000","143,000","98,000","84,000","190,000","190,000","190,000","129,000","8,000","10,000",,,"0",,,"32,000",,
				AmortizationOfIntangiblesIncomeStatement,"2,489,000","811,000","553,000","558,000","567,000","549,000","696,000","749,000","729,000","741,000","2,085,000","703,000","1,152,000","1,376,000","1,137,000","1,237,000","1,201,000","1,269,000","1,107,000","734,000","739,000","691,000","693,000","687,000","708,000","752,000","695,000","524,000","524,000","488,000","174,000","624,000","418,000","587,000","611,000","614,000","636,000","678,000","689,000","690,000","530,000","197,000","251,000","249,000","245,000","233,000","211,000","195,000","196,000","196,000","196,000","194,000","192,000","186,000","189,000","190,000","167,000","167,000","166,000","143,000","98,000","84,000","190,000","190,000","190,000","129,000","8,000","10,000",,,"0",,,"32,000",,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","805,000","700,000","950,000",,
OperatingIncome,"12,492,000","-5,979,000","-6,627,000","11,977,000","13,121,000","6,698,000","-793,000","10,192,000","19,632,000","8,448,000","6,311,000","8,283,000","14,221,000","4,138,000","15,684,000","14,869,000","15,062,000","18,392,000","19,533,000","17,965,000","16,748,000","10,579,000","24,024,000","13,540,000","14,197,000","10,439,000","10,271,000","13,968,000","14,461,000","8,012,000","7,589,000","13,502,000","15,996,000","9,277,000","14,650,000","18,118,000","14,464,000","7,804,000","9,875,000","6,185,000","-1,677,000","5,252,000","12,983,000","15,683,000","13,774,000","10,288,000","12,348,000","13,126,000","11,155,000","9,668,000","13,306,000","13,883,000","10,841,000","7,762,000","10,053,000","11,500,000","14,594,000","11,254,000","14,175,000","15,344,000","13,610,000","9,278,000","12,396,000","13,660,000","12,437,000","9,216,000","8,717,000","10,717,000","9,007,000","17,284,000","-9,182,000","12,685,000","9,062,000","6,592,000","16,304,000","14,571,000"
NetNonOperatingInterestIncomeExpense,"-20,096,000","-7,599,000","-3,751,000","-3,921,000","-4,977,000","-4,962,000","-4,977,000","-3,230,000","-3,783,000","-3,637,000","-4,009,000","-3,864,000","-5,274,000","-5,323,000","-3,543,000","-3,197,000","-4,026,000","-3,517,000","-3,190,000","-2,699,000","-3,006,000","-2,377,000","-2,428,000","-2,417,000","-2,603,000","-2,554,000","-2,566,000","-1,808,000","-1,866,000","-1,678,000","-1,939,000","-1,255,000","-1,315,000","-1,443,000","-1,219,000","-1,378,000","-1,477,000","-1,677,000","-2,207,000","-1,938,000","-1,429,000","-144,000","-7,000","-4,000","-15,000","9,000","116,000","-24,000","-56,000","-26,000","420,000","-149,000","-233,000","-363,000",,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,"81,000","82,000","77,000","152,000","261,000","767,000","110,000","522,000","376,000","1,247,000","525,000",,"395,000","943,000","277,000",,"222,000","393,000","210,000",,"118,000","224,000","118,000","121,000","132,000","8,000","7,000","8,000","13,000","17,000","13,000","16,000","14,000","16,000","20,000","17,000","28,000","38,000","33,000","47,000","50,000","55,000","45,000","33,000","20,000","21,000","23,000","20,000","506,000","32,000","37,000","62,000",,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"20,488,000","7,599,000","3,832,000","4,003,000","5,054,000","5,114,000","5,238,000","3,997,000","3,893,000","4,159,000","4,385,000","5,111,000","5,799,000","5,323,000","3,938,000","4,140,000","4,303,000","3,517,000","3,412,000","3,092,000","3,216,000","2,377,000","2,546,000","2,641,000","2,721,000","2,675,000","2,698,000","1,816,000","1,873,000","1,686,000","1,952,000","1,272,000","1,328,000","1,459,000","1,233,000","1,394,000","1,497,000","1,694,000","2,235,000","1,976,000","1,462,000","191,000","57,000","59,000","60,000","24,000","-96,000","45,000","79,000","46,000","86,000","181,000","270,000","425,000",,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"1,710,000","1,121,000","-240,000","649,000","332,000","-1,216,000","-902,000","-330,000","470,000","524,000","-3,564,000","511,000","926,000","-1,771,000","-656,000","-176,000","-3,619,000","-651,000","-337,000","75,000","617,000","286,000","-224,000","-239,000","-183,000","-226,000","-450,000","184,000","-1,281,000","-295,000","-200,000","29,000","225,000","-1,232,000","-144,000","-250,000","-455,000","-3,107,000","-326,000","382,000","-340,000","-308,000","-1,632,000","-107,000","216,000","69,000","2,000","53,000","-185,000","3,000","124,000","226,000","31,000","-161,000","-2,000","-152,000","49,000","-89,000","-83,000","-343,000","-8,000","-69,000","-42,000","-64,000","-103,000","-29,000","40,000","-32,000","109,000","-112,000","-2,835,000","112,000","-703,000","-601,000",,
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,,,,"-10,000","-3,000","475,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-209,000","0","0","-131,000","-78,000","-54,000","-57,000","-105,000","-50,000","-24,000","-2,725,000","-400,000","-730,000","-1,953,000","-1,005,000","914,000","-3,688,000","-811,000","-794,000","-137,000","-162,000",,"0","0","0",,"0","0","-1,976,000","0","0","0","0","-996,000","-28,000","-110,000","-146,000","-3,210,000","66,000","382,000","-340,000","-308,000","-1,632,000","-107,000","216,000","69,000","2,000","53,000","-185,000","3,000","124,000","226,000","31,000","-161,000","-2,000","-152,000","49,000","-89,000","-83,000","-343,000","-8,000","-69,000","-42,000","-64,000","-103,000","-29,000","40,000","-32,000","109,000","-112,000","-2,835,000","112,000","-703,000","-601,000",,
		RestructuringAndMergernAcquisition,"209,000","0","0","131,000","78,000","54,000","57,000","105,000","50,000","24,000","2,725,000","400,000","730,000","1,953,000","1,005,000","-914,000","3,688,000","811,000","794,000",,,,,,,,,,,,"0","0","0","0","28,000","110,000","146,000","3,210,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,"0","137,000","162,000",,,,,,,,,,"0",,,"996,000",,,,,,"-382,000","140,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"0","0","-1,976,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"1,919,000","1,121,000","-240,000","780,000","410,000","-1,162,000","-845,000","-225,000","520,000","548,000","-839,000","911,000","1,656,000","182,000","349,000","-1,090,000","69,000","160,000","467,000","215,000","304,000","286,000","-224,000","-239,000","-183,000","-226,000","-450,000","184,000","695,000","-295,000","-200,000","29,000","225,000","-236,000","-116,000","-140,000","-309,000","103,000","-326,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"-5,894,000","-12,457,000","-10,618,000","8,705,000","8,476,000","520,000","-6,672,000","6,632,000","16,319,000","5,335,000","-1,262,000","4,930,000","9,873,000","-2,956,000","11,485,000","11,496,000","7,417,000","14,224,000","16,006,000","15,341,000","14,359,000","8,488,000","21,372,000","10,884,000","11,411,000","7,659,000","7,255,000","12,344,000","11,314,000","6,039,000","5,450,000","12,276,000","14,906,000","6,602,000","13,287,000","16,490,000","12,532,000","3,020,000","7,342,000","4,629,000","-3,446,000","4,800,000","11,344,000","15,572,000","13,975,000","10,366,000","12,466,000","13,155,000","10,914,000","9,645,000","13,850,000","13,960,000","10,639,000","7,238,000","9,454,000","10,964,000","14,529,000","11,260,000","14,125,000","14,836,000","13,379,000","9,213,000","13,061,000","14,076,000","12,546,000","9,324,000","8,939,000","10,863,000","9,431,000","17,412,000","-8,974,000","12,742,000","9,051,000","6,753,000","1,794,000","370,000"
TaxProvision,"-1,349,000","-2,050,000","-3,561,000","2,517,000","1,745,000","684,000","6,949,000","1,756,000","4,496,000","696,000","-2,586,000","364,000","2,733,000","-1,834,000","2,151,000","332,000","825,000","-3,527,000","-14,703,000","2,793,000","3,194,000","-3,023,000","4,088,000","1,950,000","3,598,000","2,664,000","844,000","4,433,000","4,272,000","1,754,000","634,000","1,896,000","5,626,000","2,788,000","1,497,000","7,097,000","5,909,000","354,000","4,072,000","1,804,000","-1,175,000","2,041,000","4,397,000","5,811,000","5,047,000","2,782,000","3,922,000","4,636,000","4,124,000","3,693,000","5,891,000","4,132,000","4,051,000","3,166,000","2,922,000","3,648,000","5,542,000","4,217,000","5,168,000","6,028,000","5,176,000","3,457,000","4,456,000","5,573,000","4,816,000","3,654,000","2,752,000","3,143,000","896,000","6,553,000","-4,688,000","5,155,000","3,708,000","2,756,000","2,040,000","421,000"
NetIncomeCommonStockholders,"-4,545,000","-10,407,000","-7,057,000","6,188,000","6,731,000","-164,000","-13,621,000","4,876,000","11,823,000","4,639,000","1,324,000","4,566,000","7,140,000","-1,122,000","9,334,000","11,164,000","6,592,000","17,751,000","30,709,000","12,548,000","11,165,000","11,511,000","17,284,000","8,934,000","7,813,000","4,995,000","6,411,000","7,911,000","7,042,000","4,285,000","4,816,000","10,380,000","9,280,000","3,814,000","11,790,000","9,393,000","6,623,000","2,666,000","3,270,000","2,825,000","-2,271,000","2,759,000","6,947,000","9,761,000","8,928,000","7,584,000","8,544,000","8,519,000","6,790,000","5,952,000","7,959,000","9,828,000","6,588,000","4,072,000","6,532,000","7,316,000","8,987,000","7,043,000","8,957,000","8,808,000","8,203,000","5,756,000","8,605,000","8,503,000","7,730,000","5,670,000","6,187,000","7,720,000","8,535,000","10,859,000","-4,286,000","7,587,000","5,343,000","3,997,000","-246,000","-51,000"
	NetIncome,"-4,545,000","-10,407,000","-7,057,000","6,188,000","6,731,000","-164,000","-13,621,000","4,876,000","11,823,000","4,639,000","1,324,000","4,566,000","7,140,000","-1,122,000","9,334,000","11,164,000","6,592,000","17,751,000","30,709,000","12,548,000","11,165,000","11,511,000","17,284,000","8,934,000","7,813,000","4,995,000","6,411,000","7,911,000","7,042,000","4,285,000","4,816,000","10,380,000","9,280,000","3,814,000","11,790,000","9,393,000","6,623,000","2,666,000","3,270,000","2,825,000","-2,271,000","2,759,000","6,947,000","9,761,000","8,928,000","7,584,000","8,544,000","8,519,000","6,790,000","5,952,000","7,959,000","9,828,000","6,588,000","4,072,000","6,532,000","7,316,000","8,987,000","7,043,000","8,957,000","8,808,000","8,203,000","5,756,000","8,605,000","8,503,000","7,730,000","5,670,000","6,187,000","7,720,000","8,535,000","10,859,000","-4,286,000","7,587,000","5,343,000","3,997,000","-246,000","-51,000"
		NetIncomeIncludingNoncontrollingInterests,"-4,545,000","-10,407,000","-7,057,000","6,188,000","6,731,000","-164,000","-13,621,000","4,876,000","11,823,000","4,639,000","1,324,000","4,566,000","7,140,000","-1,122,000","9,334,000","11,164,000","6,592,000","17,751,000","30,709,000","12,548,000","11,165,000","11,511,000","17,284,000","8,934,000","7,813,000","4,995,000","6,411,000","7,911,000","7,042,000","4,285,000","4,816,000","10,380,000","9,280,000","3,814,000","11,790,000","9,393,000","6,623,000","2,666,000","3,270,000","2,825,000","-2,271,000","2,759,000","6,947,000","9,761,000","8,928,000","7,584,000","8,544,000","8,519,000","6,790,000","5,952,000","7,959,000","9,828,000","6,588,000","4,072,000","6,532,000","7,316,000","8,987,000","7,043,000","8,957,000","8,808,000","8,203,000","5,756,000","8,605,000","8,503,000","7,730,000","5,670,000","6,187,000","7,720,000","8,535,000","10,859,000","-4,286,000","7,587,000","5,343,000","3,997,000","-246,000","-51,000"
			NetIncomeContinuousOperations,"-4,545,000","-10,407,000","-7,057,000","6,188,000","6,731,000","-164,000","-13,621,000","4,876,000","11,823,000","4,639,000","1,324,000","4,566,000","7,140,000","-1,122,000","9,334,000","11,164,000","6,592,000","17,751,000","30,709,000","12,548,000","11,165,000","11,511,000","17,284,000","8,934,000","7,813,000","4,995,000","6,411,000","7,911,000","7,042,000","4,285,000","4,816,000","10,380,000","9,280,000","3,814,000","11,790,000","9,393,000","6,623,000","2,666,000","3,270,000","2,825,000","-2,271,000","2,759,000","6,947,000","9,761,000","8,928,000","7,584,000","8,544,000","8,519,000","6,790,000","5,952,000","7,959,000","9,828,000","6,588,000","4,072,000","6,532,000","7,316,000","8,987,000","7,043,000","8,957,000","8,808,000","8,203,000","5,756,000","8,605,000","8,503,000","7,730,000","5,670,000","6,187,000","7,720,000","8,535,000","10,859,000","-4,286,000","7,587,000","5,343,000","3,997,000","-246,000","-51,000"
DilutedNIAvailtoComStockholders,"-4,545,000","-10,407,000","-7,057,000","6,188,000","6,731,000","-164,000","-13,621,000","4,876,000","11,823,000","4,639,000","1,324,000","4,566,000","7,140,000","-1,122,000","9,334,000","11,164,000","6,592,000","17,751,000","30,709,000","12,548,000","11,165,000","11,511,000","17,284,000","8,934,000","7,813,000","4,995,000","6,411,000","7,911,000","7,042,000","4,285,000","4,816,000","10,380,000","9,280,000","3,814,000","11,790,000","9,393,000","6,623,000","2,666,000","3,270,000","2,825,000","-2,271,000","2,759,000","6,947,000","9,761,000","8,928,000","7,584,000","8,544,000","8,519,000","6,790,000","5,952,000","7,959,000","9,828,000","6,588,000","4,072,000","6,532,000","7,316,000","8,987,000","7,043,000","8,957,000","8,808,000","8,203,000","5,756,000","8,605,000","8,503,000","7,730,000","5,670,000","6,187,000","7,720,000","8,535,000","10,859,000","-4,286,000","7,587,000","5,343,000","3,997,000","-246,000","-51,000"
BasicEPS,,"-0.2","-0.15","0.13","0.14","-0.003","-0.28","0.1","0.25","0.1","0.03","0.1","0.15","-0.02","0.2","0.24","0.14","0.38","0.66","0.27","0.24","0.25","0.37","0.19","0.17","0.11","0.14","0.17","0.15","0.09","0.11","0.23","0.21","0.08","0.26","0.21","0.15","0.06","0.07","0.06","-0.05","0.06",,"0.22","0.21","0.17",,"0.2","0.16","0.14",,"0.23","0.15","0.1",,"0.17","0.21","0.16",,"0.2","0.19","0.13",,"0.2","0.18","0.13",,"0.18","0.19","0.25",,"0.18","0.13","0.09","-0.01","-0.001"
