name,ttm,03/31/2022,12/31/2021
MarketCap,"566,953,999","804,397,625","1,037,185,000"
EnterpriseValue,"412,253,999","649,697,625","1,022,185,000"
PsRatio,"1.337","1.639","2.59"
PbRatio,"2.22","3.125","19.644"
EnterprisesValueRevenueRatio,"0.985","5.033","10.273"
EnterprisesValueEBITDARatio,"-100.55","-341.946","-1,460.264"
