name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
OperatingCashFlow,"-170,219,000","-49,173,000","-39,707,000","-53,199,000","-28,140,000","46,640,000","-35,272,000","-24,039,000","-20,844,000","-22,334,000","-22,761,000","-17,503,000","-15,053,000","-10,816,000"
	CashFlowFromContinuingOperatingActivities,"-170,219,000","-49,173,000","-39,707,000","-53,199,000","-28,140,000","46,640,000","-35,272,000","-24,039,000","-20,844,000","-22,334,000","-22,761,000","-17,503,000","-15,053,000","-10,816,000"
		NetIncomeFromContinuingOperations,"-383,734,000","-62,046,000","-67,456,000","-60,834,000","-193,398,000","-42,184,000","35,276,000","-36,078,000","-26,724,000","-24,886,000","-23,913,000","-19,673,000","-17,537,000","-14,182,000"
		OperatingGainsLosses,,,,,,,,,,,"0","0","0","56,000"
			GainLossOnSaleOfPPE,,,,,,,"0","0","0","0","0","0","0","56,000"
		DepreciationAmortizationDepletion,"3,981,000","975,000","1,034,000","1,012,000","960,000","919,000","912,000","913,000","865,000","859,000","853,000","634,000","691,000","667,000"
			DepreciationAndAmortization,"3,981,000","975,000","1,034,000","1,012,000","960,000","919,000","912,000","913,000","865,000","859,000","853,000","634,000","691,000","667,000"
				Depreciation,"3,981,000","975,000","1,034,000","1,012,000","960,000","919,000","912,000","913,000","865,000","859,000","853,000","634,000","691,000","667,000"
		AmortizationOfSecurities,"2,580,000","681,000","681,000","670,000","548,000","153,000","14,000","8,000","-117,000","-321,000","-635,000","-1,138,000","-722,000","0"
		StockBasedCompensation,"52,238,000","13,455,000","10,218,000","12,418,000","16,147,000","9,671,000","14,544,000","11,929,000","4,032,000","1,455,000","1,306,000","1,248,000","1,082,000","820,000"
		OtherNonCashItems,,"-4,595,000","836,000","2,000,000",,,,,,,,,,
		ChangeInWorkingCapital,"21,620,000","2,357,000","14,980,000","-8,465,000","12,748,000","78,081,000","-86,018,000","-811,000","1,100,000","559,000","-372,000","1,426,000","1,433,000","1,823,000"
			ChangeInReceivables,"3,740,000","-6,000","115,000","-584,000","4,215,000","74,048,000",,,,,,,,
				ChangesInAccountReceivables,"-189,000","134,000","401,000","-525,000","-199,000","75,000,000",,,,,,,,
			ChangeInPrepaidAssets,"-3,747,000","566,000","4,466,000","-12,111,000","3,332,000","1,632,000","-1,001,000","-4,725,000","800,000","261,000","-1,021,000","-805,000","-89,000","-208,000"
			ChangeInPayablesAndAccruedExpense,"6,514,000","1,831,000","-4,647,000","4,185,000","5,145,000","2,249,000","-2,641,000","3,835,000","213,000","193,000","552,000","2,127,000","1,112,000","1,409,000"
				ChangeInPayable,"518,000","-1,223,000","2,433,000","-636,000","-56,000","-811,000","1,283,000","2,352,000","-1,707,000","-2,338,000","2,347,000","128,000","541,000","-16,000"
					ChangeInAccountPayable,"518,000","-1,223,000","2,433,000","-636,000","-56,000","-811,000","1,283,000","2,352,000","-1,707,000","-2,338,000","2,347,000","128,000","541,000","-16,000"
				ChangeInAccruedExpense,"5,996,000","3,054,000","-7,080,000","4,821,000","5,201,000","3,060,000","-3,924,000","1,483,000","1,920,000","2,531,000","-1,795,000","1,999,000","571,000","1,425,000"
			ChangeInOtherCurrentAssets,"0","0","0","0","0","22,000",,,,,,,,
			ChangeInOtherWorkingCapital,"113,000","-34,000","46,000","45,000","56,000","130,000","300,000","79,000","87,000","105,000","97,000","104,000","410,000","622,000"
InvestingCashFlow,"-358,274,000","-112,384,000","-292,745,000","20,787,000","26,068,000","-233,621,000","-76,420,000","20,073,000","87,648,000","50,371,000","35,897,000","7,076,000","-358,853,000","-3,144,000"
	CashFlowFromContinuingInvestingActivities,"-358,274,000","-112,384,000","-292,745,000","20,787,000","26,068,000","-233,621,000","-76,420,000","20,073,000","87,648,000","50,371,000","35,897,000","7,076,000","-358,853,000","-3,144,000"
		NetPPEPurchaseAndSale,"-5,789,000","-2,794,000","-880,000","-1,736,000","-379,000","-476,000","-64,000","-433,000","-414,000","-1,020,000","-598,000","-2,387,000","-1,853,000","-3,144,000"
			PurchaseOfPPE,"-5,789,000","-2,794,000","-880,000","-1,736,000","-379,000","-476,000","-64,000","-433,000","-414,000","-1,020,000","-598,000","-2,387,000","-1,873,000","-3,144,000"
			SaleOfPPE,,,,,,,"0","0","0","0","0","0","20,000","0"
		NetBusinessPurchaseAndSale,,,"-83,000","-83,000",,,,,,,,,,
			PurchaseOfBusiness,,,"-83,000","-83,000",,,,,,,,,,
		NetInvestmentPurchaseAndSale,"-327,187,000","-109,590,000","-291,782,000","22,606,000","51,579,000","-233,145,000","-76,356,000","20,506,000","88,062,000","51,391,000","36,495,000","9,463,000","-357,000,000","0"
			PurchaseOfInvestment,"-489,035,000","-127,690,000","-327,032,000","-7,394,000","-26,919,000","-619,320,000","-126,358,000","-68,994,000","-15,494,000","-55,609,000","-88,980,000","-89,537,000","-375,000,000","0"
			SaleOfInvestment,"161,848,000","18,100,000","35,250,000","30,000,000","78,498,000","386,175,000","50,002,000","89,500,000","103,556,000","107,000,000","125,475,000","99,000,000","18,000,000","0"
FinancingCashFlow,"386,918,000","883,000","384,012,000","902,000","1,121,000","2,055,000","56,000","426,195,000","-93,000","351,000","-227,000","116,000","670,000","5,047,000"
