name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006
MarketCap,"1,570,113,250","2,069,424,000","2,230,011,000","2,688,759,000","3,382,563,000","4,979,976,000","4,757,760,000","5,476,490,000","4,183,332,000","3,026,078,000","2,789,215,000","2,697,648,000","2,483,134,000","2,595,841,576","3,035,136,000","3,292,812,321","2,515,577,962","2,622,427,633","2,318,639,145","1,667,007,885","1,393,940,574","1,189,322,019","1,329,955,141","1,276,575,572","1,136,882,629","1,447,980,839","1,576,657,185","1,107,835,929","1,276,568,999","1,102,236,979","1,026,834,668","800,148,391","841,627,274","942,727,674","841,986,748","691,727,236","520,869,910","504,928,577","575,345,047","514,457,660","547,832,741","578,403,600","605,445,050","553,459,055","808,432,337","855,848,430","821,367,983","541,104,607","509,746,055","520,562,918","418,998,182","543,906,966","434,484,109","407,618,491","781,240,103","390,741,879","295,985,744","265,372,114","150,536,199","264,182,104","306,223,974","378,073,500","307,974,138"
EnterpriseValue,"1,967,413,250","2,334,324,000","2,675,111,000","3,095,259,000","3,693,863,000","5,233,476,000","5,222,160,000","5,994,890,000","4,791,032,000","3,669,578,000","3,473,415,000","3,360,748,000","3,088,434,000","3,278,241,576","2,709,273,000","3,116,057,321","2,365,440,962","2,457,592,633","2,226,642,145","1,600,073,885","1,372,164,574","1,185,903,019","1,298,816,141","1,190,573,572","1,043,058,629","1,388,185,839","1,520,939,185","1,145,994,929","1,311,053,999","1,072,737,979","1,035,585,668","883,018,391","932,412,274","825,389,674","728,847,748","596,023,236","452,288,910","426,036,577","496,453,047","414,811,660","458,279,741","491,990,600","530,393,050","478,407,055","720,593,337","759,169,430","697,745,983","438,138,607","456,649,055","469,140,918","381,792,182","464,716,966","387,534,109","402,762,491","746,950,103","344,443,879","271,290,744","232,851,114","102,740,199","262,819,104","271,962,974","344,426,500","324,351,138"
PeRatio,"10.702","9.616","10.325","9.054","8.761","16.386","28.718","31.892","60.366","55.635","770.714",,"59.642","41.41","30.091","29.258","36.587","30.789","27.335","27.705","25.885","21.511","33.51","22.049","13.519","25.78","28.579","25.9","38.314","32.682","46.948","57.595","43.192","29.729","26.125","27.214","23.258","21.508","24.677","16.523","14.292","25","26.73","24.492","22.55","26.844","14.755","18.559","29.709","23.319","13.727","19.622","11.843","17.101","38.397","8.285","7.41","8.036","6.571","11.684","11.705","14.43","42.923"
ForwardPeRatio,"15.873","20.833","8.651","10.01","8.065","11.641","11.403","14.306","20.492","16.75","14.225","15.06","16.34","15.848","20.243","21.93","22.321","21.739","22.026","19.841","20.79","18.484","16.667","12.707","16.26","13.569",,,,"23.202",,,"18.116","20.367","21.505","16.75","14.327","9.497","14.97","12.987","12.87","16.807","17.153","11.001","16.234","17.094","18.832",,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.346",,,"0.27","0.304","0.321","0.25","0.214","0.142","0.224","0.194","0.226","0.494","0.623","1.1","1.622","1.71","1.884",,,,,,,,,,,,,,,,
PsRatio,"0.945","1.239","1.429","1.593","2.01","3.214","3.589","4.378","3.754","2.741","2.772","3.068","2.926","3.319","4.298","4.918","4.52","4.724","4.505","3.94","3.351","2.931","3.013","2.779","2.459","3.286","4.187","2.776","3.301","2.926","2.57","2.255","2.566","2.969","2.712","2.418","1.911","1.806","2.072","1.812","1.808","2.119","2.215","2.03","2.733","3.136","2.668","2.315","2.507","2.426","1.816","2.553","1.937","2.081","4.454","1.73","1.38","1.35","0.821","1.541","1.699","2.159","2.341"
PbRatio,"0.997","1.278","1.465","1.742","2.221","3.442","3.802","4.568","3.892","2.778","2.695","2.728","2.524","2.569","3.14","3.521","2.865","2.874","3.459","2.697","2.284","1.995","2.433","1.898","1.705","2.194","2.605","1.97","2.373","1.992","2.001","1.64","1.763","1.925","1.802","1.539","1.198","1.144","1.304","1.224","1.339","1.397","1.59","1.452","2.143","2.417","2.223","1.958","1.959","2.107","1.737","2.311","1.899","1.922","3.919","2.026","1.634","1.486","0.88","1.887","2.219","2.73","5.426"
EnterprisesValueRevenueRatio,"1.12","7.591","3.699","9.408","9.293","15.258","8.957","15.563","12.138","19.063","9.64","10.779","12.699","17.2","10.007","17.944","10.742","20.86","11.489","10.708","13.617","10.148","8.564","8.331","10.278","12.506","9.048","6.948","10.396","16.858","6.998","6.401","8.452","15.318","7.429","6.689","5.487","9.885","5.248","6.229","6.512","9.779","4.913","8.141","8.175","40.963","6.758","5.922","7.349","10.024","7.096","10.739","5.295","6.243","20.894","6.086","6.239","5.451","1.146","6.022","11.73","13.023","3.733"
EnterprisesValueEBITDARatio,"5.102","66.128","8.751","-703.468","75.385","42.757","17.983","65.59","30.771","236.747","32.013","34.683","134.866","-2,048.901","73.917","90.075","29.878","771.857","34.004","27.537","74.344","46.056","21.04","25.889","-234.237","78.415","25.797","18.403","43.711","-54.743","19.303","21.801","52.756","-45.675","25.085","25.397","23.869","-46.577","17.852","32.854","37.796","-52.982","11.006","123.333","32.068","-22.841","18.882","20.85","27.604","96.65","65.69","-197.836","15.981","21.419","328.908","20.721","72.557","18.999","2.315","46.214","-36.151","-74.342","7.152"
