name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
TotalRevenue,"859,483,000","197,757,000","191,860,000","225,063,000","244,803,000","225,488,000","202,355,000","150,647,000","144,084,000","138,921,000","142,011,000","143,498,000","150,011,000","147,809,000","170,637,000","86,164,000","99,817,000","95,150,000","84,090,000","93,651,000","93,866,000","81,097,000","70,694,000","69,259,000","76,353,000","65,778,000","63,484,000","67,512,000","75,211,000","68,068,000","96,168,000","94,441,000","77,850,000","68,417,000","64,670,000","59,962,000","66,652,000","56,016,000","50,714,000","57,748,000","59,404,000","53,296,000","66,559,000","71,813,000","80,896,000","89,700,000","96,902,000","86,066,000","74,869,000","64,830,000","52,193,000","44,062,000","38,424,000","36,582,000","41,401,000","48,016,000","51,833,000","58,409,000","57,124,000","64,490,000","66,407,000","53,368,000","76,607,000","74,787,000","61,942,000","58,251,000","74,131,000","68,610,000","51,765,000","44,396,000","38,092,000","54,869,000","47,337,000","35,939,000","40,891,000","34,512,000","32,084,000","31,079,000","28,014,000","36,811,000","38,307,000","31,588,000","28,121,000","25,430,000","29,281,000","43,718,000","53,158,000","77,216,000","86,723,000","72,467,000","74,100,000","61,700,000","43,500,000","29,500,000","25,300,000","34,300,000","55,200,000","56,700,000","55,600,000","52,800,000","44,600,000","34,800,000","28,500,000","34,800,000","45,900,000","50,200,000","52,400,000","49,000,000","45,200,000","32,200,000","30,900,000","31,700,000","22,600,000","17,500,000","18,100,000","19,600,000","20,400,000","17,300,000","15,600,000","13,300,000","13,300,000","12,300,000","12,300,000","12,300,000","12,200,000","11,400,000","12,700,000","11,300,000","10,100,000","9,800,000","9,000,000","9,400,000","8,500,000","8,500,000","7,800,000","8,800,000","8,900,000","8,100,000","8,000,000","7,400,000","7,300,000","7,000,000","6,900,000","6,700,000","7,800,000","7,400,000","7,500,000","7,700,000"
	OperatingRevenue,"859,483,000","197,757,000","191,860,000","225,063,000","244,803,000","225,488,000","202,355,000","150,647,000","144,084,000","138,921,000","142,011,000","143,498,000","150,011,000","147,809,000","170,637,000","86,164,000","99,817,000","95,150,000","84,090,000","93,651,000","93,866,000","81,097,000","70,694,000","69,259,000","76,353,000","65,778,000","63,484,000","67,512,000","75,211,000","68,068,000","96,168,000","94,441,000","77,850,000","68,417,000","64,670,000","59,962,000","66,652,000","56,016,000","50,714,000","57,748,000","59,404,000","53,296,000","66,559,000","71,813,000","80,896,000","89,700,000","96,902,000","86,066,000","74,869,000","64,830,000","52,193,000","44,062,000","38,424,000","36,582,000","41,401,000","48,016,000","51,833,000","58,409,000","57,124,000","64,490,000","66,407,000","53,368,000","76,607,000","74,787,000","61,942,000","58,251,000","74,131,000","68,610,000","51,765,000","44,396,000","38,092,000","54,869,000","47,337,000","35,939,000","40,891,000","34,512,000","32,084,000","31,079,000","28,014,000","36,811,000","38,307,000","31,588,000","28,121,000","25,430,000","29,281,000","43,718,000","53,158,000","77,216,000","86,723,000","72,467,000","74,100,000","61,700,000","43,500,000","29,500,000","25,300,000","34,300,000","55,200,000","56,700,000","55,600,000","52,800,000","44,600,000","34,800,000","28,500,000","34,800,000","45,900,000","50,200,000","52,400,000","49,000,000","45,200,000","32,200,000","30,900,000","31,700,000","22,600,000","17,500,000","18,100,000","19,600,000","20,400,000","17,300,000","15,600,000","13,300,000","13,300,000","12,300,000","12,300,000","12,300,000","12,200,000","11,400,000","12,700,000","11,300,000","10,100,000","9,800,000","9,000,000","9,400,000","8,500,000","8,500,000","7,800,000","8,800,000","8,900,000","8,100,000","8,000,000","7,400,000","7,300,000","7,000,000","6,900,000","6,700,000","7,800,000","7,400,000","7,500,000","7,700,000"
CostOfRevenue,"483,571,000","106,601,000","107,466,000","129,358,000","140,146,000","123,283,000","111,114,000","87,147,000","83,127,000","82,837,000","87,936,000","84,565,000","87,605,000","93,394,000","126,759,000","51,786,000","58,316,000","55,599,000","49,667,000","56,742,000","56,736,000","48,841,000","45,212,000","46,038,000","49,669,000","46,337,000","43,087,000","44,718,000","49,509,000","46,309,000","64,793,000","61,265,000","52,366,000","44,616,000","45,722,000","45,441,000","45,179,000","40,432,000","34,065,000","39,622,000","41,740,000","37,757,000","45,147,000","48,458,000","54,349,000","60,885,000","64,411,000","55,989,000","47,441,000","44,831,000","35,745,000","27,845,000","26,096,000","29,187,000","33,238,000","30,458,000","33,393,000","37,602,000","37,886,000","43,885,000","47,103,000","33,703,000","52,308,000","48,130,000","40,197,000","37,568,000","43,936,000","41,430,000","31,537,000","26,468,000","23,233,000","34,503,000","26,425,000","21,017,000","25,871,000","23,986,000","21,109,000","20,696,000","18,117,000","24,463,000","22,920,000","19,547,000","18,288,000","21,387,000","20,165,000","31,200,000","33,134,000","45,739,000","50,519,000","43,984,000","43,800,000","36,100,000","25,100,000","18,500,000","21,000,000","24,800,000","35,000,000","32,800,000","30,600,000","28,900,000","24,700,000","19,500,000","16,100,000","19,400,000","24,400,000","26,900,000","28,500,000","28,800,000","26,900,000","19,000,000","17,700,000","19,600,000","13,800,000","10,300,000","6,900,000","12,900,000","13,800,000","11,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"375,912,000","91,156,000","84,394,000","95,705,000","104,657,000","102,205,000","91,241,000","63,500,000","60,957,000","56,084,000","54,075,000","58,933,000","62,406,000","54,415,000","43,878,000","34,378,000","41,501,000","39,551,000","34,423,000","36,909,000","37,130,000","32,256,000","25,482,000","23,221,000","26,684,000","19,441,000","20,397,000","22,794,000","25,702,000","21,759,000","31,375,000","33,176,000","25,484,000","23,801,000","18,948,000","14,521,000","21,473,000","15,584,000","16,649,000","18,126,000","17,664,000","15,539,000","21,412,000","23,355,000","26,547,000","28,815,000","32,491,000","30,077,000","27,428,000","19,999,000","16,448,000","16,217,000","12,328,000","7,395,000","8,163,000","17,558,000","18,440,000","20,807,000","19,238,000","20,605,000","19,304,000","19,665,000","24,299,000","26,657,000","21,745,000","20,683,000","30,195,000","27,180,000","20,228,000","17,928,000","14,859,000","20,366,000","20,912,000","14,922,000","15,020,000","10,526,000","10,975,000","10,383,000","9,897,000","12,348,000","15,387,000","12,041,000","9,833,000","4,043,000","9,116,000","12,518,000","20,024,000","31,477,000","36,204,000","28,483,000","30,300,000","25,600,000","18,400,000","11,000,000","4,300,000","9,500,000","20,200,000","23,900,000","25,000,000","23,900,000","19,900,000","15,300,000","12,400,000","15,400,000","21,500,000","23,300,000","23,900,000","20,200,000","18,300,000","13,200,000","13,200,000","12,100,000","8,800,000","7,200,000","11,200,000","6,700,000","6,600,000","5,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"252,202,000","62,887,000","61,965,000","62,048,000","65,302,000","65,135,000","66,244,000","61,616,000","60,900,000","65,358,000","64,970,000","64,142,000","68,523,000","71,038,000","85,545,000","27,599,000","27,703,000","29,538,000","29,757,000","26,491,000","25,486,000","24,236,000","22,445,000","22,225,000","23,320,000","21,173,000","21,370,000","20,528,000","21,542,000","23,464,000","24,306,000","23,768,000","24,439,000","27,219,000","25,414,000","26,481,000","25,918,000","28,513,000","22,354,000","20,733,000","19,729,000","19,246,000","20,207,000","20,695,000","20,718,000","21,173,000","21,993,000","21,296,000","18,501,000","18,528,000","17,030,000","17,015,000","16,428,000","17,010,000","17,462,000","18,833,000","19,409,000","18,992,000","17,818,000","19,436,000","18,173,000","19,097,000","19,617,000","21,965,000","15,457,000","16,846,000","18,175,000","17,283,000","15,627,000","13,987,000","15,315,000","14,854,000","13,806,000","13,044,000","13,517,000","11,924,000","11,584,000","12,853,000","13,874,000","14,151,000","14,787,000","13,686,000","12,883,000","5,730,000","14,864,000","15,977,000","15,890,000","18,039,000","17,299,000","14,653,000","13,500,000","15,200,000","12,000,000","10,100,000","10,700,000","9,700,000","12,700,000","12,200,000","11,600,000","11,000,000","9,900,000","8,500,000","7,500,000","7,600,000","9,700,000","10,800,000","9,700,000","9,700,000","10,200,000","7,600,000","7,600,000","7,000,000","5,300,000","4,700,000","8,200,000","3,700,000","3,500,000","3,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"125,580,000","31,246,000","31,123,000","30,377,000","32,834,000","32,739,000","33,584,000","31,336,000","30,949,000","33,352,000","34,532,000","33,690,000","36,428,000","38,286,000","45,828,000","16,511,000","16,652,000","17,763,000","17,871,000","16,882,000","16,020,000","14,460,000","12,346,000","13,591,000","15,015,000","13,370,000","13,164,000","11,923,000","13,811,000","13,835,000","14,124,000","14,089,000","14,259,000","16,047,000","13,632,000","14,845,000","14,200,000","15,053,000","12,377,000","11,597,000","11,041,000","10,876,000","11,168,000","11,871,000","11,434,000","12,090,000","12,252,000","12,497,000","9,489,000","9,879,000","9,088,000","8,731,000","8,655,000","9,045,000","8,960,000","9,693,000","8,968,000","8,991,000","8,780,000","9,861,000","8,732,000","8,815,000","9,105,000","10,698,000","8,731,000","9,069,000","9,793,000","9,668,000","8,517,000","7,307,000","7,368,000","7,666,000","7,230,000","6,860,000","6,864,000","6,347,000","6,028,000","5,915,000","5,503,000","6,015,000","6,400,000","6,115,000","5,280,000","6,472,000","6,706,000","6,514,000","6,408,000","8,062,000","8,125,000","7,139,000","7,200,000","8,400,000","6,200,000","5,100,000","5,500,000","4,200,000","6,200,000","6,200,000","5,700,000","5,700,000","5,200,000","4,800,000","7,100,000","7,100,000","9,300,000","10,400,000","9,300,000","9,000,000","9,800,000","7,200,000","7,200,000","6,700,000","5,100,000","4,500,000","7,900,000","3,200,000","3,300,000","3,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"91,917,000","23,106,000","22,596,000","22,792,000","23,423,000","23,152,000","22,762,000","20,497,000","20,424,000","22,468,000","20,823,000","20,483,000","22,108,000","22,733,000","22,520,000","11,088,000","11,051,000","11,775,000","11,886,000","9,609,000","9,466,000","9,776,000","10,099,000","8,634,000","8,305,000","7,803,000","8,206,000","8,605,000","7,731,000","9,629,000","10,182,000","9,679,000","10,180,000","11,172,000","11,782,000","11,636,000","11,718,000","13,460,000","9,977,000","9,136,000","8,688,000","8,370,000","9,039,000","8,824,000","9,284,000","9,083,000","9,741,000","8,799,000","9,012,000","8,649,000","7,942,000","8,284,000","7,773,000","7,965,000","8,502,000","9,140,000","10,441,000","10,001,000","9,038,000","9,575,000","9,441,000","10,282,000","10,512,000","11,267,000","9,689,000","7,777,000","8,382,000","7,615,000","7,110,000","6,680,000","7,947,000","7,188,000","6,576,000","6,184,000","6,653,000","5,577,000","5,556,000","6,938,000","8,371,000","8,136,000","8,387,000","7,571,000","7,603,000","7,004,000","6,637,000","8,430,000","8,371,000","9,123,000","8,313,000","6,755,000","5,400,000","5,800,000","5,100,000","4,300,000","4,400,000","4,700,000","5,900,000","5,400,000","5,200,000","4,700,000","4,300,000","3,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"34,705,000","8,535,000","8,246,000","8,879,000","9,045,000","9,244,000","9,898,000","9,783,000","9,527,000","9,538,000","9,615,000","9,969,000","9,987,000","10,019,000","14,080,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,521,000","1,033,000","1,111,000","854,000","861,000","759,000","900,000","1,000,000","700,000","700,000","800,000","800,000","600,000","600,000","700,000","600,000","400,000","400,000","400,000","500,000","400,000","400,000","400,000","700,000","400,000","400,000","400,000","300,000","200,000","200,000","300,000","500,000","200,000","200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"34,705,000","8,535,000","8,246,000","8,879,000","9,045,000","9,244,000","9,898,000","9,783,000","9,527,000","9,538,000","9,615,000","9,969,000","9,987,000","10,019,000","14,080,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,521,000","1,033,000","1,111,000","854,000","861,000","759,000","900,000","1,000,000","700,000","700,000","800,000","800,000","600,000","600,000","700,000","600,000","400,000","400,000","400,000","500,000","400,000","400,000","400,000","700,000","400,000","400,000","400,000","300,000","200,000","200,000","300,000","500,000","200,000","200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,"34,705,000","8,535,000","8,246,000","8,879,000","9,045,000","9,244,000","9,898,000","9,783,000","9,527,000","9,538,000","9,615,000","9,969,000","9,987,000","10,019,000","14,080,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
