name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,12/31/2005
TotalAssets,"799,164,000","789,000,000","509,354,000","482,218,000","464,372,000","456,568,000","231,207,000","223,260,000","211,490,000","221,608,000","214,017,000","208,489,000","202,612,000","176,463,000","172,966,000","173,157,000","168,535,000","173,169,000","169,694,000","170,341,000","168,467,000","170,077,000","186,548,000","192,799,000","178,388,000","177,859,000","180,367,000","184,175,000","180,485,000","177,484,000","185,390,000","185,812,000","180,240,000","176,982,000","216,129,000","212,685,000","210,757,000","220,192,000","218,618,000","217,114,000","213,417,000","211,247,000","204,452,000","203,601,000","196,507,000","193,758,000","226,081,000","222,366,000","217,067,000","214,063,000","212,434,000","208,862,000","206,645,000","210,012,000","207,613,000","207,263,000","202,843,000","199,887,000","186,303,000","183,123,000","93,664,000","92,647,000","95,160,000"
	CurrentAssets,"452,005,000","438,111,000","159,310,000","153,402,000","136,034,000","127,763,000","91,769,000","82,811,000","71,283,000","87,431,000","81,096,000","74,478,000","68,265,000","70,118,000","65,990,000","66,392,000","62,203,000","67,608,000","62,213,000","61,777,000","58,170,000","57,937,000","73,174,000","79,121,000","63,646,000","61,793,000","59,554,000","58,944,000","54,690,000","53,471,000","63,528,000","67,578,000","61,717,000","58,000,000","73,905,000","65,863,000","64,082,000","81,493,000","86,608,000","88,071,000","87,226,000","85,811,000","76,794,000","63,651,000","73,127,000","76,562,000","92,648,000","99,917,000","96,337,000","92,331,000","92,609,000","91,794,000","87,654,000","93,825,000","85,759,000","92,428,000","84,585,000","82,108,000","125,283,000","121,442,000","45,160,000","45,662,000","58,574,000"
		CashCashEquivalentsAndShortTermInvestments,"395,153,000","381,699,000","104,468,000","109,122,000","93,925,000","82,700,000","62,472,000","55,413,000","45,166,000","57,499,000","52,140,000","44,405,000","38,851,000","35,173,000","32,447,000","34,275,000","31,039,000","33,616,000","28,017,000","32,522,000","26,609,000","29,473,000","42,166,000","42,769,000","29,109,000","25,429,000","20,514,000","21,307,000","21,419,000","24,755,000","34,553,000","37,705,000","28,506,000","29,813,000","42,150,000","32,478,000","31,957,000","55,019,000","57,303,000","55,034,000","53,079,000","56,470,000","46,449,000","32,291,000","43,671,000","50,134,000","66,687,000","70,484,000","73,782,000","71,380,000","69,403,000","69,483,000","64,062,000","66,993,000","59,309,000","67,717,000","60,404,000","62,001,000","108,670,000","102,793,000","30,504,000","30,830,000","46,879,000"
			CashAndCashEquivalents,"375,133,000","361,623,000","99,383,000","109,038,000","93,841,000","82,616,000","57,408,000","50,390,000","40,279,000","52,487,000","52,140,000","44,405,000","38,851,000","34,673,000","29,447,000","30,269,000","25,422,000","25,966,000","19,253,000","21,440,000","16,619,000","18,485,000","29,817,000","28,654,000","14,963,000","14,783,000","14,894,000","19,163,000","17,664,000","19,275,000","25,752,000","23,610,000","12,435,000","15,412,000","29,272,000","23,553,000","25,388,000","48,409,000","41,702,000","28,368,000","24,682,000","25,786,000","25,301,000","21,817,000","34,579,000","32,584,000","23,810,000","18,523,000","17,491,000","20,884,000","21,884,000","33,408,000","22,948,000","24,130,000","38,212,000","49,369,000","38,297,000","10,693,000","20,769,000","32,483,000","30,504,000","30,830,000","46,879,000"
				CashFinancial,"375,133,000",,"99,383,000","109,038,000","93,841,000",,"57,408,000","50,390,000","40,279,000","52,487,000","52,140,000","44,405,000","38,851,000","19,603,000","16,967,000","18,851,000","15,701,000","18,811,000","15,801,000","21,391,000","12,225,000","14,184,000","25,040,000","5,346,000","14,763,000","14,661,000","13,158,000","17,267,000","17,436,000","18,204,000","22,394,000","21,936,000","12,338,000","13,805,000","13,986,000","8,306,000","7,645,000","15,064,000",,,,,,,,"9,209,000",,"3,248,000","5,512,000","14,613,000",,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,"0","0","0","0","15,070,000","12,480,000","11,418,000","9,721,000","7,155,000","3,452,000","49,000","4,394,000","4,301,000","4,777,000","23,308,000","200,000","122,000","1,736,000","1,896,000","228,000","1,071,000","3,358,000","1,674,000","97,000","1,607,000","15,286,000","15,247,000","17,743,000","33,345,000",,,,,,,,"23,375,000",,"15,275,000","11,979,000","6,271,000",,,,,,,,,,,,,
			OtherShortTermInvestments,"20,020,000","20,076,000","5,085,000","84,000","84,000","84,000","5,064,000","5,023,000","4,887,000","5,012,000","0","0","0","500,000","3,000,000","4,006,000","5,617,000","7,650,000","8,764,000","11,082,000","9,990,000","10,988,000","12,349,000","14,115,000","14,146,000","10,646,000","5,620,000","2,144,000","3,755,000","5,480,000","8,801,000","14,095,000","16,071,000","14,401,000","12,878,000","8,925,000","6,569,000","6,610,000","15,601,000","26,666,000","28,397,000","30,684,000","21,148,000","10,474,000","9,092,000","17,550,000","42,877,000","51,961,000","56,291,000","50,496,000","47,519,000","36,075,000","41,114,000","42,863,000","21,097,000","18,348,000","22,107,000","51,308,000","87,901,000","70,310,000",,,
		Receivables,"51,009,000","51,095,000","45,528,000","39,718,000","37,589,000","40,183,000","24,380,000","25,568,000","23,554,000","27,102,000","24,643,000","27,075,000","25,250,000","30,042,000","27,621,000","28,438,000","26,608,000","29,601,000","29,393,000","24,080,000","24,584,000","22,551,000","25,813,000","30,029,000","26,107,000","26,549,000","29,094,000","28,902,000","26,687,000","23,200,000","23,481,000","23,661,000","25,394,000","22,116,000","25,780,000","27,780,000","25,621,000","24,185,000","25,939,000","28,900,000","29,612,000","26,272,000","27,100,000","28,961,000","25,809,000","24,678,000","23,593,000","26,917,000","18,360,000","15,816,000","15,623,000","14,116,000","13,684,000","17,622,000","17,529,000","17,131,000","17,055,000","15,198,000","12,419,000","13,359,000","10,973,000","12,096,000","8,817,000"
			AccountsReceivable,"51,009,000","51,095,000","45,528,000","39,718,000","37,589,000","40,183,000","24,380,000","25,568,000","23,554,000","27,102,000","24,643,000","27,075,000","25,250,000","30,042,000","27,621,000","28,438,000","26,608,000","29,601,000","29,393,000","24,080,000","24,584,000","22,551,000","25,813,000","30,029,000","26,107,000","26,549,000","29,094,000","28,902,000","26,687,000","23,200,000","23,481,000","23,661,000","25,394,000","22,116,000","25,780,000","27,780,000","25,621,000","24,185,000","25,939,000","28,900,000","29,612,000","26,272,000","27,100,000","28,961,000","25,809,000","24,678,000","23,593,000","26,917,000","18,360,000","15,816,000","15,623,000","14,116,000","13,684,000","17,622,000","17,529,000","17,131,000","17,055,000","15,198,000","12,419,000","13,359,000","10,973,000","12,096,000","8,817,000"
				GrossAccountsReceivable,"53,667,000","53,609,000","47,456,000","41,364,000","39,121,000","41,937,000",,"27,596,000","25,585,000","29,001,000","26,723,000","29,430,000","27,567,000","32,141,000","29,596,000","30,341,000","28,620,000","31,384,000","31,069,000","25,587,000","26,622,000","24,512,000","27,710,000","31,970,000","27,876,000","28,264,000","30,601,000","30,235,000","27,838,000","24,214,000","24,615,000","24,680,000","26,246,000","23,029,000","26,651,000","28,576,000","26,268,000","25,096,000","27,060,000","29,736,000","30,934,000","27,334,000","28,285,000","30,109,000",,,,,,,,,,,,,,,,,,,
