name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
TotalAssets,"898,450,000","954,298,000","542,307,000","445,819,000","326,589,000","222,814,000","205,939,000","267,689,000","167,307,000","160,966,000","128,115,000","122,816,000","105,147,000","127,925,000","122,682,000","118,652,000","118,160,000","151,483,000","138,581,000","112,705,000","95,444,000","129,873,000","99,419,000","105,863,000","102,105,000","110,198,000","135,019,000","161,085,000","193,054,000","216,183,000","258,647,000","284,147,000","236,790,000","198,864,000","195,778,000","202,835,000","241,108,000","242,834,000","261,580,000","295,083,000","322,108,000","320,111,000","301,302,000","324,661,000","350,434,000","357,453,000","365,113,000","304,988,000","158,182,000","122,159,000"
	CurrentAssets,"470,936,000","639,212,000","278,064,000","349,206,000","252,225,000","146,564,000","131,238,000","190,709,000","84,977,000","73,611,000","55,200,000","46,185,000","36,268,000","92,215,000","67,724,000","66,842,000","73,853,000","104,607,000","62,262,000","41,007,000","24,053,000","59,123,000","21,117,000","21,478,000","27,663,000","35,666,000","34,630,000","36,146,000","69,300,000","73,604,000","102,926,000","116,824,000","73,825,000","36,920,000","25,259,000","31,384,000","48,001,000","49,494,000","66,542,000","89,430,000","126,164,000","139,471,000","146,700,000","205,018,000","246,966,000","270,059,000","281,447,000","217,019,000","108,575,000","74,863,000"
		CashCashEquivalentsAndShortTermInvestments,"287,886,000","483,462,000","114,887,000","214,424,000","143,821,000","30,152,000","38,280,000","99,998,000","2,607,000","270,000","1,632,000","940,000","5,153,000","45,353,000","19,045,000","14,180,000","24,084,000","57,059,000","17,608,000","6,634,000","2,485,000","28,524,000","2,295,000","2,507,000","9,270,000","13,512,000","11,898,000","12,116,000","44,948,000","43,422,000","68,603,000","90,207,000","49,113,000","8,296,000","6,336,000","12,915,000","24,855,000","30,689,000","44,429,000","67,119,000","103,477,000","103,592,000","123,794,000","186,970,000","227,176,000","257,933,000","271,000,000","207,545,000","100,741,000","67,210,000"
			CashAndCashEquivalents,"287,886,000","483,462,000","114,887,000","214,424,000","143,821,000","30,152,000","38,280,000","99,998,000","2,607,000","270,000","1,632,000","940,000","5,153,000","45,353,000","19,045,000","14,050,000","24,084,000","57,059,000","15,865,000","5,078,000","1,297,000","27,150,000","582,000","822,000","7,826,000","11,992,000","10,903,000","10,878,000","43,781,000","42,047,000","67,217,000","88,828,000","47,798,000","6,868,000","5,756,000","11,503,000","23,250,000","30,592,000","44,373,000","67,064,000","103,417,000","95,703,000","106,142,000","152,169,000","165,776,000","143,060,000","107,378,000","112,242,000","26,800,000","19,188,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,"130,000",,"0","1,743,000","1,556,000","1,188,000","1,374,000","1,713,000","1,685,000","1,444,000","1,520,000","995,000","1,238,000","1,167,000","1,375,000","1,386,000","1,379,000","1,315,000","1,428,000","580,000","1,412,000","1,605,000","97,000","56,000","55,000","60,000","7,889,000","17,652,000","34,801,000","61,400,000","114,873,000","163,622,000","95,303,000","73,941,000","48,022,000"
		Receivables,"58,676,000","48,156,000","52,339,000","47,061,000","37,036,000","51,400,000","33,047,000","35,050,000","34,615,000","28,754,000","26,601,000","21,288,000","13,258,000","26,004,000","35,620,000","39,497,000","34,977,000","33,621,000","24,922,000","17,389,000","8,538,000","13,977,000","6,358,000","4,657,000","6,903,000","5,180,000","6,466,000","6,029,000","7,966,000","11,553,000","13,725,000","7,502,000","9,101,000","13,343,000","7,957,000","7,268,000","7,541,000","8,013,000","3,807,000","3,461,000","4,707,000","6,936,000","4,982,000","5,967,000","5,417,000","5,215,000","4,361,000","3,082,000","3,821,000","1,372,000"
			AccountsReceivable,"44,679,000","42,741,000","45,761,000","41,616,000","27,427,000","44,956,000","27,784,000","22,123,000","25,195,000","20,190,000","20,764,000","19,501,000","12,302,000","17,352,000","35,564,000","26,814,000","25,730,000","33,621,000","24,922,000","17,389,000","8,538,000","13,977,000","6,358,000","4,657,000","6,903,000","5,180,000","4,381,000","3,417,000","5,362,000","9,142,000","11,091,000","4,726,000","4,064,000","8,218,000","3,811,000","7,268,000","7,541,000","3,846,000","3,807,000","3,461,000","4,707,000","6,936,000","4,982,000","5,967,000","5,417,000","5,215,000","4,361,000","3,082,000","3,821,000","1,372,000"
				GrossAccountsReceivable,"45,644,000","43,686,000","46,700,000","42,559,000","27,581,000","45,093,000","27,886,000","22,225,000","25,240,000","20,235,000","20,901,000","19,639,000","12,440,000","17,994,000","36,206,000","27,456,000","26,372,000","34,263,000","24,280,000","17,913,000","9,039,000","14,478,000","6,859,000","5,546,000","7,966,000","6,148,000","4,860,000","3,896,000","5,841,000","9,621,000","11,570,000","5,205,000","4,543,000","8,697,000","4,292,000","7,749,000","8,022,000","4,327,000","4,288,000","3,942,000","4,952,000","7,181,000",,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-965,000","-945,000","-939,000","-943,000","-154,000","-137,000","-102,000","-102,000","-45,000","-45,000","-137,000","-138,000","-138,000","-642,000","-642,000","-642,000","-642,000","-642,000","642,000","-524,000","-501,000","-501,000","-501,000","-889,000","-1,063,000","-968,000","-479,000","-479,000","-479,000","-479,000","-479,000","-479,000","-479,000","-479,000","-481,000","-481,000","-481,000","-481,000","-481,000","-481,000","-245,000","-245,000",,,,,,,,
			TaxesReceivable,"1,298,000","1,188,000","1,065,000","1,052,000","1,020,000","1,063,000","1,978,000",,"65,000","79,000","3,270,000","1,787,000","956,000","631,000",,,,,,,,,,,,"0","2,085,000","2,612,000","2,604,000","2,411,000","2,634,000","2,776,000","5,037,000","5,125,000","4,146,000",,,"4,167,000",,,,,,,,,,,,
			OtherReceivables,"12,699,000","4,227,000","5,513,000","4,393,000","8,589,000","5,381,000","3,285,000","12,927,000","9,355,000","8,485,000","2,567,000",,,"8,021,000","56,000","12,683,000","9,247,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"82,296,000","75,070,000","72,062,000","54,261,000","47,639,000","42,862,000","37,212,000","33,059,000","31,063,000","27,770,000","15,944,000","13,961,000","8,486,000","9,693,000","6,260,000","6,632,000","4,998,000","5,408,000","6,410,000","5,729,000","7,077,000","6,213,000","7,899,000","9,996,000","7,586,000","10,886,000","11,102,000","11,124,000","11,377,000","14,506,000","16,666,000","14,753,000","11,068,000","10,888,000","7,948,000","4,065,000","6,527,000","6,034,000","8,311,000","8,764,000","8,921,000","9,070,000","8,492,000","6,874,000","8,724,000","4,006,000","3,541,000","2,728,000","1,973,000","2,298,000"
			RawMaterials,"27,764,000","25,733,000","29,368,000","14,495,000","12,185,000","11,800,000","7,136,000","4,487,000","4,566,000","3,255,000","5,753,000","4,389,000","2,451,000","3,901,000","1,129,000","823,000","871,000","819,000","3,236,000","2,937,000","3,038,000","3,159,000","2,664,000","2,865,000","2,532,000","2,204,000","1,928,000","2,263,000","2,282,000","2,665,000","3,792,000","2,468,000","2,323,000","1,796,000","1,527,000","1,143,000","1,435,000","1,574,000","1,805,000","1,576,000","2,163,000","2,191,000","1,312,000","757,000","401,000",,,,,
			WorkInProcess,"6,949,000","6,941,000","6,443,000","9,410,000","8,702,000","10,760,000","12,083,000","8,204,000","7,409,000","7,204,000","2,243,000","1,697,000","238,000","539,000","929,000","1,147,000","173,000","364,000","885,000","1,379,000","1,343,000","1,848,000","1,809,000","1,898,000","210,000","3,583,000","6,470,000","5,978,000","4,010,000","5,269,000","5,561,000","6,536,000","4,707,000","7,292,000","5,218,000","1,374,000","2,907,000","1,771,000","5,105,000","4,103,000","936,000","1,237,000","1,794,000","155,000","91,000",,,,,
			FinishedGoods,"47,583,000","42,396,000","36,251,000","30,356,000","26,752,000","20,302,000","17,993,000","20,368,000","19,088,000","17,311,000","7,948,000","7,875,000","5,797,000","5,253,000","4,202,000","4,662,000","3,954,000","4,225,000","2,289,000","1,413,000","2,696,000","1,206,000","3,426,000","5,233,000","4,844,000","5,099,000","2,704,000","2,883,000","5,085,000","6,572,000","7,313,000","5,749,000","4,038,000","1,800,000","1,203,000","1,548,000","2,185,000","2,689,000","1,401,000","3,085,000","5,822,000","5,642,000","5,386,000","5,962,000","8,232,000",,,,,
		PrepaidAssets,"34,444,000","25,140,000","23,043,000","20,601,000","13,453,000","6,637,000","6,117,000","6,423,000","4,558,000","4,726,000","3,706,000","3,147,000","3,310,000","5,644,000","5,541,000","4,687,000","7,340,000","5,525,000","8,119,000","7,440,000","5,652,000","6,083,000","4,286,000","4,043,000","3,661,000","705,000","367,000","647,000","1,161,000","1,100,000","740,000","996,000","463,000","7,000","10,000","7,136,000","9,078,000","784,000","9,995,000","10,086,000","9,059,000","19,873,000","9,432,000","5,207,000","5,649,000","2,905,000","2,545,000","3,664,000","2,040,000","3,983,000"
		RestrictedCash,"174,000","199,000","286,000","250,000","283,000","309,000","329,000","362,000","399,000","469,000","476,000","493,000","623,000","741,000","1,258,000","1,846,000","2,454,000","2,994,000","4,078,000","3,815,000","301,000","4,326,000","279,000","275,000","243,000","216,000","215,000","594,000","561,000",,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,"0","9,182,000","7,181,000","5,220,000","9,801,000","9,454,000","7,709,000","3,535,000","3,677,000","968,000","1,489,000","1,489,000","489,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"7,460,000","7,185,000","6,265,000","5,428,000","4,773,000","5,403,000","6,799,000","8,108,000","8,200,000","7,945,000","5,873,000","4,867,000","3,949,000","4,291,000",,,,,"1,125,000",,,,,,,"5,167,000","4,582,000","5,636,000","3,287,000","3,023,000","3,192,000","3,366,000","4,080,000","4,386,000","3,008,000",,,"3,974,000","44,429,000","67,119,000",,,,,,,,,,
	TotalNonCurrentAssets,"427,514,000","315,086,000","264,243,000","96,613,000","74,364,000","76,250,000","74,701,000","76,980,000","82,330,000","87,355,000","72,915,000","76,631,000","68,879,000","35,710,000","54,958,000","51,810,000","44,307,000","46,876,000","76,319,000","71,698,000","71,391,000","70,750,000","78,302,000","84,385,000","74,442,000","74,532,000","100,389,000","124,939,000","123,754,000","142,579,000","155,721,000","167,323,000","162,965,000","161,944,000","170,519,000","171,451,000","193,107,000","193,340,000","195,038,000","205,653,000","195,944,000","180,640,000","154,602,000","119,643,000","103,468,000","87,394,000","83,666,000","87,969,000","49,607,000","47,296,000"
		NetPPE,"184,658,000","112,605,000","75,109,000","63,264,000","50,562,000","53,005,000","51,397,000","50,478,000","51,446,000","54,996,000","46,372,000","49,802,000","49,203,000","19,756,000","16,622,000","15,300,000","12,880,000","13,892,000","50,130,000","49,303,000","53,045,000","53,735,000","63,093,000","65,200,000","61,776,000","59,797,000","81,941,000","103,983,000","104,509,000","118,980,000","128,106,000","140,656,000","141,162,000","140,591,000","140,718,000","144,141,000","162,253,000","163,121,000","164,703,000","158,637,000","150,702,000","128,101,000","115,850,000","92,618,000","74,065,000","54,847,000","48,767,000","44,242,000","43,913,000","42,560,000"
			GrossPPE,"279,929,000","198,299,000","159,580,000","147,993,000","131,359,000","133,240,000","135,140,000","133,312,000","133,953,000","138,669,000","125,333,000","129,813,000","128,347,000","98,387,000","121,142,000","119,869,000","120,185,000","119,721,000","145,658,000","141,088,000","143,584,000","140,930,000","147,552,000","147,131,000","139,242,000","132,619,000","159,249,000","175,636,000","172,499,000","186,669,000","194,752,000","204,798,000","200,663,000","195,686,000","198,720,000","198,400,000","210,591,000","206,986,000","205,326,000","195,766,000","180,491,000","154,296,000","139,220,000","113,929,000","92,648,000","71,195,000","63,149,000","56,652,000","54,526,000","51,577,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,"460,000","460,000","460,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,"0","4,834,000","4,630,000","4,834,000","4,699,000","4,718,000","4,772,000","4,303,000","3,922,000","3,855,000","5,411,000","5,233,000","6,321,000","6,835,000","7,606,000","7,380,000","7,148,000","6,829,000","6,789,000","6,470,000","5,888,000",,,,,,,,,,,,
				MachineryFurnitureEquipment,"82,396,000","64,717,000","63,754,000","63,636,000","60,692,000","60,663,000","62,967,000","59,764,000","58,699,000","61,373,000","61,595,000","61,209,000","59,291,000","56,716,000","61,096,000","60,715,000","62,844,000","62,247,000","101,415,000","96,861,000","96,997,000","94,770,000","97,613,000","96,842,000","88,740,000","84,442,000","83,807,000","94,543,000","91,998,000","102,401,000","107,686,000","113,349,000","110,828,000","108,117,000","109,844,000","109,438,000","118,984,000","116,436,000","71,662,000","69,862,000","65,991,000","68,967,000","54,008,000","50,150,000","31,815,000","29,319,000","27,037,000","23,145,000","22,231,000","19,844,000"
				OtherProperties,"59,394,000","39,770,000","18,985,000","18,297,000","18,629,000","20,130,000","21,606,000","23,084,000","24,534,000","26,066,000","21,936,000","25,542,000","27,645,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"269,000",,,
				ConstructionInProgress,"89,656,000","48,032,000","31,646,000","20,336,000","7,238,000","7,250,000","7,369,000","8,985,000","9,100,000","9,752,000","650,000","2,245,000","1,460,000","1,749,000","19,343,000","18,583,000","17,145,000","17,438,000","259,000","367,000","2,465,000","2,216,000","6,430,000","6,708,000","7,542,000","5,736,000","33,082,000","36,815,000","36,453,000","38,815,000","40,933,000","44,635,000","43,308,000","41,387,000","42,933,000","43,055,000","45,807,000","45,372,000","93,825,000","86,104,000","74,796,000","45,318,000","46,032,000","26,840,000","25,424,000","12,431,000","6,382,000","3,870,000","2,703,000","2,158,000"
				Leases,"48,483,000","45,780,000","45,195,000","45,724,000","44,800,000","45,197,000","43,198,000","41,479,000","41,620,000","41,478,000","41,152,000","40,817,000","39,951,000","39,922,000","40,703,000","40,571,000","40,196,000","40,036,000","39,150,000","38,770,000","38,828,000","38,785,000","38,791,000","38,809,000","38,657,000","38,519,000","38,505,000","38,867,000","38,815,000","39,132,000","39,298,000","39,208,000","39,147,000","39,034,000","39,114,000","39,118,000","39,330,000","39,290,000","39,839,000","39,800,000","39,704,000","40,011,000","39,180,000","36,939,000","35,409,000","29,445,000","29,461,000","29,637,000","29,592,000","29,575,000"
			AccumulatedDepreciation,"-95,271,000","-85,694,000","-84,471,000","-84,729,000","-80,797,000","-80,235,000","-83,743,000","-82,834,000","-82,507,000","-83,673,000","-78,961,000","-80,011,000","-79,144,000","-78,631,000","-104,520,000","-104,569,000","-107,305,000","-105,829,000","-95,528,000","-91,785,000","-90,539,000","-87,195,000","-84,459,000","-81,931,000","-77,466,000","-72,822,000","-77,308,000","-71,653,000","-67,990,000","-67,689,000","-66,646,000","-64,142,000","-59,501,000","-55,095,000","-58,002,000","-54,259,000","-48,338,000","-43,865,000","-40,623,000","-37,129,000","-29,789,000","-26,195,000","-23,370,000","-21,311,000","-18,583,000","-16,348,000","-14,382,000","-12,410,000","-10,613,000","-9,017,000"
		GoodwillAndOtherIntangibleAssets,"192,099,000","170,524,000","168,354,000","11,985,000",,,,,,,,,,,"560,000","560,000","560,000","560,000","560,000","560,000","560,000","560,000","560,000","560,000","560,000","560,000","6,085,000","6,085,000","6,085,000","6,085,000","9,120,000","9,120,000","9,120,000","9,120,000","9,120,000","9,120,000","9,120,000","9,152,000","9,248,000","9,345,000","9,441,000","9,538,000",,,,,,,,
			Goodwill,"136,005,000","131,259,000","128,692,000","4,013,000",,,,,,,,,,,"560,000","560,000","560,000","560,000","560,000","560,000","560,000","560,000","560,000","560,000","560,000","560,000","560,000","560,000",,"560,000","560,000","560,000","560,000","560,000","560,000","560,000","560,000",,,,,,,,,,,,,
			OtherIntangibleAssets,"56,094,000","39,265,000","39,662,000","7,972,000",,,,,,,,,,,,,,,,,,,,,,,"5,525,000","5,525,000",,"5,525,000","8,560,000","8,560,000","8,560,000","8,560,000","8,560,000","8,560,000","8,560,000",,,,,,,,,,,,,
		InvestmentsAndAdvances,"19,703,000","9,443,000","2,472,000","2,291,000","3,431,000","2,380,000","4,054,000","4,043,000","4,320,000","4,734,000",,,,,"5,313,000","3,570,000","2,168,000","3,233,000","3,233,000","3,327,000","34,000","34,000","34,000","34,000","34,000","68,000","1,815,000","2,188,000","1,627,000","2,260,000","1,392,000","2,170,000",,,,,,,,,,,,,,,,"7,995,000","0","0"
			LongTermEquityInvestment,"9,654,000","9,443,000","2,472,000","2,291,000","3,431,000","2,380,000","4,054,000","4,043,000","4,320,000","4,734,000",,,,,,,,,,"94,000","34,000","34,000","34,000","34,000","34,000","68,000","1,815,000","2,188,000","1,627,000","2,260,000","1,392,000","2,170,000",,,,,,,,,,,,,,,,,,
				InvestmentsinAssociatesatCost,"9,654,000",,,,,,,,,,,,,,,,,,,"94,000","34,000","34,000","34,000","34,000","34,000","68,000","1,815,000","2,188,000","1,627,000","2,260,000",,,,,,,,,,,,,,,,,,,,
				InvestmentsinJointVenturesatCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,392,000","2,170,000",,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"10,049,000",,,,,,,,,,,,,,"5,313,000","3,570,000","2,168,000","3,233,000","3,233,000","3,233,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				TradingSecurities,"10,049,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"22,572,000","16,740,000","13,005,000","10,850,000","8,680,000","8,641,000","5,127,000","5,725,000","7,929,000","8,879,000","4,069,000","4,303,000","4,167,000","4,208,000","10,820,000","10,804,000","9,166,000","9,385,000","17,561,000","15,443,000","14,894,000","13,723,000","11,955,000","10,940,000","9,532,000","8,887,000","6,814,000","8,411,000","7,412,000","9,747,000","9,935,000","9,064,000","6,860,000","6,599,000","15,609,000",,,"13,597,000",,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,214,000",,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,"0","3,061,000","5,881,000","9,391,000","9,939,000","11,858,000","14,260,000","12,815,000","12,815,000","15,894,000","15,894,000","9,001,000","2,828,000",,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,
		NonCurrentPrepaidAssets,"447,000","129,000","130,000","112,000","126,000","128,000","126,000","277,000","278,000","295,000","293,000","297,000","145,000","2,465,000","11,018,000","10,947,000","10,144,000","9,871,000","2,516,000","909,000","499,000","291,000","292,000","296,000","267,000","243,000","827,000","1,059,000","1,024,000","1,738,000","1,883,000","2,095,000","2,039,000","1,970,000","2,137,000",,,"4,585,000",,,,,,,,,,,,
		OtherNonCurrentAssets,"8,035,000","5,645,000","2,112,000","2,230,000","2,174,000","2,157,000","2,139,000","2,197,000","5,542,000","5,636,000","6,287,000","6,335,000","6,363,000","6,453,000","10,625,000","10,629,000","9,389,000","9,935,000","2,319,000","2,156,000","2,359,000","2,407,000","2,368,000","7,355,000","2,273,000","4,977,000","2,907,000","3,213,000","3,097,000","3,769,000","4,071,000","4,218,000","3,784,000","3,664,000","2,935,000","18,190,000","21,734,000","2,885,000","21,087,000","37,671,000","35,801,000","43,001,000","38,752,000","27,025,000","29,403,000","32,547,000","34,899,000","35,732,000","5,694,000","4,736,000"
TotalLiabilitiesNetMinorityInterest,"1,024,327,000","675,090,000","595,632,000","528,331,000","636,730,000","389,859,000","284,666,000","327,328,000","343,436,000","411,134,000","336,194,000","298,150,000","337,347,000","339,744,000","323,272,000","367,628,000","404,371,000","346,190,000","328,992,000","294,221,000","301,695,000","308,381,000","256,917,000","255,047,000","258,894,000","268,654,000","276,484,000","388,852,000","378,972,000","341,246,000","439,291,000","423,824,000","349,275,000","334,712,000","195,358,000","182,560,000","182,331,000","176,605,000","184,918,000","203,799,000","189,713,000","159,299,000","97,727,000","74,125,000","69,630,000","49,905,000","47,799,000","43,898,000","286,872,000","235,904,000"
	CurrentLiabilities,"266,217,000","269,805,000","460,027,000","94,837,000","147,110,000","163,053,000","103,581,000","129,049,000","192,261,000","161,137,000","159,037,000","189,876,000","235,704,000","211,736,000","154,265,000","158,606,000","110,565,000","107,146,000","68,010,000","62,816,000","101,606,000","109,868,000","131,731,000","129,732,000","94,788,000","76,813,000","58,768,000","54,811,000","51,649,000","39,998,000","43,555,000","42,441,000","40,367,000","37,302,000","47,016,000","45,244,000","54,102,000","45,826,000","47,959,000","96,295,000","92,556,000","92,266,000","62,890,000","48,484,000","43,086,000","27,241,000","25,184,000","19,101,000","22,581,000","23,801,000"
		PayablesAndAccruedExpenses,"149,415,000","134,219,000","136,934,000","69,904,000","69,969,000","65,596,000","52,205,000","47,392,000","78,162,000","76,739,000","58,396,000","52,577,000","58,030,000","47,321,000","31,720,000","32,310,000","35,142,000","39,103,000","39,597,000","34,630,000","38,909,000","37,362,000","40,934,000","33,151,000","27,243,000","26,317,000","25,494,000","19,366,000","17,022,000","14,695,000","17,626,000","18,454,000","15,147,000","20,132,000","25,094,000","20,288,000","23,018,000","25,549,000","34,004,000","38,060,000","47,786,000","46,077,000","37,081,000","36,143,000","38,022,000","21,911,000","20,979,000","14,466,000","11,432,000","12,154,000"
