name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
OtherIncomeExpense,"-19,629,000","-6,164,000","-7,920,000","-627,000","-4,918,000","23,043,000","4,702,000","18,233,000","12,515,000","-3,079,000","258,000","-1,427,000","12,661,000","-627,000","1,862,000","-1,052,000"
	GainOnSaleOfSecurity,"-19,629,000","-6,164,000","-7,920,000","-627,000","-4,918,000","24,824,000","4,750,000","18,233,000","8,359,000","-3,079,000","-685,000","-1,427,000","12,661,000","-627,000","1,862,000","-1,052,000"
	EarningsFromEquityInterest,"0","0","0","0","0","-1,781,000","-48,000","0","4,156,000","-3,079,000","258,000","-1,427,000","0","-627,000","1,862,000","-1,052,000"
PretaxIncome,"-134,838,000","-34,479,000","-30,441,000","-35,015,000","-34,903,000","-449,000","-11,361,000","3,251,000","-4,002,000","-14,180,000","-7,174,000","-12,218,000","-778,000","-5,802,000","-6,594,000","-11,150,000"
TaxProvision,"309,000","-28,000","274,000","-4,000","67,000","74,000","225,000","-35,000","64,000","91,000","-29,000","-257,000","-51,000","46,000","-220,000","143,000"
NetIncomeCommonStockholders,"-134,804,000","-34,440,000","-30,713,000","-35,007,000","-34,644,000","-29,000","-11,139,000","3,852,000","-3,350,000","-13,826,000","-6,769,000","-11,508,000","-500,000","-5,794,000","-6,374,000","-11,293,000"
	NetIncome,"-134,804,000","-34,440,000","-30,713,000","-35,007,000","-34,644,000","-29,000","-11,139,000","3,852,000","-3,350,000","-13,826,000","-6,769,000","-11,508,000","-500,000","-5,794,000","-6,374,000","-11,293,000"
		NetIncomeIncludingNoncontrollingInterests,"-135,147,000","-34,451,000","-30,715,000","-35,011,000","-34,970,000","-523,000","-11,586,000","3,286,000","-4,066,000","-14,271,000","-7,145,000","-11,961,000","-727,000","-5,848,000","-6,374,000","-11,293,000"
			NetIncomeContinuousOperations,"-135,147,000","-34,451,000","-30,715,000","-35,011,000","-34,970,000","-523,000","-11,586,000","3,286,000","-4,066,000","-14,271,000","-7,145,000","-11,961,000","-727,000","-5,848,000","-6,374,000","-11,293,000"
		MinorityInterests,"343,000","11,000","2,000","4,000","326,000","494,000","447,000","566,000","716,000","445,000","376,000","453,000","227,000","54,000",,"0"
DilutedNIAvailtoComStockholders,"-134,804,000","-34,440,000","-30,713,000","-35,007,000","-34,644,000","-29,000","-11,139,000","3,852,000","-3,350,000","-13,826,000","-6,769,000","-11,508,000","-500,000","-5,794,000","-6,374,000","-11,293,000"
BasicEPS,,"-0.48",,"-0.49","-0.49","-0",,"0.06","-0.05","-0.34",,"-0.237","-0.01","-0.12",,"-0.233"
DilutedEPS,,"-0.48",,"-0.49","-0.49","-0",,"0.05","-0.05","-0.34",,"-0.237","-0.01","-0.12",,"-0.233"
BasicAverageShares,,"71,050,432",,"70,784,184","70,582,062","70,071,625",,"66,339,570","63,296,366","40,666,970",,"48,465,649","48,465,649","48,465,649",,"48,465,649"
DilutedAverageShares,,"71,050,432",,"70,784,184","70,582,062","70,071,625",,"72,693,173","63,296,366","40,666,970",,"48,465,649","48,465,649","48,465,649",,"48,465,649"
TotalOperatingIncomeAsReported,"-116,174,000","-28,643,000","-22,515,000","-34,674,000","-30,342,000","-23,912,000","-16,584,000","-15,445,000","-17,087,000","-11,800,000","-7,847,000","-11,292,000","-13,963,000","-5,613,000","-8,674,000","-10,133,000"
TotalExpenses,"270,641,000","77,306,000","68,685,000","64,524,000","60,126,000","56,039,000","49,616,000","41,242,000","40,179,000","37,974,000","33,679,000","31,252,000","32,973,000","26,354,000","26,151,000","23,126,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-134,804,000","-34,440,000","-30,713,000","-35,007,000","-34,644,000","-29,000","-11,139,000","3,852,000","-3,350,000","-13,826,000","-6,769,000","-11,508,000","-500,000","-5,794,000","-6,374,000","-11,293,000"
NormalizedIncome,"-123,026,600","-28,281,005.714","-24,931,400","-34,380,071.626","-31,053,860","-18,150,520","-14,606,500","-9,458,090","-9,452,070","-11,578,330","-6,086,769.027","-10,111,016.287","-12,331,037.275","-5,336,290","-8,173,876.858","-10,525,040"
InterestIncome,"965,000","328,000","-6,000","286,000","357,000","420,000","521,000","463,000","570,000","699,000","415,000","501,000","524,000","438,000","218,000","35,000"
NetInterestIncome,"965,000","328,000","-6,000","286,000","357,000","420,000","521,000","463,000","570,000","699,000","415,000","501,000","524,000","438,000","218,000","35,000"
EBIT,"-116,174,000","-28,643,000","-22,515,000","-34,674,000","-30,342,000","-23,912,000","-16,584,000","-15,445,000","-17,087,000","-11,800,000","-7,847,000","-11,292,000","-13,963,000","-5,613,000","-8,674,000","-10,133,000"
EBITDA,"-113,245,000"
ReconciledCostOfRevenue,"77,028,000","20,680,000","19,809,000","18,735,000","17,804,000","15,963,000","14,040,000","10,525,000","9,509,000","10,549,000","10,305,000","9,249,000","9,159,000","7,737,000","7,165,000","5,948,000"
ReconciledDepreciation,"2,929,000","969,000","652,000","581,000","727,000","887,000","1,010,000","890,000","881,000","877,000","908,000","939,000","916,000","877,000","875,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"-134,804,000","-34,440,000","-30,713,000","-35,007,000","-34,644,000","-29,000","-11,139,000","3,852,000","-3,350,000","-13,826,000","-6,769,000","-11,508,000","-500,000","-5,794,000","-6,374,000","-11,293,000"
TotalUnusualItemsExcludingGoodwill,"-19,629,000","-6,164,000","-7,920,000","-627,000","-4,918,000","24,824,000","4,750,000","18,233,000","8,359,000","-3,079,000","-685,000","-1,427,000","12,661,000","-627,000","1,862,000","-1,052,000"
TotalUnusualItems,"-19,629,000","-6,164,000","-7,920,000","-627,000","-4,918,000","24,824,000","4,750,000","18,233,000","8,359,000","-3,079,000","-685,000","-1,427,000","12,661,000","-627,000","1,862,000","-1,052,000"
NormalizedEBITDA,"-93,616,000","-21,510,000","-13,943,000","-33,466,000","-24,697,000","-47,849,000","-20,324,000","-32,788,000","-24,565,000","-7,844,000","-6,254,000","-8,926,000","-25,708,000","-4,109,000","-9,661,000","-9,081,000"
TaxRateForCalcs,"0.4","0.001","0.27","0","0.27","0.27","0.27","0.27","0.27","0.27","0.004","0.021","0.066","0.27","0.033","0.27"
TaxEffectOfUnusualItems,"-7,851,600","-5,005.714","-2,138,400","-71.626","-1,327,860","6,702,480","1,282,500","4,922,910","2,256,930","-831,330","-2,769.027","-30,016.287","829,962.725","-169,290","62,123.142","-284,040"
