name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008
OperatingCashFlow,"11,870,000","-1,602,000","6,232,000","-4,247,000","11,487,000","54,000","6,520,000","10,644,000","5,578,000","-5,872,000","4,765,000","500,000","5,954,000","-5,951,000","-2,184,000","11,419,000","4,663,000","-6,333,000","5,067,000","3,812,000","-1,160,000","-4,824,000","2,638,000","1,478,000","1,109,000","-260,000","76,756,000","249,000","-6,966,000","-984,000","-2,072,000","-1,450,000","5,742,000","-5,935,000","-646,000","5,338,000","1,250,000","-3,854,000","-2,446,000","-125,000","1,879,000","-3,740,000","-3,756,000","779,000","-2,077,000","-3,202,000","-2,168,000","5,369,000","2,984,000","-4,487,000","7,758,000","-3,379,000","3,205,000","5,233,000","172,000","1,507,000","36,000","-351,000"
	CashFlowFromContinuingOperatingActivities,"11,870,000","-1,602,000","6,232,000","-4,247,000","11,487,000","54,000","6,520,000","10,644,000","5,578,000","-5,872,000","4,765,000","500,000","5,954,000","-5,951,000","-2,184,000","11,419,000","4,663,000","-6,333,000","5,067,000","3,812,000","-1,160,000","-4,824,000","2,638,000","1,478,000","1,109,000","-260,000","76,756,000","249,000","-6,966,000","-984,000","-2,072,000","-1,450,000","5,742,000","-5,935,000","-646,000","5,338,000","1,250,000","-3,854,000","-2,446,000","-125,000","1,879,000","-3,740,000","-3,756,000","779,000","-2,077,000","-3,202,000","-2,168,000","5,369,000","2,984,000","-4,487,000","7,758,000","-3,379,000","3,205,000","5,233,000","172,000","1,507,000","36,000","-351,000"
		NetIncomeFromContinuingOperations,"15,297,000","7,894,000","5,263,000","1,071,000","1,069,000","6,866,000","3,453,000","5,387,000","16,926,000","621,000","-609,000","5,149,000","3,719,000","2,654,000","2,418,000","4,658,000","15,743,000","-726,000","11,625,000","1,706,000","-548,000","-433,000","3,123,000","-579,000","456,000","-1,966,000","312,000","-340,000","-3,327,000","-8,283,000","-4,905,000","-5,506,000","-4,611,000","-3,683,000","6,727,000","-3,866,000","-1,457,000","-4,510,000",,,,,,,,"-1,758,000","496,000","-3,850,000","-322,000","68,000","1,653,000","550,000","-71,000","1,554,000","5,264,000","623,000","1,829,000","947,000"
		OperatingGainsLosses,,,,,,,,,,,"-2,000","75,000","335,000","-56,000","340,000","87,000","-163,000","134,000","75,000","53,000","31,000","-15,000","-52,000","13,000","3,000","82,000","-50,000","88,000","-103,000","124,000","-63,000","-51,000","31,000","10,000","30,000","-36,000","27,000","23,000","41,000","-4,000","58,000","-51,000","270,000","226,000","-40,000","-111,000",,,,,,,"-129,000","-337,000","756,000","203,000","33,000","-619,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,"12,000","50,000","327,000","0","350,000","36,000","1,000","21,000",,,,,,,,,,,,,"38,000","0","0","0","52,000","0","6,000","13,000","49,000","0","0","0","30,000","-2,000","0","77,000",,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,"-9,000","30,000","8,000","-56,000","-10,000","51,000","-164,000","113,000","75,000","53,000","31,000","-15,000","-52,000","13,000","-1,000","53,000","-53,000","33,000","-103,000","124,000","-101,000","-51,000","31,000","10,000","-22,000","-36,000","21,000","10,000","-8,000","-4,000","58,000","-51,000",,,"-40,000","-188,000",,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,"-5,000",,,,,,,,,,,,"0","0","4,000","29,000","3,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"5,980,000","1,388,000","1,798,000","1,408,000","1,386,000","1,347,000","1,336,000","1,212,000","1,493,000","1,258,000","955,000","1,488,000","1,052,000","900,000","971,000","858,000","916,000","1,124,000","962,000","884,000","939,000","881,000","909,000","920,000","919,000","932,000","941,000","938,000","980,000","979,000","1,003,000","1,027,000","1,015,000","983,000","996,000","972,000","918,000","911,000","857,000","969,000","976,000","1,000,000","1,183,000","1,201,000","1,203,000","1,204,000","1,419,000","1,519,000","1,140,000","1,126,000","557,000","234,000","214,000","178,000","144,000","140,000","117,000","121,000"
			DepreciationAndAmortization,"5,980,000","1,388,000","1,798,000","1,408,000","1,386,000","1,347,000","1,336,000","1,212,000","1,493,000","1,258,000","955,000","1,488,000","1,052,000","900,000","971,000","858,000","916,000","1,124,000","962,000","884,000","939,000","881,000","909,000","920,000","919,000","932,000","941,000","938,000","980,000","979,000","1,003,000","1,027,000","1,015,000","983,000","996,000","972,000","918,000","911,000","857,000","969,000","976,000","1,000,000","1,183,000","1,201,000","1,203,000","1,204,000","1,419,000","1,519,000","1,140,000","1,126,000","557,000","234,000","214,000","178,000","144,000","140,000","117,000","121,000"
		DeferredTax,"629,000","351,000","672,000","378,000","-772,000","-669,000","424,000","777,000","4,701,000","-35,000","223,000","-87,000","736,000","549,000","-235,000","1,362,000","-11,136,000","-376,000","-8,621,000","-11,000","-140,000","-93,000","-189,000","-71,000","8,000","-207,000","-498,000","41,000","66,000","65,000","104,000","58,000","55,000","56,000","60,000","56,000","55,000","56,000","-12,000","44,000",,,"-10,000",,,,,,,,,,,,,,,
			DeferredIncomeTax,"629,000","351,000","672,000","378,000","-772,000","-669,000","424,000","777,000","4,701,000","-35,000","223,000","-87,000","736,000","549,000","-235,000","1,362,000","-11,136,000","-376,000","-8,621,000","-11,000","-140,000","-93,000","-189,000","-71,000","8,000","-207,000","-498,000","41,000","66,000","65,000","104,000","58,000","55,000","56,000","60,000","56,000","55,000","56,000","-12,000","44,000",,,"-10,000",,,,,,,,,,,,,,,
		AmortizationOfSecurities,"787,000","288,000","230,000","201,000","68,000","71,000","79,000","96,000","-5,000","220,000","102,000","-7,000","-4,000","-26,000","-18,000","113,000","177,000","90,000","81,000","149,000","117,000","113,000","80,000","60,000","31,000","3,000","8,000","24,000","51,000","79,000","105,000","109,000","114,000","125,000","130,000","108,000","82,000","89,000","105,000","115,000","133,000","154,000","119,000","0","0","0","0","20,000","428,000","422,000",,,,,,,,
		AssetImpairmentCharge,,,"0","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"777,000","164,000",,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,"87,000","143,000","75,000","98,000","-6,000","77,000","125,000","118,000","113,000","86,000","407,000","56,000","140,000","60,000","42,000","59,000","82,000","90,000","108,000","4,000","68,000","105,000","51,000","23,000","75,000","206,000","99,000","75,000","-230,000","153,000","135,000","137,000","676,000","-355,000","255,000","31,000","199,000","-41,000","55,000","-10,000",,,,"-28,000",,,,"4,000",,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","4,000","29,000","3,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"6,020,000","1,880,000","1,479,000","1,233,000","1,428,000","1,913,000","1,115,000","1,077,000","1,092,000","1,503,000","1,251,000","1,354,000","1,393,000","1,678,000","1,014,000","1,042,000","942,000","2,242,000","951,000","1,016,000","1,007,000","1,113,000","623,000","775,000","677,000","1,188,000","510,000","496,000","1,913,000","1,140,000","476,000","413,000","634,000","581,000","460,000","530,000","500,000","687,000","518,000","589,000","725,000","783,000","524,000","706,000","707,000","607,000","746,000","720,000","711,000","597,000","594,000","904,000","716,000","195,000",,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"-7,000","2,000","4,000","0","15,000","0",,,,,,,,,,
		OtherNonCashItems,"1,024,000","57,000","794,000","12,000","161,000","-12,000",,,"8,000","47,000","-34,000","-117,000","-43,000","22,000","56,000","26,000","-22,000","-43,000","417,000","-277,000","-312,000","-23,000","-265,000","-259,000","-172,000","-65,000","-352,000","-435,000","-2,011,000","418,000","513,000","143,000","-25,000","-85,000","-159,000","251,000","-25,000","-49,000","7,006,000","-5,787,000","4,738,000","-4,674,000","19,663,000","-11,076,000","-5,052,000","271,000","-1,783,000","54,000","192,000","185,000","546,000","-735,000","280,000","100,000","389,000","353,000","-493,000","308,000"
		ChangeInWorkingCapital,"-17,867,000","-13,460,000","-4,004,000","-8,550,000","8,147,000","-9,462,000","34,000","2,007,000","-21,044,000","-9,584,000","2,885,000","-7,432,000","-1,359,000","-11,790,000","-6,843,000","3,187,000","-2,201,000","-8,834,000","-563,000","232,000","-2,296,000","-6,426,000","-1,673,000","529,000","-921,000","-231,000","75,817,000","-668,000","-4,586,000","4,471,000","620,000","2,151,000","8,430,000","-3,997,000","-8,660,000","7,170,000","1,015,000","-1,198,000","-4,160,000","-104,000","-959,000","-983,000","746,000","6,915,000","-712,000","-3,405,000","-3,286,000","6,906,000","838,000","-6,857,000","4,732,000","-4,798,000","2,199,000","3,539,000","-5,707,000","188,000","-1,450,000","-1,108,000"
			ChangeInReceivables,"-8,977,000","-6,341,000","-8,042,000","-4,931,000","10,337,000","-4,788,000","-1,217,000","1,212,000","1,049,000","-1,146,000","8,336,000","-4,785,000","1,346,000","-4,185,000","-3,284,000","6,378,000","-14,000","1,033,000","-1,960,000","-302,000","-1,894,000","-1,001,000","-4,235,000","447,000","-571,000","3,985,000","-4,190,000","-213,000","-2,306,000","5,838,000","-7,749,000","5,628,000","8,361,000","2,644,000","-14,510,000","5,497,000","2,562,000","3,658,000","-6,574,000","-2,039,000","-3,330,000","334,000","-1,833,000","6,426,000","856,000","-1,326,000","-3,979,000","10,354,000","3,432,000","-3,462,000","-799,000","-3,190,000","4,818,000","9,462,000","-10,697,000","596,000","261,000","-469,000"
				ChangesInAccountReceivables,"-10,260,000","-6,042,000","-7,549,000","-5,467,000","8,798,000","-4,605,000","-764,000","1,761,000","1,003,000","-902,000","7,938,000","-5,631,000","2,176,000","-7,162,000","-2,546,000","3,630,000","1,130,000","-297,000","-575,000","412,000","-3,169,000","2,571,000","-3,574,000","-3,000","-571,000","3,904,000","-3,553,000","-662,000","-2,052,000","5,524,000","-6,933,000","5,211,000","7,776,000","-2,052,000","-8,911,000","4,240,000","1,203,000","1,426,000","-3,105,000","-870,000","-2,976,000","172,000","-2,895,000","4,445,000","67,000","1,325,000","-3,566,000","8,778,000","738,000","-2,844,000","-1,804,000","-1,637,000","3,033,000","9,369,000",,,,
			ChangeInInventory,"-11,703,000","-3,123,000","108,000","-5,253,000","-3,435,000","-186,000","-1,116,000","-766,000","952,000","-692,000","-1,371,000","-1,160,000","-507,000","-218,000","-978,000","13,000","917,000","-1,824,000","253,000","198,000","-1,356,000","-345,000","1,448,000","450,000","623,000","-234,000","2,514,000","957,000","-400,000","-1,120,000","1,915,000","-801,000","-1,322,000","-3,361,000","3,789,000","-1,653,000","-773,000","-1,480,000","549,000","483,000","1,308,000","-508,000","1,158,000","-225,000","-122,000","139,000","2,299,000","60,000","-7,000","-2,858,000","3,959,000","677,000","-1,092,000","-1,661,000","1,289,000","-2,695,000","-698,000","-1,624,000"
			ChangeInPrepaidAssets,"-688,000","-721,000","1,411,000","-1,050,000","-328,000","281,000","120,000","573,000","150,000","-428,000","-646,000","-643,000","1,166,000","-140,000","-237,000","10,032,000","-10,350,000","-127,000","311,000","172,000","31,000","-553,000","196,000","-214,000","1,000","-385,000","558,000","-481,000","85,000","154,000","791,000","-832,000","899,000","-1,112,000","294,000","2,892,000","162,000","-121,000","287,000","-234,000","69,000","570,000","-236,000","1,834,000","-1,917,000","-164,000","-172,000","-751,000","-1,199,000","-534,000","771,000","108,000","-917,000","-471,000","2,076,000","709,000","-1,096,000","-2,313,000"
			ChangeInPayablesAndAccruedExpense,"2,609,000","-1,993,000","634,000","2,369,000","1,599,000","-4,361,000","1,864,000","819,000","1,042,000","-3,766,000","382,000","1,553,000","444,000","-3,325,000","1,472,000","-9,085,000","10,541,000","-5,562,000","2,669,000","1,026,000","2,177,000","-2,974,000","2,445,000","1,394,000","-824,000","-2,102,000","3,083,000","-666,000","-2,105,000","-975,000","4,673,000","-370,000","354,000","-2,183,000","1,800,000","591,000","-1,040,000","-2,921,000","2,567,000","1,162,000","922,000","-1,981,000","1,296,000","-1,332,000","829,000","-460,000","1,000","-2,675,000","1,000","-912,000","1,168,000","-1,117,000","-554,000","-2,490,000","180,000","256,000","-782,000","919,000"
				ChangeInPayable,"3,642,000","4,618,000","-2,894,000","1,502,000","416,000","821,000","-861,000","-632,000","540,000","748,000","-282,000","-125,000","33,000","28,000","115,000","-283,000","-1,083,000","-1,470,000","577,000","569,000","1,200,000","188,000","-412,000","324,000","-981,000","723,000","189,000","-697,000","336,000","217,000","553,000","-557,000","159,000","455,000","-149,000","36,000","-658,000","-113,000","529,000","191,000","-82,000","-36,000","-23,000","-166,000","477,000","-169,000","-248,000","-1,219,000","-25,000","1,017,000","320,000","-1,484,000","57,000","-1,922,000",,,,
					ChangeInTaxPayable,"-17,000",,,,,,,,"0","3,000","-3,000","-17,000","37,000","10,000","191,000","-61,000","-574,000","-3,000","290,000","62,000","65,000","-1,000","-121,000","46,000","93,000","-4,000","7,000","-14,000","2,000","2,000","-11,000","-11,000","-3,000","7,000","-1,000","-27,000","6,000","4,000","6,000","3,000","2,000","8,000","0","-2,000","8,000","5,000","-55,000","-12,000","7,000","-275,000","184,000","-64,000","30,000","-1,463,000",,,,
						ChangeInIncomeTaxPayable,"-17,000",,,,,,,,"0","3,000","-3,000","-17,000","37,000","10,000","191,000","-61,000","-574,000","-3,000","290,000","62,000","65,000","-1,000","-121,000","46,000","93,000","-4,000","7,000","-14,000","2,000","2,000","-11,000","-11,000","-3,000","7,000","-1,000","-27,000","6,000","4,000","6,000","3,000","2,000","8,000","0","-2,000","8,000","5,000","-55,000","-12,000","7,000","-275,000","184,000","-64,000","30,000","-1,463,000",,,,
					ChangeInAccountPayable,"3,642,000","4,618,000","-2,894,000","1,502,000","416,000","821,000","-861,000","-629,000","540,000","745,000","-279,000","-108,000","-4,000","18,000","-76,000","-222,000","-509,000","-1,467,000","287,000","507,000","1,135,000","189,000","-291,000","278,000","-1,074,000","727,000","182,000","-683,000","334,000","215,000","564,000","-546,000","162,000","448,000","-148,000","63,000","-664,000","-117,000","523,000","188,000","-84,000","-44,000","-23,000","-164,000","469,000","-174,000","-193,000","-1,207,000","-32,000","1,292,000","136,000","-1,420,000","27,000","-459,000",,,,
				ChangeInAccruedExpense,"-1,033,000","-6,611,000","3,528,000","867,000","1,183,000","-5,182,000","2,725,000","1,451,000","502,000","-4,514,000","664,000","1,678,000","411,000","-3,353,000","1,357,000","-8,802,000","11,624,000","-4,092,000","2,092,000","457,000","977,000","-3,162,000","2,857,000","1,070,000","157,000","-2,825,000","2,894,000","31,000","-2,441,000","-1,192,000","4,120,000","187,000","195,000","-2,638,000","1,949,000","555,000","-382,000","-2,808,000","2,038,000","971,000","1,004,000","-1,945,000","1,319,000","-1,166,000","352,000","-291,000","249,000","-1,456,000","26,000","-1,929,000","848,000","367,000","-611,000","-568,000",,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,"-1,144,000","1,330,000","-545,000","-592,000","-490,000","-1,546,000","-1,385,000",,,,,,,,,,,,,,,,,,,,,,,,,"51,000","0","-1,000",,,,,,,,
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,"-3,295,000","-2,354,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,594,000","-1,518,000","-133,000",,,,"-1,094,000",,,"1,445,000","1,322,000","865,000","2,379,000"
			ChangeInOtherWorkingCapital,"892,000","-1,282,000","1,885,000","315,000","-26,000","-408,000","383,000","169,000","-24,237,000","-3,552,000","-3,816,000","-2,397,000","-3,808,000","-3,922,000","-3,816,000","-4,151,000","-3,295,000","-2,354,000","-1,836,000","-862,000","-1,254,000","-1,553,000","-1,527,000","-1,548,000","-150,000","-1,495,000","73,852,000","-265,000","140,000","574,000","-534,000","50,000","138,000","15,000","-33,000","-157,000","104,000","-334,000","-989,000","524,000","72,000","602,000","361,000","212,000","-1,952,000","0",,,,"910,000","-2,779,000",,,"-1,301,000",,,,
InvestingCashFlow,"-46,583,000","-20,932,000","6,984,000","-27,930,000","-4,705,000","5,088,000","4,434,000","6,378,000","23,854,000","11,934,000","-8,702,000","5,062,000","-2,076,000","-1,165,000","-10,009,000","3,865,000","-15,077,000","11,062,000","1,729,000","-17,812,000","-20,589,000","-701,000","-24,879,000","4,000","-15,344,000","-487,000","874,000","2,916,000","4,648,000","5,580,000","1,379,000","3,386,000","-1,241,000","2,974,000","-900,000","-1,085,000","-3,328,000","461,000","757,000","-411,000","4,452,000","1,865,000","-23,100,000","-5,677,000","-77,000","582,000","653,000","-590,000","-1,531,000","-4,077,000","-21,991,000","-1,488,000","1,297,000","-9,712,000","-560,000","-90,000","-230,000","1,530,000"
	CashFlowFromContinuingInvestingActivities,"-46,583,000","-20,932,000","6,984,000","-27,930,000","-4,705,000","5,088,000","4,434,000","6,378,000","23,854,000","11,934,000","-8,702,000","5,062,000","-2,076,000","-1,165,000","-10,009,000","3,865,000","-15,077,000","11,062,000","1,729,000","-17,812,000","-20,589,000","-701,000","-24,879,000","4,000","-15,344,000","-487,000","874,000","2,916,000","4,648,000","5,580,000","1,379,000","3,386,000","-1,241,000","2,974,000","-900,000","-1,085,000","-3,328,000","461,000","757,000","-411,000","4,452,000","1,865,000","-23,100,000","-5,677,000","-77,000","582,000","653,000","-590,000","-1,531,000","-4,077,000","-21,991,000","-1,488,000","1,297,000","-9,712,000","-560,000","-90,000","-230,000","1,530,000"
