name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017
OperatingCashFlow,"170,459,000","40,258,000","36,147,000","37,947,000","56,107,000","26,931,000","104,077,000","100,927,000","105,719,000","78,371,000","83,061,000","75,194,000","78,289,000","63,363,000","88,060,000","59,966,000","70,762,000","35,354,000","96,794,000","40,226,000"
	CashFlowFromContinuingOperatingActivities,"142,385,000","40,258,000","36,147,000","-1,093,000","56,107,000","26,931,000","104,077,000","100,927,000","105,719,000","78,371,000","83,061,000","75,194,000","78,289,000","63,363,000","88,060,000","59,966,000","70,762,000","35,354,000","96,794,000","40,226,000"
		NetIncomeFromContinuingOperations,"-47,349,000","-4,659,000","-21,885,000","-23,801,000","-11,624,000","-7,160,000","132,713,000","12,502,000","12,845,000","415,000","13,223,000","4,393,000","-2,119,000","3,145,000","-14,743,000","-398,000","-27,015,000","-59,910,000","-39,761,000","1,637,000"
		OperatingGainsLosses,"263,000","280,000","25,000","-830,000","367,000","-1,041,000","636,000","370,000","656,000","983,000","-6,000","-807,000","1,208,000","-1,308,000","20,210,000","202,000","26,088,000","47,047,000","-5,227,000","-14,655,000"
			NetForeignCurrencyExchangeGainLoss,"263,000","280,000","25,000","-830,000","367,000","-1,041,000","636,000","370,000","656,000","983,000","-6,000","-807,000","1,208,000","-1,308,000","663,000","202,000","26,088,000","-13,543,000","-5,227,000","-14,655,000"
		DepreciationAmortizationDepletion,"205,708,000","33,928,000","56,773,000","38,065,000","65,612,000","69,685,000","72,331,000","69,510,000","68,247,000","67,768,000","66,557,000","66,647,000","65,577,000","64,463,000","64,459,000","64,289,000","64,399,000","65,215,000","63,790,000","63,825,000"
			DepreciationAndAmortization,"205,708,000","33,928,000","56,773,000","38,065,000","65,612,000","69,685,000","72,331,000","69,510,000","68,247,000","67,768,000","66,557,000","66,647,000","65,577,000","64,463,000","64,459,000","64,289,000","64,399,000","65,215,000","63,790,000","63,825,000"
		DeferredTax,"-46,985,000","-6,392,000","-14,290,000","-8,750,000","-8,542,000","-8,985,000","-152,267,000","-9,989,000","-7,288,000","-8,744,000","-9,943,000","-9,340,000","-9,069,000","-11,283,000","-8,016,000","-1,009,000","-14,540,000","1,464,000","-81,746,000","-6,411,000"
			DeferredIncomeTax,"-46,985,000","-6,392,000","-14,290,000","-8,750,000","-8,542,000","-8,985,000","-152,267,000","-9,989,000","-7,288,000","-8,744,000","-9,943,000","-9,340,000","-9,069,000","-11,283,000","-8,016,000","-1,009,000","-14,540,000","1,464,000","-81,746,000","-6,411,000"
		ProvisionandWriteOffofAssets,"-93,000","297,000","-207,000","-665,000","199,000","696,000","37,000","-327,000","-54,000","3,014,000","30,000","543,000","437,000","514,000","507,000","826,000","730,000","435,000","349,000","293,000"
		StockBasedCompensation,"60,238,000","15,269,000","15,291,000","9,950,000","16,459,000","17,063,000","28,256,000","21,739,000","12,977,000","11,268,000","10,478,000","8,832,000","7,367,000","7,718,000","5,501,000","160,000","131,000","41,000","31,000","21,000"
		OtherNonCashItems,"7,445,000","2,469,000","1,929,000","2,021,000","1,024,000","4,507,000","4,022,000","2,389,000","1,572,000","2,098,000","2,796,000","2,796,000","2,578,000","1,599,000","4,395,000","2,683,000","3,302,000","4,738,000","-2,573,000","6,177,000"
		ChangeInWorkingCapital,"-36,842,000","-934,000","-1,489,000","-17,083,000","-7,388,000","-47,834,000","18,349,000","4,733,000","16,764,000","1,569,000","-74,000","2,130,000","12,310,000","-1,485,000","15,747,000","-6,787,000","17,667,000","-23,676,000","161,931,000","-10,661,000"
			ChangeInReceivables,"-9,754,000","-3,575,000","-11,287,000","-11,929,000","17,156,000","-4,147,000","5,204,000","-10,903,000","18,417,000","-4,667,000","-18,536,000","-8,090,000","18,256,000","-10,818,000","-3,209,000","-13,843,000","694,000","-945,000","27,026,000","-6,213,000"
				ChangesInAccountReceivables,"-8,743,000","-3,332,000","-13,354,000","-12,027,000","19,531,000","-4,076,000","3,945,000","-8,760,000","17,938,000","-4,084,000","-18,182,000","-8,070,000","17,857,000","-10,568,000","-4,047,000","-14,121,000","788,000","-630,000","-6,509,000","-8,130,000"
			ChangeInPrepaidAssets,"3,688,000","8,073,000","-4,409,000","-1,064,000","4,698,000","-13,190,000","-7,481,000","3,283,000","2,868,000","-4,092,000","-4,851,000","-71,000","-1,846,000","-4,326,000","-2,566,000","185,000","1,393,000","-3,509,000","1,687,000","1,560,000"
			ChangeInPayablesAndAccruedExpense,"-33,096,000","-9,424,000","-499,000","-7,327,000","-9,467,000","-31,260,000","12,705,000","5,159,000","6,704,000","-4,326,000","8,364,000","42,000","-196,000","-7,200,000","8,574,000","935,000","6,706,000","-28,482,000","123,842,000","-9,789,000"
				ChangeInPayable,"-28,432,000","-960,000","-6,359,000","6,789,000","-21,985,000","-15,947,000","584,000","-5,534,000","-291,000","1,519,000","2,714,000","944,000","-5,968,000","3,025,000","9,369,000","-5,226,000","1,090,000","-15,934,000","122,249,000","-5,642,000"
					ChangeInTaxPayable,"-18,545,000","-822,000","-109,000","-1,987,000","-13,024,000","-17,467,000","-3,539,000","-7,264,000","-544,000","4,566,000","-663,000","2,029,000","-6,931,000","2,546,000","5,439,000","-348,000","-3,615,000","-12,149,000","118,826,000","-734,000"
						ChangeInIncomeTaxPayable,"-18,545,000","-822,000","-109,000","-1,987,000","-13,024,000","-17,467,000","-3,539,000","-7,264,000","-544,000","4,566,000","-663,000","2,029,000","-6,931,000","2,546,000","5,439,000","-348,000","-3,615,000","-12,149,000","118,826,000","-734,000"
					ChangeInAccountPayable,"-9,887,000","-138,000","-6,250,000","8,776,000","-8,961,000","1,520,000","4,123,000","1,730,000","253,000","-3,047,000","3,377,000","-1,085,000","963,000","479,000","3,930,000","-4,878,000","4,705,000","-3,785,000","3,423,000","-4,908,000"
				ChangeInAccruedExpense,"-4,664,000","-8,464,000","5,860,000","-14,116,000","12,518,000","-15,313,000","12,121,000","10,693,000","6,995,000","-5,845,000","5,650,000","-902,000","5,772,000","-10,225,000","-795,000","6,161,000","5,616,000","-12,548,000","1,593,000","-4,147,000"
					ChangeInInterestPayable,"17,000","18,000","1,000","-1,000","-1,000","-3,000","0","-2,000","-44,000","-45,000","-14,000","-584,000","-17,000","573,000","-826,000","390,000","-324,000","-10,582,000","354,000","374,000"
			ChangeInOtherCurrentLiabilities,"-101,000","116,000","59,000","0","-276,000","0","-60,000","308,000","151,000","-85,000","0","685,000","-585,000","805,000","-268,000","-351,000","2,362,000","-232,000","-418,000","-193,000"
			ChangeInOtherWorkingCapital,"2,421,000","3,876,000","14,647,000","3,237,000","-19,499,000","763,000","7,981,000","6,886,000","-11,376,000","14,739,000","14,949,000","9,564,000","-3,319,000","20,054,000","13,216,000","6,287,000","6,512,000","9,492,000","9,794,000","3,974,000"
	CashFromDiscontinuedOperatingActivities,"28,074,000","0","0",,,,,,,,,,,,,,,,,
InvestingCashFlow,"-31,743,000","-10,800,000","-3,882,000","-3,090,000","-13,971,000","-7,529,000","-152,847,000","-10,975,000","-8,075,000","-8,230,000","-122,916,000","-441,000","-353,521,000","-5,575,000","-3,254,000","-51,907,000","-6,798,000","-6,034,000","-2,882,000","-21,817,000"
	CashFlowFromContinuingInvestingActivities,"-20,401,000","-10,800,000","-3,882,000","11,913,000","-13,971,000","-7,529,000","-152,847,000","-10,975,000","-8,075,000","-8,230,000","-122,916,000","-441,000","-353,521,000","-5,575,000","-3,254,000","-51,907,000","-6,798,000","-6,034,000","-2,882,000","-21,817,000"
		NetPPEPurchaseAndSale,"-7,043,000","-1,180,000","-2,284,000","11,156,000","-12,318,000","-5,806,000","-8,382,000","-8,296,000","-5,587,000","-6,536,000","-6,584,000","-1,832,000","-4,204,000","-4,570,000","-3,151,000","-3,538,000","-6,310,000","-2,946,000","-1,254,000","-2,138,000"
			PurchaseOfPPE,"-7,043,000","-1,180,000","-2,284,000","11,156,000","-12,318,000","-5,806,000","-8,382,000","-8,296,000","-5,587,000","-6,536,000","-6,584,000","-1,832,000","-4,204,000","-4,570,000","-3,151,000","-3,538,000","-6,310,000","-2,946,000","-1,254,000","-2,138,000"
		NetIntangiblesPurchaseAndSale,"-6,858,000","-3,120,000","-1,598,000","757,000","-1,653,000","-2,170,000","-2,558,000","-2,679,000","-2,488,000","-1,694,000","-2,250,000","-1,121,000","-1,240,000","-1,240,000","-605,000","-781,000","-488,000","-813,000","-1,628,000","-1,130,000"
