name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
OperatingCashFlow,"-162,589,000","-62,191,000","-44,923,000","-29,224,000","-26,251,000","-41,139,000","-24,530,000","-30,112,000","-25,729,000","-32,093,000","-15,277,000","-25,876,000"
	CashFlowFromContinuingOperatingActivities,"-162,589,000","-62,191,000","-44,923,000","-29,224,000","-26,251,000","-41,139,000","-24,530,000","-30,112,000","-25,729,000","-32,093,000","-15,277,000","-25,876,000"
		NetIncomeFromContinuingOperations,"-207,230,000","-70,253,000","-47,909,000","-50,932,000","-38,136,000","-39,805,000","-50,586,000","-64,596,000","-88,220,000","-25,224,000","-22,723,000","-24,071,000"
		OperatingGainsLosses,"2,524,000","211,000","1,037,000","554,000","722,000","819,000","938,000","486,000","444,000","320,000",,
			EarningsLossesFromEquityInvestments,"2,524,000","211,000","1,037,000","554,000","722,000","819,000","938,000","486,000","444,000","320,000","0","0"
		DepreciationAmortizationDepletion,"20,181,000","6,598,000","6,759,000","4,340,000","2,484,000","2,506,000","2,782,000","2,576,000","2,509,000","2,286,000","2,093,000","1,868,000"
			DepreciationAndAmortization,"20,181,000","6,598,000","6,759,000","4,340,000","2,484,000","2,506,000","2,782,000","2,576,000","2,509,000","2,286,000","2,093,000","1,868,000"
		DeferredTax,"-6,688,000","-443,000","-2,061,000",,,,,,,,,
			DeferredIncomeTax,"-6,688,000","-443,000","-2,061,000",,,,,,,,,
		ProvisionandWriteOffofAssets,"254,000","-200,000","313,000","458,000","-317,000","260,000","410,000","596,000","475,000","165,000","96,000","0"
		StockBasedCompensation,"52,020,000","14,100,000","14,089,000","13,105,000","10,726,000","8,642,000","11,842,000","34,420,000","67,638,000","4,458,000","3,460,000","3,604,000"
		OtherNonCashItems,"2,724,000","524,000","319,000","1,307,000","574,000","508,000","900,000","293,000","630,000","439,000","441,000","710,000"
		ChangeInWorkingCapital,"-26,374,000","-12,728,000","-17,470,000","6,128,000","-2,304,000","-14,069,000","9,184,000","-3,887,000","-9,205,000","-14,537,000","2,744,000","-7,987,000"
			ChangeInReceivables,"-3,579,000","4,290,000","-11,837,000","1,516,000","2,452,000","7,357,000","-5,744,000","240,000","-6,998,000","-1,710,000","-11,075,000","312,000"
				ChangesInAccountReceivables,"-3,579,000","4,290,000","-11,837,000","1,516,000","2,452,000","7,357,000","-5,744,000","240,000","-6,998,000","-1,710,000","-11,075,000","312,000"
			ChangeInInventory,"1,341,000","-495,000","1,570,000","-171,000","437,000","-238,000","-1,353,000","-2,564,000","-1,495,000","-612,000","-92,000","-9,000"
			ChangeInPrepaidAssets,"-7,446,000","-1,838,000","-6,721,000","662,000","451,000","-167,000","-5,989,000","3,003,000","-603,000","-2,401,000","-1,901,000","-34,000"
			ChangeInPayablesAndAccruedExpense,"8,762,000","-13,047,000","8,062,000","13,791,000","-44,000","-16,643,000","9,962,000","5,399,000","1,786,000","-4,967,000","6,443,000","393,000"
				ChangeInPayable,"-78,000","-4,601,000","6,878,000","-708,000","-1,647,000","1,023,000","-572,000","2,359,000","-2,449,000","-45,000","1,145,000","-898,000"
					ChangeInAccountPayable,"-78,000","-4,601,000","6,878,000","-708,000","-1,647,000","1,023,000","-572,000","2,359,000","-2,449,000","-45,000","1,145,000","-898,000"
				ChangeInAccruedExpense,"8,840,000","-8,446,000","1,184,000","14,499,000","1,603,000","-17,666,000","10,534,000","3,040,000","4,235,000","-4,922,000","5,298,000","1,291,000"
			ChangeInOtherCurrentAssets,"-91,000","-169,000","-202,000","135,000","145,000","39,000","-304,000","197,000","584,000","-355,000","-131,000","327,000"
			ChangeInOtherCurrentLiabilities,"-16,702,000","-16,000","-14,921,000","-1,746,000","-19,000","-19,000","-51,000","1,000","59,000","-254,000","203,000","-17,000"
			ChangeInOtherWorkingCapital,"-8,659,000","-1,453,000","6,579,000","-8,059,000","-5,726,000","-4,398,000","12,663,000","-10,163,000","-2,538,000","-4,238,000","9,297,000","-8,959,000"
InvestingCashFlow,"-556,228,000","-499,291,000","-338,000","-156,464,000","99,865,000","-2,696,000","29,920,000","-101,011,000","-1,306,000","5,640,000","-26,466,000","-387,000"
	CashFlowFromContinuingInvestingActivities,"-556,228,000","-499,291,000","-338,000","-156,464,000","99,865,000","-2,696,000","29,920,000","-101,011,000","-1,306,000","5,640,000","-26,466,000","-387,000"
		NetPPEPurchaseAndSale,"-479,000","-68,000","-338,000","62,000","-135,000","-148,000","-57,000","-957,000","-1,050,000","-1,254,000","-240,000","-288,000"
			PurchaseOfPPE,"-479,000","-68,000","-338,000","62,000","-135,000","-148,000","-57,000","-957,000","-1,050,000","-1,254,000","-240,000","-288,000"
		NetBusinessPurchaseAndSale,"-156,526,000","0","0","-156,526,000","0","-2,548,000","0","0","0","-2,940,000","-45,750,000","0"
			PurchaseOfBusiness,"-156,526,000","0","0","-156,526,000","0","-2,548,000","0","0","0","-2,940,000","-45,750,000","0"
		NetInvestmentPurchaseAndSale,"-399,223,000","-499,223,000","0","0","100,000,000","0","29,977,000","-100,054,000","-256,000","9,834,000","19,524,000","-99,000"
			PurchaseOfInvestment,"-499,223,000","-499,223,000","0","0","0","0","0","-129,831,000","0","-29,777,000","0","-19,824,000"
			SaleOfInvestment,,,"0","0","100,000,000","0","29,977,000","29,777,000","-256,000","39,611,000","19,524,000","19,725,000"
FinancingCashFlow,"-300,000","-7,753,000","1,217,000","1,045,000","5,191,000","-1,699,000","-20,191,000","854,845,000","135,896,000","12,566,000","46,187,000","73,000"
	CashFlowFromContinuingFinancingActivities,"-300,000","-7,753,000","1,217,000","1,045,000","5,191,000","-1,699,000","-20,191,000","854,845,000","135,896,000","12,566,000","46,187,000","73,000"
		NetCommonStockIssuance,"-5,655,000","0","-1,050,000","-2,360,000","-2,245,000","-9,383,000","-20,051,000","854,677,000","-163,000","0","0","-158,000"
			CommonStockIssuance,,,"0",,,,"-900,000",,,,,
			CommonStockPayments,"-5,655,000","0","-1,050,000","-2,360,000","-2,245,000","-9,383,000","-19,151,000","-18,254,000","-163,000","0","0","-158,000"
		NetPreferredStockIssuance,,,"0","0","0","0","0","-750,000","134,200,000","12,564,000","45,761,000","0"
			PreferredStockIssuance,,,"0","0","0","0","0","-750,000","134,200,000","12,564,000","45,761,000","0"
		ProceedsFromStockOptionExercised,"17,145,000","4,037,000","2,267,000","3,405,000","7,436,000","9,297,000","1,697,000","2,003,000","2,230,000","2,000","426,000","231,000"
		NetOtherFinancingCharges,"-11,790,000","-11,790,000","0","0","0","-1,613,000","-1,837,000","-1,085,000",,,,
EndCashPosition,"178,060,000","177,729,000","747,211,000","791,197,000","975,982,000","897,177,000","942,711,000","957,512,000","233,790,000","124,929,000","138,816,000","134,372,000"
	ChangesInCash,"-719,117,000","-569,235,000","-44,044,000","-184,643,000","78,805,000","-45,534,000","-14,801,000","723,722,000","108,861,000","-13,887,000","4,444,000","-26,190,000"
	EffectOfExchangeRateChanges,"-331,000","-247,000","58,000",,,,,,,,,
	BeginningCashPosition,"897,177,000","747,211,000","791,197,000","975,982,000","897,177,000","942,711,000","957,512,000","233,790,000","124,929,000","138,816,000","134,372,000","160,562,000"
IncomeTaxPaidSupplementalData,,,"173,000","459,000","214,000","741,000","575,000","0","138,000","0","193,000","0"
CapitalExpenditure,"-479,000","-68,000","-338,000",,"-135,000","-148,000","-57,000","-957,000","-1,050,000","-1,254,000","-240,000","-288,000"
IssuanceOfCapitalStock,,,"0","0","0","0","-900,000","872,181,000","134,200,000","12,564,000","45,761,000","0"
RepurchaseOfCapitalStock,"-5,655,000","0","-1,050,000","-2,360,000","-2,245,000","-9,383,000","-19,151,000","-18,254,000","-163,000","0","0","-158,000"
FreeCashFlow,"-163,068,000","-62,259,000","-45,261,000","-29,162,000","-26,386,000","-41,287,000","-24,587,000","-31,069,000","-26,779,000","-33,347,000","-15,517,000","-26,164,000"
