name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,12/31/2011
		Inventory,"804,668,000","660,671,000","644,370,000","727,205,000","611,700,000","503,480,000","454,327,000","456,129,000","536,314,000","497,596,000","492,588,000","524,451,000","573,860,000","533,049,000","559,443,000","572,606,000","538,723,000","476,673,000","459,864,000","490,711,000","482,366,000","433,451,000","451,056,000","461,998,000","440,563,000","384,857,000","404,615,000","415,114,000","432,467,000","394,461,000","398,871,000","410,565,000","421,059,000","383,359,000","369,180,000","368,350,000","387,103,000","325,806,000","318,577,000","283,978,000"
			RawMaterials,"91,730,000","86,763,000","88,247,000","85,510,000","77,928,000","71,817,000","69,017,000","72,927,000","79,805,000","84,576,000","81,922,000","79,130,000","85,906,000","91,275,000","85,859,000","82,252,000","85,806,000","99,407,000","85,818,000","75,532,000","87,727,000","103,425,000","104,151,000","96,940,000","85,182,000","92,031,000","88,355,000","78,730,000","77,944,000","86,102,000","85,536,000","74,148,000","75,584,000","91,141,000","78,879,000","51,745,000","60,321,000","58,691,000","58,241,000","60,373,000"
			FinishedGoods,"712,938,000","573,908,000","556,123,000","641,695,000","533,772,000","431,663,000","385,310,000","383,202,000","456,509,000","413,020,000","410,666,000","445,321,000","487,954,000","441,774,000","473,584,000","490,354,000","452,917,000","377,266,000","374,046,000","415,179,000","394,639,000","330,026,000","346,905,000","365,058,000","355,381,000","292,826,000","316,260,000","336,384,000","354,523,000","308,359,000","313,335,000","336,417,000","345,475,000","292,218,000","290,301,000","316,605,000","326,782,000","267,115,000","260,336,000","223,605,000"
		PrepaidAssets,"15,270,000","14,072,000","15,812,000","16,308,000","11,304,000","8,860,000","17,368,000","14,716,000","13,957,000","8,285,000","14,156,000","17,745,000","19,109,000","31,818,000","35,178,000","13,385,000","10,616,000","22,582,000","10,209,000","11,655,000","8,908,000","12,381,000","9,842,000","10,755,000","9,406,000","17,153,000","7,143,000","10,189,000","7,602,000","14,857,000","8,855,000","8,727,000","9,707,000","7,855,000","8,997,000","11,851,000","8,279,000","5,523,000","8,457,000","4,864,000"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,"122,856,000",,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,439,000","19,292,000","19,749,000","20,311,000","20,302,000","18,028,000","18,185,000","18,151,000","21,324,000","19,749,000","19,023,000",,"1,693,000",
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,439,000","19,292,000","19,749,000","20,311,000","20,302,000","18,028,000","18,185,000","18,151,000","21,324,000","19,749,000","19,023,000",,"1,693,000",
	TotalNonCurrentAssets,"683,022,000","686,762,000","650,374,000","640,010,000","645,877,000","656,863,000","646,317,000","647,932,000","649,977,000","670,587,000","660,793,000","659,544,000","654,073,000","595,470,000","666,993,000","679,266,000","675,792,000","674,621,000","663,247,000","666,830,000","673,614,000","678,738,000","651,542,000","648,178,000","652,478,000","463,036,000","449,927,000","436,591,000","442,822,000","446,861,000","422,021,000","410,299,000","412,790,000","416,481,000","448,391,000","349,230,000","351,935,000","308,941,000","302,327,000","307,601,000"
		NetPPE,"579,811,000","586,960,000","551,481,000","543,087,000","544,876,000","553,426,000","540,594,000","541,550,000","542,327,000","562,975,000","552,182,000","550,385,000","548,519,000","487,224,000","552,666,000","562,025,000","568,254,000","565,792,000","555,197,000","556,484,000","561,348,000","568,702,000","557,213,000","552,776,000","552,782,000","402,666,000","385,571,000","374,013,000","364,280,000","368,128,000","362,500,000","355,358,000","357,907,000","360,985,000","355,091,000","261,309,000","261,221,000","265,924,000","263,671,000","266,456,000"
			GrossPPE,"1,358,117,000","1,351,124,000","1,301,980,000","1,278,387,000","1,265,755,000","1,261,610,000","1,232,954,000","1,218,934,000","1,204,201,000","1,193,283,000","1,167,519,000","1,157,251,000","1,139,979,000","1,064,339,000","1,076,341,000","1,094,788,000","1,082,126,000","1,059,533,000","1,032,366,000","1,017,965,000","1,008,291,000","998,865,000","971,050,000","949,635,000","934,065,000","771,146,000","743,032,000","721,476,000","699,778,000","691,693,000","673,943,000","655,656,000","649,104,000","641,170,000","625,679,000","525,589,000","517,514,000","514,434,000","505,571,000","486,718,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"51,564,000","51,564,000","47,099,000","47,099,000","47,099,000","47,099,000","38,274,000","38,274,000","38,274,000","39,304,000","39,304,000","39,304,000","38,888,000","38,888,000","39,307,000","40,205,000","38,606,000","38,606,000","38,606,000","38,651,000","38,651,000","38,700,000","38,696,000","38,696,000","38,696,000","36,876,000","36,819,000","36,819,000","36,819,000","36,819,000","36,819,000","37,160,000","37,160,000","37,345,000","37,345,000","34,992,000","34,992,000","35,662,000","35,662,000","35,469,000"
				BuildingsAndImprovements,"179,044,000","178,323,000","154,984,000","154,318,000","152,076,000","151,718,000","144,845,000","144,538,000","141,808,000","140,008,000","138,541,000","137,050,000","141,720,000","164,878,000","159,844,000","160,785,000","144,775,000","144,404,000","139,959,000","138,305,000","136,974,000","136,087,000","135,001,000","127,239,000","120,282,000","106,269,000","104,650,000","103,780,000","97,504,000","96,804,000","95,039,000","93,145,000","92,800,000","91,594,000","101,150,000","88,818,000","88,306,000","88,129,000","87,278,000","84,510,000"
				MachineryFurnitureEquipment,"934,021,000","927,113,000","906,766,000","897,582,000","864,544,000","866,039,000","857,161,000","848,745,000","840,702,000","831,912,000","817,695,000","798,935,000","790,929,000","780,049,000","793,452,000","816,435,000","812,256,000","797,953,000","768,821,000","757,324,000","751,415,000","738,546,000","721,562,000","696,549,000","687,182,000","547,135,000","525,286,000","519,423,000","507,340,000","504,253,000","479,791,000","471,816,000","466,126,000","460,796,000","431,282,000","357,120,000","353,296,000","344,941,000","337,482,000","328,282,000"
				OtherProperties,"155,955,000","158,212,000","157,797,000","150,768,000","153,119,000","156,148,000","156,297,000","156,732,000","148,147,000","147,213,000","147,292,000","144,767,000","138,645,000","49,509,000","58,720,000","55,936,000","69,777,000","55,267,000","52,539,000","52,128,000","51,815,000","50,655,000","50,240,000","49,023,000","48,076,000","46,205,000","44,412,000","42,949,000","42,830,000","42,699,000","42,253,000","41,158,000","41,594,000","41,372,000","38,183,000","34,731,000","34,652,000","34,526,000","34,400,000","32,645,000"
				ConstructionInProgress,"37,533,000","35,912,000","35,334,000","28,620,000","48,917,000","40,606,000","36,377,000","30,645,000","35,270,000","34,846,000","24,687,000","37,195,000","29,797,000","31,015,000","25,018,000","21,427,000","16,712,000","23,303,000","32,441,000","31,557,000","29,436,000","34,877,000","25,551,000","38,128,000","39,829,000","34,661,000","31,865,000","18,505,000","15,285,000","11,118,000","20,041,000","12,377,000","11,424,000","10,063,000","17,719,000","9,928,000","6,268,000","11,176,000","10,749,000","5,812,000"
			AccumulatedDepreciation,"-778,306,000","-764,164,000","-750,499,000","-735,300,000","-720,879,000","-708,184,000","-692,360,000","-677,384,000","-661,874,000","-630,308,000","-615,337,000","-606,866,000","-591,460,000","-577,115,000","-523,675,000","-532,763,000","-513,872,000","-493,741,000","-477,169,000","-461,481,000","-446,943,000","-430,163,000","-413,837,000","-396,859,000","-381,283,000","-368,480,000","-357,461,000","-347,463,000","-335,498,000","-323,565,000","-311,443,000","-300,298,000","-291,197,000","-280,185,000","-270,588,000","-264,280,000","-256,293,000","-248,510,000","-241,900,000","-220,262,000"
		GoodwillAndOtherIntangibleAssets,"75,427,000","75,733,000","76,039,000","76,344,000","76,650,000","76,956,000","77,262,000","77,568,000","77,874,000","78,179,000","78,485,000","78,751,000","75,756,000","76,010,000","76,513,000","77,811,000","70,314,000","70,499,000","70,693,000","70,879,000","70,806,000","70,980,000","71,153,000","71,326,000","72,076,000","31,913,000","31,936,000","31,960,000","31,983,000","32,006,000","32,030,000","32,053,000","32,076,000","32,100,000","30,777,000","21,070,000","21,070,000","21,070,000","21,070,000","21,070,000"
			Goodwill,"60,382,000","60,382,000","60,382,000","60,382,000","60,382,000","60,382,000","60,382,000","60,382,000","60,382,000","60,382,000","60,382,000","60,342,000","59,159,000","59,159,000","59,409,000","60,454,000","55,433,000","55,433,000","55,433,000","55,433,000","55,433,000","55,433,000","55,433,000","55,433,000","56,009,000","21,823,000","21,823,000","21,823,000","21,823,000","21,823,000","21,823,000","21,823,000","21,823,000","21,823,000","20,477,000","12,170,000","12,170,000","12,170,000","12,170,000","12,170,000"
			OtherIntangibleAssets,"15,045,000","15,351,000","15,657,000","15,962,000","16,268,000","16,574,000","16,880,000","17,186,000","17,492,000","17,797,000","18,103,000","18,409,000","16,597,000","16,851,000","17,104,000","17,357,000","14,881,000","15,066,000","15,260,000","15,446,000","15,373,000","15,547,000","15,720,000","15,893,000","16,067,000","10,090,000","10,113,000","10,137,000","10,160,000","10,183,000","10,207,000","10,230,000","10,253,000","10,277,000","10,300,000","8,900,000","8,900,000","8,900,000","8,900,000","8,900,000"
		NonCurrentDeferredAssets,"8,822,000","6,589,000","6,969,000","7,261,000","7,329,000","7,460,000","7,619,000","7,620,000","7,509,000","7,952,000","7,962,000","8,167,000","8,259,000","8,211,000","8,736,000","8,739,000","8,677,000","9,064,000","8,502,000","8,634,000","8,739,000","8,840,000",,,,"908,000","6,929,000","7,199,000","22,876,000","23,833,000","7,453,000","7,753,000","8,136,000","9,094,000","49,570,000","52,098,000","55,569,000","7,562,000","3,843,000","4,962,000"
			NonCurrentDeferredTaxesAssets,"8,822,000","6,589,000","6,969,000","7,261,000","7,329,000","7,460,000","7,619,000","7,620,000","7,509,000","7,952,000","7,962,000","8,167,000","8,259,000","8,211,000","8,736,000","8,739,000","8,677,000","9,064,000","8,502,000","8,634,000","8,739,000","8,840,000",,,,"908,000","0","0","16,033,000","16,684,000","0","0","85,000","760,000","41,133,000","44,819,000","48,128,000",,,
		NonCurrentPrepaidAssets,"8,954,000","9,461,000","9,333,000","7,469,000","10,025,000","11,761,000","13,945,000","14,212,000","14,658,000","12,287,000","14,043,000","14,918,000","12,314,000","12,568,000","13,806,000","15,687,000","12,708,000","13,503,000","14,704,000","17,370,000","17,739,000","14,901,000","11,545,000","12,246,000","15,907,000","15,848,000","13,865,000","12,568,000","13,810,000","13,819,000","11,304,000","6,386,000","6,461,000","6,266,000","5,701,000","7,267,000","7,027,000","6,221,000","6,338,000","8,327,000"
		OtherNonCurrentAssets,"10,008,000","8,019,000","6,552,000","5,849,000","6,997,000","7,260,000","6,897,000","6,982,000","7,609,000","9,194,000","8,121,000","7,323,000","9,225,000","11,457,000","15,272,000","15,004,000","15,839,000","15,763,000","14,151,000","13,463,000","14,982,000","15,315,000","11,631,000","11,830,000","11,713,000","11,701,000","11,626,000","10,851,000","9,873,000","9,075,000","8,734,000","8,749,000","8,210,000","8,036,000","7,252,000","7,486,000","7,048,000","8,164,000","7,405,000","6,786,000"
TotalLiabilitiesNetMinorityInterest,"1,457,238,000","1,220,021,000","1,282,760,000","1,431,730,000","1,283,476,000","1,114,919,000","1,281,700,000","1,101,367,000","1,047,096,000","992,021,000","1,054,357,000","1,027,790,000","1,008,030,000","908,658,000","1,023,872,000","1,082,264,000","1,001,800,000","932,644,000","981,237,000","981,787,000","923,918,000","859,193,000","1,066,331,000","943,469,000","933,050,000","713,936,000","795,190,000","787,843,000","754,849,000","728,097,000","720,074,000","716,756,000","695,583,000","651,705,000","838,001,000","732,653,000","760,364,000","738,634,000","935,982,000","620,212,000"
	CurrentLiabilities,"880,163,000","640,746,000","700,295,000","854,257,000","696,514,000","524,002,000","676,388,000","485,287,000","438,936,000","384,992,000","444,750,000","424,106,000","406,890,000","369,825,000","467,896,000","519,860,000","432,630,000","381,561,000","426,925,000","428,659,000","374,890,000","312,864,000","478,247,000","361,133,000","345,757,000","258,650,000","332,745,000","332,743,000","294,329,000","255,190,000","319,232,000","306,670,000","286,207,000","239,017,000","301,815,000","272,822,000","301,111,000","236,187,000","516,491,000","177,979,000"
		PayablesAndAccruedExpenses,"776,385,000","512,228,000","581,369,000","737,661,000","608,607,000","405,602,000","557,951,000","406,901,000","382,557,000","301,049,000","371,849,000","359,194,000","358,524,000","281,914,000","384,118,000","438,713,000","379,875,000","297,315,000","355,587,000","365,562,000","329,338,000","245,112,000","301,898,000","303,883,000","298,750,000","203,938,000","277,160,000","284,705,000","247,415,000","189,020,000","249,537,000","254,082,000","238,289,000","178,490,000","242,638,000","230,783,000","258,332,000","174,373,000","431,541,000","145,712,000"
			Payables,"588,682,000","336,483,000","413,390,000","604,170,000","518,835,000","316,953,000","462,020,000","330,065,000","309,655,000","224,554,000","289,053,000","275,203,000","286,408,000","211,657,000","304,332,000","351,665,000","314,258,000","234,787,000","285,324,000","296,127,000","286,460,000","195,913,000","247,267,000","249,694,000","254,653,000","160,471,000","222,265,000","241,757,000","211,536,000","152,436,000","201,450,000","215,951,000","199,623,000","142,120,000","193,772,000","197,163,000","218,480,000","142,142,000","392,675,000","117,900,000"
				AccountsPayable,"495,289,000","334,985,000","412,097,000","507,237,000","457,132,000","307,653,000","381,038,000","320,839,000","307,224,000","222,930,000","286,704,000","273,570,000","284,518,000","210,587,000","302,829,000","349,648,000","312,882,000","233,562,000","283,089,000","294,039,000","284,945,000","194,010,000","245,091,000","247,740,000","253,030,000","159,029,000","218,629,000","238,312,000","207,945,000","150,693,000","185,420,000","204,324,000","197,480,000","139,636,000","191,613,000","195,206,000","216,388,000","140,192,000","165,753,000","116,758,000"
				TotalTaxPayable,"93,393,000","0","109,000","15,460,000","60,677,000","8,101,000","16,606,000","7,391,000",,,,,,,,,,,,,,,,,,,,,,,"13,055,000","9,249,000",,,,,,,,
					IncomeTaxPayable,"93,393,000","0","109,000","15,460,000","60,677,000","8,101,000","16,606,000","7,391,000",,,,,,,,,,,,,,,,,,,,,,,"13,055,000","9,249,000",,,,,,,,
				DividendsPayable,,,,"78,662,000",,,"62,722,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"225,000,000",
				DuetoRelatedPartiesCurrent,,"1,498,000","1,184,000","2,811,000","1,026,000","1,199,000","1,654,000","1,835,000","2,431,000","1,624,000","2,349,000","1,633,000","1,890,000","1,070,000","1,503,000","2,017,000","1,376,000","1,225,000","2,235,000","2,088,000","1,515,000","1,903,000","2,176,000","1,954,000","1,623,000","1,442,000","3,636,000","3,445,000","3,591,000","1,743,000","2,975,000","2,378,000","2,143,000","2,484,000","2,159,000","1,957,000","2,092,000","1,950,000","1,922,000","1,142,000"
			CurrentAccruedExpenses,"187,703,000","175,745,000","167,979,000","133,491,000","89,772,000","88,649,000","95,931,000","76,836,000","72,902,000","76,495,000","82,796,000","83,991,000","72,116,000","70,257,000","79,786,000","87,048,000","65,617,000","62,528,000","70,263,000","69,435,000","42,878,000","49,199,000","54,631,000","54,189,000","44,097,000","43,467,000","54,895,000","42,948,000","35,879,000","36,584,000","48,087,000","38,131,000","38,666,000","36,370,000","48,866,000","33,620,000","39,852,000","32,231,000","38,866,000","27,812,000"
				InterestPayable,"4,998,000","9,886,000","5,004,000","9,879,000","5,011,000","8,477,000","3,596,000","6,696,000","1,782,000","6,723,000","1,800,000","6,735,000","1,818,000","6,748,000","1,833,000","6,742,000","1,837,000","6,742,000","1,803,000","6,794,000","1,907,000","6,860,000","4,998,000","3,403,000","8,156,000","3,389,000","8,157,000","3,375,000","8,079,000","3,298,000","8,076,000","3,297,000","8,080,000","3,294,000","8,073,000","2,745,000","7,160,000","3,188,000","7,250,000","3,326,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"103,778,000","128,518,000","118,926,000","116,596,000","87,907,000","118,400,000","118,437,000","78,386,000","56,379,000","83,943,000","72,901,000","64,912,000","48,366,000","87,911,000","83,778,000","81,147,000","52,755,000","84,246,000","71,338,000","63,097,000","45,552,000","67,752,000","62,007,000","57,250,000","47,007,000","54,712,000","55,585,000","48,038,000","46,914,000","66,170,000","69,695,000","52,588,000","47,918,000","60,527,000","59,177,000","42,039,000","42,779,000","61,814,000","59,950,000","32,267,000"
		CurrentDebtAndCapitalLeaseObligation,,,,,,,,,,,,,,,,,,,,,,,"114,342,000",,,,,,,,,,,,,,,,"25,000,000",
			CurrentDebt,,,,,,,,,,,,,,,,,,,,,,,"114,342,000",,,,,,,,,,,,,,,,"25,000,000",
				OtherCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,000,000",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"577,075,000","579,275,000","582,465,000","577,473,000","586,962,000","590,917,000","605,312,000","616,080,000","608,160,000","607,029,000","609,607,000","603,684,000","601,140,000","538,833,000","555,976,000","562,404,000","569,170,000","551,083,000","554,312,000","553,128,000","549,028,000","546,329,000","588,084,000","582,336,000","587,293,000","455,286,000","462,445,000","455,100,000","460,520,000","472,907,000","400,842,000","410,086,000","409,376,000","412,688,000","536,186,000","459,831,000","459,253,000","502,447,000","419,491,000","442,233,000"
		LongTermDebtAndCapitalLeaseObligation,"528,736,000","531,789,000","532,150,000","525,838,000","528,497,000","531,400,000","533,000,000","530,907,000","522,201,000","521,992,000","523,517,000","521,976,000","523,296,000","439,428,000","439,149,000","438,870,000","438,591,000","438,312,000","438,033,000","438,200,000","437,901,000","437,629,000","467,232,000","464,586,000","474,356,000","344,589,000","351,259,000","351,312,000","301,364,000","301,415,000","301,466,000","301,516,000","301,565,000","301,613,000","326,694,000","250,000,000","250,000,000","275,000,000","194,560,000","219,560,000"
			LongTermDebt,"444,836,000","444,628,000","444,419,000","444,210,000","444,001,000","443,792,000","443,583,000","440,178,000","439,915,000","440,544,000","440,265,000","439,986,000","439,707,000","439,428,000","439,149,000","438,870,000","438,591,000","438,312,000","438,033,000","438,200,000","437,901,000","437,629,000","467,232,000","464,586,000","474,356,000","344,589,000","351,259,000","351,312,000","301,364,000","301,415,000","301,466,000","301,516,000","301,565,000","301,613,000","326,694,000","250,000,000","250,000,000","275,000,000","194,560,000","219,560,000"
			LongTermCapitalLeaseObligation,"83,900,000","87,161,000","87,731,000","81,628,000","84,496,000","87,608,000","89,417,000","90,729,000","82,286,000","81,448,000","83,252,000","81,990,000","83,589,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"5,112,000","3,641,000","5,720,000","7,378,000","15,783,000","18,263,000","24,275,000","25,333,000","28,128,000","26,694,000","29,038,000","24,439,000","20,392,000","19,218,000","26,878,000","23,150,000","17,629,000","16,454,000","12,434,000","10,919,000","7,606,000","6,339,000",,,,,,,,,,,,,,,,,"5,722,000",
			NonCurrentDeferredTaxesLiabilities,"5,112,000","3,641,000","5,720,000","7,378,000","15,783,000","18,263,000","24,275,000","25,333,000","28,128,000","26,694,000","29,038,000","24,439,000","20,392,000","19,218,000","26,878,000","23,150,000","17,629,000","16,454,000","12,434,000","10,919,000","7,606,000","6,339,000",,,,,,,,,,,,,,,,,"5,722,000",
		EmployeeBenefits,"28,062,000","28,365,000","28,600,000","28,312,000","27,176,000","25,951,000","32,005,000","42,205,000","41,953,000","45,586,000","44,120,000","43,548,000","43,361,000","41,283,000","49,485,000","64,143,000","77,268,000","75,439,000","83,537,000","83,743,000","83,986,000","83,164,000","93,374,000","93,614,000","93,678,000","93,355,000","83,551,000","84,783,000","144,386,000","156,218,000","81,198,000","91,606,000","93,125,000","96,536,000","194,346,000","195,384,000","195,169,000","206,668,000","196,589,000","200,248,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","6,443,000","8,515,000","8,749,000"
		OtherNonCurrentLiabilities,"15,165,000","15,480,000","15,995,000","15,945,000","15,506,000","15,303,000","16,032,000","17,635,000","15,878,000","12,757,000","12,932,000","13,721,000","14,091,000","38,904,000","40,464,000","36,241,000","35,682,000","20,878,000","20,308,000","20,266,000","19,535,000","19,197,000","27,478,000","24,136,000","19,259,000","17,342,000","27,635,000","19,005,000","14,770,000","15,274,000","18,178,000","16,964,000","14,686,000","14,539,000","15,146,000","14,447,000","14,084,000","14,336,000","14,105,000","13,676,000"
TotalEquityGrossMinorityInterest,"1,648,689,000","1,352,619,000","1,305,605,000","1,215,710,000","995,261,000","850,799,000","778,136,000","739,708,000","708,271,000","701,330,000","731,566,000","705,021,000","679,017,000","672,590,000","747,762,000","768,188,000","707,052,000","674,549,000","649,313,000","614,302,000","589,450,000","580,004,000","572,474,000","560,019,000","538,323,000","534,670,000","536,981,000","530,601,000","501,943,000","492,388,000","521,025,000","486,809,000","458,924,000","452,481,000","379,958,000","461,962,000","449,433,000","97,764,000","97,181,000","282,619,000"
	StockholdersEquity,"1,648,689,000","1,352,619,000","1,305,605,000","1,215,710,000","995,261,000","850,799,000","778,136,000","739,708,000","708,271,000","701,330,000","731,566,000","705,021,000","679,017,000","672,590,000","747,762,000","768,188,000","707,052,000","674,549,000","649,313,000","614,302,000","589,450,000","580,004,000","572,474,000","560,019,000","538,323,000","534,670,000","536,981,000","530,601,000","501,943,000","492,388,000","521,025,000","486,809,000","458,924,000","452,481,000","379,958,000","461,962,000","449,433,000","97,764,000","97,181,000","282,619,000"
		CapitalStock,"448,000","447,000","447,000","447,000","447,000","446,000","446,000","446,000","446,000","444,000","443,000","443,000","443,000","441,000","441,000","441,000","440,000","437,000","437,000","437,000","437,000","435,000","435,000","435,000","435,000","434,000","434,000","434,000","434,000","433,000","433,000","433,000","433,000","432,000","432,000","432,000","432,000","297,000","297,000","297,000"
