name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
TotalAssets,"1,476,688,000","1,599,688,000","1,473,787,000","1,471,509,000","1,415,747,000","1,465,295,000","1,356,473,000","1,316,239,000","1,323,322,000","1,342,338,000","1,239,309,000","663,502,000","644,192,000","618,167,000","526,490,000","507,291,000","289,289,000","291,416,000","254,346,000","250,172,000","223,674,000","111,415,000"
	CurrentAssets,"621,546,000","932,927,000","767,865,000","843,287,000","987,724,000","972,465,000","866,610,000","872,899,000","880,278,000","971,985,000","995,491,000","441,155,000","458,616,000","461,813,000","407,255,000","398,801,000","229,738,000","242,339,000","200,319,000","191,376,000","200,423,000","100,438,000"
		CashCashEquivalentsAndShortTermInvestments,"458,374,000","659,249,000","596,445,000","661,876,000","839,497,000","756,336,000","723,211,000","735,795,000","762,907,000","786,944,000","874,426,000","332,656,000","367,141,000","329,692,000","328,058,000","330,615,000","178,887,000","174,102,000","156,588,000","152,703,000","164,488,000","52,700,000"
			CashAndCashEquivalents,"147,138,000","152,375,000","184,523,000","283,726,000","253,760,000","171,891,000","95,952,000","128,175,000","228,020,000","409,949,000","642,450,000","108,004,000","127,041,000","89,974,000","85,324,000","98,571,000","59,077,000","119,716,000","95,776,000","98,415,000","141,586,000","31,306,000"
				CashFinancial,"66,068,000","68,579,000","75,073,000","76,464,000","97,419,000","88,991,000","49,548,000","42,475,000","64,782,000","53,039,000","630,790,000","73,150,000","110,593,000","78,194,000","68,375,000","61,061,000","37,302,000","100,651,000","89,377,000","89,576,000","127,202,000","10,499,000"
				CashEquivalents,"81,070,000","83,796,000","109,450,000","207,262,000","156,341,000","82,900,000","46,404,000","85,700,000","163,238,000","356,910,000","11,660,000","34,854,000","16,448,000","11,780,000","16,949,000","37,510,000","21,775,000","19,065,000","6,399,000","8,839,000","14,384,000","20,807,000"
			OtherShortTermInvestments,"311,236,000","506,874,000","411,922,000","378,150,000","585,737,000","584,445,000","627,259,000","607,620,000","534,887,000","376,995,000","231,976,000","224,652,000","240,100,000","239,718,000","242,734,000","232,044,000","119,810,000","54,386,000","60,812,000","54,288,000","22,902,000","21,394,000"
		Receivables,"77,514,000","192,318,000","72,686,000","89,439,000","60,502,000","136,985,000","61,526,000","68,548,000","53,824,000","129,912,000","67,704,000","64,977,000","52,034,000","94,922,000","51,228,000","44,592,000","29,345,000","49,797,000","30,820,000","27,187,000","24,061,000","35,367,000"
			AccountsReceivable,"77,514,000","192,318,000","72,686,000","89,439,000","60,502,000","136,985,000","61,526,000","68,548,000","53,824,000","129,912,000","67,704,000","64,977,000","52,034,000","94,922,000","51,228,000","44,592,000","29,345,000","49,797,000","30,820,000","27,187,000","24,061,000","35,367,000"
				GrossAccountsReceivable,"81,089,000","195,864,000","75,328,000","92,416,000","63,480,000","140,099,000","64,454,000","71,218,000","56,686,000","132,574,000","70,169,000","66,846,000","54,006,000","97,219,000","53,008,000","46,265,000","31,026,000","51,511,000",,,,"36,125,000"
				AllowanceForDoubtfulAccountsReceivable,"-3,575,000","-3,546,000","-2,642,000","-2,977,000","-2,978,000","-3,114,000","-2,928,000","-2,670,000","-2,862,000","-2,662,000","-2,465,000","-1,869,000","-1,972,000","-2,297,000","-1,780,000","-1,673,000","-1,681,000","-1,714,000",,,,"-758,000"
		PrepaidAssets,"85,658,000","81,360,000","98,734,000","91,972,000","87,725,000","79,144,000","81,873,000","68,556,000","63,547,000","55,129,000","53,361,000","43,522,000","39,441,000","26,846,000","13,810,000","10,735,000","9,965,000","7,227,000","6,211,000","5,129,000","5,361,000","5,013,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,"10,353,000","14,159,000","12,859,000","11,541,000","11,213,000","6,700,000","6,357,000","6,513,000","7,358,000"
	TotalNonCurrentAssets,"855,142,000","666,761,000","705,922,000","628,222,000","428,023,000","492,830,000","489,863,000","443,340,000","443,044,000","370,353,000","243,818,000","222,347,000","185,576,000","156,354,000","119,235,000","108,490,000","59,551,000","49,077,000","54,027,000","58,796,000","23,251,000","10,977,000"
		NetPPE,"166,467,000","173,951,000","166,134,000","145,715,000","105,902,000","103,153,000","89,882,000","64,364,000","69,749,000","53,896,000","49,554,000","45,559,000","37,603,000","11,729,000","11,731,000","10,482,000","8,603,000","7,492,000","6,913,000","6,493,000","6,539,000","6,212,000"
			GrossPPE,"166,467,000","199,373,000","166,134,000","145,715,000","105,902,000","117,700,000","89,882,000","64,364,000","69,749,000","63,302,000","49,554,000","45,559,000","37,603,000","18,826,000",,,,"11,386,000",,,,"8,708,000"
				Properties,,"0",,,,"0",,,"45,266,000","0","34,325,000","31,575,000","25,393,000","0",,,,"0",,,,"0"
