name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96,039,000","137,044,000","127,811,000","106,381,000","62,455,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"941,200,000","902,500,000","880,100,000","827,200,000","799,600,000","787,900,000","777,600,000","834,500,000","809,900,000","794,100,000","806,300,000","815,700,000","831,700,000","795,600,000","780,600,000","763,700,000","766,400,000","762,500,000","736,600,000","734,400,000","744,500,000","723,600,000","690,600,000","671,300,000","692,500,000","676,800,000","695,900,000","667,500,000","687,600,000","664,900,000","616,962,000","611,342,000","607,306,000","522,523,000","266,892,000","263,008,000","270,181,000","268,767,000","260,772,000","258,620,000","263,283,000","254,675,000","244,375,000","226,521,000","233,916,000","241,142,000","226,731,000","207,867,000","215,631,000","213,396,000","208,736,000","206,886,000","205,453,000","206,954,000","209,154,000","205,042,000","204,091,000","204,356,000","202,668,000","198,730,000","200,438,000","195,946,000","200,637,000","194,339,000","185,981,000","191,828,000","187,645,000","187,261,000","184,487,000","179,348,000","175,870,000","166,247,000","164,017,000","166,312,000","166,480,000","164,553,000","161,593,000","160,549,000","157,700,000","152,797,000","160,389,000","170,173,000","157,354,000","152,188,000","153,259,000","159,712,000","159,555,000","155,244,000","160,346,000","163,900,000"
			RawMaterials,"723,400,000","685,300,000","673,400,000","631,200,000","613,900,000","592,700,000","572,600,000","589,700,000","576,800,000","575,400,000","574,700,000","587,500,000","607,600,000","582,700,000","585,300,000","551,000,000","549,800,000","532,900,000","509,100,000","498,400,000","518,000,000","504,200,000","487,700,000","477,200,000","489,900,000","472,900,000","475,700,000","446,200,000","458,500,000","437,300,000","408,685,000","402,400,000","399,756,000","370,421,000","248,682,000","241,813,000","251,320,000","245,193,000","241,404,000","240,577,000","241,735,000","242,030,000","232,960,000","218,668,000","223,219,000","229,121,000","214,142,000","200,910,000","210,837,000","202,348,000","193,685,000","188,587,000","192,103,000","201,014,000","101,042,000","93,491,000","93,356,000","89,576,000","86,425,000","81,798,000","90,692,000","87,243,000","87,987,000","87,197,000","88,279,000","88,809,000","82,282,000","81,411,000","87,357,000","79,753,000","82,053,000","77,103,000","86,078,000","75,801,000","76,669,000","76,858,000","77,289,000","73,730,000","71,627,000","64,664,000","78,202,000","82,540,000","66,741,000","63,449,000","66,723,000",,,,,
			WorkInProcess,"16,700,000","16,200,000","16,100,000","15,200,000","11,600,000","11,600,000","14,000,000","13,100,000","12,900,000","11,000,000","15,800,000","14,300,000","13,600,000","13,900,000","14,900,000","15,100,000","14,400,000","12,600,000","13,000,000","13,600,000","13,700,000","12,900,000","14,900,000","11,900,000","12,000,000","14,200,000","13,900,000","13,000,000","12,500,000","11,300,000","12,739,000","12,506,000","12,453,000","13,898,000","9,680,000","8,120,000","8,892,000","8,287,000","8,894,000","8,570,000","8,875,000","7,610,000","8,658,000","7,984,000","7,743,000","6,395,000","6,943,000","7,603,000","8,103,000","6,600,000","7,371,000","7,528,000","6,551,000","6,560,000","7,384,000","7,976,000","7,494,000","6,709,000","6,695,000","7,218,000","5,678,000","5,021,000","6,136,000","6,277,000","5,292,000","5,119,000","5,761,000","6,455,000","6,236,000","5,988,000","6,624,000","5,804,000","5,890,000","4,895,000","5,519,000","5,471,000","5,688,000","5,423,000","5,273,000","5,535,000","5,796,000","5,989,000","6,660,000","7,061,000","6,083,000",,,,,
			FinishedGoods,"201,100,000","201,000,000","190,600,000","180,800,000","174,100,000","183,600,000","191,000,000","231,700,000","220,200,000","207,700,000","215,800,000","213,900,000","210,500,000","199,000,000","180,400,000","197,600,000","202,200,000","217,000,000","214,500,000","222,400,000","212,800,000","206,500,000","188,000,000","182,200,000","190,600,000","189,700,000","206,300,000","208,300,000","216,600,000","216,300,000","195,538,000","196,436,000","195,097,000","209,972,000","78,533,000","82,256,000","76,223,000","78,788,000","77,494,000","76,674,000","78,729,000","74,391,000","77,770,000","72,770,000","72,585,000","73,710,000","69,167,000","69,729,000","71,072,000","66,994,000","65,345,000","65,581,000","63,769,000","65,213,000","73,853,000","73,141,000","72,192,000","71,983,000","66,113,000","67,601,000","66,339,000","63,633,000","63,925,000","64,493,000","60,966,000","61,994,000","62,222,000","62,705,000","63,506,000","60,936,000","59,417,000","56,788,000","49,693,000","54,260,000","52,882,000","52,542,000","51,459,000","49,306,000","48,169,000","49,849,000","46,233,000","46,942,000","52,618,000","52,892,000","54,567,000",,,,,
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90,825,000","87,777,000","85,026,000","86,818,000","86,140,000","84,962,000","82,736,000","83,431,000","82,430,000","81,406,000","75,302,000","76,197,000","72,595,000","69,751,000","66,648,000","67,894,000","64,365,000","63,680,000","62,398,000","63,922,000","61,797,000","60,846,000","60,438,000","61,571,000","59,027,000","58,065,000","57,566,000","58,118,000","55,035,000","51,770,000","50,823,000",,,,,
			InventoriesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-71,768,000","-70,003,000","-69,181,000","-66,254,000","-63,501,000","-67,020,000","-67,201,000","-66,056,000","-69,356,000","-75,013,000","-72,901,000","-69,631,000","-68,084,000","-63,521,000","-70,375,000","-74,381,000","-62,546,000","-57,665,000","-54,810,000","-56,970,000","-65,833,000","-63,950,000","-57,343,000","-53,977,000","-50,730,000","-42,705,000","-42,849,000","-45,007,000","-43,382,000","-39,841,000","-45,034,000","-43,858,000","-40,291,000","-35,215,000","-33,061,000","-39,260,000","-35,223,000","-36,589,000","-37,128,000","-40,042,000","-32,566,000","-30,387,000","-31,164,000","-33,281,000","-29,481,000","-26,396,000","-25,316,000","-27,408,000","-23,416,000","-23,700,000","-22,984,000","-24,937,000",,,,,
		PrepaidAssets,"77,600,000","47,000,000","55,400,000","78,600,000","62,800,000","44,700,000","51,200,000","60,900,000","67,900,000","44,800,000","44,900,000","59,200,000","58,000,000","39,400,000","49,000,000","56,600,000","55,000,000","35,500,000","43,400,000","52,800,000","47,300,000","30,300,000","45,100,000","60,300,000","42,700,000","28,800,000","49,800,000","58,500,000","65,700,000","61,900,000","76,195,000","59,737,000","40,002,000","32,101,000","31,478,000","37,704,000","24,279,000","20,915,000","27,023,000","33,929,000","26,100,000","18,298,000","22,287,000","30,005,000","20,754,000","16,952,000","21,049,000","29,960,000","21,999,000","13,045,000","13,965,000","19,794,000","12,135,000","6,684,000","13,809,000","19,845,000","16,991,000","6,702,000","10,784,000","15,816,000","14,687,000","6,473,000","10,005,000","14,660,000","11,615,000","6,836,000","11,612,000","26,921,000","15,383,000","8,685,000","12,981,000","16,265,000","18,241,000","7,635,000","30,601,000","54,835,000","35,885,000","22,600,000","18,734,000","23,995,000","18,174,000","12,058,000","10,488,000","14,078,000","11,373,000",,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,200,000","59,700,000","58,400,000","75,700,000","32,280,000","34,091,000","31,985,000","75,579,000","21,814,000","23,490,000","21,324,000","22,328,000","33,881,000","38,720,000","49,447,000","62,789,000","24,616,000","31,745,000","35,604,000","50,232,000","57,417,000","13,944,000","16,166,000","22,125,000","20,108,000","11,534,000","2,537,000","15,240,000","23,714,000","15,899,000","9,536,000","17,915,000","18,947,000","16,326,000","11,145,000","19,303,000","24,615,000","21,796,000","22,989,000","28,975,000","29,753,000","29,385,000","53,361,000","59,113,000","23,708,000","24,083,000","24,196,000","29,703,000","54,240,000","10,105,000","15,255,000","19,384,000","40,368,000","15,466,000","14,987,000","13,346,000","17,706,000","14,221,000","8,300,000",,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,200,000","59,700,000","58,400,000","75,700,000","32,280,000","34,091,000","31,985,000","75,579,000","21,814,000","23,490,000","21,324,000","22,328,000","33,881,000","38,720,000","49,447,000","62,789,000","24,616,000","31,745,000","35,604,000","50,232,000","57,417,000","13,944,000","16,166,000","22,125,000","20,108,000","11,534,000","2,537,000","15,240,000","23,714,000","15,899,000","9,536,000","17,915,000","18,947,000","16,326,000","11,145,000","19,303,000","24,615,000","21,796,000","22,989,000","28,975,000","29,753,000","29,385,000","53,361,000","59,113,000","23,708,000","24,083,000","24,196,000","29,703,000","54,240,000","10,105,000","15,255,000","19,384,000","40,368,000","15,466,000","14,987,000","13,346,000","17,706,000","14,221,000","8,300,000",,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,111,000","12,086,000","25,084,000","18,379,000","19,600,000"
	TotalNonCurrentAssets,"5,268,400,000","5,104,100,000","4,826,000,000","4,712,500,000","4,711,200,000","4,682,900,000","4,628,900,000","4,613,000,000","4,734,000,000","4,757,400,000","4,659,800,000","4,671,700,000","4,666,200,000","4,454,600,000","4,385,300,000","4,359,000,000","4,307,200,000","4,282,400,000","4,025,400,000","4,039,800,000","4,064,300,000","4,080,700,000","4,000,200,000","3,686,200,000","3,698,400,000","3,730,100,000","3,742,900,000","3,752,500,000","3,770,600,000","3,769,900,000","3,733,042,000","3,729,988,000","3,702,605,000","3,712,770,000","1,521,181,000","1,512,488,000","1,504,302,000","1,516,735,000","1,530,317,000","1,545,805,000","1,627,163,000","1,600,436,000","1,562,832,000","1,516,893,000","1,448,843,000","1,426,233,000","1,377,015,000","1,342,723,000","1,290,547,000","1,267,626,000","1,263,998,000","1,280,007,000","1,296,693,000","1,306,568,000","1,288,892,000","1,293,803,000","1,301,125,000","1,302,820,000","1,294,438,000","1,306,816,000","1,323,846,000","1,340,258,000","1,361,245,000","1,387,615,000","1,399,616,000","1,419,809,000","1,429,328,000","1,440,591,000","1,405,883,000","1,405,713,000","1,410,865,000","1,430,493,000","1,443,319,000","1,418,049,000","1,421,149,000","1,448,998,000","1,457,734,000","1,472,997,000","1,478,850,000","1,497,213,000","1,509,315,000","1,523,563,000","1,529,412,000","1,530,001,000","1,523,641,000","1,538,403,000","1,728,585,000","1,740,060,000","1,734,463,000","1,750,300,000"
		NetPPE,"3,935,100,000","3,767,300,000","3,591,200,000","3,473,500,000","3,444,000,000","3,427,600,000","3,362,600,000","3,344,400,000","3,373,900,000","3,386,000,000","3,342,700,000","3,345,200,000","3,327,100,000","3,108,600,000","3,065,100,000","3,026,500,000","2,961,400,000","2,924,900,000","2,881,600,000","2,872,500,000","2,887,200,000","2,895,700,000","2,878,700,000","2,809,900,000","2,817,900,000","2,832,100,000","2,842,500,000","2,852,700,000","2,864,100,000","2,857,600,000","2,818,133,000","2,817,249,000","2,800,742,000","2,805,704,000","1,369,053,000","1,363,681,000","1,353,202,000","1,366,069,000","1,376,457,000","1,393,730,000","1,477,130,000","1,476,654,000","1,434,362,000","1,401,516,000","1,360,140,000","1,337,986,000","1,291,555,000","1,256,927,000","1,204,480,000","1,182,504,000","1,177,593,000","1,194,985,000","1,210,781,000","1,221,019,000","1,200,445,000","1,205,014,000","1,211,892,000","1,215,298,000","1,208,564,000","1,219,606,000","1,235,915,000","1,252,291,000","1,259,225,000","1,284,873,000","1,299,711,000","1,320,511,000","1,338,914,000","1,348,191,000","1,344,686,000","1,345,154,000","1,353,416,000","1,371,557,000","1,384,409,000","1,372,823,000","1,376,331,000","1,388,712,000","1,395,667,000","1,408,980,000","1,411,595,000","1,430,088,000","1,440,268,000","1,451,224,000","1,452,620,000","1,450,026,000","1,443,155,000","1,455,990,000","1,630,266,000","1,638,440,000","1,634,421,000","1,662,600,000"
			GrossPPE,"8,358,100,000","8,109,800,000","7,882,200,000","7,706,400,000","7,614,600,000","7,547,700,000","7,436,100,000","7,346,700,000","7,290,200,000","7,232,100,000","7,137,900,000","7,071,600,000","6,981,300,000","6,691,100,000","6,588,300,000","6,540,900,000","6,414,300,000","6,311,200,000","6,197,600,000","6,120,000,000","6,065,000,000","6,010,300,000","5,952,400,000","5,829,800,000","5,770,500,000","5,714,800,000","5,684,000,000","5,631,100,000","5,590,800,000","5,515,400,000","5,464,805,000","5,381,319,000","5,293,810,000","5,232,700,000","1,369,053,000","1,363,681,000","1,353,202,000","3,640,792,000",,,,"3,618,560,000",,,,"3,439,521,000",,,,"3,183,614,000",,,,"3,099,833,000","3,005,284,000","3,009,853,000","3,016,731,000","3,020,137,000","2,894,528,000","2,905,570,000","2,921,879,000","2,938,255,000","2,823,587,000","2,849,235,000","2,864,073,000","2,884,873,000","2,775,975,000","2,785,252,000","2,781,747,000","2,782,215,000","2,655,085,000","2,673,226,000","2,686,078,000","2,674,492,000","2,549,752,000","2,562,133,000","2,569,088,000","2,582,401,000","2,477,020,000","2,495,513,000","2,505,693,000","2,516,649,000","2,407,605,000","2,405,011,000","2,398,140,000","2,410,975,000","2,559,759,000","2,540,456,000","2,505,233,000","2,505,100,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,
				LandAndImprovements,"192,900,000","189,800,000","186,200,000","186,600,000","185,500,000","179,600,000","178,300,000","177,500,000","177,800,000","177,500,000","167,500,000","167,700,000","165,600,000","161,900,000","162,000,000","159,700,000","158,000,000","156,000,000","156,100,000","156,300,000","154,100,000","149,700,000","148,600,000","147,800,000","146,200,000","146,400,000","145,800,000","150,700,000","144,500,000","138,200,000","138,486,000","141,391,000","140,886,000","140,592,000",,,,"107,250,000",,,,"102,483,000",,,,"98,197,000",,,,"98,066,000",,,,"98,943,000",,,,"94,997,000",,,,"92,212,000",,,,"87,495,000",,,,"85,757,000",,,,"82,620,000",,,,"75,006,000",,,,"71,936,000",,,,,,,,
				BuildingsAndImprovements,"949,100,000","938,700,000","895,500,000","896,800,000","874,800,000","858,500,000","847,600,000","845,100,000","844,700,000","837,400,000","815,400,000","812,000,000","806,600,000","795,500,000","756,200,000","735,800,000","734,400,000","729,800,000","731,200,000","725,700,000","723,700,000","717,100,000","687,800,000","645,500,000","641,300,000","640,900,000","661,800,000","659,500,000","659,800,000","659,900,000","645,173,000","642,542,000","637,004,000","628,948,000",,,,"390,363,000",,,,"377,664,000",,,,"350,301,000",,,,"341,344,000",,,,"335,125,000",,,,"329,148,000",,,,"325,260,000",,,,"327,223,000",,,,"314,780,000",,,,"306,747,000",,,,"298,616,000",,,,"292,571,000",,,,,,,,
				MachineryFurnitureEquipment,"6,248,600,000","6,159,100,000","6,055,200,000","6,027,900,000","5,879,900,000","5,826,600,000","5,811,600,000","5,793,700,000","5,742,600,000","5,727,400,000","5,672,300,000","5,603,600,000","5,522,000,000","5,481,600,000","5,356,700,000","5,364,000,000","5,212,000,000","5,162,500,000","5,066,200,000","5,017,900,000","4,987,700,000","4,951,400,000","4,902,200,000","4,800,000,000","4,769,900,000","4,747,100,000","4,671,700,000","4,621,300,000","4,533,700,000","4,508,000,000","4,374,819,000","4,348,431,000","4,268,457,000","4,263,505,000",,,,"3,048,932,000",,,,"3,045,145,000",,,,"2,753,258,000",,,,"2,665,876,000",,,,"2,588,996,000",,,,"2,500,286,000",,,,"2,451,233,000",,,,"2,401,395,000",,,,"2,310,828,000",,,,"2,219,462,000",,"2,562,133,000",,"2,147,210,000",,,,"2,071,048,000","2,407,605,000","2,405,011,000","2,398,140,000",,,,,
