name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997
TotalAssets,"467,903,000","479,740,000","500,587,000","503,581,000","499,958,000","525,592,000","451,726,000","453,307,000","470,049,000","486,842,000","508,030,000","523,454,000","518,353,000","506,244,000","483,413,000","464,469,000","470,652,000","458,578,000","439,881,000","437,068,000","427,176,000","423,714,000","430,602,000","423,348,000","418,254,000","409,186,000","423,056,000","421,826,000","414,461,000","425,463,000","409,727,000","406,885,000","392,263,000","391,496,000","366,654,000","353,906,000","353,258,000","350,807,000","329,215,000","325,395,000","322,933,000","312,791,000","294,625,000","289,632,000","275,029,000","266,019,000","252,147,000","239,740,000","238,790,000","235,710,000","230,142,000","227,533,000","229,766,000","259,314,000","252,787,000","251,905,000","249,520,000","243,539,000","224,614,000","160,029,000","145,421,000","144,276,000","134,058,000","128,474,000","119,903,000","122,648,000","116,048,000","112,223,000","113,935,000","105,078,361","94,485,521","92,014,069","82,116,972","81,913,888","51,147,218","47,061,611","46,671,161","45,194,780","42,437,906","40,237,574","42,096,461","39,654,124","38,906,658","38,398,884","42,241,462","44,699,274","41,495,924","42,968,710","41,841,377","42,103,912","47,500,000","48,500,000","48,200,000","49,100,000","40,300,000","43,700,000","43,100,000","41,200,000","41,500,000"
	CurrentAssets,"260,992,000","273,450,000","268,972,000","271,714,000","304,067,000","323,935,000","284,740,000","296,033,000","308,310,000","322,216,000","306,522,000","318,260,000","310,560,000","316,742,000","294,825,000","297,628,000","298,909,000","294,159,000","281,223,000","279,224,000","279,769,000","286,230,000","294,988,000","309,289,000","299,293,000","292,158,000","307,385,000","318,800,000","313,719,000","340,534,000","329,111,000","334,987,000","322,952,000","324,119,000","304,633,000","293,547,000","292,465,000","288,078,000","266,329,000","263,847,000","260,375,000","251,487,000","234,371,000","229,116,000","215,716,000","208,312,000","196,157,000","186,159,000","182,965,000","180,079,000","173,055,000","170,813,000","173,659,000","202,076,000","200,252,000","200,079,000","201,473,000","196,600,000","178,993,000","115,778,000","103,160,000","102,681,000","94,979,000","89,580,000","83,070,000","87,427,000","82,157,000","80,082,000","81,938,000","80,986,893","77,261,918","73,464,587","66,348,435","66,577,410","37,278,822","32,063,820","31,771,233","29,966,744","27,289,370","25,542,133","27,192,063","29,417,023","28,420,442","26,051,349","30,960,837","32,281,913","29,332,478","31,133,851","32,064,893","30,320,150","30,200,000","34,800,000","34,200,000","34,600,000","35,200,000","38,600,000","40,900,000","39,500,000","39,900,000"
		CashCashEquivalentsAndShortTermInvestments,"107,192,000","121,989,000","125,814,000","133,337,000","169,957,000","185,633,000","163,637,000","173,700,000","173,195,000","158,504,000","143,951,000","145,423,000","135,527,000","133,576,000","134,969,000","144,552,000","149,783,000","151,957,000","140,811,000","139,564,000","148,770,000","149,111,000","153,306,000","176,516,000","163,230,000","150,350,000","160,959,000","155,569,000","161,059,000","174,284,000","181,906,000","194,831,000","187,710,000","189,624,000","181,900,000","176,301,000","169,589,000","158,223,000","145,494,000","139,737,000","138,581,000","129,537,000","119,340,000","122,331,000","118,269,000","115,708,000","109,610,000","106,914,000","103,317,000","100,064,000","92,380,000","91,763,000","94,202,000","105,459,000","102,530,000","94,522,000","102,646,000","103,173,000","98,189,000","40,234,000","33,081,000","31,479,000","24,738,000","22,707,000","22,288,000","25,768,000","21,949,000","25,740,000","34,986,000","38,842,235","35,260,219","32,866,039","32,940,321","33,462,109","5,910,832","5,154,525","6,815,452","5,461,151","7,714,797","6,865,499","8,595,096","11,983,123","10,784,711","10,013,161","13,924,383","14,247,954","13,041,667","11,191,296","13,384,122","13,131,446","12,300,000",,"1,000,000","1,200,000","20,500,000","22,400,000","28,500,000","28,800,000","30,600,000"
			CashAndCashEquivalents,"107,192,000","121,989,000","125,814,000","133,337,000","169,957,000","185,633,000","163,637,000","173,700,000","157,240,000","133,634,000","119,083,000","120,604,000","110,696,000","108,783,000","115,098,000","133,554,000","138,826,000","140,960,000","129,841,000","117,594,000","105,858,000","106,169,000","121,349,000","133,541,000","120,278,000","107,356,000","95,975,000","90,576,000","96,066,000","109,289,000","116,910,000","129,835,000","122,716,000","124,630,000","116,905,000","111,308,000","104,598,000","93,233,000","80,505,000","74,748,000","73,588,000","64,540,000","54,345,000","57,339,000","53,282,000","50,722,000","44,625,000","41,929,000","38,331,000","35,078,000","27,401,000","26,790,000","61,227,000","23,494,000","20,160,000","16,757,000","19,486,000","25,798,000","25,409,000","19,213,000","17,291,000","15,689,000","8,948,000","6,917,000","6,398,000","9,278,000","10,959,000","10,950,000","13,501,000","16,357,235","12,174,371","12,681,039","10,855,321","17,424,901","5,484,017","3,550,949","4,920,881","4,023,614","4,750,381","3,499,787","4,476,568","7,238,564","5,463,850","4,597,553","6,463,312","8,029,318","6,617,817","3,997,183","6,916,314","13,131,446","1,700,000",,"1,000,000","1,200,000","20,500,000","22,400,000","28,500,000","28,800,000","30,600,000"
				CashFinancial,"107,192,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,"0",,,,"0","0","0","15,955,000","24,870,000","24,868,000","24,819,000","24,831,000","24,793,000","19,871,000","10,998,000","10,957,000","10,997,000","10,970,000","21,970,000","42,912,000","42,942,000","31,957,000","42,975,000","42,952,000","42,994,000","64,984,000","64,993,000","64,993,000","64,995,000","64,996,000","64,996,000","64,994,000","64,994,000","64,995,000","64,993,000","64,991,000","64,990,000","64,989,000","64,989,000","64,993,000","64,997,000","64,995,000","64,992,000","64,987,000","64,986,000","64,985,000","64,985,000","64,986,000","64,986,000","64,979,000","64,973,000","32,975,000","81,965,000","82,370,000","77,765,000","83,160,000","77,375,000","72,780,000","21,021,000","15,790,000","15,790,000","15,790,000","15,790,000","15,890,000","16,490,000","10,990,000","14,790,000","21,485,000","22,485,000","23,085,848","20,185,000","22,085,000","16,037,208","426,815","1,603,576","1,894,571","1,437,537","2,964,416","3,365,712","4,118,528","4,744,559","5,320,861","5,415,608","7,461,071","6,218,636","6,423,850","7,194,113","6,467,808",,"10,600,000",,,,,,,,
		Receivables,"76,745,000","78,523,000","58,875,000","59,966,000","59,821,000","64,616,000","47,533,000","48,113,000","58,834,000","76,162,000","64,708,000","74,430,000","76,237,000","88,927,000","75,361,000","71,641,000","71,631,000","72,105,000","60,449,000","58,805,000","60,633,000","61,364,000","57,431,000","56,825,000","60,122,000","69,918,000","63,811,000","70,002,000","62,339,000","83,959,000","68,939,000","65,979,000","64,739,000","66,309,000","52,939,000","51,717,000","53,721,000","62,559,000","51,014,000","53,246,000","48,731,000","57,512,000","50,670,000","46,951,000","47,533,000","56,317,000","43,218,000","40,348,000","40,550,000","42,944,000","35,697,000","32,901,000","30,701,000","49,713,000","45,354,000","52,819,000","48,146,000","54,767,000","44,554,000","44,959,000","40,053,000","42,706,000","36,866,000","34,497,000","28,011,000","28,654,000","28,424,000","25,940,000","23,515,000","22,484,008","17,821,846","17,834,419","14,240,455","16,312,978","17,731,615","14,174,674","13,555,089","14,236,160","10,524,900","9,469,603","9,033,492","9,385,568","9,451,206","7,944,442","8,922,287","10,352,972","8,633,789","11,924,768","10,549,110","9,812,838","7,900,000","9,100,000","8,800,000","9,000,000","8,100,000","10,100,000","7,700,000","6,200,000","5,300,000"
			AccountsReceivable,"76,745,000","78,523,000","58,875,000","59,966,000","59,821,000","64,616,000","47,533,000","48,113,000","58,834,000","76,162,000","64,708,000","74,430,000","76,237,000","88,927,000","75,361,000","71,641,000","71,631,000","72,105,000","60,449,000","58,805,000","60,633,000","61,364,000","57,431,000","56,825,000","60,122,000","69,918,000","63,811,000","70,002,000","62,339,000","83,959,000","68,939,000","65,979,000","64,739,000","66,309,000","52,939,000","51,717,000","53,721,000","62,559,000","51,014,000","53,246,000","48,731,000","57,512,000","50,670,000","46,951,000","47,533,000","51,862,000","43,218,000","40,348,000","40,550,000","42,944,000","35,697,000","32,901,000","30,701,000","49,713,000","45,354,000","52,819,000","48,146,000","54,767,000","44,554,000","44,959,000","40,053,000","42,706,000","36,866,000","34,497,000","28,011,000","28,654,000","28,424,000","25,940,000","23,515,000","22,484,008","17,821,846","17,834,419","14,240,455","16,312,978","17,731,615","14,174,674","13,555,089","14,236,160","10,524,900","9,469,603","9,033,492","9,385,568","8,898,793","7,944,442","8,922,287",,,,,,,,,,,,,,
				GrossAccountsReceivable,"78,992,000","80,754,000","62,359,000","63,601,000","63,421,000","68,504,000","51,417,000","52,151,000","62,268,000","79,611,000","67,162,000","76,162,000","77,879,000",,"77,394,000","73,708,000","73,642,000",,"62,489,000","60,720,000","62,484,000",,"59,162,000","58,680,000","61,739,000",,"65,334,000","71,513,000","64,359,000",,"71,710,000","68,931,000","68,263,000",,"56,966,000","55,673,000","57,620,000",,"55,331,000","57,579,000","53,403,000",,"55,362,000","52,021,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-2,247,000","-2,231,000","-3,484,000","-3,635,000","-3,600,000","-3,888,000","-3,884,000","-4,038,000","-3,434,000","-3,449,000","-2,454,000","-1,732,000","-1,642,000",,"-2,033,000","-2,067,000","-2,011,000",,"-2,040,000","-1,915,000","-1,851,000",,"-1,731,000","-1,855,000","-1,617,000",,"-1,523,000","-1,511,000","-2,020,000",,"-2,771,000","-2,952,000","-3,524,000",,"-4,027,000","-3,956,000","-3,899,000",,"-4,317,000","-4,333,000","-4,672,000",,"-4,692,000","-5,070,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
