name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,03/31/2018
OperatingCashFlow,"154,387,000","18,213,000","42,618,000","19,554,000","74,002,000","15,839,000","-3,179,000","16,448,000","-26,753,000","13,858,000","37,618,000","4,583,000"
	CashFlowFromContinuingOperatingActivities,"154,387,000","18,213,000","42,618,000","19,554,000","74,002,000","15,839,000","-3,179,000","16,448,000","-26,753,000","13,858,000","37,618,000","4,583,000"
		NetIncomeFromContinuingOperations,"68,691,000","3,637,000","-602,000","13,903,000","51,753,000","12,416,000","-8,042,000","2,927,000","-6,040,000","7,251,000","5,018,000","25,910,000"
		OperatingGainsLosses,"-7,881,000","2,957,000","1,393,000","1,474,000","-12,481,000","-986,000","-2,627,000","262,000","-5,315,000","21,752,000","-2,648,000",
			GainLossOnInvestmentSecurities,"4,459,000","1,400,000","1,400,000","1,472,000","187,000","-986,000","-2,627,000","643,000","-5,696,000","21,752,000","-3,897,000",
		DepreciationAmortizationDepletion,"57,732,000","15,328,000","14,916,000","14,028,000","13,460,000","12,615,000","12,455,000","12,929,000","12,175,000","10,527,000","9,506,000","2,526,000"
			DepreciationAndAmortization,"57,732,000","15,328,000","14,916,000","14,028,000","13,460,000","12,615,000","12,455,000","12,929,000","12,175,000","10,527,000","9,506,000","2,526,000"
		DeferredTax,"5,256,000","9,582,000","3,812,000","1,093,000","-9,231,000","5,406,000","-2,282,000","923,000","-1,901,000","2,471,000","1,594,000","0"
			DeferredIncomeTax,"5,256,000","9,582,000","3,812,000","1,093,000","-9,231,000","5,406,000","-2,282,000","923,000","-1,901,000","2,471,000","1,594,000","0"
		StockBasedCompensation,"3,612,000","920,000","985,000","964,000","743,000","2,870,000","857,000","496,000","388,000","369,000","345,000","0"
		OtherNonCashItems,"21,100,000","2,336,000","2,756,000","2,699,000","12,085,000","-3,836,000","3,805,000","4,883,000","3,889,000","4,818,000","1,460,000",
		ChangeInWorkingCapital,"5,877,000","-16,547,000","19,358,000","-14,607,000","17,673,000","-12,646,000","-7,345,000","-5,972,000","-29,949,000","-33,330,000","22,343,000","-23,853,000"
			ChangeInReceivables,"-4,416,000","-1,577,000","-515,000","-4,231,000","1,907,000","2,358,000","-3,141,000","-6,547,000","-1,916,000","5,322,000","-1,468,000","778,000"
