name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008
OperatingCashFlow,"135,718,000","9,999,000","42,350,000","29,290,000","54,079,000","8,854,000","8,524,000","-55,300,000","56,795,000","28,550,000","45,355,000","36,841,000","41,281,000","20,442,000","57,837,000","41,835,000","-3,991,000","15,031,000","36,013,000","15,799,000","30,626,000","16,293,000","22,287,000","17,980,000","218,000","7,766,000","-1,258,000","15,426,000","9,585,000","5,200,000","1,775,000","-1,677,000","-511,000","-95,000","5,568,000","1,642,000","5,595,000","-5,992,000","3,446,000","-655,000","152,600,000","66,634,000","-30,579,000","-47,530,000","-61,179,000","29,513,000","56,038,000","-50,743,000","-15,182,000","-15,091,000","-11,231,000","32,431,000","-19,228,000","11,245,000","-30,074,000","-6,694,000","471,000","-5,623,000"
	CashFlowFromContinuingOperatingActivities,"132,331,000","10,000,000","42,363,000","34,313,000","45,655,000","8,925,000","15,083,000","8,300,000","58,614,000","29,302,000","46,294,000","43,005,000","44,606,000","23,269,000","63,721,000","44,963,000","-2,411,000","17,675,000","38,455,000","16,859,000","31,040,000","17,184,000","25,270,000","22,348,000","2,762,000","8,074,000","1,488,000","15,894,000","9,862,000","5,340,000","8,103,000","-1,210,000","1,938,000","244,000","6,843,000","2,325,000","6,486,000","-5,416,000","-416,000","2,284,000","-1,803,000","-4,787,000","-7,173,000","-5,550,000","-44,974,000","29,645,000","56,038,000","-50,743,000","-15,182,000","-15,091,000","-11,231,000","32,431,000","-19,228,000","11,245,000","-30,074,000","-6,694,000","471,000","-5,623,000"
		NetIncomeFromContinuingOperations,"43,003,000","-10,823,000","48,432,000","-4,406,000","9,800,000","19,312,000","-8,117,000","-24,809,000","-8,616,000","18,976,000","1,466,000","24,463,000","12,981,000","550,000","251,000","28,362,000","44,849,000","35,857,000","-6,518,000","10,131,000","8,007,000","7,798,000","8,021,000","7,280,000","9,002,000","6,905,000","32,081,000","7,383,000","6,439,000","5,413,000","2,109,000","555,000","2,683,000","-5,834,000","1,317,000","316,000","-2,033,000","-273,000","2,503,000","270,000","-1,753,000","-3,269,000","-21,857,000","2,154,000","-1,172,000","-28,835,000","-12,459,000","1,819,000","-799,000","-6,146,000","-20,976,000","-7,400,000","742,000","3,160,000","-7,006,000","-22,551,000","-162,920,000","-9,799,000"
		OperatingGainsLosses,,,"-83,200,000","0","-348,000","-39,724,000","0",,,,,,,"468,000",,,,"92,000","167,000","364,000","36,000","273,000","252,000","121,000","140,000","127,000","646,000","64,000","10,000","28,000","45,000","185,000",,,"140,000","1,000","0","24,000","403,000","284,000","0","60,000","101,000","99,000","17,355,000","-17,244,000","-33,620,000","-31,860,000","-24,027,000","-23,028,000","-20,362,000","-22,247,000","-33,859,000","-32,031,000","-20,117,000","-20,578,000","-23,940,000","-23,754,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,"92,000","167,000","364,000","36,000","273,000","252,000","121,000","140,000","127,000","646,000","64,000","10,000","28,000","45,000","185,000","52,000","0","140,000","1,000","0","24,000","403,000","284,000","0","60,000","101,000","99,000","111,000","0","-30,000","0","14,000","372,000","123,000","-26,000","354,000","672,000",,,,
			GainLossOnInvestmentSecurities,,,"-83,200,000","0","0","-40,072,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-17,309,000","-34,124,000","-31,860,000","-24,041,000","-23,400,000","-20,619,000","-22,495,000","-34,442,000","-32,764,000",,,,
		DepreciationAmortizationDepletion,"58,389,000","12,771,000","14,712,000","15,153,000","15,753,000","15,030,000","16,213,000","16,625,000","17,306,000","17,135,000","16,928,000","16,776,000","16,839,000","15,909,000","12,102,000","7,754,000","5,791,000","5,836,000","6,197,000","6,101,000","4,679,000","4,574,000","2,466,000","1,452,000","1,246,000","1,023,000","898,000","789,000","754,000","716,000","744,000","881,000","973,000","783,000","881,000","924,000","915,000","928,000","945,000","1,035,000","1,152,000","1,331,000","1,450,000","1,486,000","1,095,000","1,883,000","1,932,000","2,042,000","2,450,000","2,452,000","2,828,000","2,753,000","3,005,000","2,927,000","3,156,000","3,995,000","38,809,000","5,443,000"
			DepreciationAndAmortization,"58,389,000","12,771,000","14,712,000","15,153,000","15,753,000","15,030,000","16,213,000","16,625,000","17,306,000","17,135,000","16,928,000","16,776,000","16,839,000","15,909,000","12,102,000","7,754,000","5,791,000","5,836,000","6,197,000","6,101,000","4,679,000","4,574,000","2,466,000","1,452,000","1,246,000","1,023,000","898,000","789,000","754,000","716,000","744,000","881,000","973,000","783,000","881,000","924,000","915,000","928,000","945,000","1,035,000","1,152,000","1,331,000","1,450,000","1,486,000","1,095,000","1,883,000","1,932,000","2,042,000","2,450,000","2,452,000","2,828,000","2,753,000","3,005,000","2,927,000","3,156,000","3,995,000","38,809,000","5,443,000"
				Depreciation,"19,046,000","4,854,000","4,941,000","4,808,000","4,443,000","3,718,000","3,738,000","3,535,000","3,550,000","3,378,000","3,172,000","2,998,000","2,559,000","2,482,000","2,186,000","1,895,000","1,633,000","1,671,000","1,776,000","1,798,000","1,808,000","1,703,000","1,486,000","1,286,000","1,174,000","998,000","873,000","764,000","717,000","654,000","704,000","840,000","946,000","755,000","853,000","891,000","872,000","885,000","901,000","934,000","1,046,000","1,224,000","1,346,000","1,273,000","828,000","1,576,000","1,621,000","1,523,000","1,507,000","1,509,000","1,617,000","1,698,000","1,687,000","1,664,000","1,705,000","1,791,000","1,771,000","1,775,000"
				AmortizationCashFlow,"39,343,000","7,917,000","9,771,000","10,345,000","11,310,000","11,312,000","12,475,000","13,090,000","13,756,000","13,757,000","13,756,000","13,778,000","14,280,000","13,427,000","9,916,000","5,859,000","4,158,000","4,165,000","4,421,000","4,303,000","2,871,000","2,871,000","980,000","166,000","72,000","25,000","25,000","25,000","37,000","62,000","40,000","41,000","27,000","28,000","28,000","33,000","43,000","43,000","44,000","101,000","106,000","107,000","104,000","213,000","267,000","307,000","311,000","519,000","943,000","943,000","1,211,000","1,055,000","1,318,000","1,263,000","1,451,000","2,204,000","37,038,000","3,668,000"
