name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990
TotalRevenue,"19,261,000,000","3,715,000,000","6,499,000,000","4,600,000,000","4,447,000,000","3,887,000,000","6,141,000,000","3,979,000,000","3,407,000,000","2,428,000,000","6,832,000,000","4,625,000,000","4,430,000,000","4,087,000,000","6,823,000,000","4,628,000,000","4,570,000,000","4,208,000,000","6,776,000,000","4,332,000,000","4,144,000,000","3,843,000,000","6,205,000,000","4,327,000,000","4,182,000,000","3,972,000,000","6,387,000,000","4,427,000,000","4,267,000,000","4,123,000,000","6,337,000,000","4,374,000,000","4,242,000,000","4,070,000,000","6,099,000,000","4,444,000,000","4,289,000,000","4,199,000,000","6,342,000,000","4,490,000,000","4,205,000,000","4,243,000,000","6,018,000,000","4,376,000,000","4,248,000,000","4,162,000,000","6,038,000,000","4,218,000,000","4,100,000,000","4,035,000,000","5,682,000,000","4,051,000,000","3,806,000,000","3,638,000,000","5,235,602,000","3,803,649,000","3,725,490,000","3,624,259,000","5,487,322,000","3,825,162,000","3,589,210,000","3,572,040,000","5,430,757,000","3,637,272,000","3,291,431,000","3,184,725,000","4,651,941,000","3,119,360,000","2,888,078,000","2,742,838,000","4,078,706,000","2,743,882,000","2,497,858,000","2,380,173,000","3,561,941,000","2,393,950,000","2,208,459,000","2,117,744,000","3,184,479,000","2,143,390,000","1,921,830,000","1,870,588,000","2,724,225,000","1,760,346,000","1,515,750,000","1,488,333,000","2,223,041,000","1,444,929,000","1,255,360,000","1,228,666,000","1,607,512,000","1,099,900,000","939,500,000","910,300,000","1,289,600,000","888,900,000","758,700,000","744,600,000","1,077,800,000","757,800,000","623,900,000","600,500,000","846,900,000","598,100,000","474,600,000","468,600,000","707,000,000","486,800,000","363,500,000","368,400,000","564,300,000","389,500,000","292,400,000","307,900,000","457,000,000","341,000,000","257,400,000","250,200,000","382,400,000","285,200,000","247,000,000","237,000,000","260,900,000","260,900,000","215,800,000","215,700,000","215,700,000","215,700,000"
	OperatingRevenue,"18,280,000,000","3,471,000,000","6,220,000,000","4,366,000,000","4,223,000,000","3,662,000,000","5,879,000,000","3,779,000,000","3,213,000,000","2,160,000,000","6,537,000,000","4,358,000,000","4,169,000,000","3,821,000,000","6,535,000,000","4,369,000,000","4,310,000,000","3,953,000,000","6,776,000,000","4,332,000,000","4,144,000,000","3,843,000,000","6,205,000,000","4,327,000,000","4,182,000,000","3,972,000,000","6,387,000,000","4,427,000,000","4,267,000,000","4,123,000,000","6,337,000,000","4,374,000,000","4,242,000,000","4,070,000,000","6,099,000,000","4,444,000,000","4,289,000,000","4,199,000,000","6,342,000,000","4,490,000,000","4,205,000,000","4,243,000,000","6,018,000,000","4,376,000,000","4,248,000,000","4,162,000,000","6,038,000,000","4,218,000,000","4,100,000,000","4,035,000,000","5,682,000,000","4,051,000,000","3,806,000,000","3,638,000,000","5,235,602,000","3,803,649,000","3,725,490,000","3,624,259,000","5,487,322,000","3,825,162,000","3,589,210,000","3,572,040,000","5,430,757,000","3,637,272,000","3,291,431,000","3,184,725,000","4,651,941,000","3,119,360,000","2,888,078,000","2,742,838,000","4,078,706,000","2,743,882,000","2,497,858,000","2,380,173,000","3,561,941,000","2,393,950,000","2,208,459,000","2,117,744,000","3,184,479,000","2,143,390,000","1,921,830,000","1,870,588,000","2,724,225,000","1,760,346,000","1,515,750,000","1,488,333,000","2,223,041,000","1,444,929,000","1,255,360,000","1,228,666,000","1,607,512,000","1,099,900,000","939,500,000","910,300,000","1,289,600,000","888,900,000","758,700,000","744,600,000","1,077,800,000","757,800,000","623,900,000","600,500,000","846,900,000","598,100,000","474,600,000","468,600,000","707,000,000","486,800,000","363,500,000","368,400,000","564,300,000","389,500,000","292,400,000","307,900,000","457,000,000","341,000,000","257,400,000","250,200,000","382,400,000","285,200,000","247,000,000","237,000,000","260,900,000","260,900,000","215,800,000","215,700,000","215,700,000","215,700,000"
CostOfRevenue,"11,344,000,000","2,140,000,000","4,155,000,000","2,623,000,000","2,426,000,000","2,233,000,000","4,000,000,000","2,424,000,000","2,149,000,000","1,787,000,000","4,400,000,000","2,775,000,000","2,550,000,000","2,415,000,000","4,345,000,000","2,752,000,000","2,605,000,000","2,496,000,000","4,483,000,000","2,737,000,000","2,511,000,000","2,445,000,000","4,132,000,000","2,720,000,000","2,532,000,000","2,560,000,000","4,275,000,000","2,784,000,000","2,605,000,000","2,600,000,000","4,190,000,000","2,746,000,000","2,588,000,000","2,574,000,000","4,024,000,000","2,778,000,000","2,613,000,000","2,671,000,000","4,230,000,000","2,778,000,000","2,563,000,000","2,719,000,000","3,841,000,000","2,688,000,000","2,520,000,000","2,576,000,000","3,816,000,000","2,596,000,000","2,449,000,000","2,498,000,000","3,612,000,000","2,512,000,000","2,286,000,000","2,270,000,000","3,413,387,000","2,380,852,000","2,250,552,000","2,289,209,000","3,605,412,000","2,407,131,000","2,192,801,000","2,255,719,000","3,512,455,000","2,288,141,000","2,053,385,000","2,036,532,000","3,073,381,000","1,986,766,000","1,819,493,000","1,759,638,000","2,708,116,000","1,758,331,000","1,587,809,000","1,532,736,000","2,460,290,000","1,578,608,000","1,471,656,000","1,376,479,000","2,133,528,000","1,399,097,000","1,234,773,000","1,213,821,000","1,825,039,000","1,152,038,000","978,915,000","965,098,000","1,483,809,000","947,245,000","816,139,000","802,658,000","1,078,459,000","724,200,000","614,000,000","597,100,000","864,800,000","589,300,000","502,200,000","491,100,000","729,700,000","503,900,000","415,700,000","397,300,000","579,300,000","399,600,000","318,000,000","311,800,000","482,300,000","326,100,000","242,300,000","244,000,000","382,400,000","260,400,000","191,200,000","201,100,000","307,500,000","228,100,000","167,900,000","164,000,000","254,400,000","186,300,000","161,000,000","153,600,000",,,,,,
GrossProfit,"7,917,000,000","1,575,000,000","2,344,000,000","1,977,000,000","2,021,000,000","1,654,000,000","2,141,000,000","1,555,000,000","1,258,000,000","641,000,000","2,432,000,000","1,850,000,000","1,880,000,000","1,672,000,000","2,478,000,000","1,876,000,000","1,965,000,000","1,712,000,000","2,293,000,000","1,595,000,000","1,633,000,000","1,398,000,000","2,073,000,000","1,607,000,000","1,650,000,000","1,412,000,000","2,112,000,000","1,643,000,000","1,662,000,000","1,523,000,000","2,147,000,000","1,628,000,000","1,654,000,000","1,496,000,000","2,075,000,000","1,666,000,000","1,676,000,000","1,528,000,000","2,112,000,000","1,712,000,000","1,642,000,000","1,524,000,000","2,177,000,000","1,688,000,000","1,728,000,000","1,586,000,000","2,222,000,000","1,622,000,000","1,651,000,000","1,537,000,000","2,070,000,000","1,539,000,000","1,520,000,000","1,368,000,000","1,822,215,000","1,422,797,000","1,474,938,000","1,335,050,000","1,881,910,000","1,418,031,000","1,396,409,000","1,316,321,000","1,918,302,000","1,349,131,000","1,238,046,000","1,148,193,000","1,578,560,000","1,132,594,000","1,068,585,000","983,200,000","1,370,590,000","985,551,000","910,049,000","847,437,000","1,101,651,000","815,342,000","736,803,000","741,265,000","1,050,951,000","744,293,000","687,057,000","656,767,000","899,186,000","608,308,000","536,835,000","523,235,000","739,232,000","497,684,000","439,221,000","426,008,000","529,053,000","375,700,000","325,500,000","313,200,000","424,800,000","299,600,000","256,500,000","253,500,000","348,100,000","253,900,000","208,200,000","203,200,000","267,600,000","198,500,000","156,600,000","156,800,000","224,700,000","160,700,000","121,200,000","124,400,000","181,900,000","129,100,000","101,200,000","106,800,000","149,500,000","112,900,000","89,500,000","86,200,000","128,000,000","98,900,000","86,000,000","83,400,000",,,,,,
OperatingExpense,"6,428,000,000","1,493,000,000","1,894,000,000","1,590,000,000","1,451,000,000","1,381,000,000","1,821,000,000","1,512,000,000","1,269,000,000","1,293,000,000","1,973,000,000","1,646,000,000","1,497,000,000","1,505,000,000","1,933,000,000","1,618,000,000","1,513,000,000","1,502,000,000","1,726,000,000","1,338,000,000","1,226,000,000","1,213,000,000","1,599,000,000","1,312,000,000","1,220,000,000","1,242,000,000","1,571,000,000","1,335,000,000","1,238,000,000","1,243,000,000","1,493,000,000","1,324,000,000","1,203,000,000","1,216,000,000","1,466,000,000","1,301,000,000","1,225,000,000","1,211,000,000","1,425,000,000","1,287,000,000","1,185,000,000","1,203,000,000","1,372,000,000","1,273,000,000","1,181,000,000","1,224,000,000","1,402,000,000","1,266,000,000","1,202,000,000","1,186,000,000","1,348,000,000","1,200,000,000","1,121,000,000","1,117,000,000","1,249,530,000","1,137,458,000","1,068,389,000","1,063,650,000","1,198,106,000","1,087,168,000","952,684,000","970,236,000","1,130,547,000","979,747,000","862,627,000","865,978,000","956,911,000","865,163,000","759,185,000","765,500,000","843,493,000","739,329,000","644,649,000","649,480,000","688,630,000","604,779,000","533,324,000","545,024,000","585,868,000","516,019,000","474,063,000","474,978,000","509,906,000","432,473,000","384,485,000","390,725,000","432,488,000","361,706,000","324,622,000","332,013,000","324,778,000","281,200,000","245,200,000","243,800,000","264,400,000","228,300,000","199,800,000","196,700,000","222,300,000","194,200,000","166,500,000","172,000,000","176,600,000","156,500,000","127,900,000","129,500,000","159,200,000","122,300,000","99,200,000","100,600,000","121,900,000","103,400,000","83,600,000","86,300,000","99,600,000","88,100,000","76,300,000","71,900,000","86,700,000","78,400,000","73,000,000","83,500,000",,,,,,
	SellingGeneralAndAdministration,"5,601,000,000","1,293,000,000","1,687,000,000","1,380,000,000","1,241,000,000","1,170,000,000","1,603,000,000","1,302,000,000","1,050,000,000","1,066,000,000","1,743,000,000","1,419,000,000","1,269,000,000","1,275,000,000","1,694,000,000","1,375,000,000","1,272,000,000","1,259,000,000","1,459,000,000","1,095,000,000","983,000,000","975,000,000","1,361,000,000","1,080,000,000","986,000,000","1,008,000,000","1,332,000,000","1,099,000,000","1,005,000,000","1,016,000,000","1,272,000,000","1,097,000,000","981,000,000","1,000,000,000","1,242,000,000","1,073,000,000","1,000,000,000","997,000,000","1,212,000,000","1,077,000,000","975,000,000","1,002,000,000","1,177,000,000","1,071,000,000","991,000,000","1,068,000,000","1,241,000,000","1,059,000,000","1,047,000,000","1,035,000,000","1,193,000,000","1,050,000,000","977,000,000","976,000,000","1,106,679,000","1,001,967,000","935,708,000","933,646,000","1,072,002,000","971,961,000","846,538,000","865,548,000","1,026,539,000","885,429,000","766,522,000","772,706,000","865,736,000","780,051,000","676,562,000","685,494,000","763,665,000","667,785,000","573,824,000","583,478,000","624,108,000","544,863,000","476,315,000","489,607,000","534,889,000","466,954,000","426,637,000","428,766,000","468,193,000","392,210,000","346,106,000","351,476,000","395,864,000","326,155,000","292,152,000","303,385,000","300,441,000","257,800,000","224,000,000","223,900,000","245,700,000","210,200,000","182,800,000","180,400,000","206,700,000","179,500,000","152,200,000","158,900,000","164,500,000","144,900,000","117,500,000","119,500,000","149,700,000","113,500,000","91,400,000","92,600,000","114,300,000","96,100,000","77,400,000","80,000,000","93,300,000","82,200,000","70,600,000","66,200,000","81,600,000","73,200,000","67,800,000","78,600,000",,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"827,000,000","200,000,000","207,000,000","210,000,000","210,000,000","211,000,000","218,000,000","210,000,000","219,000,000","227,000,000","230,000,000","227,000,000","228,000,000","230,000,000","239,000,000","243,000,000","241,000,000","243,000,000","267,000,000","243,000,000","243,000,000","238,000,000","238,000,000","232,000,000","234,000,000","234,000,000","239,000,000","236,000,000","233,000,000","227,000,000","221,000,000","227,000,000","222,000,000","216,000,000","224,000,000","228,000,000","225,000,000","214,000,000","213,000,000","210,000,000","210,000,000","201,000,000","195,000,000","202,000,000","190,000,000","156,000,000","161,000,000","207,000,000","153,000,000","151,000,000","155,000,000","150,000,000","144,000,000","141,000,000","142,851,000","135,491,000","132,681,000","129,977,000","126,104,000","115,207,000","106,146,000","104,688,000","103,979,000","94,318,000","96,105,000","93,272,000","91,175,000","85,112,000","82,623,000","80,006,000","79,828,000","71,544,000","70,799,000","66,002,000","64,522,000","59,916,000","57,009,000","55,417,000","50,979,000","49,065,000","47,426,000","43,969,000","41,713,000","40,263,000","38,379,000","39,249,000","36,624,000","35,551,000","32,470,000","28,628,000","24,337,000","23,400,000","21,200,000","19,900,000","18,700,000","18,100,000","17,000,000","16,300,000","15,600,000","14,700,000","14,300,000","13,100,000","12,100,000","11,600,000","10,400,000","10,000,000","9,500,000","8,800,000","7,800,000","8,000,000","7,600,000","7,300,000","6,200,000","6,300,000","6,300,000","5,900,000","5,700,000","5,700,000","5,100,000","5,200,000","5,200,000","4,900,000",,,,,,
		DepreciationAndAmortizationInIncomeStatement,"827,000,000","200,000,000","207,000,000","210,000,000","210,000,000","211,000,000","218,000,000","210,000,000","219,000,000","227,000,000","230,000,000","227,000,000","228,000,000","230,000,000","239,000,000","243,000,000","241,000,000","243,000,000","267,000,000","243,000,000","243,000,000","238,000,000","238,000,000","232,000,000","234,000,000","234,000,000","239,000,000","236,000,000","233,000,000","227,000,000","221,000,000","227,000,000","222,000,000","216,000,000","224,000,000","228,000,000","225,000,000","214,000,000","213,000,000","210,000,000","210,000,000","201,000,000","195,000,000","202,000,000","190,000,000","156,000,000","161,000,000","207,000,000","153,000,000","151,000,000","155,000,000","150,000,000","144,000,000","141,000,000","142,851,000","135,491,000","132,681,000","129,977,000","126,104,000","115,207,000","106,146,000","104,688,000","103,979,000","94,318,000","96,105,000","93,272,000","91,175,000","85,112,000","82,623,000","80,006,000","79,828,000","71,544,000","70,799,000","66,002,000","64,522,000","59,916,000","57,009,000","55,417,000","50,979,000","49,065,000","47,426,000","43,969,000","41,713,000","40,263,000","38,379,000","39,249,000","36,624,000","35,551,000","32,470,000","28,628,000","24,337,000","23,400,000","21,200,000","19,900,000","18,700,000","18,100,000","17,000,000","16,300,000","15,600,000","14,700,000","14,300,000","13,100,000","12,100,000","11,600,000","10,400,000","10,000,000","9,500,000","8,800,000","7,800,000","8,000,000","7,600,000","7,300,000","6,200,000","6,300,000","6,300,000","5,900,000","5,700,000","5,700,000","5,100,000","5,200,000","5,200,000","4,900,000",,,,,,
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,413,000","38,963,000","37,079,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,300,000","1,300,000","1,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
