name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009
OperatingCashFlow,"2,371,300,000","748,200,000","504,100,000","495,200,000","623,800,000","679,800,000","648,800,000","356,800,000","286,300,000","452,600,000","470,800,000","366,700,000","244,700,000","307,600,000","229,400,000","370,900,000","189,300,000","354,400,000","407,600,000","67,400,000","145,800,000","318,700,000","276,700,000","103,200,000","216,200,000","241,300,000","339,200,000","211,300,000","191,600,000","292,600,000","242,700,000","94,600,000","105,800,000","318,700,000","124,600,000","95,400,000","-11,300,000","174,000,000","138,000,000","86,200,000","65,200,000","138,800,000","214,700,000","-56,900,000","151,400,000","70,100,000","104,500,000","-22,500,000","50,500,000","76,000,000","132,900,000","91,600,000"
	CashFlowFromContinuingOperatingActivities,"2,371,300,000","748,200,000","504,100,000","495,200,000","623,800,000","679,800,000","648,800,000","356,800,000","286,300,000","452,600,000","470,800,000","366,700,000","244,700,000","307,600,000","229,400,000","370,900,000","189,300,000","354,400,000","407,600,000","67,400,000","145,800,000","318,700,000","276,700,000","103,200,000","216,200,000","241,300,000","339,200,000","211,300,000","191,600,000","292,600,000","242,700,000","94,600,000","105,800,000","318,700,000","124,600,000","95,400,000","-11,300,000","174,000,000","138,000,000","86,200,000","65,200,000","138,800,000","214,700,000","-56,900,000","151,400,000","70,100,000","104,500,000","-22,500,000","50,500,000","76,000,000","132,900,000","91,600,000"
		NetIncomeFromContinuingOperations,"362,800,000","168,600,000","-249,200,000","288,000,000","155,400,000","227,900,000","146,000,000","172,200,000","177,100,000","-1,820,300,000","-15,100,000","32,100,000","48,900,000","-24,700,000","-88,200,000","-11,400,000","121,100,000","38,900,000","299,200,000","-155,100,000","70,600,000","-110,500,000","-140,700,000","-3,200,000","-14,500,000","-700,000","-232,000,000","20,900,000","25,100,000","34,600,000","92,300,000","120,500,000","103,300,000","106,900,000","95,700,000","49,400,000","22,400,000","33,800,000","27,600,000","19,100,000","43,400,000","69,200,000","74,800,000","36,500,000","63,300,000","40,800,000","24,300,000","-4,300,000","7,400,000","35,900,000","48,400,000","10,500,000"
		OperatingGainsLosses,"326,800,000","171,600,000","126,900,000","-28,400,000","56,700,000","-13,300,000","-32,100,000","-48,900,000","-25,900,000","-135,500,000","52,900,000","25,400,000","-10,300,000","7,600,000","-36,000,000","73,900,000","-128,900,000","84,600,000","58,900,000","-122,800,000","7,000,000","37,200,000","30,400,000","15,500,000","3,200,000","10,100,000","11,500,000","10,400,000","29,000,000","14,700,000","12,800,000","-16,600,000","-800,000","-1,100,000","-2,300,000","11,100,000","8,600,000","-1,900,000","16,200,000","15,900,000",,,"1,600,000",,,"-1,700,000","-3,300,000","11,800,000","9,300,000","-11,000,000","100,000","7,700,000"
			GainLossOnSaleOfBusiness,,,,,,,"0",,,,"-3,500,000","-65,300,000","-100,000","3,200,000","-14,400,000","61,100,000","-46,700,000","-100,000","-700,000","400,000","100,000","16,100,000","400,000","4,800,000","0","900,000","-7,800,000","0","-900,000","700,000","800,000","-4,400,000","-400,000","-800,000","800,000","-700,000","3,900,000","-100,000",,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"295,700,000","178,200,000","60,400,000","-12,600,000","69,700,000","-1,500,000","-14,000,000","-88,300,000","-10,400,000","-115,500,000","12,000,000","100,700,000","-7,100,000","7,200,000","200,000","-800,000","-19,700,000","30,100,000","33,200,000","3,800,000","1,500,000","8,500,000","27,100,000","8,500,000","-1,200,000","4,400,000","17,900,000","21,700,000","25,000,000","6,500,000","3,800,000","1,600,000","-400,000","-300,000",,,,"-200,000",,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"30,100,000","-5,600,000","62,800,000","-14,300,000","-12,800,000","-11,800,000","-18,500,000","-18,600,000","-14,900,000","-20,600,000","-23,100,000","-10,000,000","-3,100,000","-2,800,000","-900,000","-3,000,000","-1,900,000","-1,500,000","400,000","-200,000","4,200,000","12,600,000","2,900,000","2,200,000","4,400,000","4,800,000","1,400,000","1,600,000","1,200,000","-1,700,000","-4,200,000","-13,800,000","0","0","-2,800,000","4,500,000","-2,900,000","-1,600,000",,,,,,"-1,400,000","1,700,000","-1,700,000","2,200,000","1,800,000","-1,000,000","400,000","-700,000","1,700,000"
		DepreciationAmortizationDepletion,"863,500,000","209,100,000","219,700,000","222,900,000","211,800,000","216,200,000","217,800,000","203,700,000","204,500,000","239,100,000","252,700,000","244,300,000","237,200,000","237,400,000","208,800,000","206,400,000","202,600,000","198,100,000","206,700,000","208,200,000","203,500,000","191,100,000","194,100,000","184,000,000","186,100,000","193,500,000","228,800,000","165,800,000","162,900,000","119,600,000","97,900,000","87,700,000","85,800,000","79,600,000","73,200,000","69,000,000","65,700,000","64,000,000","53,300,000","48,600,000","48,300,000","47,400,000","46,700,000","45,600,000","45,300,000","43,400,000","37,300,000","50,700,000","43,900,000","42,800,000","40,200,000","45,000,000"
			DepreciationAndAmortization,"863,500,000","209,100,000","219,700,000","222,900,000","211,800,000","216,200,000","217,800,000","203,700,000","204,500,000","239,100,000","252,700,000","244,300,000","237,200,000","237,400,000","208,800,000","206,400,000","202,600,000","198,100,000","206,700,000","208,200,000","203,500,000","191,100,000","194,100,000","184,000,000","186,100,000","193,500,000","228,800,000","165,800,000","162,900,000","119,600,000","97,900,000","87,700,000","85,800,000","79,600,000","73,200,000","69,000,000","65,700,000","64,000,000","53,300,000","48,600,000","48,300,000","47,400,000","46,700,000","45,600,000","45,300,000","43,400,000","37,300,000","50,700,000","43,900,000","42,800,000","40,200,000","45,000,000"
		DeferredTax,"18,700,000","21,100,000","-9,400,000","1,200,000","5,800,000","14,500,000","37,100,000","31,900,000","-23,300,000","-278,400,000","-77,900,000","-3,800,000","-3,300,000","-2,900,000","-32,200,000","-3,900,000","32,700,000","8,900,000","-260,100,000","-98,100,000","-107,900,000","73,400,000","-33,900,000","-8,700,000","1,700,000","3,100,000","-17,300,000","23,400,000","12,400,000","6,100,000","-200,000","-1,800,000","-1,000,000","-1,400,000","-1,600,000","6,300,000","500,000","200,000","4,600,000","1,700,000","1,300,000","1,400,000","1,400,000","9,900,000","700,000","300,000","15,500,000","9,400,000","6,000,000","2,200,000","14,300,000","-800,000"
