name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003
		OtherNonCashItems,"-1,626,000","-287,000","-413,000","-501,000","-425,000","-496,000","271,000","-176,000","-178,000","-176,000","-177,000","-181,000","-181,000","-179,000","-182,000","-184,000","-186,000","-183,000","-186,000","-148,000","-96,000","-129,000","-225,000","-409,000","-268,000","-236,000","-256,000","-370,000","-408,000","-395,000","-438,000","-447,000","-449,000","-351,000","-266,000","-264,000","-241,000","-247,000",,,,"-61,000",,,,,"-176,000","-64,000","-74,000","-113,000","-115,000","-115,000","-117,000","-116,000","8,364,000","-4,457,000","-4,419,000","376,000","49,000","1,409,000","478,000","-142,000","275,000","665,000","-46,000","1,125,000","3,317,000","-1,898,000","-986,000","1,546,000","34,200,000",,,"814,000","-3,797,000"
		ChangeInWorkingCapital,"18,394,000","7,343,000","-7,586,000","6,238,000","12,399,000","-1,504,000","-10,881,000","-8,557,000","26,260,000","-660,000","-12,231,000","-5,418,000","19,507,000","-573,000","-8,238,000","-1,729,000","13,830,000","-5,805,000","-7,436,000","976,000","7,641,000","1,914,000","-6,731,000","8,510,000","-2,056,000","6,249,000","-5,467,000","3,616,000","3,953,000","-2,836,000","2,250,000","4,124,000","2,155,000","-4,032,000","3,494,000","359,000","5,247,000","-4,030,000","-10,705,000","11,628,000","11,698,000","-4,148,000","-1,209,000","4,127,000","1,162,000","-3,000,000","1,381,000","6,580,000","2,359,000","-4,767,000","-609,000","3,281,000","1,058,000","-5,886,000","1,216,000","4,481,000","77,000","-4,552,000","2,764,000","6,386,000","-4,132,000","-768,000","3,467,000","1,176,000","4,244,000","-4,515,000","679,000","1,949,000","1,902,000","-2,338,000","1,402,000","3,848,000","2,492,000","436,000","-1,152,000"
			ChangeInReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,328,000","2,758,000","-324,000","2,219,000","-4,999,000","348,000","1,532,000","-1,532,000","1,597,000","-1,947,000","1,745,000","-4,241,000","-514,000","-177,000","3,450,000",,,,
				ChangesInAccountReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,328,000","2,758,000","-324,000","2,219,000","-4,999,000","348,000","1,532,000","-1,532,000","1,597,000","-1,947,000","1,745,000","-4,241,000","-514,000","-177,000","3,450,000",,,,
			ChangeInPayablesAndAccruedExpense,"18,457,000","1,911,000","-4,526,000","-42,000","21,114,000","-1,675,000","-7,932,000","-2,086,000","27,683,000","-3,743,000","-13,294,000","-73,000","17,603,000","1,806,000","-8,168,000","505,000","15,874,000","-5,558,000","-7,742,000","5,815,000","10,178,000","2,595,000","-9,699,000","11,670,000","878,000","5,013,000","-6,524,000","2,780,000","6,705,000","-3,399,000","168,000","4,721,000","4,610,000","-6,800,000","3,013,000","452,000","7,499,000","-6,400,000","-495,000","9,812,000","1,371,000","-3,789,000","-2,196,000","4,218,000","4,596,000","-3,984,000","-3,461,000","5,080,000","5,814,000","-5,996,000","-3,702,000","5,279,000","4,151,000","-7,525,000","-13,000","5,911,000","2,263,000","-8,168,000","3,162,000","4,389,000","797,000","-1,688,000","2,587,000","3,034,000","2,747,000","-2,635,000","-793,000","5,211,000","2,097,000","-1,094,000","-131,000","554,000","2,827,000","436,000","-1,965,000"
				ChangeInPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,263,000","-8,168,000","3,162,000","4,389,000","797,000","-1,688,000","2,587,000","3,034,000","2,747,000","-2,635,000","-793,000","5,211,000","2,097,000","-1,094,000","-131,000",,,,
					ChangeInAccountPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,154,000","-7,310,000","3,088,000","4,167,000","2,011,000","-2,260,000","1,935,000","2,708,000","2,647,000","-2,568,000","-1,066,000","6,190,000","1,145,000","-890,000","-4,377,000",,,,
			ChangeInOtherCurrentAssets,"-3,444,000","4,085,000","-2,213,000","4,901,000","-10,217,000","-1,718,000","-2,710,000","-7,288,000","-2,419,000","2,743,000","1,516,000","-5,706,000","824,000","-3,212,000","828,000","-1,583,000","-2,830,000","-1,352,000","373,000","-4,375,000","-3,412,000","-1,431,000","2,903,000","-3,203,000","-4,438,000","808,000","758,000","619,000","-4,032,000","136,000","1,744,000","417,000","-3,500,000","2,147,000","604,000","373,000","-3,025,000","892,000",,,,,,,,,,"1,658,000","-3,349,000","668,000",,"-1,603,000","-2,732,000","1,475,000",,,,"2,758,000","-324,000","2,219,000","-4,999,000","348,000","1,532,000","-1,532,000","1,597,000","-1,947,000","1,745,000","-4,241,000","-514,000","-177,000",,,,,
			ChangeInOtherCurrentLiabilities,"3,381,000","1,347,000","-847,000","1,379,000","1,502,000","1,889,000","-239,000","817,000","996,000","340,000","-453,000","361,000","1,080,000","833,000","-898,000","-651,000","786,000","1,105,000","-249,000","-207,000","701,000","909,000","-122,000","-89,000","999,000","661,000","63,000","-100,000","802,000","715,000","-366,000","-368,000","666,000","647,000","-172,000","78,000","368,000","821,000",,,,,,,,,,"-158,000","-106,000","561,000",,"-395,000","-361,000","164,000",,,,"-7,310,000","3,088,000","4,167,000","2,011,000","-2,260,000","1,935,000","2,708,000","2,647,000","-2,568,000","-1,066,000","6,190,000","1,145,000","-890,000",,,,,
			ChangeInOtherWorkingCapital,,,,,,,"-2,949,000","-6,471,000","-1,423,000","3,083,000","1,063,000","-5,345,000","1,904,000","-2,379,000","-70,000","-2,234,000","-2,044,000","-247,000","182,000","-257,000","174,000","-159,000","187,000","132,000","505,000","-233,000","236,000","317,000","478,000","-288,000","704,000","-646,000","379,000","-26,000","49,000","-544,000","405,000","657,000","-8,239,000","1,816,000","10,327,000","-359,000","987,000","-91,000","-3,434,000","984,000",,,,,,,,,,,,"5,410,000","-2,838,000","-6,608,000","3,058,000","2,484,000","-4,119,000","-1,502,000","-4,344,000","4,582,000","-952,000","-970,000",,,,,,,
InvestingCashFlow,"-1,841,224,000","-9,088,000","-1,722,719,000","-41,979,000","-67,438,000","-20,532,000","-350,994,000","-35,922,000","-89,741,000","-34,784,000","-70,390,000","-54,431,000","-171,810,000","-79,033,000","-137,236,000","-84,333,000","-43,536,000","-57,154,000","-66,759,000","-34,702,000","-26,511,000","-19,852,000","-72,338,000","-125,066,000","-150,183,000","-196,884,000","-136,705,000","-102,213,000","-81,762,000","-53,928,000","-303,726,000","-52,055,000","-78,479,000","-88,439,000","-152,651,000","-26,227,000","-106,419,000","2,373,000","-181,000","-194,874,000","-24,086,000","-52,795,000","-387,467,000","1,825,000","-48,288,000","-8,170,000","-20,711,000","-36,404,000","-5,496,000","17,828,000","2,400,000","96,192,000","636,000","-376,000","12,588,000","23,410,000","5,180,000","-14,001,000","-8,888,000","-128,607,000","7,656,000","-23,737,000","93,040,000","-75,421,000","-48,203,000","-217,463,000","-108,374,000","-161,531,000","-66,703,000","-56,086,000","-230,434,000","-967,000","-1,820,000","-968,000","-3,346,000"
	CashFlowFromContinuingInvestingActivities,"-1,841,224,000","-9,088,000","-1,722,719,000","-41,979,000","-67,438,000","-20,532,000","-350,994,000","-35,922,000","-89,741,000","-34,784,000","-70,390,000","-54,431,000","-171,810,000","-79,033,000","-137,236,000","-84,333,000","-43,536,000","-57,154,000","-66,759,000","-34,702,000","-26,511,000","-19,852,000","-72,338,000","-125,066,000","-150,183,000","-196,884,000","-136,705,000","-102,213,000","-81,762,000","-53,928,000","-303,726,000","-52,055,000","-78,479,000","-88,439,000","-152,651,000","-26,227,000","-106,419,000","2,373,000","-181,000","-194,874,000","-24,086,000","-52,795,000","-387,467,000","1,825,000","-48,288,000","-8,170,000","-20,711,000","-36,404,000","-5,496,000","17,828,000","2,400,000","96,192,000","636,000","-376,000","12,588,000","23,410,000","5,180,000","-14,001,000","-8,888,000","-128,607,000","7,656,000","-23,737,000","93,040,000","-75,421,000","-48,203,000","-217,463,000","-108,374,000","-161,531,000","-66,703,000","-56,086,000","-230,434,000","-967,000","-1,820,000","-968,000","-3,346,000"
		CapitalExpenditureReported,,,,,,,,,,,"-8,575,000","-22,567,000","-21,936,000","-49,748,000","-16,287,000","-16,514,000","-13,538,000","-39,663,000","-14,928,000","-28,708,000","-6,657,000","-14,366,000","-9,577,000","-39,640,000","-66,223,000","-28,273,000","-22,916,000","-21,373,000","-27,871,000","-9,155,000","-6,539,000","-4,334,000","-5,205,000","-7,488,000","-28,330,000","-8,092,000","-14,902,000","-2,655,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPPEPurchaseAndSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-91,366,000","-48,658,000","-53,307,000","-344,750,000","-25,599,000","-48,336,000","-8,043,000","-67,137,000","0","0","0","7,030,000","50,047,000","8,328,000","2,852,000","13,661,000","27,033,000","29,902,000","-13,729,000","109,286,000","-126,023,000","9,013,000","-22,355,000","-349,808,000","0","219,927,000","-219,885,000","-109,908,000","-162,515,000","-61,057,000","-54,966,000","-225,773,000","-534,000","-722,000","-812,000","1,532,000"
			PurchaseOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-118,799,000","-48,658,000","-53,307,000","-389,210,000","-25,599,000","-48,336,000","-8,043,000",,,,,,,,,,,,"-18,155,000","103,512,000","-126,023,000","-3,148,000","-22,355,000","-6,967,000","-76,103,000","-46,811,000","-219,885,000","-115,550,000","-162,515,000","-61,618,000","-54,966,000","-225,773,000","-534,000","-722,000","-812,000","-6,536,000"
			SaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,304,000","0","0","0","7,030,000","50,047,000","8,328,000","2,852,000","13,661,000","27,033,000","11,747,000","4,426,000","5,774,000","0",,,,"76,103,000",,,"5,642,000","0",,,,,,,
		NetBusinessPurchaseAndSale,"-1,700,586,000","-5,000","-1,678,989,000","-16,507,000","-5,085,000","-6,664,000","-1,108,000","-6,000","-31,000","-5,877,000","-3,706,000","-3,392,000","-121,018,000","-107,000","-62,000","-5,007,000","-3,827,000","-10,320,000","-110,000","-68,000","-7,000","-116,000","-4,265,000","-325,000","-2,088,000","-5,498,000","-31,349,000","-21,373,000","-27,871,000","-9,155,000","-200,000","-600,000","-700,000","-1,050,000","-157,461,000","-8,092,000","-14,902,000","-2,655,000",,,,,,,,,,"-35,093,000","-7,332,000","-2,612,000","-4,773,000","43,871,000","-5,138,000","-3,201,000",,,,,,,,,,,,,,,,,,,,,
			PurchaseOfBusiness,"-1,700,586,000","-5,000","-1,678,989,000","-16,507,000","-5,085,000","-6,664,000","-1,108,000","-6,000","-31,000","-5,877,000","-3,706,000","-3,392,000","-121,018,000","-107,000","-62,000","-5,007,000","-3,827,000","-10,320,000","-110,000","-68,000","-7,000","-116,000","-4,265,000","-325,000","-2,088,000","-5,498,000","-31,349,000","-21,373,000","-27,871,000","-9,155,000","-200,000","-600,000","-700,000","-1,050,000","-157,461,000","-8,092,000","-14,902,000","-2,655,000",,,,,,,,,,"-35,093,000","-7,332,000","-2,612,000","-4,740,000","-4,803,000","-5,138,000","-3,201,000",,,,,,,,,,,,,,,,,,,,,
			SaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-33,000",,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPropertiesPurchaseAndSale,"-205,298,000","-12,108,000","-95,198,000","-33,742,000","-64,250,000","-18,826,000","-351,566,000","-37,333,000","-91,044,000","-30,722,000","-68,267,000","-52,685,000","-52,587,000","-80,998,000","-139,461,000","-81,499,000","-41,698,000","-49,091,000","-76,299,000","-36,703,000","-28,416,000","-21,832,000","-70,188,000","-127,828,000","-149,995,000","-193,339,000","-134,108,000","-104,060,000","-79,077,000","-55,450,000","-305,286,000","-52,866,000","-130,202,000","-89,219,000","4,658,000","-27,083,000","-106,958,000","-2,748,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfInvestmentProperties,"-292,517,000","-55,301,000","-101,876,000","-71,090,000","-64,250,000","-18,826,000","-364,032,000","-37,333,000","-91,044,000","-30,722,000","-72,123,000","-52,685,000","-52,587,000","-80,998,000","-155,850,000","-81,499,000","-41,698,000","-49,091,000","-76,299,000","-36,703,000","-28,416,000","-21,832,000","-70,188,000","-127,828,000","-149,995,000","-193,339,000","-143,149,000","-104,060,000","-79,077,000","-55,450,000","-305,286,000","-52,866,000","-143,677,000","-89,219,000","-83,522,000","-51,690,000","-106,958,000","-13,741,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SaleOfInvestmentProperties,"87,219,000","43,193,000","6,678,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","13,475,000","0","88,180,000","24,607,000","0","10,993,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,"-48,000",,,,,,,,,,,,,,,,"0","0","0","0",,,,"20,000",,"984,000","-5,646,000","-1,120,000",,"-1,016,000","-1,098,000","-156,000","-1,085,000"
			PurchaseOfInvestment,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,"-48,000",,,,,,,,,,,,,,,,"0","0","0","0",,,,,,"984,000","-5,646,000","-1,120,000",,"-1,016,000","-1,098,000","-156,000",
			SaleOfInvestment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0",,,,"20,000",,,,,,,,,
		DividendsReceivedCFI,"64,660,000","3,025,000","51,468,000","8,270,000","1,897,000","4,958,000","1,680,000","1,417,000","1,334,000","1,815,000","1,583,000","1,646,000","1,795,000","2,072,000","2,287,000","2,173,000","1,989,000","2,257,000","9,671,000","2,090,000","1,933,000","2,090,000","2,143,000","2,254,000","1,925,000","1,791,000","1,766,000","1,685,000","1,447,000","1,553,000","1,515,000","1,432,000","52,425,000","1,524,000","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetOtherInvestingChanges,,,,,,,,,,,"0","0",,,,,,,"-21,000","-21,000","-21,000","6,000","-28,000","833,000","-25,000","162,000","4,070,000","162,000","-32,000","-31,000","245,000","-21,000","-2,000","306,000","152,000","856,000","539,000","5,121,000","362,000","-21,717,000","23,939,000","512,000","-42,669,000","42,838,000","48,000","-127,000","1,389,000","-1,311,000","1,836,000","20,440,000","143,000","2,274,000","-2,554,000","-27,000","29,665,000","-3,623,000","-24,722,000","-272,000","-118,174,000","-2,584,000","-1,357,000","-1,382,000","347,678,000","-75,421,000","-268,110,000","2,402,000",,,,,"-4,022,000",,,,
FinancingCashFlow,"1,363,957,000","-124,502,000","1,569,722,000","-29,760,000","-51,503,000","-77,887,000","267,303,000","-43,068,000","-49,912,000","-66,127,000","44,067,000","-30,692,000","78,846,000","3,634,000","67,466,000","2,408,000","-45,472,000","-9,154,000","-3,361,000","-43,916,000","-48,059,000","-47,983,000","-74,173,000","131,578,000","88,808,000","74,836,000","143,342,000","40,261,000","24,649,000","10,619,000","228,263,000","25,177,000","45,035,000","57,917,000","113,916,000","-13,434,000","68,965,000","-30,704,000","-19,294,000","21,215,000","116,575,000","30,438,000","364,093,000","-17,387,000","23,124,000","-8,879,000","-17,171,000","4,221,000","-20,705,000","-89,956,000","24,169,000","-56,702,000","-16,429,000","-13,080,000","-25,191,000","-45,836,000","-27,309,000","3,374,000","-9,835,000","110,086,000","-21,474,000","-3,274,000","-3,360,000","60,049,000","21,544,000","26,064,000","282,718,000","155,095,000","52,011,000","26,633,000","243,021,000","-4,151,000","-11,160,000","-7,477,000","-1,766,000"
	CashFlowFromContinuingFinancingActivities,"1,363,957,000","-124,502,000","1,569,722,000","-29,760,000","-51,503,000","-77,887,000","267,303,000","-43,068,000","-49,912,000","-66,127,000","44,067,000","-30,692,000","78,846,000","3,634,000","67,466,000","2,408,000","-45,472,000","-9,154,000","-3,361,000","-43,916,000","-48,059,000","-47,983,000","-74,173,000","131,578,000","88,808,000","74,836,000","143,342,000","40,261,000","24,649,000","10,619,000","228,263,000","25,177,000","45,035,000","57,917,000","113,916,000","-13,434,000","68,965,000","-30,704,000","-19,294,000","21,215,000","116,575,000","30,438,000","364,093,000","-17,387,000","23,124,000","-8,879,000","-17,171,000","4,221,000","-20,705,000","-89,956,000","24,169,000","-56,702,000","-16,429,000","-13,080,000","-25,191,000","-45,836,000","-27,309,000","3,374,000","-9,835,000","110,086,000","-21,474,000","-3,274,000","-3,360,000","60,049,000","21,544,000","26,064,000","282,718,000","155,095,000","52,011,000","26,633,000","243,021,000","-4,151,000","-11,160,000","-7,477,000","-1,766,000"
		NetIssuancePaymentsOfDebt,"832,802,000","-25,111,000","911,855,000","-25,174,000","-28,768,000","-109,649,000","232,138,000","21,264,000","14,771,000","-633,000","110,075,000","-28,812,000","56,383,000","47,665,000","100,596,000","45,892,000","-89,348,000","46,869,000","14,356,000","6,078,000","9,603,000","2,889,000","42,688,000","125,523,000","91,597,000","44,744,000","73,562,000","-15,278,000","27,432,000","717,000","58,440,000","-64,836,000","-15,044,000","30,691,000","83,144,000","-30,200,000","68,232,000","-16,584,000","-50,388,000","35,011,000","131,456,000","42,219,000","98,512,000","-10,416,000","33,671,000","-551,000","-40,629,000","-9,823,000","-17,363,000","-85,390,000","31,523,000","-215,396,000","-22,134,000","-11,508,000",,,,"14,674,000","8,401,000","111,252,000","13,718,000","14,923,000","14,138,000","-10,663,000","95,383,000","75,055,000","-106,337,000","235,669,000","63,443,000","34,991,000","551,600,000","-291,040,000","142,626,000","0","3,300,000"
			NetLongTermDebtIssuance,"700,202,000","-611,000","819,755,000","-118,374,000","-568,000","-44,649,000","232,138,000","21,264,000","14,771,000","-633,000","110,075,000","-28,812,000","56,383,000","47,665,000","100,596,000","45,892,000","-89,348,000","46,869,000","14,356,000","6,078,000","9,603,000","2,889,000","42,688,000","125,523,000","91,597,000","44,744,000","73,562,000","-15,278,000","27,432,000","717,000","58,440,000","-64,836,000","-15,044,000","30,691,000","83,144,000","-30,200,000","68,232,000","-16,584,000","-50,388,000","281,311,000","-114,844,000","42,219,000","98,512,000","-10,416,000","33,671,000","-551,000","-40,629,000","-9,823,000","-17,363,000","-85,390,000","31,523,000","-215,396,000","-22,134,000","-11,508,000",,,,"-15,326,000","8,401,000","128,252,000","-3,282,000","14,923,000","14,177,000","77,337,000","7,383,000","75,055,000","-106,337,000","235,669,000","63,443,000","34,991,000","551,600,000","-291,040,000","142,626,000","0","3,300,000"
