name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
TotalRevenue,"298,589,000","74,765,000","74,312,000","75,349,000","74,164,000","82,788,000","73,088,000","78,271,000","77,319,000","59,462,000","40,915,000","40,734,000","39,475,000","39,083,000","36,482,000","37,451,000","36,761,000","36,390,000","34,925,000","34,502,000","34,772,000","32,194,000","28,529,000","28,346,000","27,971,000","27,824,000","26,363,000","26,515,000","26,174,000","26,471,000","25,048,000","27,019,000","24,746,000","24,122,000","22,904,000","24,445,000","24,766,000","25,489,000","26,623,000","24,955,000","25,240,000","25,618,000","25,392,000","24,504,000","24,354,000","23,147,000","25,309,000","25,431,000","23,423,000","23,921,000","24,508,000","24,123,000","25,413,000","23,513,000","18,757,000","20,506,000","22,396,000","19,606,000","17,797,000","17,611,000","17,792,000","17,591,000","17,167,000","17,269,000","17,386,000","16,825,000","16,368,000","16,233,000","16,058,000","14,818,000","13,220,000","12,131,000","12,260,000","11,441,000","11,811,000","12,669,000","12,179,000","11,225,000","11,083,000","9,520,000","8,462,000","7,953,000","27,850,000","23,622,000","21,378,000","20,559,000","19,391,000","19,255,000","18,252,000","18,031,000","16,800,000","15,700,000","15,300,000","14,700,000","13,200,000","13,900,000","6,300,000","6,300,000","6,100,000","6,100,000","6,000,000","5,900,000","5,800,000","5,900,000","5,800,000","5,600,000","5,500,000","4,600,000","4,500,000","4,600,000","4,800,000","4,800,000","4,700,000","4,900,000",,,,
	OperatingRevenue,"298,589,000","74,765,000","74,312,000","75,349,000","74,164,000","82,788,000","73,088,000","78,271,000","77,319,000","59,462,000","40,915,000","40,734,000","39,475,000","39,083,000","36,482,000","37,451,000","36,761,000","36,390,000","34,925,000","34,502,000","34,772,000","32,194,000","28,529,000","28,346,000","27,971,000","27,824,000","26,363,000","26,515,000","26,174,000","26,471,000","25,048,000","27,019,000","24,746,000","24,122,000","22,904,000","24,445,000","24,766,000","25,489,000","26,623,000","24,955,000","25,240,000","25,618,000","25,392,000","24,504,000","24,354,000","23,147,000","25,309,000","25,431,000","23,423,000","23,921,000","24,508,000","24,123,000","25,413,000","23,513,000","18,757,000","20,506,000","22,396,000","19,606,000","17,797,000","17,611,000","17,792,000","17,591,000","17,167,000","17,269,000","17,386,000","16,825,000","16,368,000","16,233,000","16,058,000","14,818,000","13,220,000","12,131,000","12,260,000","11,441,000","11,811,000","12,669,000","12,179,000","11,225,000","11,083,000","9,520,000","8,462,000","7,953,000","27,850,000","23,622,000","21,378,000","20,559,000","19,391,000","19,255,000","18,252,000","18,031,000","16,800,000","15,700,000","15,300,000","14,700,000","13,200,000","13,900,000","6,300,000","6,300,000","6,100,000","6,100,000","6,000,000","5,900,000","5,800,000","5,900,000","5,800,000","5,600,000","5,500,000","4,600,000","4,500,000","4,600,000","4,800,000","4,800,000","4,700,000","4,900,000",,,,
PretaxIncome,"138,002,000","32,527,000","31,285,000","34,484,000","39,708,000","50,948,000","39,088,000","31,914,000","36,360,000","-28,092,000","15,470,000","16,204,000","14,958,000","14,005,000","15,179,000","13,789,000","13,673,000","14,234,000","13,830,000","13,600,000","12,024,000","8,997,000","10,801,000","10,039,000","10,571,000","10,186,000","9,307,000","9,694,000","9,378,000","9,454,000","8,312,000","9,842,000","7,943,000","7,358,000","7,079,000","7,924,000","8,644,000","7,865,000","7,409,000","7,800,000","5,611,000","5,856,000","5,704,000","5,945,000","6,863,000","3,688,000","3,172,000","2,943,000","2,867,000","2,130,000","30,000","292,000","4,440,000","5,099,000","1,363,000","366,000","4,084,000","5,072,000","5,032,000","4,644,000","5,335,000","5,363,000","5,639,000","5,805,000","5,908,000","5,700,000","5,308,000","5,369,000","2,866,000","4,280,000","5,078,000","2,286,000","4,636,000","3,598,000","4,391,000","5,396,000","4,125,000","3,875,000","4,084,000","1,950,000","1,993,000","1,378,000","7,910,000","4,546,000","4,064,000","4,679,000","4,874,000","4,772,000","3,857,000","3,374,000","3,300,000","3,200,000","3,600,000","3,100,000","-2,300,000","2,600,000","2,300,000","2,300,000","1,600,000","2,200,000","2,200,000","2,400,000","1,800,000","-300,000","2,500,000","2,300,000","2,800,000","1,700,000","1,800,000","2,000,000","1,900,000","2,300,000","2,400,000","2,400,000",,,,
TaxProvision,"26,590,000","6,170,000","5,975,000","6,124,000","8,323,000","9,952,000","8,241,000","6,259,000","7,303,000","-5,610,000","2,952,000","3,033,000","2,759,000","2,523,000","3,082,000","2,483,000","2,564,000","2,497,000","4,431,000","4,219,000","3,677,000","3,857,000","3,436,000","2,994,000","3,307,000","3,116,000","2,744,000","2,998,000","2,815,000","2,853,000","1,957,000","2,773,000","2,254,000","2,179,000","1,992,000","2,445,000","2,535,000","2,306,000","2,253,000","2,366,000","1,690,000","1,703,000","1,641,000","1,884,000","2,113,000","1,028,000","905,000","668,000","808,000","624,000","-526,000","-37,000","1,539,000","1,691,000","482,000","44,000","1,349,000","1,653,000","1,474,000","1,515,000","1,724,000","1,757,000","1,666,000","1,982,000","1,955,000","1,848,000","1,864,000","1,742,000","838,000","1,409,000","1,599,000","606,000","1,492,000","1,105,000","1,572,000","1,715,000","1,246,000","1,157,000","1,319,000","568,000","607,000","491,000","2,905,000","1,576,000","1,478,000","1,624,000","1,738,000","1,604,000","1,399,000","1,173,000","1,100,000","1,100,000","1,200,000","1,100,000","-700,000","900,000","800,000","800,000","700,000","800,000","700,000","800,000","600,000","-100,000","800,000","800,000","1,000,000","600,000","600,000","700,000","600,000","800,000","800,000","800,000",,,,
NetIncomeCommonStockholders,"111,297,000","26,322,000","25,285,000","28,333,000","31,346,000","40,953,000","30,804,000","25,619,000","29,013,000","-22,443,000","12,485,000","13,170,000","12,198,000","11,473,000","12,081,000","11,306,000","11,109,000","11,737,000","9,394,000","9,381,000","8,347,000","5,140,000","7,326,000","7,045,000","7,264,000","7,070,000","6,563,000","6,696,000","6,563,000","6,601,000","6,355,000","7,069,000","5,689,000","5,179,000","5,087,000","5,479,000","6,109,000","5,559,000","5,156,000","5,423,000","3,181,000","3,645,000","3,555,000","3,553,000","4,243,000","2,155,000","1,760,000","1,769,000","1,555,000","1,003,000","67,000","-184,000","2,393,000","2,907,000","881,000","322,000","2,735,000","3,419,000","3,558,000","3,129,000","3,611,000","3,606,000","3,973,000","3,823,000","3,953,000","3,852,000","3,444,000","3,627,000","2,028,000","2,871,000","3,479,000","1,680,000","3,144,000","2,493,000","2,819,000","3,681,000","2,879,000","2,718,000","2,271,000","1,382,000","8,718,000","2,708,000","5,005,000","2,970,000","2,586,000","3,055,000","3,136,000","3,168,000","2,458,000","2,201,000","2,200,000","2,100,000","2,400,000","2,000,000","-1,600,000","1,700,000","1,500,000","1,500,000","900,000","1,400,000","1,500,000","1,600,000","1,200,000","-200,000","1,700,000","1,500,000","1,800,000","1,100,000","1,200,000","1,300,000","1,300,000","1,500,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000"
	NetIncome,"111,412,000","26,357,000","25,310,000","28,360,000","31,385,000","40,996,000","30,847,000","25,655,000","29,057,000","-22,482,000","12,518,000","13,171,000","12,199,000","11,482,000","12,097,000","11,306,000","11,109,000","11,737,000","9,399,000","9,381,000","8,347,000","5,140,000","7,365,000","7,045,000","7,264,000","7,070,000","6,563,000","6,696,000","6,563,000","6,601,000","6,355,000","7,069,000","5,689,000","5,179,000","5,087,000","5,479,000","6,109,000","5,559,000","5,156,000","5,434,000","3,921,000","4,153,000","4,063,000","4,061,000","4,750,000","2,660,000","2,267,000","2,275,000","2,059,000","1,506,000","556,000","329,000","2,901,000","3,408,000","881,000","322,000","2,735,000","3,419,000","3,558,000","3,129,000","3,611,000","3,606,000","3,973,000","3,823,000","3,953,000","3,852,000","3,444,000","3,627,000","2,028,000","2,871,000","3,479,000","1,680,000","3,144,000","2,493,000","2,819,000","3,681,000","2,879,000","2,718,000","2,271,000","1,382,000","8,718,000","2,708,000","5,005,000","2,970,000","2,586,000","3,055,000","3,136,000","3,168,000","2,458,000","2,201,000","2,200,000","2,100,000","2,400,000","2,000,000","-1,600,000","1,700,000","1,500,000","1,500,000","900,000","1,400,000","1,500,000","1,600,000","1,200,000","-200,000","1,700,000","1,500,000","1,800,000","1,100,000","1,200,000","1,300,000","1,300,000","1,500,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000"
		NetIncomeIncludingNoncontrollingInterests,"111,412,000","26,357,000","25,310,000","28,360,000","31,385,000","40,996,000","30,847,000","25,655,000","29,057,000","-22,482,000","12,518,000","13,171,000","12,199,000","11,482,000","12,097,000","11,306,000","11,109,000","11,737,000","9,399,000","9,381,000","8,347,000","5,140,000","7,365,000","7,045,000","7,264,000","7,070,000","6,563,000","6,696,000","6,563,000","6,601,000","6,355,000","7,069,000","5,689,000","5,179,000","5,087,000","5,479,000","6,109,000","5,559,000","5,156,000","5,434,000","3,921,000","4,153,000","4,063,000","4,061,000","4,750,000","2,660,000","2,267,000","2,275,000","2,059,000","1,506,000","556,000","329,000","2,901,000","3,408,000","881,000","322,000","2,735,000","3,419,000","3,558,000","3,129,000","3,611,000","3,606,000","3,973,000","3,823,000","3,953,000","3,852,000","3,444,000","3,627,000","2,028,000","2,871,000","3,479,000","1,680,000","3,144,000","2,493,000","2,819,000","3,681,000","2,879,000","2,718,000","2,271,000","1,382,000","8,718,000","2,708,000","5,005,000","2,970,000","2,586,000","3,055,000","3,136,000","3,168,000","2,458,000","2,201,000","2,200,000","2,100,000","2,400,000","2,000,000","-1,600,000","1,700,000","1,500,000","1,500,000","900,000","1,400,000","1,500,000","1,600,000","1,200,000","-200,000","1,700,000","1,500,000","1,800,000","1,100,000","1,200,000","1,300,000","1,300,000","1,500,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000"
			NetIncomeContinuousOperations,"111,412,000","26,357,000","25,310,000","28,360,000","31,385,000","40,996,000","30,847,000","25,655,000","29,057,000","-22,482,000","12,518,000","13,171,000","12,199,000","11,482,000","12,097,000","11,306,000","11,109,000","11,737,000","9,399,000","9,381,000","8,347,000","5,140,000","7,365,000","7,045,000","7,264,000","7,070,000","6,563,000","6,696,000","6,563,000","6,601,000","6,355,000","7,069,000","5,689,000","5,179,000","5,087,000","5,479,000","6,109,000","5,559,000","5,156,000","5,434,000","3,921,000","4,153,000","4,063,000","4,061,000","4,750,000","2,660,000","2,267,000","2,275,000","2,059,000","1,506,000","556,000","329,000","2,901,000","3,408,000","881,000","322,000","2,735,000","3,419,000","3,558,000","3,129,000","3,611,000","3,606,000","3,973,000","3,823,000","3,953,000","3,852,000","3,444,000","3,627,000","2,028,000","2,871,000","3,479,000","1,680,000","3,144,000","2,493,000","2,819,000","3,681,000","2,879,000","2,718,000","2,765,000","1,382,000","1,386,000","887,000","5,005,000","2,970,000","2,586,000","3,055,000","3,136,000","3,168,000","2,458,000","2,201,000","2,200,000","2,100,000","2,400,000","2,000,000","-1,600,000","1,700,000","1,500,000","1,500,000","900,000","1,400,000","1,500,000","1,600,000","1,200,000","-200,000","1,700,000","1,500,000","1,800,000","1,100,000","1,200,000","1,300,000","1,300,000","1,500,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-494,000",,"7,332,000","2,015,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-194,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
