name,ttm,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
OperatingCashFlow,"9,961,000,000"
	CashFlowFromContinuingOperatingActivities,"9,961,000,000"
		NetIncomeFromContinuingOperations,"7,725,000,000"
		DepreciationAmortizationDepletion,"3,427,000,000"
			DepreciationAndAmortization,"3,427,000,000"
				Depreciation,"1,377,000,000"
				AmortizationCashFlow,"2,050,000,000"
					AmortizationOfIntangibles,"2,050,000,000"
		StockBasedCompensation,"657,000,000"
		ChangeInWorkingCapital,"-1,704,000,000"
			ChangeInReceivables,"-1,299,000,000"
				ChangesInAccountReceivables,"-1,299,000,000"
			ChangeInInventory,"-473,000,000"
InvestingCashFlow,"-1,946,000,000"
	CashFlowFromContinuingInvestingActivities,"-1,946,000,000"
		NetPPEPurchaseAndSale,"-1,809,000,000"
			PurchaseOfPPE,"-1,809,000,000"
		NetBusinessPurchaseAndSale,"-38,000,000"
			PurchaseOfBusiness,"-172,000,000"
		NetInvestmentPurchaseAndSale,"-123,000,000"
		NetOtherInvestingChanges,"24,000,000"
FinancingCashFlow,"-8,350,000,000"
	CashFlowFromContinuingFinancingActivities,"-8,350,000,000"
		NetIssuancePaymentsOfDebt,"-1,013,000,000"
			NetLongTermDebtIssuance,"-793,000,000"
				LongTermDebtPayments,"-797,000,000"
			NetShortTermDebtIssuance,"-220,000,000"
		NetCommonStockIssuance,"-4,331,000,000"
			CommonStockPayments,"-4,331,000,000"
		CashDividendsPaid,"-3,234,000,000"
		ProceedsFromStockOptionExercised,"228,000,000"
EndCashPosition,"7,719,000,000"
	ChangesInCash,"-335,000,000"
	EffectOfExchangeRateChanges,"-44,000,000"
	BeginningCashPosition,"8,054,000,000"
CapitalExpenditure,"-1,809,000,000"
RepaymentOfDebt,"-797,000,000"
RepurchaseOfCapitalStock,"-4,331,000,000"
FreeCashFlow,"8,152,000,000"
