name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
		NetOtherInvestingChanges,,,"-3,604,000","-5,000,000","-120,000","-630,000",,,"28,000","50,000","287,000","129,000","187,000","284,000","-13,000","7,265,000","206,000","238,000","-270,000"
FinancingCashFlow,"1,901,671,000","36,836,000","-57,205,000","329,565,000","1,592,475,000","-47,891,000","527,682,000","-14,209,000","436,000","305,589,000","9,606,000","111,891,000","-2,083,000","483,193,000","138,803,000","58,655,000","-1,845,000","68,693,000","18,402,000"
	CashFlowFromContinuingFinancingActivities,"1,901,671,000","36,836,000","-57,205,000","329,565,000","1,592,475,000","-47,891,000","527,682,000","-14,209,000","436,000","305,589,000","9,606,000","111,891,000","-2,083,000","483,193,000","138,803,000","58,655,000","-1,845,000","68,693,000","18,402,000"
		NetIssuancePaymentsOfDebt,"2,050,802,000","77,167,000","-31,128,000","368,127,000","1,636,636,000","0","263,125,000","16,400,000","0","325,742,000","9,606,000","115,750,000","-1,250,000","218,750,000","150,000,000","56,994,000","-1,457,000","-1,457,000","-1,457,000"
			NetLongTermDebtIssuance,"2,050,802,000","77,167,000","-31,128,000","368,127,000","1,636,636,000","0","263,125,000","16,400,000","0","325,742,000","9,606,000","115,750,000","-1,250,000","218,750,000","150,000,000","56,994,000","-1,457,000","-1,457,000","-1,457,000"
				LongTermDebtIssuance,"2,635,486,000","200,836,000","200,000,000","582,150,000","1,652,500,000","0","263,125,000","1,000,000,000","0","832,144,000","10,856,000","117,000,000","0","220,000,000","150,600,000","130,000,000","0","0","0"
				LongTermDebtPayments,"-584,684,000","-123,669,000","-231,128,000","-214,023,000","-15,864,000","0","0","-983,600,000","0","-506,402,000","-1,250,000","-1,250,000","-1,250,000","-1,250,000","-600,000","-73,006,000","-1,457,000","-1,457,000","-1,457,000"
		NetCommonStockIssuance,,,,,,,,,"0","0","0","0","0","274,948,000",,,"0","0",
			CommonStockIssuance,,,,,,,,,"0","0","0","0","0","274,948,000",,,"0","0",
		CashDividendsPaid,"-94,872,000","-23,773,000","-23,705,000","-23,705,000","-23,689,000","-17,657,000","-16,871,000",,,,,,,,,,,,
			CommonStockDividendPaid,,,,,,,"-16,871,000",,,,,,,,,,,,
		NetOtherFinancingCharges,"-54,259,000","-16,558,000","-2,372,000","-14,857,000","-20,472,000","-30,234,000","-10,564,000","-13,738,000","436,000","-20,153,000","0","-3,859,000","-833,000","-10,505,000","-11,197,000","1,661,000","-388,000","70,150,000","19,859,000"
EndCashPosition,"219,486,000","239,006,000","264,030,000","334,600,000","230,318,000","379,202,000","629,336,000","153,437,000","223,393,000","291,265,000","93,035,000","244,058,000","258,018,000","417,001,000","78,301,000","51,903,000","81,460,000","128,088,000","84,708,000"
	ChangesInCash,"-159,716,000","-38,003,000","-75,151,000","101,005,000","-147,567,000","-250,134,000","475,899,000","-69,956,000","-67,872,000","198,230,000","-151,023,000","-13,960,000","-158,983,000","316,148,000","26,398,000","4,066,000","-46,628,000","9,757,000","-16,794,000"
	EffectOfExchangeRateChanges,"19,520,000","12,979,000","4,581,000","3,277,000",,,,,,,,,,,,,,,
	BeginningCashPosition,"379,202,000","264,030,000","334,600,000","230,318,000","379,202,000","629,336,000","153,437,000","223,393,000","291,265,000","93,035,000","244,058,000","258,018,000","417,001,000","100,853,000","51,903,000","81,460,000","128,088,000","118,331,000","101,502,000"
CapitalExpenditure,"-777,759,000","-189,221,000","-238,799,000","-195,225,000","-154,514,000","-80,810,000","-41,154,000","-20,419,000","-39,324,000","-56,098,000","-81,416,000","-63,287,000","-96,067,000","-136,281,000","-68,290,000","-36,415,000","-35,238,000","-41,208,000","-16,180,000"
IssuanceOfCapitalStock,,,,,,,,,"0","0","0","0","0","274,948,000",,,"0","0",
IssuanceOfDebt,"2,635,486,000","200,836,000","200,000,000","582,150,000","1,652,500,000","0","263,125,000","1,000,000,000","0","832,144,000","10,856,000","117,000,000","0","220,000,000","150,600,000","130,000,000","0","0","0"
RepaymentOfDebt,"-584,684,000","-123,669,000","-231,128,000","-214,023,000","-15,864,000","0","0","-983,600,000","0","-506,402,000","-1,250,000","-1,250,000","-1,250,000","-1,250,000","-600,000","-73,006,000","-1,457,000","-1,457,000","-1,457,000"
FreeCashFlow,"-466,621,000","-74,839,000","-14,342,000","-223,560,000","-153,880,000","-192,796,000","-51,010,000","-55,806,000","-68,336,000","-107,409,000","-160,916,000","-125,980,000","-157,087,000","-167,329,000","-108,361,000","-61,854,000","-44,989,000","-59,174,000","-35,089,000"
