name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006
OperatingCashFlow,"171,519,000","-118,800,000","208,422,000","-20,786,000","102,662,000","-124,079,000","-162,445,000","-13,783,000","-138,309,000","-15,561,000","164,780,000","93,636,000","199,295,000","104,284,000","206,861,000","70,151,000","196,251,000","83,652,000","217,072,000","75,961,000","84,879,000","150,565,000","173,554,000","77,357,000","133,210,000","67,713,000","229,534,000","45,535,000","155,688,000","25,114,000","231,485,000","63,402,000","97,870,000","61,877,000","131,173,000","65,010,000","70,896,000","42,587,000","121,030,000","98,799,000","77,636,000","97,740,000","98,629,000","109,914,000","121,616,000","61,042,000","110,876,000","45,737,000","64,037,000","44,101,000","146,092,000","41,406,000","-62,210,000","51,475,000","87,571,000","30,755,000","114,280,000","24,688,000","71,911,000","37,531,000","5,428,000","161,166,000","75,237,000"
	CashFlowFromContinuingOperatingActivities,"171,519,000","-118,800,000","208,422,000","-20,786,000","102,662,000","-124,079,000","-162,445,000","-13,783,000","-138,309,000","-15,561,000","164,780,000","93,636,000","199,295,000","104,284,000","206,861,000","70,151,000","196,251,000","83,652,000","217,072,000","75,961,000","84,879,000","150,565,000","173,554,000","77,357,000","133,210,000","67,713,000","229,534,000","45,535,000","155,688,000","25,114,000","231,485,000","63,402,000","97,870,000","61,877,000","131,173,000","65,010,000","70,896,000","42,587,000","121,030,000","98,799,000","77,636,000","97,740,000","98,629,000","109,914,000","121,616,000","61,042,000","110,876,000","45,737,000","64,037,000","44,101,000","146,092,000","41,406,000","-62,210,000","51,475,000","87,571,000","30,755,000","114,280,000","24,688,000","71,911,000","37,531,000","5,428,000","161,166,000","75,237,000"
		NetIncomeFromContinuingOperations,"-285,815,000","-72,500,000","6,482,000","-77,573,000","-142,281,000","-208,843,000","-239,674,000","-148,036,000","-170,816,000","-59,422,000","26,839,000","31,955,000","101,861,000","33,193,000","20,043,000","50,621,000","82,464,000","62,177,000","95,475,000","38,540,000","51,810,000","80,194,000","77,287,000","66,126,000","54,368,000","59,046,000","58,235,000","46,701,000","70,890,000","42,902,000","47,637,000","38,532,000","72,134,000","35,696,000","15,904,000","80,745,000","20,837,000","33,062,000","28,438,000","47,967,000","52,139,000","42,876,000","18,603,000","47,648,000","41,009,000","25,322,000","38,310,000","33,883,000","40,759,000","36,711,000","40,543,000","22,055,000","19,807,000","18,351,000","-89,547,000","20,448,000","15,523,000","5,251,000","-53,765,000","-23,396,000","47,870,000","118,211,000","-20,329,000"
		OperatingGainsLosses,"25,492,000","-3,600,000","4,250,000","9,290,000","15,514,000","15,038,000","-1,774,000","5,419,000","23,214,000","-6,581,000","-3,937,000","-12,686,000","-6,634,000","-6,605,000","2,000","-6,332,000","10,487,000","-4,697,000","4,130,000","-2,326,000","-5,751,000","-9,226,000","2,109,000","-5,450,000","759,000","-8,921,000","-3,463,000","-11,547,000","1,716,000","-6,689,000","1,801,000","-7,738,000","-324,000","-767,000","-8,156,000","-11,122,000","-4,486,000","-2,763,000","-1,416,000","1,615,000","-374,000","1,704,000","12,655,000","1,854,000","12,858,000","454,000","-13,896,000","9,390,000","6,083,000","1,430,000","652,000","979,000","1,601,000","877,000","-1,791,000","4,247,000","2,893,000","1,588,000","-2,940,000","2,409,000","-10,198,000","-208,948,000","41,458,000"
			GainLossOnInvestmentSecurities,"4,495,000","1,100,000","1,124,000","1,124,000","1,123,000","1,124,000","-1,967,000","2,669,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"20,445,000","2,200,000","2,984,000","7,146,000","8,109,000","6,806,000","-1,881,000","16,077,000","20,120,000","-8,486,000","-7,888,000","-15,139,000","-8,439,000","-10,404,000","-10,034,000","-14,158,000","-6,414,000","-8,636,000","-9,218,000","-10,902,000","-5,805,000","-10,060,000","-7,365,000","-12,390,000","-5,065,000","-7,142,000","-7,754,000","-11,047,000","-4,086,000","-5,239,000","-5,195,000","-10,328,000","-3,600,000","-3,620,000","-6,843,000","-11,733,000","-1,685,000","-2,421,000","-8,050,000","-5,084,000","-843,000","868,000","-772,000","45,000","2,219,000","-18,000","-1,559,000","1,842,000","3,182,000","-27,000","-148,000","35,000","415,000","605,000",,,,,,,,,
		DepreciationAmortizationDepletion,"258,863,000","61,700,000","63,075,000","67,208,000","66,920,000","68,160,000","68,396,000","62,543,000","63,581,000","65,256,000","64,360,000","67,760,000","64,573,000","64,462,000","67,506,000","64,971,000","64,290,000","64,395,000","62,968,000","58,052,000","59,137,000","57,356,000","53,197,000","54,187,000","52,358,000","49,329,000","49,762,000","47,543,000","46,569,000","45,332,000","44,548,000","44,731,000","43,881,000","42,496,000","43,805,000","42,399,000","38,734,000","39,032,000","37,621,000","36,897,000","36,341,000","36,816,000","34,870,000","40,542,000","39,897,000","39,140,000","39,518,000","34,984,000","34,574,000","34,432,000","38,059,000","38,508,000","37,881,000","36,456,000","45,245,000","37,398,000","39,238,000","38,831,000","38,934,000","38,994,000","38,183,000","38,292,000","35,495,000"
			DepreciationAndAmortization,"258,863,000","61,700,000","63,075,000","67,208,000","66,920,000","68,160,000","68,396,000","62,543,000","63,581,000","65,256,000","64,360,000","67,760,000","64,573,000","64,462,000","67,506,000","64,971,000","64,290,000","64,395,000","62,968,000","58,052,000","59,137,000","57,356,000","53,197,000","54,187,000","52,358,000","49,329,000","49,762,000","47,543,000","46,569,000","45,332,000","44,548,000","44,731,000","43,881,000","42,496,000","43,805,000","42,399,000","38,734,000","39,032,000","37,621,000","36,897,000","36,341,000","36,816,000","34,870,000","40,542,000","39,897,000","39,140,000","39,518,000","34,984,000","34,574,000","34,432,000","38,059,000","38,508,000","37,881,000","36,456,000","45,245,000","37,398,000","39,238,000","38,831,000","38,934,000","38,994,000","38,183,000","38,292,000","35,495,000"
				Depreciation,"256,281,000","61,100,000","62,419,000","66,529,000","66,238,000","67,495,000","67,239,000","61,361,000","62,382,000","64,005,000","63,086,000","66,481,000","63,304,000","63,247,000","66,590,000","64,255,000","63,467,000","63,514,000","61,715,000","57,623,000","58,780,000","56,975,000","52,783,000","53,653,000","51,816,000","48,839,000","49,215,000","46,976,000","45,976,000","44,731,000","43,955,000","44,151,000","43,308,000","41,724,000","42,876,000","41,349,000","37,776,000","38,070,000","36,556,000","35,813,000","35,238,000","35,787,000","33,505,000","39,553,000","39,058,000","38,033,000","38,391,000","33,868,000","33,549,000","32,829,000","35,273,000","37,104,000","36,449,000","35,229,000","41,053,000","37,128,000","36,861,000","36,383,000","36,507,000","36,556,000","35,695,000","35,871,000","33,240,000"
				AmortizationCashFlow,"2,582,000","600,000","656,000","679,000","682,000","665,000","1,157,000","1,182,000","1,199,000","1,251,000","1,274,000","1,279,000","1,269,000","1,215,000","916,000","716,000","823,000","881,000","1,253,000","429,000","357,000","381,000","414,000","534,000","542,000","490,000","547,000","567,000","593,000","601,000","593,000","580,000","573,000","772,000","929,000","1,050,000","958,000","962,000","1,065,000","1,084,000","1,103,000","1,029,000","1,365,000","989,000","839,000","1,107,000","1,127,000","1,116,000","1,025,000","1,603,000","2,786,000","1,404,000","1,432,000","1,227,000","4,192,000","270,000","2,377,000","2,448,000","2,427,000","2,438,000","2,488,000","2,421,000","2,255,000"
