name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
TotalAssets,"6,310,800,000","6,328,700,000","6,391,500,000","6,412,300,000","6,417,900,000","6,377,800,000","6,423,100,000","6,313,600,000","6,254,000,000","6,272,400,000"
	CurrentAssets,"1,006,100,000","989,500,000","950,200,000","885,200,000","846,900,000","758,500,000","805,900,000","651,100,000","613,900,000","543,700,000"
		CashCashEquivalentsAndShortTermInvestments,"269,100,000","272,800,000","260,000,000","214,800,000","198,400,000","104,700,000","253,200,000","161,400,000","125,200,000","83,800,000"
			CashAndCashEquivalents,"269,100,000","272,800,000","260,000,000","214,800,000","198,400,000","104,700,000","253,200,000","161,400,000","125,200,000","83,800,000"
		Receivables,"576,100,000","554,300,000","533,600,000","501,100,000","488,800,000","483,000,000","430,400,000","385,500,000","379,500,000","350,300,000"
			AccountsReceivable,"576,100,000","554,300,000","533,600,000","501,100,000","488,800,000","483,000,000","430,400,000","385,500,000","379,500,000","350,300,000"
				GrossAccountsReceivable,"593,000,000","572,700,000","549,100,000","517,100,000","512,800,000","511,300,000","446,900,000","404,200,000",,"367,300,000"
				AllowanceForDoubtfulAccountsReceivable,"-16,900,000","-18,400,000","-15,500,000","-16,000,000","-24,000,000","-28,300,000","-16,500,000","-18,700,000",,"-17,000,000"
		PrepaidAssets,"103,900,000","110,000,000","92,700,000","94,000,000","94,200,000","123,800,000","80,400,000","64,000,000","73,100,000","76,200,000"
		OtherCurrentAssets,"57,000,000","52,400,000","63,900,000","75,300,000","65,500,000","47,000,000","41,900,000","40,200,000","36,100,000","33,400,000"
	TotalNonCurrentAssets,"5,304,700,000","5,339,200,000","5,441,300,000","5,527,100,000","5,571,000,000","5,619,300,000","5,617,200,000","5,662,500,000","5,640,100,000","5,728,700,000"
		NetPPE,"948,300,000","988,500,000","1,004,900,000","1,043,300,000","1,035,600,000","1,055,700,000","1,055,300,000","1,081,700,000","1,014,600,000","1,036,100,000"
			GrossPPE,"2,375,500,000","2,401,900,000","2,389,700,000","2,452,200,000","2,425,000,000","2,422,500,000","2,407,400,000","2,405,100,000","2,296,300,000","2,291,300,000"
				Properties,"0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"21,200,000","21,200,000","21,200,000","21,200,000","21,200,000","32,600,000","32,000,000","31,600,000","31,600,000","32,200,000"
				BuildingsAndImprovements,"509,500,000","512,900,000","513,200,000","513,900,000","512,900,000","513,100,000","512,600,000","508,900,000","286,600,000","303,700,000"
				MachineryFurnitureEquipment,"1,679,300,000","1,694,000,000","1,698,800,000","1,745,700,000","1,702,300,000","1,686,600,000","1,680,500,000","1,679,200,000","1,661,600,000","1,628,800,000"
				OtherProperties,"153,600,000","161,800,000","143,700,000","151,300,000","164,900,000","171,100,000","162,500,000","167,600,000","301,000,000","308,300,000"
				ConstructionInProgress,"11,900,000","12,000,000","12,800,000","20,100,000","23,700,000","19,100,000","19,800,000","17,800,000","15,500,000","18,300,000"
			AccumulatedDepreciation,"-1,427,200,000","-1,413,400,000","-1,384,800,000","-1,408,900,000","-1,389,400,000","-1,366,800,000","-1,352,100,000","-1,323,400,000","-1,281,700,000","-1,255,200,000"
		GoodwillAndOtherIntangibleAssets,"4,132,200,000","4,173,300,000","4,268,300,000","4,319,600,000","4,363,900,000","4,407,400,000","4,425,000,000","4,459,300,000","4,503,000,000","4,563,200,000"
			Goodwill,"2,708,600,000","2,706,800,000","2,759,500,000","2,765,800,000","2,763,500,000","2,761,100,000","2,741,000,000","2,733,100,000","2,732,800,000","2,745,800,000"
			OtherIntangibleAssets,"1,423,600,000","1,466,500,000","1,508,800,000","1,553,800,000","1,600,400,000","1,646,300,000","1,684,000,000","1,726,200,000","1,770,200,000","1,817,400,000"
		OtherNonCurrentAssets,"224,200,000","177,400,000","168,100,000","164,200,000","171,500,000","156,200,000","136,900,000","121,500,000","122,500,000","129,400,000"
TotalLiabilitiesNetMinorityInterest,"4,966,500,000","5,001,300,000","5,020,500,000","5,029,800,000","5,042,700,000","4,994,100,000","5,031,500,000","5,544,800,000","5,457,400,000","5,373,600,000"
	CurrentLiabilities,"817,500,000","837,400,000","846,400,000","789,300,000","757,800,000","742,200,000","680,100,000","674,000,000","687,400,000","671,900,000"
		PayablesAndAccruedExpenses,"417,900,000","397,100,000","402,100,000","351,000,000","351,300,000","311,900,000","307,400,000","298,200,000","342,400,000","296,400,000"
			Payables,"390,200,000","369,500,000","372,000,000","324,400,000","323,100,000","285,400,000","264,300,000","262,500,000","280,700,000","260,400,000"
				AccountsPayable,"390,200,000","369,500,000","372,000,000","324,400,000","323,100,000","285,400,000","264,300,000","262,500,000","280,700,000","260,400,000"
			CurrentAccruedExpenses,"27,700,000","27,600,000","30,100,000","26,600,000","28,200,000","26,500,000","43,100,000","35,700,000","61,700,000","36,000,000"
				InterestPayable,"27,700,000","27,600,000","30,100,000","26,600,000","28,200,000","26,500,000","43,100,000","35,700,000","61,700,000","36,000,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"70,700,000","104,500,000","101,600,000","91,500,000","75,800,000","110,600,000","95,700,000","94,600,000","74,700,000","128,500,000"
		CurrentDebtAndCapitalLeaseObligation,"186,300,000","196,000,000","203,500,000","200,800,000","184,200,000","154,400,000","133,000,000","147,200,000","143,300,000","130,200,000"
			CurrentDebt,"23,000,000","23,000,000","23,000,000","23,000,000","27,000,000","43,400,000","29,000,000","29,000,000","29,000,000","29,000,000"
				OtherCurrentBorrowings,"23,000,000","23,000,000","23,000,000","23,000,000","27,000,000","43,400,000","29,000,000","29,000,000","29,000,000","29,000,000"
			CurrentCapitalLeaseObligation,"163,300,000","173,000,000","180,500,000","177,800,000","157,200,000","111,000,000","104,000,000","118,200,000","114,300,000","101,200,000"
		CurrentDeferredLiabilities,"111,000,000","98,600,000","91,500,000","93,000,000","89,000,000","76,700,000","59,600,000","60,000,000","73,600,000","66,600,000"
			CurrentDeferredRevenue,"111,000,000","98,600,000","91,500,000","93,000,000","89,000,000","76,700,000","59,600,000","60,000,000","73,600,000","66,600,000"
		OtherCurrentLiabilities,"31,600,000","41,200,000","47,700,000","53,000,000","57,500,000","88,600,000","84,400,000","74,000,000","53,400,000","50,200,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"4,149,000,000","4,163,900,000","4,174,100,000","4,240,500,000","4,284,900,000","4,251,900,000","4,351,400,000","4,870,800,000","4,770,000,000","4,701,700,000"
		LongTermDebtAndCapitalLeaseObligation,"3,808,600,000","3,833,700,000","3,830,200,000","3,864,500,000","3,902,000,000","3,869,700,000","3,932,500,000","4,436,100,000","4,241,500,000","4,187,200,000"
			LongTermDebt,"3,307,000,000","3,310,900,000","3,314,800,000","3,318,700,000","3,368,700,000","3,319,300,000","3,392,200,000","3,903,200,000","3,891,200,000","3,844,300,000"
			LongTermCapitalLeaseObligation,"501,600,000","522,800,000","515,400,000","545,800,000","533,300,000","550,400,000","540,300,000","532,900,000","350,300,000","342,900,000"
		NonCurrentDeferredLiabilities,"222,900,000","205,800,000","208,500,000","219,100,000","231,500,000","236,700,000","266,900,000","284,700,000","305,200,000","326,900,000"
