name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008
OperatingCashFlow,"257,294,000","-14,423,000","96,216,000","97,131,000","78,370,000","84,382,000","128,802,000","79,919,000","36,985,000","56,229,000","65,199,000","55,317,000","82,720,000","-72,288,000","125,559,000","67,146,000","36,319,000","-2,657,000","104,079,000","16,133,000","58,153,000","40,405,000","145,120,000","45,442,000","40,896,000","15,516,000","151,675,000","85,269,000","68,919,000","-2,050,000","184,236,000","162,064,000","106,493,000","-67,035,000","175,324,000","101,163,000","99,096,000","-13,414,000","163,177,000","33,253,000","77,147,000","-109,278,000","15,475,000","13,258,000","23,708,000","4,712,000","26,665,000","7,865,000","11,346,000","16,089,000","4,284,000","16,070,000","7,264,000","10,668,000","-2,290,000","26,268,000","-45,863,000","-11,096,000"
	CashFlowFromContinuingOperatingActivities,"257,294,000","-14,423,000","96,216,000","97,131,000","78,370,000","84,382,000","128,802,000","79,919,000","36,985,000","56,229,000","65,199,000","55,317,000","82,720,000","-72,288,000","125,559,000","67,146,000","36,319,000","-2,657,000","104,079,000","16,133,000","58,153,000","40,405,000","145,120,000","45,442,000","40,896,000","15,516,000","151,675,000","85,269,000","68,919,000","-2,050,000","184,236,000","162,064,000","106,493,000","-67,035,000","175,324,000","101,163,000","99,096,000","-13,414,000","163,177,000","33,253,000","77,147,000","-109,278,000","15,475,000","13,258,000","23,708,000","4,712,000","26,665,000","7,865,000","11,346,000","16,089,000","4,284,000","16,070,000","7,264,000","10,668,000","-2,290,000","26,268,000","-45,863,000","-11,096,000"
		NetIncomeFromContinuingOperations,"72,339,000","16,301,000","-521,000","26,857,000","29,702,000","20,240,000","34,115,000","14,195,000","-8,047,000","5,508,000","-15,333,000","12,794,000","-466,605,000","-48,002,000","48,450,000","35,202,000","41,779,000","29,042,000","17,840,000","51,705,000","58,475,000","41,487,000","42,819,000","32,199,000","43,963,000","26,210,000","48,529,000","23,545,000","58,829,000","56,275,000","85,789,000","81,303,000","198,344,000","54,837,000","44,193,000","65,475,000","67,200,000","32,275,000","25,066,000","14,499,000","18,632,000","-100,461,000",,,,"6,555,000","8,650,000","6,180,000",,,"5,120,000","5,375,000","4,366,000","6,861,000","10,379,000","13,651,000","-31,399,000","6,798,000"
		OperatingGainsLosses,"16,184,000","352,000","-12,298,000","-46,000","28,176,000","257,000","-1,014,000","3,923,000","-4,376,000","976,000","-14,032,000","32,598,000","660,000","43,992,000","-12,936,000","-372,000","-945,000","7,571,000","-262,141,000","1,177,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"52,000",,,,"-31,000","-21,000","-2,000","-10,000","13,000","0","0","47,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,"-14,233,000","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"-2,478,000","352,000","-1,090,000","-46,000","-1,694,000","257,000","-1,014,000","3,923,000","-4,376,000","976,000","201,000","-1,018,000","660,000","218,000","-12,897,000","-372,000","-691,000","-7,148,000","-686,000","1,177,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"52,000",,,,"-31,000","-21,000","-2,000","-10,000",,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,"0","0","-4,591,000","14,719,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,,,,"0","0","0","33,616,000","0","43,774,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"266,160,000","66,026,000","65,278,000","68,920,000","65,936,000","62,785,000","65,115,000","61,076,000","61,702,000","58,336,000","45,449,000","70,108,000","75,637,000","44,832,000","31,280,000","38,639,000","34,971,000","36,987,000","30,360,000","33,237,000","36,634,000","31,972,000","36,157,000","33,100,000","36,284,000","37,717,000","43,766,000","39,663,000","34,187,000","36,926,000","45,276,000","42,694,000","55,546,000","31,208,000","17,610,000","35,882,000","31,816,000","33,950,000","49,122,000","46,251,000","43,223,000","61,804,000","4,980,000","5,419,000","6,846,000","5,353,000","4,888,000","3,932,000","3,575,000","3,735,000","3,834,000","4,329,000","3,538,000","3,373,000","2,674,000","3,857,000","4,179,000","4,078,000"
			DepreciationAndAmortization,"266,160,000","66,026,000","65,278,000","68,920,000","65,936,000","62,785,000","65,115,000","61,076,000","61,702,000","58,336,000","45,449,000","70,108,000","75,637,000","44,832,000","31,280,000","38,639,000","34,971,000","36,987,000","30,360,000","33,237,000","36,634,000","31,972,000","36,157,000","33,100,000","36,284,000","37,717,000","43,766,000","39,663,000","34,187,000","36,926,000","45,276,000","42,694,000","55,546,000","31,208,000","17,610,000","35,882,000","31,816,000","33,950,000","49,122,000","46,251,000","43,223,000","61,804,000","4,980,000","5,419,000","6,846,000","5,353,000",,,,"3,735,000",,,"3,538,000","3,373,000","2,674,000","3,857,000","4,179,000","4,078,000"
