name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,12/31/2019
TotalAssets,"437,463,000","437,185,000","453,404,000","464,353,000","479,666,000","214,708,000","222,017,000","100,461,000"
	CurrentAssets,"322,312,000","296,564,000","328,838,000","344,467,000","447,293,000","212,278,000","221,730,000","100,091,000"
		CashCashEquivalentsAndShortTermInvestments,"314,854,000","290,466,000","321,044,000","336,705,000","440,874,000","210,206,000","219,592,000","98,630,000"
			CashAndCashEquivalents,"76,118,000","59,774,000","88,105,000","123,670,000","293,537,000","168,198,000","165,997,000","63,250,000"
				CashFinancial,"47,593,000","35,925,000","49,111,000","36,226,000","39,021,000","22,007,000",,
				CashEquivalents,"28,525,000","23,849,000","38,994,000","87,444,000","254,516,000","146,191,000",,
			OtherShortTermInvestments,"238,736,000","230,692,000","232,939,000","213,035,000","147,337,000","42,008,000","53,595,000","35,380,000"
		PrepaidAssets,"7,458,000","6,098,000","7,794,000","7,762,000","6,419,000","2,072,000","2,138,000","1,461,000"
	TotalNonCurrentAssets,"115,151,000","140,621,000","124,566,000","119,886,000","32,373,000","2,430,000","287,000","370,000"
		NetPPE,"1,258,000","77,000","89,000","102,000","115,000","130,000","146,000","182,000"
			GrossPPE,"1,258,000","309,000",,,,"309,000","309,000","299,000"
				Properties,,"0",,,,"0","0","0"
				MachineryFurnitureEquipment,,"204,000",,,,"204,000","204,000","194,000"
				OtherProperties,"1,258,000",,,,,,,
				Leases,,"105,000",,,,"105,000","105,000","105,000"
			AccumulatedDepreciation,,"-232,000",,,,"-179,000","-163,000","-117,000"
		InvestmentsAndAdvances,"94,178,000","140,397,000","124,330,000","119,637,000","32,111,000",,,
		NonCurrentDeferredAssets,"19,568,000",,,,,,,
			NonCurrentDeferredTaxesAssets,"19,568,000",,,,,,,
		OtherNonCurrentAssets,"147,000","147,000","147,000","147,000","147,000","2,300,000","141,000","188,000"
TotalLiabilitiesNetMinorityInterest,"17,993,000","11,811,000","7,930,000","5,813,000","9,967,000","291,046,000","7,806,000","140,370,000"
	CurrentLiabilities,"17,257,000","11,746,000","7,863,000","5,743,000","9,894,000","14,320,000","7,732,000","2,523,000"
		PayablesAndAccruedExpenses,"15,135,000","9,170,000","6,099,000","4,633,000","9,894,000","12,557,000","7,127,000","2,000,000"
			Payables,"6,306,000","3,169,000","2,024,000","1,510,000","3,879,000","9,679,000","3,487,000","934,000"
				AccountsPayable,"6,306,000","3,169,000","2,024,000","1,510,000","3,879,000","9,679,000","3,487,000","934,000"
			CurrentAccruedExpenses,"8,829,000","6,001,000","4,075,000","3,123,000","6,015,000","2,878,000","3,640,000","1,066,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"799,000","2,576,000","1,764,000","1,110,000",,"1,763,000","605,000","523,000"
		CurrentDebtAndCapitalLeaseObligation,"1,323,000",,,,,,,
			CurrentDebt,"804,000",,,,,,,
				OtherCurrentBorrowings,"804,000",,,,,,,
			CurrentCapitalLeaseObligation,"519,000",,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"736,000","65,000","67,000","70,000","73,000","276,726,000","74,000","137,847,000"
		LongTermDebtAndCapitalLeaseObligation,"736,000",,,,,,,
			LongTermCapitalLeaseObligation,"736,000",,,,,,,
		NonCurrentDeferredLiabilities,"0","65,000","67,000","70,000","73,000","74,000","74,000","73,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,"276,652,000","0","137,774,000"
TotalEquityGrossMinorityInterest,"419,470,000","425,374,000","445,474,000","458,540,000","469,699,000","-76,338,000","214,211,000","-39,909,000"
	StockholdersEquity,"418,702,000","424,971,000","443,386,000","455,549,000","466,901,000","-77,642,000","212,348,000","-40,773,000"
		CapitalStock,"4,000","4,000","4,000","4,000","4,000","1,000","3,000","1,000"
			CommonStock,"4,000","4,000","4,000","4,000","4,000","1,000","3,000","1,000"
		AdditionalPaidInCapital,"592,839,000","584,714,000","569,835,000","564,705,000","560,366,000","15,698,000","277,279,000","770,000"
		RetainedEarnings,"-171,007,000","-158,909,000","-126,395,000","-109,045,000","-93,409,000","-93,339,000","-64,993,000","-41,540,000"
		GainsLossesNotAffectingRetainedEarnings,"-3,134,000","-838,000","-58,000","-115,000","-60,000","-2,000","59,000","-4,000"
	MinorityInterest,"768,000","403,000","2,088,000","2,991,000","2,798,000","1,304,000","1,863,000","864,000"
TotalCapitalization,"418,702,000","424,971,000","443,386,000","455,549,000","466,901,000","-77,642,000","212,348,000","-40,773,000"
CommonStockEquity,"418,702,000","424,971,000","443,386,000","455,549,000","466,901,000","-77,642,000","212,348,000","-40,773,000"
CapitalLeaseObligations,"1,255,000",,,,,,,
NetTangibleAssets,"418,702,000","424,971,000","443,386,000","455,549,000","466,901,000","-77,642,000","212,348,000","-40,773,000"
WorkingCapital,"305,055,000","284,818,000","320,975,000","338,724,000","437,399,000","197,958,000","213,998,000","97,568,000"
InvestedCapital,"419,506,000","424,971,000","443,386,000","455,549,000","466,901,000","-77,642,000","212,348,000","-40,773,000"
TangibleBookValue,"418,702,000","424,971,000","443,386,000","455,549,000","466,901,000","-77,642,000","212,348,000","-40,773,000"
TotalDebt,"2,059,000",,,,,,,
ShareIssued,"44,660,026","44,292,102","43,660,909","43,526,224","43,516,125","41,397,847","41,397,847","41,397,847"
OrdinarySharesNumber,"44,660,026","44,292,102","43,660,909","43,526,224","43,516,125","41,397,847","41,397,847","41,397,847"
