name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013
MarketCap,"2,824,675,160","3,276,345,915","4,259,304,369","3,168,014,124","3,326,550,601","3,966,371,349","3,321,082,844","3,193,390,825","2,501,503,106","1,425,541,293","2,313,909,090","2,745,140,940","2,250,450,655","1,951,012,656","1,796,157,110","2,009,518,066","2,314,592,580","2,589,484,731","2,016,327,902","1,598,468,952","1,740,555,081","1,110,805,792","585,805,476","535,315,492","453,601,250","450,239,653","515,590,736","618,744,234","673,502,223","689,587,624","624,513,600","536,228,123","737,507,334","772,158,300","737,657,610","744,229,170","801,073,164"
EnterpriseValue,"5,398,204,160","5,841,820,915","7,189,108,369","5,963,209,124","6,039,209,601","6,445,163,349","6,033,508,844","6,372,646,825","5,773,834,106","3,082,193,293","4,250,461,090","4,676,795,940","4,251,302,655","3,830,963,656","2,870,247,110","3,116,680,066","3,431,667,580","3,513,621,731","3,213,766,902","2,806,538,952","2,903,251,081","2,397,159,792","2,107,230,476","2,126,816,492","2,099,775,250","2,007,319,653","2,057,028,736","2,022,750,234","1,846,070,223","2,192,476,624","2,164,069,600","1,995,948,123","2,016,524,334","1,798,059,300","1,790,325,610","1,715,244,170","1,626,474,164"
PeRatio,"4.022","5.255","9.348","7.789","9.142","16.388","15.359","17.44","11.834","4.681","11.268","12.294","11.149","9.699","7.99","11","13.152","15.837","13.372","11.791","13.489","12.615","12.038","11.892","11.778","10.232","9.938","11.309","10.946","11.393","8.953","8.11","48.661","17.029","7.448","6.978","6.704"
ForwardPeRatio,"2.794","3.28","4.836","4.363","5.426","6.485","6.406","6.329","21.097","5.277","7.806","8.795","8.251","8.292","6.309","6.274","8.104","9.699","10.638","9.588","12.438","11.287","10.132","9.259","9.302","8.292","7.077","8.11","11.099","11.148","10.03","8.15","11.737","14.925","13.967","12.92",
PegRatio,,,,,,,,,,,,"1.628","1.834","5.53","0.76","0.494","0.653",,,,"1.174","0.823","0.654","0.635","0.679","0.703",,"0.351","0.502","1.026","1.091","0.617","0.965","1.282","1.2","1.039",
PsRatio,"0.382","0.465","0.693","0.529","0.56","0.649","0.522","0.528","0.413","0.25","0.503","0.621","0.545","0.483","0.459","0.541","0.642","0.725","0.782","0.714","0.788","0.726","0.703","0.656","0.582","0.581","0.649","0.801","0.906","0.942","0.845","0.76","1.114","1.237","1.319","1.566","1.89"
PbRatio,"0.697","0.835","1.155","0.88","0.931","1.132","0.971","0.968","0.761","0.562","0.933","1.144","0.922","0.802","0.77","0.905","1.072","1.636","2.13","1.961","3.02","4.617","4.363","4.078","3.4","3.286","3.757","4.528","4.997","5.329","5.076","4.488","6.476","6.912","3.952","4.083","2.458"
EnterprisesValueRevenueRatio,"0.693","3.43","2.869","3.208","3.513","4.546","3.874","3.75","3.782","2.29","2.898","4.232","3.36","4.141","1.969","3.007","3.499","4.67","2.473","3.091","3.196","3.117","1.76","2.492","2.458","3.111","2.12","2.54","2.634","4.304","2.802","2.63","3.066","3.463","2.242","2.704","3.196"
EnterprisesValueEBITDARatio,"5.318","23.873","19.738","25.4","35.254","47.192","37.759","37.084","53.44","44.346","57.387","46.905","36.793","50.459","29.644","29.745","40.403","57.505","22.314","36.277","37.687","44.376","17.765","23.204","30.102","47.282","20.293","28.172","27.792","56.918","21.455","23.218","25.693","32.481","15.258","22.794","35.213"
