name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999
TotalRevenue,"1,165,098,000","333,448,000","310,257,000","255,853,000","265,540,000","263,524,000","238,198,000","221,595,000","223,405,000","291,009,000","322,802,000","186,383,000","268,809,000","182,448,000","272,506,000","188,391,000","281,542,000","187,721,000","211,604,000","186,325,000","214,586,000","188,444,000","194,960,000","164,162,000","198,994,000","171,100,000","166,176,000","166,232,000","150,182,000","176,178,000","140,555,000","120,183,000","156,310,000","125,572,000","118,395,000","113,292,000","152,282,000","124,001,000","115,100,000","104,197,000","141,648,000","123,068,000","112,942,000","108,518,000","142,554,000","119,907,000","122,524,000","109,564,000","106,842,000","138,725,000","117,288,000","111,254,000","138,794,000","107,825,000","125,385,000","108,782,000","129,658,000","162,632,000","132,643,000","108,110,000","137,511,000","107,391,000","96,236,000","93,267,000","114,263,000","103,042,000","88,933,000","93,812,000","118,305,000","82,719,000","83,857,000","81,551,000","126,733,000","79,070,000","94,431,000","74,675,000","97,720,000","95,629,000","92,768,000","88,147,000","135,917,000","100,232,000","98,208,000","90,669,000","131,108,000","111,194,000","111,880,000","101,861,000","116,410,000","98,400,000","88,300,000","76,200,000"
	OperatingRevenue,"1,165,098,000","333,448,000","310,257,000","255,853,000","265,540,000","263,524,000","238,198,000","221,595,000","223,405,000","291,009,000","322,802,000","186,383,000","268,809,000","182,448,000","272,506,000","188,391,000","281,542,000","187,721,000","211,604,000","186,325,000","214,586,000","188,444,000","194,960,000","164,162,000","198,994,000","171,100,000","166,176,000","166,232,000","150,182,000","176,178,000","140,555,000","120,183,000","156,310,000","125,572,000","118,395,000","113,292,000","152,282,000","124,001,000","115,100,000","104,197,000","141,648,000","123,068,000","112,942,000","108,518,000","142,554,000","119,907,000","122,524,000","109,564,000","106,842,000","138,725,000","117,288,000","111,254,000","138,794,000","107,825,000","125,385,000","108,782,000","129,658,000","162,632,000","132,643,000","108,110,000","137,511,000","107,391,000","96,236,000","93,267,000","114,263,000","103,042,000","88,933,000","93,812,000","118,305,000","82,719,000","83,857,000","81,551,000","126,733,000","79,070,000","94,431,000","74,675,000","97,720,000","95,629,000","92,768,000","88,147,000","135,917,000","100,232,000","98,208,000","90,669,000","131,108,000","111,194,000","111,880,000","101,861,000","116,410,000","98,400,000","88,300,000","76,200,000"
CostOfRevenue,"646,705,000","180,685,000","170,982,000","139,039,000","155,999,000","142,154,000","148,697,000","107,999,000","117,395,000","175,389,000","171,544,000","133,842,000","197,363,000","135,450,000","169,433,000","120,797,000","198,891,000","120,061,000","118,208,000","95,233,000","136,387,000","109,153,000","117,041,000","87,637,000","132,020,000","93,334,000","102,033,000","98,270,000","87,312,000","109,701,000","92,735,000","78,417,000","121,747,000","84,716,000","80,360,000","70,947,000","96,855,000","74,866,000","69,166,000","61,406,000","85,484,000","68,397,000","88,652,000","64,455,000","88,829,000","73,247,000","75,756,000","61,763,000","63,094,000","73,685,000","63,583,000","60,077,000","75,750,000","56,437,000","69,129,000","66,279,000","76,358,000","100,018,000","76,710,000","63,438,000","100,524,000","58,097,000","57,882,000","53,266,000","71,177,000","56,188,000","47,305,000","52,501,000","67,953,000","44,426,000","52,493,000","48,416,000","61,578,000","44,055,000","52,227,000","49,261,000","55,846,000","58,789,000","64,189,000","58,519,000","76,369,000","62,748,000","62,835,000","57,920,000","77,484,000","63,954,000","61,596,000","55,069,000","71,180,000","56,700,000","52,100,000","41,000,000"
GrossProfit,"518,393,000","152,763,000","139,275,000","116,814,000","109,541,000","121,370,000","89,501,000","113,596,000","106,010,000","115,620,000","151,258,000","52,541,000","71,446,000","46,998,000","103,073,000","67,594,000","82,651,000","67,660,000","93,396,000","91,092,000","78,199,000","79,291,000","77,919,000","76,525,000","66,974,000","77,766,000","64,143,000","67,962,000","62,870,000","66,477,000","47,820,000","41,766,000","34,563,000","40,856,000","38,035,000","42,345,000","55,427,000","49,135,000","45,934,000","42,791,000","56,164,000","54,671,000","24,290,000","44,063,000","53,725,000","46,660,000","46,768,000","47,801,000","43,748,000","65,040,000","53,705,000","51,177,000","63,044,000","51,388,000","56,256,000","42,503,000","53,300,000","62,614,000","55,933,000","44,672,000","36,987,000","49,294,000","38,354,000","40,001,000","43,086,000","46,854,000","41,628,000","41,311,000","50,352,000","38,293,000","31,364,000","33,135,000","65,155,000","35,015,000","42,204,000","25,414,000","41,874,000","36,840,000","28,579,000","29,628,000","59,548,000","37,484,000","35,373,000","32,749,000","53,624,000","47,240,000","50,284,000","46,792,000","45,230,000","41,700,000","36,200,000","35,200,000"
OperatingExpense,"232,023,000","60,354,000","55,601,000","52,878,000","63,190,000","56,314,000","53,380,000","50,214,000","50,262,000","62,327,000","51,438,000","46,102,000","54,336,000","53,857,000","49,686,000","49,467,000","61,437,000","45,910,000","66,482,000","57,112,000","67,504,000","75,302,000","64,124,000","58,256,000","65,401,000","55,762,000","58,519,000","50,084,000","55,586,000","51,344,000","50,235,000","46,805,000","57,085,000","53,036,000","50,256,000","39,143,000","46,588,000","43,063,000","43,399,000","37,766,000","36,568,000","38,630,000","37,362,000","28,160,000","32,703,000","33,494,000","32,354,000","27,533,000","33,494,000","27,718,000","35,890,000","36,686,000","34,965,000","34,640,000","32,981,000","34,593,000","41,315,000","35,497,000","31,195,000","31,285,000","27,260,000","28,713,000","26,668,000","24,368,000","27,982,000","26,147,000","22,700,000","25,511,000","27,823,000","25,896,000","27,224,000","21,906,000","32,708,000","22,826,000","16,231,000","22,443,000","-10,491,000","63,501,000","30,167,000","26,717,000","36,508,000","29,018,000","29,662,000","27,842,000","5,540,000","40,837,000","41,065,000","24,757,000","19,539,000","18,400,000","21,200,000","14,700,000"
	SellingGeneralAndAdministration,"192,257,000","50,647,000","46,545,000","42,717,000","52,348,000","45,472,000","42,989,000","39,657,000","39,494,000","51,427,000","40,814,000","34,857,000","48,498,000","47,437,000","43,676,000","43,562,000","54,622,000","39,571,000","60,112,000","50,677,000","61,127,000","68,434,000","57,460,000","52,062,000","59,435,000","50,175,000","53,087,000","44,513,000","49,742,000","45,431,000","44,178,000","39,075,000","49,176,000","48,028,000","43,606,000","32,640,000","40,504,000","37,831,000","37,421,000","32,459,000","31,747,000","34,712,000","33,254,000","24,567,000","29,059,000","29,859,000","29,108,000","24,322,000","30,083,000","25,879,000","32,420,000","33,108,000","31,372,000","30,857,000","29,419,000","31,263,000","37,596,000","33,025,000","28,848,000","28,917,000","25,008,000","26,361,000","24,642,000","22,508,000","25,582,000","23,551,000","19,919,000","22,815,000","24,924,000","22,892,000","24,173,000","18,986,000","28,883,000","19,884,000","13,359,000","19,719,000","21,091,000","27,103,000","27,252,000","23,903,000","31,090,000","26,208,000","27,017,000","25,602,000","5,553,000","37,839,000","38,734,000","22,893,000","18,795,000","17,700,000","20,700,000","14,000,000"
		GeneralAndAdministrativeExpense,"123,507,000","32,227,000","30,005,000","24,941,000","36,334,000","26,560,000","26,291,000","25,144,000","21,997,000","28,750,000","20,497,000","18,481,000","23,622,000","24,293,000","20,791,000","20,055,000","24,925,000","19,675,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"123,507,000","32,227,000","30,005,000","24,941,000","36,334,000","26,560,000","26,291,000","25,144,000","21,997,000","28,750,000","20,497,000","18,481,000","23,622,000","24,293,000","20,791,000","20,055,000","24,925,000","19,675,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"68,750,000","18,420,000","16,540,000","17,776,000","16,014,000","18,912,000","16,698,000","14,513,000","17,497,000","22,677,000","20,317,000","16,376,000","24,876,000","23,144,000","22,885,000","23,507,000","29,697,000","19,896,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"39,766,000","9,707,000","9,056,000","10,161,000","10,842,000","10,842,000","10,391,000","10,557,000","10,768,000","10,900,000","10,624,000","11,245,000","5,838,000","6,420,000","6,010,000","5,905,000","6,815,000","6,339,000","6,370,000","6,435,000","6,377,000","6,868,000","6,664,000","6,194,000","5,966,000","5,587,000","5,432,000","5,571,000","5,844,000","5,913,000","6,057,000","7,730,000","7,909,000","5,008,000","6,650,000","6,503,000","6,084,000","5,232,000","5,978,000","5,307,000","4,821,000","3,918,000","4,108,000","3,593,000","3,644,000","3,635,000","3,246,000","3,211,000","3,411,000","1,839,000","3,470,000","3,578,000","3,593,000","3,783,000","3,562,000","3,330,000","3,719,000","2,472,000","2,347,000","2,368,000","2,252,000","2,352,000","2,026,000","1,860,000","2,400,000","2,596,000","2,781,000","2,696,000","2,899,000","3,004,000","3,051,000","2,920,000","3,825,000","2,942,000","2,872,000","2,724,000","1,343,000","3,473,000","2,915,000","2,814,000","5,418,000","2,810,000","2,645,000","2,240,000","-13,000","2,998,000","2,331,000","1,864,000","744,000","700,000","500,000","700,000"
